Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Apartment for sale,"$3,290,000","11 20th Ave, Venice, CA 90291",11 20th Ave ,Venice,CA,90291,33.985138,-118.471568,"3,216",null,null,Multi Family,1966,3 spaces,null,"$1,023","$3,217,956","$4,150/mo",https://www.zillow.com/homedetails/11-20th-Ave-Venice-CA-90291/20443574_zpid/
Apartment for sale,"$675,000","348 E Opp St, Wilmington, CA 90744",348 E Opp St ,Wilmington,CA,90744,33.78275,-118.258035,"2,574",null,null,Multi Family,1922,2 spaces,null,$262,"$675,000","$2,600/mo",https://www.zillow.com/homedetails/348-E-Opp-St-Wilmington-CA-90744/21297283_zpid/
Apartment for sale,"$2,495,000","1415 Calistoga Ave, Napa, CA 94559",1415 Calistoga Ave ,Napa,CA,94559,38.29949,-122.291037,"5,456",null,null,Multi Family,1910,2 spaces,null,$457,"$2,378,443","$7,500/mo",https://www.zillow.com/homedetails/1415-Calistoga-Ave-Napa-CA-94559/129649185_zpid/
Apartment for sale,"$789,000","1222 N Avenue 49, Los Angeles, CA 90042",1222 N Avenue 49 ,Los Angeles,CA,90042,34.120668,-118.209194,"1,391",null,null,Multi Family,1940,2 spaces,null,$567,"$791,941","$2,875/mo",https://www.zillow.com/homedetails/1222-N-Avenue-49-Los-Angeles-CA-90042/20766593_zpid/
Apartment for sale,"$2,775,000","635-637 Baker St, San Francisco, CA 94117",635-637 Baker St ,San Francisco,CA,94117,37.777033,-122.441954,"4,200",null,null,Multi Family,1900,Attached Garage,null,$661,null,null,https://www.zillow.com/homedetails/635-637-Baker-St-San-Francisco-CA-94117/2079004747_zpid/
Apartment for sale,"$2,850,000","4322 Tujunga Ave, Studio City, CA 91604",4322 Tujunga Ave ,Studio City,CA,91604,34.148361,-118.378658,"6,448",null,null,Multi Family,1967,10 spaces,null,$442,null,null,https://www.zillow.com/homedetails/4322-Tujunga-Ave-Studio-City-CA-91604/2078888982_zpid/
Apartment for sale,"$3,795,000","7916 Crenshaw Blvd, Inglewood, CA 90305",7916 Crenshaw Blvd ,Inglewood,CA,90305,33.966554,-118.330484,"7,548",null,null,Multi Family,1953,10 spaces,null,$503,null,null,https://www.zillow.com/homedetails/7916-Crenshaw-Blvd-Inglewood-CA-90305/2079190327_zpid/
Apartment for sale,"$955,000","315 E Elm St, Lodi, CA 95240",315 E Elm St ,Lodi,CA,95240,38.13555,-121.267049,"1,552",null,null,Multi Family,1947,6 spaces,null,$615,"$953,146","$1,650/mo",https://www.zillow.com/homedetails/315-E-Elm-St-Lodi-CA-95240/2119225031_zpid/
Apartment for sale,"$700,000","5500 C St, Beaumont, CA 92223",5500 C St ,Beaumont,CA,92223,33.927918,-116.937333,"2,611",null,null,Multi Family,1950,Carport,null,$268,"$687,369","$1,750/mo",https://www.zillow.com/homedetails/5500-C-St-Beaumont-CA-92223/17961307_zpid/
Apartment for sale,"$1,100,000","6126 Telegraph Ave, Oakland, CA 94609",6126 Telegraph Ave ,Oakland,CA,94609,37.847842,-122.260548,,null,null,Multi Family,1940,No Data,null,No Data,"$1,244,555","$2,895/mo",https://www.zillow.com/homedetails/6126-Telegraph-Ave-Oakland-CA-94609/152735426_zpid/
