Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Apartment for sale,"$255,000","12145 California St, Yucaipa, CA 92399",12145 California St ,Yucaipa,CA,92399,34.033038,-117.038463,890,null,null,Multi Family,1941,3 spaces,None,$287,"$255,001","$1,400/mo",https://www.zillow.com/homedetails/12145-California-St-Yucaipa-CA-92399/17396719_zpid/
Apartment for sale,"$1,229,000","2300 N St, Sacramento, CA 95816",2300 N St ,Sacramento,CA,95816,38.570819,-121.477761,"3,956",null,null,Multi Family,1925,No Data,None,$311,null,null,https://www.zillow.com/homedetails/2300-N-St-Sacramento-CA-95816/148169597_zpid/
Apartment for sale,"$869,000","2063 Sea Village Cir, Cardiff, CA 92007",2063 Sea Village Cir ,Cardiff,CA,92007,33.020138,-117.265802,"1,272",null,null,Multi Family,1985,4 spaces,$265/month,$683,"$855,712","$2,855/mo",https://www.zillow.com/homedetails/2063-Sea-Village-Cir-Cardiff-CA-92007/16725502_zpid/
Apartment for sale,"$749,000","924 Mooney Dr, Monterey Park, CA 91755",924 Mooney Dr ,Monterey Park,CA,91755,34.054407,-118.109123,"2,670",null,null,Multi Family,1924,Carport,null,$281,"$749,003","$2,500/mo",https://www.zillow.com/homedetails/924-Mooney-Dr-Monterey-Park-CA-91755/20665099_zpid/
Apartment for sale,"$579,900","88 W 49th St, Long Beach, CA 90805",88 W 49th St ,Long Beach,CA,90805,33.844557,-118.196218,"1,684",null,null,Multi Family,1958,2 spaces,null,$344,"$581,960","$2,200/mo",https://www.zillow.com/homedetails/88-W-49th-St-Long-Beach-CA-90805/21157398_zpid/
Apartment for sale,"$329,000","27734 Copco Rd, Montague, CA 96064",27734 Copco Rd ,Montague,CA,96064,41.964744,-122.263728,"3,500",null,null,Multi Family,No Data,No Data,null,$94,null,null,https://www.zillow.com/homedetails/27734-Copco-Rd-Montague-CA-96064/2079038537_zpid/
Apartment for sale,"$959,000","16230 Community St, North Hills, CA 91343",16230 Community St ,North Hills,CA,91343,34.222901,-118.486543,"2,394",null,null,Multi Family,1951,6 spaces,null,$401,"$959,003","$2,975/mo",https://www.zillow.com/homedetails/16230-Community-St-North-Hills-CA-91343/20151282_zpid/
Apartment for sale,"$649,900","854 E 107th St, Los Angeles, CA 90002",854 E 107th St ,Los Angeles,CA,90002,33.938979,-118.258957,"1,993",null,null,Multi Family,1942,No Data,None,$326,null,null,https://www.zillow.com/homedetails/854-E-107th-St-Los-Angeles-CA-90002/20959280_zpid/
Apartment for sale,"$795,000","6326 Vinevale Ave Apt B, Bell, CA 90201",6326 Vinevale Ave Apt B,Bell,CA,90201,33.97815,-118.180925,"2,668",null,null,Multi Family,1957,2 spaces,null,$298,"$795,004","$2,340/mo",https://www.zillow.com/homedetails/6326-Vinevale-Ave-APT-B-Bell-CA-90201/21071323_zpid/
Apartment for sale,"$899,000","3022 Quince St, San Diego, CA 92104",3022 Quince St ,San Diego,CA,92104,32.736787,-117.128656,"1,325",null,null,Multi Family,1946,Off street,null,$678,"$898,658","$2,550/mo",https://www.zillow.com/homedetails/3022-Quince-St-San-Diego-CA-92104/295354808_zpid/
Apartment for sale,"$1,650,000","227 E 19th St, Costa Mesa, CA 92627",227 E 19th St ,Costa Mesa,CA,92627,33.640151,-117.912451,"2,400",null,null,Multi Family,1955,1 space,None,$688,"$1,634,914","$3,100/mo",https://www.zillow.com/homedetails/227-E-19th-St-Costa-Mesa-CA-92627/25468834_zpid/
Apartment for sale,"$399,000","1209 Roselawn Ave, Modesto, CA 95351",1209 Roselawn Ave ,Modesto,CA,95351,37.613825,-121.006411,"2,808",null,null,Multi Family,1977,3 spaces,null,$142,"$399,001","$1,525/mo",https://www.zillow.com/homedetails/1209-Roselawn-Ave-Modesto-CA-95351/300254276_zpid/
Apartment for sale,"$899,000","127-127a Gardiner Ave, South San Francisco, CA 94080",127-127A Gardiner Ave ,South San Francisco,CA,94080,37.663348,-122.402199,"1,260",null,null,Multi Family,1920,No Data,null,$713,null,null,https://www.zillow.com/homedetails/127-127A-Gardiner-Ave-South-San-Francisco-CA-94080/2078950627_zpid/
Apartment for sale,"$1,199,000","410 Vine St, Glendale, CA 91204",410 Vine St ,Glendale,CA,91204,34.140598,-118.261386,"3,183",null,null,Multi Family,1908,3 spaces,null,$377,null,null,https://www.zillow.com/homedetails/410-Vine-St-Glendale-CA-91204/2079083729_zpid/
Apartment for sale,"$370,000","3436 Locust St, Riverside, CA 92501",3436 Locust St ,Riverside,CA,92501,33.988162,-117.37775,720,null,null,Multi Family,1924,No Data,null,$514,null,null,https://www.zillow.com/homedetails/3436-Locust-St-Riverside-CA-92501/2079576864_zpid/
Apartment for sale,"$310,000","41857 Briarwood Ave, Hemet, CA 92544",41857 Briarwood Ave ,Hemet,CA,92544,33.745202,-116.930689,"2,465",null,null,Multi Family,1972,4 spaces,null,$126,null,null,https://www.zillow.com/homedetails/41857-Briarwood-Ave-Hemet-CA-92544/2079875092_zpid/
Apartment for sale,"$44,950","13371 Clover St, Trona, CA 93562",13371 Clover St ,Trona,CA,93562,35.764124,-117.37296,"1,385",null,null,Multi Family,1942,2 spaces,null,$32,null,null,https://www.zillow.com/homedetails/13371-Clover-St-Trona-CA-93562/17483892_zpid/
Apartment for sale,"$424,950","6016 Rye Way, Carmichael, CA 95608",6016 Rye Way ,Carmichael,CA,95608,38.652262,-121.324198,"1,664",null,null,Multi Family,1963,2 spaces,None,$255,"$433,602","$1,500/mo",https://www.zillow.com/homedetails/6016-Rye-Way-Carmichael-CA-95608/26037546_zpid/
Apartment for sale,"$2,299,000","6670 W Pacific Coast Hwy, Ventura, CA 93001",6670 W Pacific Coast Hwy ,Ventura,CA,93001,34.356095,-119.44189,"1,910",null,null,Multi Family,2014,4 spaces,null,"$1,204","$2,267,078","$8,000/mo",https://www.zillow.com/homedetails/6670-W-Pacific-Coast-Hwy-Ventura-CA-93001/16318908_zpid/
Apartment for sale,"$995,000","600 S Eucalyptus Ave, Inglewood, CA 90301",600 S Eucalyptus Ave ,Inglewood,CA,90301,33.956439,-118.359287,"2,893",null,null,Multi Family,1930,4 spaces,$186/month,$344,"$990,121","$2,375/mo",https://www.zillow.com/homedetails/600-S-Eucalyptus-Ave-Inglewood-CA-90301/20337579_zpid/
Apartment for sale,"$480,000","16551 San Bernardino Ave, Fontana, CA 92335",16551 San Bernardino Ave ,Fontana,CA,92335,34.076897,-117.440911,2,null,null,Multi Family,1980,2 spaces,null,"$240,000","$484,571","$2,300/mo",https://www.zillow.com/homedetails/16551-San-Bernardino-Ave-Fontana-CA-92335/17338395_zpid/
Apartment for sale,"$259,000","21201 Teepee Rd, Apple Valley, CA 92307",21201 Teepee Rd ,Apple Valley,CA,92307,34.549266,-117.201437,"1,454",null,null,Multi Family,1958,Off street,null,$178,"$259,002","$1,100/mo",https://www.zillow.com/homedetails/21201-Teepee-Rd-Apple-Valley-CA-92307/17462187_zpid/
Apartment for sale,"$426,999","3741 Gail Dr, Oceanside, CA 92056",3741 Gail Dr ,Oceanside,CA,92056,33.182581,-117.303758,827,null,null,Multi Family,1974,2 spaces,None,$516,"$423,094","$2,200/mo",https://www.zillow.com/homedetails/3741-Gail-Dr-Oceanside-CA-92056/16613943_zpid/
Apartment for sale,"$599,000","6829 Brooklyn Ave, San Diego, CA 92114",6829 Brooklyn Ave ,San Diego,CA,92114,32.712787,-117.050736,"1,567",null,null,Multi Family,1947,No Data,null,$382,"$608,164","$2,850/mo",https://www.zillow.com/homedetails/6829-Brooklyn-Ave-San-Diego-CA-92114/295361614_zpid/
Apartment for sale,"$480,000","1191 Main St, Riverside, CA 92501",1191 Main St ,Riverside,CA,92501,34.007107,-117.364043,"2,232",null,null,Multi Family,1949,2 spaces,None,$215,null,null,https://www.zillow.com/homedetails/1191-Main-St-Riverside-CA-92501/2081069897_zpid/
Apartment for sale,"$784,950","21249 Ocean View Dr, Hayward, CA 94541",21249 Ocean View Dr ,Hayward,CA,94541,37.683747,-122.094599,"1,556",null,null,Multi Family,1947,2 spaces,None,$504,"$805,993","$2,900/mo",https://www.zillow.com/homedetails/21249-Ocean-View-Dr-Hayward-CA-94541/24963005_zpid/
Apartment for sale,"$999,000","3333 W 134th Pl, Hawthorne, CA 90250",3333 W 134th Pl ,Hawthorne,CA,90250,33.910219,-118.331994,"3,075",null,null,Multi Family,1940,8 spaces,null,$325,"$999,001","$2,600/mo",https://www.zillow.com/homedetails/3333-W-134th-Pl-Hawthorne-CA-90250/20353372_zpid/
Apartment for sale,"$699,000","3145 E Thompson St, Long Beach, CA 90805",3145 E Thompson St ,Long Beach,CA,90805,33.881256,-118.155861,"1,926",null,null,Multi Family,1951,2 spaces,None,$363,"$704,024","$2,300/mo",https://www.zillow.com/homedetails/3145-E-Thompson-St-Long-Beach-CA-90805/21146139_zpid/
Apartment for sale,"$1,685,000","3412 J St, Sacramento, CA 95816",3412 J St ,Sacramento,CA,95816,38.571403,-121.461151,"1,480",null,null,Multi Family,1917,4 spaces,None,"$1,139","$1,672,258","$1,675/mo",https://www.zillow.com/homedetails/3412-J-St-Sacramento-CA-95816/25784227_zpid/
New construction,"$750,000","803 W La Jolla St, Placentia, CA 92870",803 W La Jolla St ,Placentia,CA,92870,33.856735,-117.881142,"5,326",null,null,Multi Family,2020,3 spaces,None,$141,"$750,002","$2,650/mo",https://www.zillow.com/homedetails/803-W-La-Jolla-St-Placentia-CA-92870/25390765_zpid/
