Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
House for sale,"$65,000,000","33256 Pacific Coast Hwy, Malibu, CA 90265",33256 Pacific Coast Hwy ,Malibu,CA,90265,34.041212,-118.899548,"4,922",2.63 acres,114562.8,Single Family,1978,1 space,$325/month,"$13,206","$4,965,664","$15,900/mo",https://www.zillow.com/homedetails/33256-Pacific-Coast-Hwy-Malibu-CA-90265/20558247_zpid/
House for sale,"$625,000","16343 Calahan St, North Hills, CA 91343",16343 Calahan St ,North Hills,CA,91343,34.236877,-118.488793,"1,847","7,562 sqft",7562.0,Single Family,1963,2 spaces,None,$338,"$625,003","$3,300/mo",https://www.zillow.com/homedetails/16343-Calahan-St-North-Hills-CA-91343/20144436_zpid/
House for sale,"$625,000","3425 Archetto Dr, El Dorado Hills, CA 95762",3425 Archetto Dr ,El Dorado Hills,CA,95762,38.677371,-121.040866,"2,799","9,147 sqft",9147.0,Single Family,2005,3 spaces,$208/month,$223,"$625,001","$2,850/mo",https://www.zillow.com/homedetails/3425-Archetto-Dr-El-Dorado-Hills-CA-95762/69238493_zpid/
House for sale,"$305,000","6589 Melrose Dr, North Highlands, CA 95660",6589 Melrose Dr ,North Highlands,CA,95660,38.685716,-121.372488,"1,286","6,098 sqft",6098.0,Single Family,1955,1 space,None,$237,"$309,765","$1,700/mo",https://www.zillow.com/homedetails/6589-Melrose-Dr-North-Highlands-CA-95660/25960993_zpid/
House for sale,"$1,495,000","333 Dellbrook Ave, San Francisco, CA 94131",333 Dellbrook Ave ,San Francisco,CA,94131,37.752036,-122.452845,"1,564","4,412 sqft",4412.0,Single Family,1957,No Data,null,$956,"$1,598,103","$4,500/mo",https://www.zillow.com/homedetails/333-Dellbrook-Ave-San-Francisco-CA-94131/15131253_zpid/
House for sale,"$395,000","323 32nd St, San Diego, CA 92102",323 32nd St ,San Diego,CA,92102,32.708942,-117.125073,568,"2,556 sqft",2556.0,Single Family,2018,2 spaces,None,$695,"$397,996","$1,950/mo",https://www.zillow.com/homedetails/323-32nd-St-San-Diego-CA-92102/17084623_zpid/
House for sale,"$1,199,000","6556 W 82nd St, Los Angeles, CA 90045",6556 W 82nd St ,Los Angeles,CA,90045,33.964291,-118.403561,"1,639","6,046 sqft",6046.0,Single Family,1944,5 spaces,Yes,$732,"$1,199,012","$3,850/mo",https://www.zillow.com/homedetails/6556-W-82nd-St-Los-Angeles-CA-90045/20381081_zpid/
House for sale,"$424,950","1813 Mystic Meadows St, Bakersfield, CA 93312",1813 Mystic Meadows St ,Bakersfield,CA,93312,35.375925,-119.141984,"2,108",0.55 acres,23958.0,Single Family,1986,2 spaces,null,$202,"$424,950","$1,700/mo",https://www.zillow.com/homedetails/1813-Mystic-Meadows-St-Bakersfield-CA-93312/19044942_zpid/
House for sale,"$340,000","26158 Dardanelle Ct, Moreno Valley, CA 92555",26158 Dardanelle Ct ,Moreno Valley,CA,92555,33.925371,-117.205862,"1,760","7,405 sqft",7405.0,Single Family,1990,2 spaces,None,$193,"$340,112","$2,000/mo",https://www.zillow.com/homedetails/26158-Dardanelle-Ct-Moreno-Valley-CA-92555/18000339_zpid/
House for sale,"$435,000","4137 Ranier Way, Lancaster, CA 93536",4137 Ranier Way ,Lancaster,CA,93536,34.6504,-118.204102,"2,859","7,840 sqft",7840.0,Single Family,2004,3 spaces,null,$152,null,null,https://www.zillow.com/homedetails/4137-Ranier-Way-Lancaster-CA-93536/2080116776_zpid/
House for sale,"$699,500","2921 Cameron Dr, Rocklin, CA 95765",2921 Cameron Dr ,Rocklin,CA,95765,38.822014,-121.250799,"2,709","8,934 sqft",8934.0,Single Family,1997,3 spaces,None,$258,"$720,957","$2,800/mo",https://www.zillow.com/homedetails/2921-Cameron-Dr-Rocklin-CA-95765/17715728_zpid/
House for sale,"$1,199,000","22100 Mountain Springs Ln, Tehachapi, CA 93561",22100 Mountain Springs Ln ,Tehachapi,CA,93561,35.149072,-118.570728,"3,376",195.24 acres,8504654.4,Single Family,2006,23 spaces,None,$355,"$1,151,130","$4,894/mo",https://www.zillow.com/homedetails/22100-Mountain-Springs-Ln-Tehachapi-CA-93561/81862775_zpid/
Foreclosure,"$273,000","12805 Golf Course Dr, Victorville, CA 92395",12805 Golf Course Dr ,Victorville,CA,92395,34.48402,-117.264228,"2,095","7,100 sqft",7100.0,Single Family,1989,2 spaces,$95/month,$130,"$275,085","$1,749/mo",https://www.zillow.com/homedetails/12805-Golf-Course-Dr-Victorville-CA-92395/17483056_zpid/
House for sale,"$319,990","1413 N Tully Rd, Turlock, CA 95380",1413 N Tully Rd ,Turlock,CA,95380,37.50495,-120.872011,"1,314","6,660 sqft",6660.0,Single Family,1982,2 spaces,None,$244,"$304,841","$1,600/mo",https://www.zillow.com/homedetails/1413-N-Tully-Rd-Turlock-CA-95380/15993535_zpid/
House for sale,"$314,999","30888 Avenida Maravilla, Cathedral City, CA 92234",30888 Avenida Maravilla ,Cathedral City,CA,92234,33.824049,-116.466603,"1,600","7,840 sqft",7840.0,Single Family,1990,2 spaces,null,$197,"$311,218","$1,895/mo",https://www.zillow.com/homedetails/30888-Avenida-Maravilla-Cathedral-City-CA-92234/18130351_zpid/
House for sale,"$425,000","150 S Arizona Ave, Los Angeles, CA 90022",150 S Arizona Ave ,Los Angeles,CA,90022,34.035509,-118.163506,"1,098","2,844 sqft",2844.0,Single Family,2005,2 spaces,None,$387,null,null,https://www.zillow.com/homedetails/150-S-Arizona-Ave-Los-Angeles-CA-90022/70588986_zpid/
House for sale,"$769,000","42409 Wyandotte St, Temecula, CA 92592",42409 Wyandotte St ,Temecula,CA,92592,33.504711,-117.082689,"3,667","8,712 sqft",8712.0,Single Family,2004,5 spaces,$71/month,$210,"$769,004","$3,956/mo",https://www.zillow.com/homedetails/42409-Wyandotte-St-Temecula-CA-92592/59405613_zpid/
House for sale,"$485,000","5458 Corbett Ct, Riverbank, CA 95367",5458 Corbett Ct ,Riverbank,CA,95367,37.717729,-120.954137,"2,729","7,074 sqft",7074.0,Single Family,2003,2 spaces,None,$178,"$483,649","$2,350/mo",https://www.zillow.com/homedetails/5458-Corbett-Ct-Riverbank-CA-95367/63175522_zpid/
House for sale,"$349,000","1402 D St, Marysville, CA 95901",1402 D St ,Marysville,CA,95901,39.150585,-121.590929,"2,352",0.25 acres,10890.0,Single Family,1939,2 spaces,null,$148,"$303,711","$1,750/mo",https://www.zillow.com/homedetails/1402-D-St-Marysville-CA-95901/94705361_zpid/
House for sale,"$239,000","27084 Skyview Ct, Pioneer, CA 95666",27084 Skyview Ct ,Pioneer,CA,95666,38.460816,-120.52321,"1,779",0.42 acres,18295.2,Single Family,1970,2 spaces,None,$134,null,null,https://www.zillow.com/homedetails/27084-Skyview-Ct-Pioneer-CA-95666/18207215_zpid/
