Listing_type,Price,Full_address,Street,City,State,Zip_code,Latitude,Longitude,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,Hoa,Zillow_price_per_sqft,Zestimate,Rent_zestimate,House_website
Townhouse for sale,"$680,000","1317 Greenwich Ct, San Jose, CA 95125",1317 Greenwich Ct ,San Jose,CA,95125,37.298368,-121.92298,970,766 sqft,766.0,Townhouse,1981,1 space,$449/month,$701,"$681,767","$2,725/mo",https://www.zillow.com/homedetails/1317-Greenwich-Ct-San-Jose-CA-95125/19591871_zpid/
Townhouse for sale,"$517,000","6 Liana Pl, Aliso Viejo, CA 92656",6 Liana Pl ,Aliso Viejo,CA,92656,33.575106,-117.721656,"1,047","1,001 sqft",1001.0,Townhouse,1990,2 spaces,$347/month,$494,"$512,622","$2,420/mo",https://www.zillow.com/homedetails/6-Liana-Pl-Aliso-Viejo-CA-92656/25664945_zpid/
Townhouse for sale,"$1,100,000","1528 Berkeley St Apt 1, Santa Monica, CA 90404",1528 Berkeley St Apt 1,Santa Monica,CA,90404,34.034968,-118.46759,"1,512","8,132 sqft",8132.0,Townhouse,1972,2 spaces,$240/month,$728,"$1,113,300","$4,700/mo",https://www.zillow.com/homedetails/1528-Berkeley-St-APT-1-Santa-Monica-CA-90404/20470731_zpid/
New construction,"$435,900","4019 Mission Inn Ave, Riverside, CA 92501",4019 Mission Inn Ave ,Riverside,CA,92501,33.985096,-117.377511,"1,396",No Data,null,Townhouse,2020,2 spaces,$202/month,$312,null,null,https://www.zillow.com/homedetails/4019-Mission-Inn-Ave-Riverside-CA-92501/2078966301_zpid/
Townhouse for sale,"$920,000","5711 Canterbury Dr, Culver City, CA 90230",5711 Canterbury Dr ,Culver City,CA,90230,33.987781,-118.379933,"1,639","1,280 sqft",1280.0,Townhouse,1984,2 spaces,$432/month,$561,"$920,544","$3,500/mo",https://www.zillow.com/homedetails/5711-Canterbury-Dr-Culver-City-CA-90230/20395651_zpid/
Townhouse for sale,"$929,888","3274 Saint Ignatius Pl, Santa Clara, CA 95051",3274 Saint Ignatius Pl ,Santa Clara,CA,95051,37.360261,-121.986316,"1,536",710 sqft,710.0,Townhouse,1981,2 spaces,$399/month,$605,"$931,129","$3,600/mo",https://www.zillow.com/homedetails/3274-Saint-Ignatius-Pl-Santa-Clara-CA-95051/19556032_zpid/
Townhouse for sale,"$609,900","337 Solares St, Camarillo, CA 93010",337 Solares St ,Camarillo,CA,93010,34.222575,-119.079443,"2,024",No Data,null,Townhouse,2019,2 spaces,$311/month,$301,"$604,016","$3,000/mo",https://www.zillow.com/homedetails/337-Solares-St-Camarillo-CA-93010/300036276_zpid/
Townhouse for sale,"$1,375,000","23 Saraceno, Newport Coast, CA 92657",23 Saraceno ,Newport Coast,CA,92657,33.607298,-117.806409,"2,305",100 sqft,100.0,Townhouse,2003,2 spaces,$493/month,$597,"$1,319,693","$5,500/mo",https://www.zillow.com/homedetails/23-Saraceno-Newport-Coast-CA-92657/61646807_zpid/
Townhouse for sale,"$875,000","5556 Coral Dr Unit 105, Hawthorne, CA 90250",5556 Coral Dr Unit 105,Hawthorne,CA,90250,33.914174,-118.377695,"1,630",0.78 acres,33976.8,Townhouse,2013,3 spaces,$408/month,$537,"$876,030","$3,690/mo",https://www.zillow.com/homedetails/5556-Coral-Dr-UNIT-105-Hawthorne-CA-90250/122000116_zpid/
Townhouse for sale,"$679,000","5255 Hermitage Ave Unit 102, Los Angeles, CA 91607",5255 Hermitage Ave Unit 102,Los Angeles,CA,91607,34.166374,-118.400649,"1,700","7,814 sqft",7814.0,Townhouse,2006,2 spaces,$465/month,$399,"$680,205","$3,500/mo",https://www.zillow.com/homedetails/5255-Hermitage-Ave-UNIT-102-Los-Angeles-CA-91607/72655208_zpid/
