City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,3 Beds,2 Beds,Studio
Los Angeles,Condos,CA,90069,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]","739 N Croft Ave, Los Angeles, CA 90069",https://www.apartments.com/739-n-croft-ave-los-angeles-ca/7l3n2lx/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,,"$2,900",
West Hollywood,Condos,CA,90046,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]","8277 Fountain Ave, West Hollywood, CA 90046",https://www.apartments.com/8277-fountain-ave-west-hollywood-ca/pgmghqs/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,,"$2,450",
San Francisco,Condos,CA,94117,"[{'bedroom_type': '2 Beds', 'price': '$4,800'}]","San Francisco, CA 94117",https://www.apartments.com/350-broderick-st-san-francisco-ca-unit-305/20mx8j9/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,,"$4,800",
Berkeley,Condos,CA,94702,"[{'bedroom_type': '1 Bed', 'price': '$1,950'}]","Berkeley, CA 94702",https://www.apartments.com/1431-dwight-way-berkeley-ca/mmx7ypj/,1 BA,580 Sq Ft,580,12 Month Lease,Available Now,"$1,950",,,
Los Angeles,Condos,CA,90045,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]","8421 Barnsley Ave, Los Angeles, CA 90045",https://www.apartments.com/8421-barnsley-ave-los-angeles-ca/emsn8kq/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$3,400",,
San Diego,Condos,CA,92110,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]","San Diego, CA 92110",https://www.apartments.com/5705-friars-rd-san-diego-ca-unit-16/40vv6ml/,2 BAs,"1,331 Sq Ft","1,331",12 Month Lease,Available Now,,"$3,000",,
San Francisco,Condos,CA,94131,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]","San Francisco, CA 94131",https://www.apartments.com/1416-church-st-san-francisco-ca-unit-1416/tch26fc/,2 BAs,"1,170 Sq Ft","1,170",12 Month Lease,Jul 10,,"$6,000",,
Long Beach,Condos,CA,90802,"[{'bedroom_type': '2 Beds', 'price': '$2,425'}]","1940 Florida E St, Long Beach, CA 90802",https://www.apartments.com/1940-florida-e-st-long-beach-ca/4w7zhjj/,1 BA,"1,200 Sq Ft","1,200",12 Month Lease,Jul 11,,,"$2,425",
West Hollywood,Condos,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}]","1023 N Laurel Ave, West Hollywood, CA 90046",https://www.apartments.com/1023-n-laurel-ave-west-hollywood-ca/l75sb0f/,1 BA,740 Sq Ft,740,12 Month Lease,Available Now,"$2,250",,,
San Francisco,Condos,CA,94105,"[{'bedroom_type': 'Studio', 'price': '$2,695'}]","San Francisco, CA 94105",https://www.apartments.com/201-harrison-st-san-francisco-ca-unit-618/1m6x4y7/,1 BA,427 Sq Ft,427,1 Month Lease,Available Now,,,,"$2,695"
Los Angeles,Condos,CA,90291,"[{'bedroom_type': '2 Beds', 'price': '$3,700'}]","Los Angeles, CA 90291",https://www.apartments.com/124-paloma-ave-los-angeles-ca/x6sekdq/,1 BA,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,"$3,700",
Los Angeles,Condos,CA,91423,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]","4541 Fulton Ave, Los Angeles, CA 91423",https://www.apartments.com/4541-fulton-ave-los-angeles-ca/wxk35dl/,1 BA,"1,050 Sq Ft","1,050",12 Month Lease,Available Now,,,"$2,100",
Los Angeles,Condos,CA,91604,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]","4550 Coldwater Canyon Ave, Los Angeles, CA 91604",https://www.apartments.com/4550-coldwater-canyon-ave-los-angeles-ca-unit-205/x51pewq/,2½ BAs,"1,595 Sq Ft","1,595",12 Month Lease,Available Now,,"$3,650",,
Los Angeles,Condos,CA,90094,"[{'bedroom_type': '2 Beds', 'price': '$5,450'}]","5625 Crescent Park W, Los Angeles, CA 90094",https://www.apartments.com/5625-crescent-park-w-los-angeles-ca-unit-204/pwbmbsr/,2 BAs,"1,850 Sq Ft","1,850",12 Month Lease,Available Now,,,"$5,450",
Los Angeles,Condos,CA,90019,"[{'bedroom_type': '3 Beds', 'price': '$4,190'}]","Los Angeles, CA 90019",https://www.apartments.com/1048-meadowbrook-ave-los-angeles-ca-unit-1048/g7yzhey/,2 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$4,190",,
Culver City,Condos,CA,90230,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]","Culver City, CA 90230",https://www.apartments.com/10837-jefferson-blvd-culver-city-ca/xm3lc1n/,2 BAs,900 Sq Ft,900,12 Month Lease,Available Now,,"$3,150",,
San Francisco,Condos,CA,94105,"[{'bedroom_type': '1 Bed', 'price': '$2,898'}]","San Francisco, CA 94105",https://www.apartments.com/201-harrison-st-san-francisco-ca-unit-919/zf2hf4x/,1 BA,544 Sq Ft,544,1 Month Lease,Available Now,"$2,898",,,
Los Angeles,Condos,CA,90035,"[{'bedroom_type': '2 Beds', 'price': '$3,295'}]","1055 S Sherbourne Dr, Los Angeles, CA 90035",https://www.apartments.com/1055-s-sherbourne-dr-los-angeles-ca/cfvw4bd/,2 BAs,"1,150 Sq Ft","1,150",12 Month Lease,Available Now,,,"$3,295",
Beverly Hills,Condos,CA,90211,"[{'bedroom_type': '1 Bed', 'price': '$2,600'}]","216 S Hamilton Dr, Beverly Hills, CA 90211",https://www.apartments.com/216-s-hamilton-dr-beverly-hills-ca/xelfnen/,1 BA,1 Sq Ft,1,12 Month Lease,Aug 1,"$2,600",,,
San Francisco,Condos,CA,94102,"[{'bedroom_type': '2 Beds', 'price': '$4,700'}]","San Francisco, CA 94102",https://www.apartments.com/720-gough-st-san-francisco-ca/8nq2qw1/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,"$4,700",
Los Angeles,Condos,CA,90035,"[{'bedroom_type': '1 Bed', 'price': '$2,800'}]","Los Angeles, CA 90035",https://www.apartments.com/1115-elm-s-dr-los-angeles-ca-unit-302/9bnsm94/,1½ BAs,800 Sq Ft,800,12 Month Lease,Available Now,"$2,800",,,
Los Angeles,Condos,CA,90024,"[{'bedroom_type': '1 Bed', 'price': '$2,000'}]","Los Angeles, CA 90024",https://www.apartments.com/1637-malcolm-ave-los-angeles-ca/c66plge/,1 BA,600 Sq Ft,600,12 Month Lease,Aug 15,"$2,000",,,
Santa Monica,Condos,CA,90404,"[{'bedroom_type': '2 Beds', 'price': '$5,400'}]","1338 Yale St, Santa Monica, CA 90404",https://www.apartments.com/1338-yale-st-santa-monica-ca-unit-b/2ens51b/,3 BAs,"1,733 Sq Ft","1,733",12 Month Lease,Available Now,,,"$5,400",
Redondo Beach,Condos,CA,90278,"[{'bedroom_type': '3 Beds', 'price': '$4,400'}]","Redondo Beach, CA 90278",https://www.apartments.com/2608-gates-ave-redondo-beach-ca-unit-c/8qt1p83/,2½ BAs,"1,974 Sq Ft","1,974",12 Month Lease,Jul 12,,"$4,400",,
Los Angeles,Condos,CA,90025,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","1237 Amherst Ave, Los Angeles, CA 90025",https://www.apartments.com/1237-amherst-ave-los-angeles-ca/07y3420/,1½ BAs,900 Sq Ft,900,12 Month Lease,Available Now,,,"$2,750",
San Francisco,Condos,CA,94107,"[{'bedroom_type': '1 Bed', 'price': '$3,300'}]","San Francisco, CA 94107",https://www.apartments.com/250-townsend-st-san-francisco-ca-unit-514/48hzk1k/,1 BA,888 Sq Ft,888,12 Month Lease,Available Now,"$3,300",,,
Los Angeles,Condos,CA,90048,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]","Los Angeles, CA 90048",https://www.apartments.com/117-s-doheny-dr-los-angeles-ca-unit-216/w4yh70k/,2 BAs,"1,262 Sq Ft","1,262",12 Month Lease,Available Now,,,"$2,900",
West Hollywood,Condos,CA,90069,"[{'bedroom_type': '1 Bed', 'price': '$2,750'}]","1230 Horn Ave, West Hollywood, CA 90069",https://www.apartments.com/1230-horn-ave-west-hollywood-ca-unit-729/4lrdbfj/,1 BA,805 Sq Ft,805,12 Month Lease,Available Now,"$2,750",,,
Sherman Oaks,Condos,CA,91423,"[{'bedroom_type': '1 Bed', 'price': '$2,300'}]","4544 Colbath Ave, Sherman Oaks, CA 91423",https://www.apartments.com/4544-colbath-ave-sherman-oaks-ca/vxlxs0d/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Aug 7,"$2,300",,,
Los Angeles,Condos,CA,90291,"[{'bedroom_type': '2 Beds', 'price': '$8,500'}]","245 Main St, Los Angeles, CA 90291",https://www.apartments.com/245-main-st-los-angeles-ca-unit-310/rcqcll1/,2 BAs,"1,560 Sq Ft","1,560",1 Month Lease,Aug 1,,,"$8,500",
Los Angeles,Condos,CA,90049,"[{'bedroom_type': '1 Bed', 'price': '$2,650'}]","Los Angeles, CA 90049",https://www.apartments.com/451-s-barrington-ave-los-angeles-ca-unit-102/mn5m8dk/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$2,650",,,
Los Angeles,Condos,CA,90064,"[{'bedroom_type': '1 Bed', 'price': '$3,150'}]","11500 Tennessee Ave, Los Angeles, CA 90064",https://www.apartments.com/11500-tennessee-ave-los-angeles-ca-unit-328/c8jm0ze/,1 BA,998 Sq Ft,998,12 Month Lease,Jul 25,"$3,150",,,
Santa Monica,Condos,CA,90405,"[{'bedroom_type': '1 Bed', 'price': '$2,995'}]","Santa Monica, CA 90405",https://www.apartments.com/2321-2nd-st-santa-monica-ca/c9dymye/,1 BA,500 Sq Ft,500,6 Month Lease,Available Now,"$2,995",,,
Santa Monica,Condos,CA,90405,"[{'bedroom_type': '1 Bed', 'price': '$2,550'}]","246 Bicknell Ave, Santa Monica, CA 90405",https://www.apartments.com/246-bicknell-ave-santa-monica-ca/q5w1cvw/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,"$2,550",,,
Santa Monica,Condos,CA,90404,"[{'bedroom_type': '3 Beds', 'price': '$4,900'}]","Santa Monica, CA 90404",https://www.apartments.com/1345-18th-st-santa-monica-ca/4eq954j/,2 BAs,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,"$4,900",,
Los Angeles,Condos,CA,90003,"[{'bedroom_type': '3 Beds', 'price': '$2,400'}]","Los Angeles, CA 90003",https://www.apartments.com/437-w-102nd-st-los-angeles-ca/ndq08ym/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,400",,
West Hollywood,Condos,CA,90069,"[{'bedroom_type': '2 Beds', 'price': '$3,150'}]","919 N Alfred St, West Hollywood, CA 90069",https://www.apartments.com/919-n-alfred-st-west-hollywood-ca/lrcg5rg/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,"$3,150",
Santa Monica,Condos,CA,90405,"[{'bedroom_type': '3 Beds', 'price': '$5,950'}]","1011 Pacific St, Santa Monica, CA 90405",https://www.apartments.com/1011-pacific-st-santa-monica-ca-unit-1/ecgyhkp/,2½ BAs,"1,650 Sq Ft","1,650",12 Month Lease,Available Now,,"$5,950",,
Del Mar,Condos,CA,92014,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Del Mar, CA 92014",https://www.apartments.com/519-stratford-ct-del-mar-ca-unit-b/2mtv7bc/,1 BA,812 Sq Ft,812,12 Month Lease,Available Now,,,"$2,600",
Los Angeles,Condos,CA,90025,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]","Los Angeles, CA 90025",https://www.apartments.com/1244-saltair-s-ave-los-angeles-ca/58ntqmn/,1 BA,550 Sq Ft,550,12 Month Lease,Available Now,"$1,850",,,
Los Angeles,Condos,CA,90069,"[{'bedroom_type': '1 Bed', 'price': '$2,595'}]","740 N Kings Rd, Los Angeles, CA 90069",https://www.apartments.com/740-n-kings-rd-los-angeles-ca-unit-114/39hkd7d/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,"$2,595",,,
Los Angeles,Condos,CA,90035,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","Los Angeles, CA 90035",https://www.apartments.com/908-s-shenandoah-st-los-angeles-ca/emcsppm/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,"$2,695",
Oakland,Condos,CA,94612,"[{'bedroom_type': '1 Bed', 'price': '$2,789'}]","Oakland, CA 94612",https://www.apartments.com/330-17th-st-oakland-ca/lcqf2hd/,1 BA,782 Sq Ft,782,1 Month Lease,Available Now,"$2,789",,,
San Francisco,Condos,CA,94102,"[{'bedroom_type': '2 Beds', 'price': '$6,810'}]","San Francisco, CA 94102",https://www.apartments.com/325-octavia-st-san-francisco-ca/6ht19jv/,2 BAs,"1,142 Sq Ft","1,142",,Available Now,,,"$6,810",
San Francisco,Condos,CA,94102,"[{'bedroom_type': 'Studio', 'price': '$3,624'}]","San Francisco, CA 94102",https://www.apartments.com/325-octavia-st-san-francisco-ca/23p5btb/,1 BA,477 Sq Ft,477,,Available Now,,,,"$3,624"
Sunnyvale,Condos,CA,94087,"[{'bedroom_type': '1 Bed', 'price': '$2,198'}]","Sunnyvale, CA 94087",https://www.apartments.com/880-e-fremont-ave-sunnyvale-ca-unit-317/qrvyyrz/,1 BA,730 Sq Ft,730,12 Month Lease,Available Now,"$2,198",,,
San Carlos,Condos,CA,94070,"[{'bedroom_type': '2 Beds', 'price': '$4,850'}]","San Carlos, CA 94070",https://www.apartments.com/657-walnut-st-san-carlos-ca-unit-339/kdmw659/,2 BAs,"1,219 Sq Ft","1,219",12 Month Lease,Available Now,,,"$4,850",
Beverly Hills,Condos,CA,90211,"[{'bedroom_type': '2 Beds', 'price': '$3,999'}]","Beverly Hills, CA 90211",https://www.apartments.com/124-n-hamilton-dr-beverly-hills-ca/xc9es8n/,1½ BAs,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,,"$3,999",
Culver City,Condos,CA,90230,"[{'bedroom_type': '1 Bed', 'price': '$2,350'}]","Culver City, CA 90230",https://www.apartments.com/8108-summertime-ln-culver-city-ca-unit-108/vcr2x9f/,1 BA,720 Sq Ft,720,12 Month Lease,Available Now,"$2,350",,,
Santa Barbara,Condos,CA,93105,"[{'bedroom_type': '1 Bed', 'price': '$1,900'}]","Santa Barbara, CA 93105",https://www.apartments.com/2027-castillo-st-santa-barbara-ca/6d1615r/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,"$1,900",,,
Los Angeles,Condos,CA,90004,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","Los Angeles, CA 90004",https://www.apartments.com/119-s-westmoreland-ave-los-angeles-ca/96tfjv6/,1½ BAs,950 Sq Ft,950,12 Month Lease,Available Now,,,"$2,250",
Los Angeles,Condos,CA,91604,"[{'bedroom_type': '3 Beds', 'price': '$3,750'}]","Los Angeles, CA 91604",https://www.apartments.com/12026-hoffman-st-los-angeles-ca-unit-303/t4xdkjc/,2½ BAs,"1,702 Sq Ft","1,702",12 Month Lease,Aug 1,,"$3,750",,
San Francisco,Condos,CA,94117,"[{'bedroom_type': '1 Bed', 'price': '$3,800'}]","San Francisco, CA 94117",https://www.apartments.com/1801-page-st-san-francisco-ca/pq4bpmv/,1 BA,850 Sq Ft,850,12 Month Lease,Jul 13,"$3,800",,,
Culver City,Condos,CA,90230,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Culver City, CA 90230",https://www.apartments.com/5674-windsor-way-culver-city-ca-unit-302/xxv1hgn/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,,"$3,000",
Los Angeles,Condos,CA,91403,"[{'bedroom_type': '1 Bed', 'price': '$1,600'}]","4714 Orion Ave, Los Angeles, CA 91403",https://www.apartments.com/4714-orion-ave-los-angeles-ca/n7f5t0q/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,"$1,600",,,
Santa Monica,Condos,CA,90404,"[{'bedroom_type': '1 Bed', 'price': '$3,400'}]","Santa Monica, CA 90404",https://www.apartments.com/1256-chelsea-ave-santa-monica-ca/6y4ylds/,1 BA,500 Sq Ft,500,12 Month Lease,Available Now,"$3,400",,,
Los Angeles,Condos,CA,90025,"[{'bedroom_type': '2 Beds', 'price': '$2,530'}]","Los Angeles, CA 90025",https://www.apartments.com/1722-armacost-ave-los-angeles-ca/rc9jgx0/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,"$2,530",
Los Angeles,Condos,CA,90034,"[{'bedroom_type': '3 Beds', 'price': '$4,900'}]","Los Angeles, CA 90034",https://www.apartments.com/3675-dunn-dr-los-angeles-ca/0ce1gs0/,3 BAs,"1,118 Sq Ft","1,118",12 Month Lease,Available Now,,"$4,900",,
Santa Monica,Condos,CA,90404,"[{'bedroom_type': '2 Beds', 'price': '$4,325'}]","Santa Monica, CA 90404",https://www.apartments.com/1511-16th-st-santa-monica-ca-unit-203/97d3tn7/,2 BAs,"1,131 Sq Ft","1,131",12 Month Lease,Available Now,,,"$4,325",
San Francisco,Condos,CA,94105,"[{'bedroom_type': '1 Bed', 'price': '$4,495'}]","San Francisco, CA 94105",https://www.apartments.com/301-mission-st-san-francisco-ca-unit-6c/jyp62w4/,1 BA,833 Sq Ft,833,12 Month Lease,Jul 24,"$4,495",,,
Los Angeles,Condos,CA,90017,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]","Los Angeles, CA 90017",https://www.apartments.com/655-s-hope-st-los-angeles-ca-unit-603/8qgqdk3/,1 BA,709 Sq Ft,709,12 Month Lease,Available Now,"$2,500",,,
Manhattan Beach,Condos,CA,90266,"[{'bedroom_type': '3 Beds', 'price': '$4,850'}]","Manhattan Beach, CA 90266",https://www.apartments.com/1202-tennyson-st-manhattan-beach-ca-unit-8/0n920t0/,2½ BAs,"1,750 Sq Ft","1,750",12 Month Lease,Available Now,,"$4,850",,
Los Angeles,Condos,CA,90012,"[{'bedroom_type': '1 Bed', 'price': '$2,634'}]","Los Angeles, CA 90012",https://www.apartments.com/950-e-3rd-st-los-angeles-ca/vk8dkve/,1 BA,780 Sq Ft,780,,Available Now,"$2,634",,,
Los Angeles,Condos,CA,90012,"[{'bedroom_type': '2 Beds', 'price': '$4,184'}]","Los Angeles, CA 90012",https://www.apartments.com/950-e-3rd-st-los-angeles-ca/fen3xts/,2 BAs,"1,109 Sq Ft","1,109",,Available Now,,,"$4,184",
Los Angeles,Condos,CA,90012,"[{'bedroom_type': '1 Bed', 'price': '$2,651'}]","Los Angeles, CA 90012",https://www.apartments.com/225-s-grand-ave-los-angeles-ca/g3frldx/,1 BA,819 Sq Ft,819,1 Month Lease,Jul 3,"$2,651",,,
San Francisco,Condos,CA,94105,"[{'bedroom_type': '1 Bed', 'price': '$3,328'}]","San Francisco, CA 94105",https://www.apartments.com/333-fremont-st-san-francisco-ca/6rvftls/,1 BA,793 Sq Ft,793,,Available Now,"$3,328",,,
Burbank,Condos,CA,91501,"[{'bedroom_type': '1 Bed', 'price': '$1,835'}]","Burbank, CA 91501",https://www.apartments.com/461-e-providencia-ave-burbank-ca/nqkv0vp/,1 BA,1 Sq Ft,1,12 Month Lease,Available Now,"$1,835",,,
