City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,4 Beds,2 Beds,3 Beds,4+ Beds
Menlo Park,Townhomes,CA,94025,"[{'bedroom_type': '2 Beds', 'price': '$10,000'}]","Menlo Park, CA 94025",https://www.apartments.com/1285-el-camino-real-menlo-park-ca/z6jm6cy/,2½ BAs,"1,600 Sq Ft","1,600",,Jul 11,,,"$10,000",,
Menlo Park,Townhomes,CA,94025,"[{'bedroom_type': '2 Beds', 'price': '$9,800'}]","Menlo Park, CA 94025",https://www.apartments.com/1285-el-camino-real-menlo-park-ca/z85xr3y/,2½ BAs,"1,446 Sq Ft","1,446",,Jul 11,,,"$9,800",,
7858 Marbil Ln,Townhomes,Riverside,CA,"[{'bedroom_type': '4 Beds', 'price': '$2,600'}]","Riverside, CA 92504",https://www.apartments.com/7858-marbil-ln-riverside-ca/70cy6lw/,3 BAs,"1,680 Sq Ft","1,680",,Available Now,,"$2,600",,,
268 Fountain Grass Terrace,Townhomes,Fremont,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]","Fremont, CA 94539",https://www.apartments.com/268-fountain-grass-terrace-fremont-ca/x04r5jp/,2 BAs,"1,300 Sq Ft","1,300",,Available Now,,,"$3,100",,
1355 N Lugo Ave,Townhomes,San Bernardino,CA,"[{'bedroom_type': '1 Bed', 'price': '$950'}]","San Bernardino, CA 92404",https://www.apartments.com/1355-n-lugo-ave-san-bernardino-ca/18rdcv5/,1 BA,552 Sq Ft,552,,Available Now,$950,,,,
1076 Canyon Springs Ln,Townhomes,Diamond Bar,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,975'}]","Diamond Bar, CA 91765",https://www.apartments.com/1076-canyon-springs-ln-diamond-bar-ca/j8k9577/,2 BAs,900 Sq Ft,900,,Available Now,,,"$1,975",,
3 Cottoncloud,Townhomes,Irvine,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,800'}]","Irvine, CA 92614",https://www.apartments.com/3-cottoncloud-irvine-ca/vkj0z5d/,3 BAs,"2,221 Sq Ft","2,221",,Available Now,,"$3,800",,,
San Jose,Townhomes,CA,95126,"[{'bedroom_type': '4 Beds', 'price': '$3,995'}]","San Jose, CA 95126",https://www.apartments.com/281-grayson-ter-san-jose-ca/205rmgb/,2½ BAs,"1,650 Sq Ft","1,650",12 Month Lease,Available Now,,"$3,995",,,
334 N Fenimore Ave,Townhomes,Azusa,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,000'}]","Azusa, CA 91702",https://www.apartments.com/334-n-fenimore-ave-azusa-ca/69vzjws/,4 BAs,"1,850 Sq Ft","1,850",,Available Now,,"$3,000",,,
448 N Londonderry Ln,Townhomes,Orange,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]","Orange, CA 92869",https://www.apartments.com/448-n-londonderry-ln-orange-ca/4twr5lj/,3 BAs,"1,802 Sq Ft","1,802",,Available Now,,,,"$3,100",
3085 Via Rosso St,Townhomes,Ontario,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]","Ontario, CA 91764",https://www.apartments.com/3085-via-rosso-st-ontario-ca/5xg6ccm/,3 BAs,"1,462 Sq Ft","1,462",,Available Now,,,,"$2,200",
9124 G Ave,Townhomes,Hesperia,CA,"[{'bedroom_type': '1 Bed', 'price': '$975'}]","Hesperia, CA 92345",https://www.apartments.com/9124-g-ave-hesperia-ca/z5j81mw/,1 BA,720 Sq Ft,720,,Available Now,$975,,,,
1525 S Euclid St,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]","Anaheim, CA 92804",https://www.apartments.com/1525-s-euclid-st-anaheim-ca/tn1v9e8/,3 BAs,"1,755 Sq Ft","1,755",,Available Now,,,,"$3,150",
24512 Alta Vista Dr,Townhomes,Dana Point,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,795'}]","Dana Point, CA 92629",https://www.apartments.com/24512-alta-vista-dr-dana-point-ca/cnggxxf/,2 BAs,"1,850 Sq Ft","1,850",,Available Now,,,,"$3,795",
235 S Minnesota Ave,Townhomes,Glendora,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]","Glendora, CA 91741",https://www.apartments.com/235-s-minnesota-ave-glendora-ca/s3rcpv4/,1 BA,880 Sq Ft,880,,Available Now,,,"$2,000",,
1525 S Euclid St,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]","Anaheim, CA 92804",https://www.apartments.com/1525-s-euclid-st-anaheim-ca/551yj3p/,3 BAs,"1,755 Sq Ft","1,755",,Available Now,,,,"$3,150",
413 Ocean Ave,Townhomes,Seal Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","Seal Beach, CA 90740",https://www.apartments.com/413-ocean-ave-seal-beach-ca/95wts45/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,,"$4,500",
624 4th St,Townhomes,Hermosa Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,650'}]","Hermosa Beach, CA 90254",https://www.apartments.com/624-4th-st-hermosa-beach-ca/p79x4lt/,3 BAs,"1,535 Sq Ft","1,535",,Available Now,,,,"$4,650",
376 Loma Terrace,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/376-loma-terrace-laguna-beach-ca/mrghj2k/,3 BAs,"1,600 Sq Ft","1,600",,Available Now,,,,"$5,000",
282 Chiquita St,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,750'}]","Laguna Beach, CA 92651",https://www.apartments.com/282-chiquita-st-laguna-beach-ca/dyw2h4h/,2 BAs,862 Sq Ft,862,,Available Now,,,"$4,750",,
4325 Blazing Star Way,Townhomes,Yorba Linda,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,400'}]","Yorba Linda, CA 92886",https://www.apartments.com/4325-blazing-star-way-yorba-linda-ca/scyf794/,4 BAs,"1,794 Sq Ft","1,794",,Available Now,,"$3,400",,,
45 Blue Lagoon,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$10,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/45-blue-lagoon-laguna-beach-ca/4gtfhjh/,4 BAs,"1,700 Sq Ft","1,700",,Available Now,,,"$10,000",,
217 10th St,Townhomes,Seal Beach,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,550'}]","Seal Beach, CA 90740",https://www.apartments.com/217-10th-st-seal-beach-ca/zxzy0dz/,1 BA,696 Sq Ft,696,,Available Now,"$2,550",,,,
1541 Winter Ln,Townhomes,Chula Vista,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Chula Vista, CA 91915",https://www.apartments.com/1541-winter-ln-chula-vista-ca/rx50m90/,2 BAs,"1,437 Sq Ft","1,437",,Available Now,,,,"$2,600",
418 E Oceanfront,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,995'}]","Newport Beach, CA 92661",https://www.apartments.com/418-e-oceanfront-newport-beach-ca/eex3f0n/,2 BAs,"1,050 Sq Ft","1,050",,Available Now,,,,"$4,995",
7341 Coho Dr,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]","Huntington Beach, CA 92648",https://www.apartments.com/7341-coho-dr-huntington-beach-ca/jhzffh5/,3 BAs,"1,217 Sq Ft","1,217",,Available Now,,,"$3,300",,
42 Lone Pine,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]","Irvine, CA 92604",https://www.apartments.com/42-lone-pine-irvine-ca/bj4gg28/,2 BAs,"1,533 Sq Ft","1,533",,Available Now,,,,"$3,400",
18314 Maidenhair Way,Townhomes,Yorba Linda,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,500'}]","Yorba Linda, CA 92886",https://www.apartments.com/18314-maidenhair-way-yorba-linda-ca/kny82l9/,4 BAs,"1,794 Sq Ft","1,794",,Available Now,,"$3,500",,,
402 Goldenrod Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,600'}]","Newport Beach, CA 92625",https://www.apartments.com/402-goldenrod-ave-newport-beach-ca/f6f551t/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,,"$4,600",,
19281 Surf Dr,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,200'}]","Huntington Beach, CA 92648",https://www.apartments.com/19281-surf-dr-huntington-beach-ca/70xfknx/,3 BAs,"2,142 Sq Ft","2,142",,Available Now,,,,"$5,200",
117 W Chestnut St,Townhomes,Glendale,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,395'}]","Glendale, CA 91204",https://www.apartments.com/117-w-chestnut-st-glendale-ca/66rd5zt/,3 BAs,"1,495 Sq Ft","1,495",,Available Now,,,,"$3,395",
916 E Balboa Blvd,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$15,000'}]","Newport Beach, CA 92661",https://www.apartments.com/916-e-balboa-blvd-newport-beach-ca/2sryg79/,3 BAs,"1,800 Sq Ft","1,800",,Available Now,,,,"$15,000",
27902 Ridgebluff Ct,Townhomes,Rancho Palos Verdes,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]","Rancho Palos Verdes, CA 90275",https://www.apartments.com/27902-ridgebluff-ct-rancho-palos-verdes-ca/gzmwcpw/,3 BAs,"1,478 Sq Ft","1,478",,Available Now,,,,"$3,200",
1525 S Euclid St,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]","Anaheim, CA 92804",https://www.apartments.com/1525-s-euclid-st-anaheim-ca/f6ggbbs/,3 BAs,"1,755 Sq Ft","1,755",,Available Now,,,,"$3,150",
210 Laurel St,Townhomes,Avila Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Avila Beach, CA 93424",https://www.apartments.com/210-laurel-st-avila-beach-ca/d3xgbmk/,1 BA,750 Sq Ft,750,,Available Now,,,"$3,000",,
34667 Borchard Rd,Townhomes,Lake Elsinore,CA,"[{'bedroom_type': '3 Beds', 'price': '$1,650'}]","Lake Elsinore, CA 92530",https://www.apartments.com/34667-borchard-rd-lake-elsinore-ca/0bf7xz2/,1 BA,880 Sq Ft,880,,Available Now,,,,"$1,650",
9 Sunup,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,300'}]","Irvine, CA 92603",https://www.apartments.com/9-sunup-irvine-ca/42r7cbk/,3 BAs,"1,412 Sq Ft","1,412",,Available Now,,,,"$3,300",
33119 Jamieson St,Townhomes,Lake Elsinore,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,250'}]","Lake Elsinore, CA 92530",https://www.apartments.com/33119-jamieson-st-lake-elsinore-ca/rgf9zk1/,1 BA,"1,000 Sq Ft","1,000",,Available Now,,,"$1,250",,
15447 Pomona Rincon Rd,Townhomes,Chino Hills,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,480'}]","Chino Hills, CA 91709",https://www.apartments.com/15447-pomona-rincon-rd-chino-hills-ca/mpwxybk/,3 BAs,"1,399 Sq Ft","1,399",,Available Now,,,,"$2,480",
4024 Emerald Downs Dr,Townhomes,Yorba Linda,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,900'}]","Yorba Linda, CA 92886",https://www.apartments.com/4024-emerald-downs-dr-yorba-linda-ca/vjfxjlf/,3 BAs,"2,601 Sq Ft","2,601",,Available Now,,,,"$4,900",
71802 Eleanora Ln,Townhomes,Rancho Mirage,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]","Rancho Mirage, CA 92270",https://www.apartments.com/71802-eleanora-ln-rancho-mirage-ca/y0266lr/,3 BAs,"1,384 Sq Ft","1,384",,Available Now,,,,"$2,200",
203 Avenida Rosa,Townhomes,San Clemente,CA,"[{'bedroom_type': '1 Bed', 'price': '$3,500'}]","San Clemente, CA 92672",https://www.apartments.com/203-avenida-rosa-san-clemente-ca/xc8btlq/,1 BA,600 Sq Ft,600,,Available Now,"$3,500",,,,
233 6th St,Townhomes,Manhattan Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$7,900'}]","Manhattan Beach, CA 90266",https://www.apartments.com/233-6th-st-manhattan-beach-ca/qnc79vy/,3 BAs,"1,950 Sq Ft","1,950",,Available Now,,"$7,900",,,
28696 Jardineras Dr,Townhomes,Santa Clarita,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]","Santa Clarita, CA 91354",https://www.apartments.com/28696-jardineras-dr-santa-clarita-ca/bpj9rt8/,3 BAs,"1,440 Sq Ft","1,440",,Available Now,,,,"$2,995",
401 Arenoso Ln,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,250'}]","San Clemente, CA 92672",https://www.apartments.com/401-arenoso-ln-san-clemente-ca/ny2rcdp/,2 BAs,"1,039 Sq Ft","1,039",,Available Now,,,"$3,250",,
1335 S Woods Ave,Townhomes,East Los Angeles,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]","East Los Angeles, CA 90022",https://www.apartments.com/1335-s-woods-ave-east-los-angeles-ca/se0hzm5/,1 BA,800 Sq Ft,800,,Available Now,,,"$2,000",,
706 E Magnolia Blvd,Townhomes,Burbank,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","Burbank, CA 91501",https://www.apartments.com/706-e-magnolia-blvd-burbank-ca/drlh4pl/,1 BA,864 Sq Ft,864,,Available Now,,,"$2,300",,
2142 Vista Dorado,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]","Newport Beach, CA 92660",https://www.apartments.com/2142-vista-dorado-newport-beach-ca/jbnbvl6/,2 BAs,"1,655 Sq Ft","1,655",,Available Now,,,,"$6,500",
24065 Windward Dr,Townhomes,Dana Point,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","Dana Point, CA 92629",https://www.apartments.com/24065-windward-dr-dana-point-ca/xf80r3n/,3 BAs,"1,493 Sq Ft","1,493",,Available Now,,,,"$4,500",
77 Blue Lagoon,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$24,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/77-blue-lagoon-laguna-beach-ca/ltjr29e/,3 BAs,"1,900 Sq Ft","1,900",,Available Now,,,,"$24,000",
705 Orchid Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Newport Beach, CA 92625",https://www.apartments.com/705-orchid-ave-newport-beach-ca/nchyqep/,2 BAs,900 Sq Ft,900,,Available Now,,,"$3,000",,
1150 Epic,Townhomes,Irvine,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Irvine, CA 92618",https://www.apartments.com/1150-epic-irvine-ca/mry3l5l/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,"$3,000",,
1910 Farrell Ave,Townhomes,Redondo Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$4,500'}]","Redondo Beach, CA 90278",https://www.apartments.com/1910-farrell-ave-redondo-beach-ca/lwfe5xd/,3 BAs,"2,334 Sq Ft","2,334",,Available Now,,"$4,500",,,
7781 Slater Ave,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","Huntington Beach, CA 92647",https://www.apartments.com/7781-slater-ave-huntington-beach-ca/3elh45g/,2 BAs,900 Sq Ft,900,,Available Now,,,"$2,200",,
34556 Via Espinoza,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,500'}]","Dana Point, CA 92624",https://www.apartments.com/34556-via-espinoza-dana-point-ca/vnf79qf/,2 BAs,"1,000 Sq Ft","1,000",,Available Now,,,"$4,500",,
8186 Havasu Cir,Townhomes,Buena Park,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]","Buena Park, CA 90621",https://www.apartments.com/8186-havasu-cir-buena-park-ca/kl6jx8c/,3 BAs,"1,598 Sq Ft","1,598",,Available Now,,,"$2,850",,
2467 Sanabria Ln,Townhomes,Brea,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,145'}]","Brea, CA 92821",https://www.apartments.com/2467-sanabria-ln-brea-ca/y9y6cct/,3 BAs,"1,867 Sq Ft","1,867",,Available Now,,"$3,145",,,
2601 Nuestra Castillo Ct,Townhomes,San Jose,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,146'}]","San Jose, CA 95127",https://www.apartments.com/2601-nuestra-castillo-ct-san-jose-ca/v0n1zse/,1 BA,,,12 Month Lease,Available Now,"$2,146",,,,
San Ramon,Townhomes,CA,94582,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]","San Ramon, CA 94582",https://www.apartments.com/186-copper-ridge-rd-san-ramon-ca/f4k05lr/,2½ BAs,"1,314 Sq Ft","1,314",12 Month Lease,Available Now,,,"$3,300",,
Los Angeles,Townhomes,CA,91042,"[{'bedroom_type': '2 Beds', 'price': '$1,925'}]","Los Angeles, CA 91042",https://www.apartments.com/10208-pinewood-ave-los-angeles-ca/658p94t/,2½ BAs,"1,300 Sq Ft","1,300",12 Month Lease,Available Now,,,"$1,925",,
Carlsbad,Townhomes,CA,92008,"[{'bedroom_type': '3 Beds', 'price': '$5,700'}]","Carlsbad, CA 92008",https://www.apartments.com/3151-donna-dr-carlsbad-ca/rct13g0/,4½ BAs,"2,781 Sq Ft","2,781",9 Month Lease,Available Now,,,,"$5,700",
Santa Rosa,Townhomes,CA,95401,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]","Santa Rosa, CA 95401",https://www.apartments.com/1347-eardley-ave-santa-rosa-ca/mdr4djl/,1½ BAs,960 Sq Ft,960,1 Month Lease,Available Now,,,"$2,000",,
Los Angeles,Townhomes,CA,90049,"[{'bedroom_type': '2 Beds', 'price': '$4,975'}]","668 S Gretna Green Way, Los Angeles, CA 90049",https://www.apartments.com/668-s-gretna-green-way-los-angeles-ca/gjfygvy/,1 BA,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,,,"$4,975",,
Santa Clara,Townhomes,CA,95054,"[{'bedroom_type': '4 Beds', 'price': '$1,300'}]","Santa Clara, CA 95054",https://www.apartments.com/2390-shoreside-ct-santa-clara-ca/646wvsv/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,"$1,300",,,
Mount Laguna,Townhomes,CA,91948,"[{'bedroom_type': '1 Bed', 'price': '$1,150'}]","Mount Laguna, CA 91948",https://www.apartments.com/9849-sunrise-hwy-mount-laguna-ca/4ehs37h/,1 BA,400 Sq Ft,400,,Available Now,"$1,150",,,,
Los Angeles,Townhomes,CA,91405,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]","7359 Kester Ave, Los Angeles, CA 91405",https://www.apartments.com/7359-kester-ave-los-angeles-ca/gwl084x/,2½ BAs,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,,,"$2,995",
Malibu,Townhomes,CA,90265,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]","Malibu, CA 90265",https://www.apartments.com/6771-las-olas-way-malibu-ca/zh0xy0y/,2½ BAs,"1,450 Sq Ft","1,450",12 Month Lease,Sep 1,,,,"$6,500",
Gilroy,Townhomes,CA,95020,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Gilroy, CA 95020",https://www.apartments.com/9000-kern-ave-gilroy-ca/l7zkj0f/,1½ BAs,"1,249 Sq Ft","1,249",1 Month Lease,Available Now,,,,"$2,600",
Redding,Townhomes,CA,96003,"[{'bedroom_type': '3 Beds', 'price': '$1,350'}]","Redding, CA 96003",https://www.apartments.com/707-july-way-redding-ca/7tl5p2y/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Aug 1,,,,"$1,350",
Petaluma,Townhomes,CA,94954,"[{'bedroom_type': '3 Beds', 'price': '$3,035'}]","Petaluma, CA 94954",https://www.apartments.com/118-hansen-way-petaluma-ca/rs7ddn0/,2½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Aug 1,,,,"$3,035",
Walnut Creek,Townhomes,CA,94598,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","Walnut Creek, CA 94598",https://www.apartments.com/1812-pomar-way-walnut-creek-ca/3ktp8kd/,2 BAs,"1,352 Sq Ft","1,352",12 Month Lease,Available Now,,,,"$2,800",
Malibu,Townhomes,CA,90265,"[{'bedroom_type': '2 Beds', 'price': '$4,750'}]","Malibu, CA 90265",https://www.apartments.com/6502-dume-dr-malibu-ca/3w0hy6f/,2½ BAs,"1,560 Sq Ft","1,560",,Available Now,,,"$4,750",,
Riverside,Townhomes,CA,92503,"[{'bedroom_type': '1 Bed', 'price': '$1,095'}]","Riverside, CA 92503",https://www.apartments.com/3871-harrison-st-riverside-ca/xb8vz1m/,1 BA,950 Sq Ft,950,,Available Now,"$1,095",,,,
Walnut Creek,Townhomes,CA,94598,"[{'bedroom_type': '3 Beds', 'price': '$2,850'}]","Walnut Creek, CA 94598",https://www.apartments.com/1812-pomar-way-walnut-creek-ca/34f9k4f/,2 BAs,"1,352 Sq Ft","1,352",,Available Now,,,,"$2,850",
Los Angeles,Townhomes,CA,90048,"[{'bedroom_type': '2 Beds', 'price': '$3,495'}]","Los Angeles, CA 90048",https://www.apartments.com/438-n-hamel-dr-los-angeles-ca/jrm1967/,1½ BAs,"1,800 Sq Ft","1,800",12 Month Lease,Jul 15,,,"$3,495",,
Gilroy,Townhomes,CA,95020,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Gilroy, CA 95020",https://www.apartments.com/9050-kern-ave-gilroy-ca/sss0kd6/,1½ BAs,"1,249 Sq Ft","1,249",12 Month Lease,Available Now,,,,"$2,600",
Rohnert Park,Townhomes,CA,94928,"[{'bedroom_type': '3 Beds', 'price': '$2,295'}]","Rohnert Park, CA 94928",https://www.apartments.com/7465-bridgit-dr-rohnert-park-ca/4jgkcgk/,1½ BAs,"1,250 Sq Ft","1,250",1 Month Lease,Available Now,,,,"$2,295",
Newport Beach,Townhomes,CA,92625,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","Newport Beach, CA 92625",https://www.apartments.com/4302-shorecrest-ln-newport-beach-ca/y5f4szt/,1 BA,950 Sq Ft,950,,Available Now,,,"$2,500",,
San Rafael,Townhomes,CA,94901,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]","San Rafael, CA 94901",https://www.apartments.com/15-valencia-ave-san-rafael-ca/7ghq9xw/,1½ BAs,"1,274 Sq Ft","1,274",12 Month Lease,Aug 1,,,"$3,195",,
Mountain View,Townhomes,CA,94043,"[{'bedroom_type': '3 Beds', 'price': '$4,746'}]","Mountain View, CA 94043",https://www.apartments.com/330-wescoat-ct-mountain-view-ca/rr25j60/,2½ BAs,"1,760 Sq Ft","1,760",12 Month Lease,Jul 6,,,,"$4,746",
Mountain View,Townhomes,CA,94043,"[{'bedroom_type': '4 Beds', 'price': '$6,105'}]","Mountain View, CA 94043",https://www.apartments.com/931-berry-ct-mountain-view-ca/s12q1e7/,2½ BAs,"1,960 Sq Ft","1,960",12 Month Lease,Available Now,,"$6,105",,,
Inglewood,Townhomes,CA,90302,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","Inglewood, CA 90302",https://www.apartments.com/563-stepney-st-inglewood-ca/rvc2bg3/,2 BAs,"1,321 Sq Ft","1,321",12 Month Lease,Available Now,,,,"$2,800",
Beverly Hills,Townhomes,CA,90212,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]","9936 Durant Dr, Beverly Hills, CA 90212",https://www.apartments.com/9936-durant-dr-beverly-hills-ca/zg0sqty/,2½ BAs,"2,000 Sq Ft","2,000",,Available Now,,,"$5,500",,
Lafayette,Townhomes,CA,94549,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]","Lafayette, CA 94549",https://www.apartments.com/3656-chestnut-st-lafayette-ca/yded8lt/,1½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Jul 15,,,"$2,950",,
Santa Cruz,Townhomes,CA,95060,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","Santa Cruz, CA 95060",https://www.apartments.com/411-broadway-santa-cruz-ca/xl6hfnn/,2 BAs,"1,313 Sq Ft","1,313",12 Month Lease,Available Now,,,,"$3,800",
Redondo Beach,Townhomes,CA,90278,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Redondo Beach, CA 90278",https://www.apartments.com/2212-nelson-ave-redondo-beach-ca/wsehw2h/,1½ BAs,"1,300 Sq Ft","1,300",12 Month Lease,Available Now,,,"$2,600",,
Santa Cruz,Townhomes,CA,95060,"[{'bedroom_type': '3 Beds', 'price': '$5,200'}]","Santa Cruz, CA 95060",https://www.apartments.com/127-peach-ter-santa-cruz-ca/8p3mqc2/,2 BAs,"1,194 Sq Ft","1,194",,Available Now,,,,"$5,200",
Whittier,Townhomes,CA,90601,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Whittier, CA 90601",https://www.apartments.com/13063-cam-del-oro-whittier-ca/q4j7s7y/,1½ BAs,"1,435 Sq Ft","1,435",12 Month Lease,Jul 12,,,,"$2,600",
San Francisco,Townhomes,CA,94124,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]","San Francisco, CA 94124",https://www.apartments.com/520-hudson-ave-san-francisco-ca/cf94c5g/,2½ BAs,"1,522 Sq Ft","1,522",12 Month Lease,Available Now,,,,"$5,000",
Santa Barbara,Townhomes,CA,93101,"[{'bedroom_type': '2 Beds', 'price': '$7,500'}]","Santa Barbara, CA 93101",https://www.apartments.com/1016-garden-st-santa-barbara-ca/lyt9ymg/,2 BAs,"2,200 Sq Ft","2,200",12 Month Lease,Available Now,,,"$7,500",,
Covina,Townhomes,CA,91723,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","275 W Center St, Covina, CA 91723",https://www.apartments.com/275-w-center-st-covina-ca/y6ltjwt/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,,,"$2,800",
Marina,Townhomes,CA,93933,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}]","Marina, CA 93933",https://www.apartments.com/205-cosky-dr-marina-ca/gh7g1tw/,1½ BAs,980 Sq Ft,980,12 Month Lease,Available Now,,,"$1,850",,
Palm Desert,Townhomes,CA,92260,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}]","Palm Desert, CA 92260",https://www.apartments.com/73881-fred-waring-dr-palm-desert-ca/47r3tth/,2½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,"$1,700",,
Rohnert Park,Townhomes,CA,94928,"[{'bedroom_type': '2 Beds', 'price': '$2,295'}]","Rohnert Park, CA 94928",https://www.apartments.com/1305-parkway-dr-rohnert-park-ca/xd2x04m/,2 BAs,"1,104 Sq Ft","1,104",11 Month Lease,Aug 1,,,"$2,295",,
West Hollywood,Townhomes,CA,90069,"[{'bedroom_type': '2 Beds', 'price': '$3,600'}]","West Hollywood, CA 90069",https://www.apartments.com/960-n-san-vicente-blvd-west-hollywood-ca/j714q96/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Aug 1,,,"$3,600",,
Chico,Townhomes,CA,95926,"[{'bedroom_type': '4 Beds', 'price': '$1,800'}]","Chico, CA 95926",https://www.apartments.com/921-w-sacramento-ave-chico-ca/hhdt6e3/,2 BAs,"1,440 Sq Ft","1,440",12 Month Lease,Available Now,,"$1,800",,,
