Bath,Bed,City,Half-bath,House_type,Latitude,Listing_type,Longitude,Price,Square_Feet,State,Street,Zip_code,Rent
2,2,Mission Viejo,0,Single Family,33.6523,FOR SALE,-117.63,779999,1701,CA,21355 Amora,92692,2195
2,2,Menifee,0,Single Family,33.69367,FOR SALE,-117.16606,355000,1500,CA,28235 Meadowsweet Dr,92584,1620
1,2,San Diego,0,Single Family,32.749,FOR SALE,-117.19,889000,880,CA,2242 Congress St.,92110,1795
2,2,los angeles,0,Single Family,34.11369,FOR SALE,-118.38094,1399000,1340,CA,8568 WONDERLAND Avenue,90046,3800
2,2,Camarillo,0,Single Family,34.219495,FOR SALE,-118.994167,459900,1070,CA,4108 Village 4,93012,2160
2,2,Camarillo,0,Single Family,34.22443,FOR SALE,-118.9893,399000,1108,CA,11231 Village 11,93012,2160
1,2,San Dimas,0,Single Family,34.1094,FOR SALE,-117.805,569000,1044,CA,225 Iglesia,91773,1730
1,2,Hayward,0,Single Family,37.6497,FOR SALE,-122.077,550000,1256,CA,25739 Soto Rd,94544,2158
1,2,San Jose,0,Single Family,37.31397,FOR SALE,-121.90151,1549000,1704,CA,799 Coe Ave,95125,3065
1,2,Sacramento,0,Single Family,38.62453,FOR SALE,-121.43538,225000,900,CA,3131 High Street,95815,1315
2,2,Costa Mesa,0,Single Family,33.6497,FOR SALE,-117.914,995000,1170,CA,2070 Thurin Street,92627,2245
2,2,San Francisco,0,Single Family,37.77713,FOR SALE,-122.412186,1800000,2406,CA,689 Minna Street,94103,3960
2,2,Woodland Hills,0,Single Family,34.1699,FOR SALE,-118.628,749950,1430,CA,23010 Dolorosa Street,91367,2345
2,2,Ontario,0,Single Family,34.0201,FOR SALE,-117.57,325000,1134,CA,2914 Big Creek Lane,91761,1646
2,2,Paso Robles,0,Single Family,35.6082,FOR SALE,-120.649,275000,1088,CA,1802 Westfield Road,93446,2125
2,2,Burbank,1,Single Family,34.1671,FOR SALE,-118.302,659900,1209,CA,1300 S Lake Street,91502,2804
1,2,San Diego,0,Single Family,32.7845,FOR SALE,-117.09,499000,1081,CA,4847 Twain Ave.,92120,2406
2,2,Valencia,0,Single Family,34.4103,FOR SALE,-118.546,487990,896,CA,25925 Pueblo Drive,91355,2665
2,2,Menifee,0,Single Family,33.6933,FOR SALE,-117.165,379900,1690,CA,28253 Harmony Lane,92584,1620
1,2,Oakland,0,Single Family,37.84424,FOR SALE,-122.27243,749000,980,CA,5906 Genoa St,94608,3320
1,2,Paso Robles,0,Single Family,35.7132,FOR SALE,-120.969,450000,820,CA,5505 Whispering Pines Lane,93446,2125
1,2,Ontario,0,Single Family,34.07034,FOR SALE,-117.63834,355000,717,CA,818 E G Street,91764,2030
1,2,Inglewood,0,Single Family,33.94297,FOR SALE,-118.34995,520000,804,CA,4245 W. 103rd St,90304,3074
2,2,Redlands,0,Single Family,34.05389,FOR SALE,-117.1939,359900,1055,CA,807 Matthew Court,92373,1420
2,2,Long Beach,0,Single Family,33.7974,FOR SALE,-118.141,699000,1251,CA,2238 Ximeno Avenue,90815,2751
2,2,Murrieta,0,Single Family,33.5448,FOR SALE,-117.137,436500,1772,CA,30211 Carneros Circle,92563,1817
2,2,Long Beach,0,Single Family,33.8783,FOR SALE,-118.202,429995,1037,CA,134 E 68th Way,90805,1666
2,2,Van Nuys,1,Single Family,34.1844,FOR SALE,-118.447,475000,1227,CA,14323 Irma Way,91405,2529
2,2,Van Nuys,1,Single Family,34.1844,FOR SALE,-118.447,475000,1227,CA,14322 Irma Way,91405,2529
2,2,Oceanside,0,Single Family,33.2112,FOR SALE,-117.363,409900,1086,CA,913 Hillcrest Place,92058,1755
1,2,Vista,0,Single Family,33.20992,FOR SALE,-117.24095,439000,735,CA,771 N Citrus Ave,92084,1650
1,2,Orange,0,Single Family,33.79119,FOR SALE,-117.86151,569000,720,CA,283 N Batavia Street,92868,2694
1,2,North Hollywood,0,Single Family,34.1699,FOR SALE,-118.38,1100000,838,CA,11435 Cumpston Street,91601,3120
2,2,Santa Ana,0,Single Family,33.7536,FOR SALE,-117.84,559900,1444,CA,1921 E Fruit Street,92701,2040
1,2,Santa Monica,0,Single Family,34.02189,FOR SALE,-118.45367,1700000,1618,CA,2629 S 31st St,90405,5103
1,2,Long Beach,0,Single Family,33.8553,FOR SALE,-118.193,449999,1064,CA,119 E Louise Street,90805,1666
2,2,Menifee,0,Single Family,33.6949,FOR SALE,-117.17,414000,1868,CA,28049 Panorama Hills Drive,92584,1620
2,2,Camarillo,0,Single Family,34.229815,FOR SALE,-118.975234,399000,1253,CA,41069 Village 41,93012,2160
1,2,Long Beach,0,Single Family,33.87369,FOR SALE,-118.19582,435000,966,CA,323 E. Coolidge St,90805,1666
2,2,Ventura,0,Single Family,34.276738,FOR SALE,-119.258225,675000,1290,CA,271 N Brent Street,93003,2195
2,2,Irvine,1,Single Family,33.6894,FOR SALE,-117.725,1043990,1848,CA,170 Palencia,92618,2525
2,2,Santee,0,Single Family,32.8362,FOR SALE,-116.98755,430700,1199,CA,9631 Maccool Ln,92071,2131
2,2,Roseville,0,Single Family,38.74939,FOR SALE,-121.29708,389900,1444,CA,715 Circuit Drive,95678,1845
1,2,Mission Viejo,0,Single Family,33.61519,FOR SALE,-117.69046,610000,868,CA,23881 Rosehedge Street,92691,2560
2,2,Laguna Niguel,0,Single Family,33.5039,FOR SALE,-117.726,1185000,1494,CA,31566 Flying Cloud Drive,92677,2500
2,2,Corona,0,Single Family,33.8879,FOR SALE,-117.531,419900,1072,CA,520 Brookhaven Drive,92879,1631
1,2,Los Angeles,0,Single Family,34.03403,FOR SALE,-118.38278,735000,1262,CA,2831 S Corning St,90034,3650
2,2,Glendale,0,Single Family,34.1586,FOR SALE,-118.274,775000,1346,CA,824 Burchett Street,91202,2905
2,2,Mission Viejo,0,Single Family,33.6522,FOR SALE,-117.634,599000,1189,CA,21365 Cancun,92692,2195
2,2,Mission Viejo,0,Single Family,33.6124,FOR SALE,-117.645,588000,1295,CA,27820 Espinoza,92692,2195
1,2,Lakewood,0,Single Family,33.83936,FOR SALE,-118.08362,437000,734,CA,11710 209th St.,90715,1870
2,2,Chula Vista,1,Single Family,32.6208,FOR SALE,-117.06,669669,2280,CA,976 Corte Maria Ave,91911,2196
1,2,Orange,0,Single Family,33.7954,FOR SALE,-117.859,595000,792,CA,611 W Walnut Avenue,92868,2694
2,2,Mission Viejo,1,Single Family,33.6521,FOR SALE,-117.631,799900,2150,CA,21364 Miramar,92692,2195
2,2,Fullerton,0,Single Family,33.8821,FOR SALE,-117.937,988888,1459,CA,1014 N Woods Avenue,92835,1945
2,2,Menifee,0,Single Family,33.6798,FOR SALE,-117.194,385900,1651,CA,26739 Opalescent Drive,92584,1620
2,2,Camarillo,0,Single Family,34.216436,FOR SALE,-118.991532,417000,1064,CA,20124 Village 20,93012,2160
1,2,Burbank,0,Single Family,34.1511,FOR SALE,-118.333,1399000,1489,CA,415 S Fairview Street,91505,2655
2,2,Oceanside,0,Single Family,33.2145,FOR SALE,-117.325,332000,1498,CA,3747 S Vista Campana 93,92057,2165
2,2,Valencia,0,Single Family,34.4087,FOR SALE,-118.544,495000,909,CA,25811 El Gato Place,91355,2665
2,2,Menifee,0,Single Family,33.6914,FOR SALE,-117.167,339900,1297,CA,28247 Long Meadow Drive,92584,1620
2,2,Laguna Niguel,0,Single Family,33.5054,FOR SALE,-117.726,1095000,1529,CA,31494 Flying Cloud Drive,92677,2500
2,2,Camarillo,0,Single Family,34.22338,FOR SALE,-118.99077,585000,1948,CA,9211 Village 9,93012,2160
2,2,Sacramento,1,Single Family,38.68274,FOR SALE,-121.52112,539000,2538,CA,2574 Heritage Park Lane,95835,1943
1,2,West Hollywood,0,Single Family,34.08732,FOR SALE,-118.3607,1195000,806,CA,901 N Orange Grove Ave,90046,3800
2,2,Camarillo,0,Single Family,34.220976,FOR SALE,-118.984733,429900,1070,CA,26102 Village 26,93012,2160
2,2,Mission Viejo,0,Single Family,33.57601,FOR SALE,-117.66281,520000,1214,CA,26647 Guadiana,92691,2560
1,2,Chino,0,Single Family,34.0119,FOR SALE,-117.71,405000,1072,CA,4356 Chino Avenue,91710,1605
2,2,Long Beach,0,Single Family,33.8679,FOR SALE,-118.18657,479888,1091,CA,472 E Poppy Street,90805,1666
2,2,Lake Forest,1,Single Family,33.6389,FOR SALE,-117.703,399000,1414,CA,22315 Vista Verde Drive,92630,1993
1,2,Brea,0,Single Family,33.9156,FOR SALE,-117.905,1250000,1285,CA,411 Sievers Avenue,92821,1910
2,2,Laguna Niguel,0,Single Family,33.5059,FOR SALE,-117.725,1094995,1613,CA,31416 Flying Cloud Drive,92677,2500
1,2,Upland,0,Single Family,34.09189,FOR SALE,-117.65006,379900,978,CA,229 S 1st Avenue,91786,1910
1,2,Santee,0,Single Family,32.8322,FOR SALE,-117.014,88900,864,CA,"8701 Mesa Road, #138 #138",92071,2131
1,2,Palm Desert,2,Single Family,33.691,FOR SALE,-116.42379,895000,2200,CA,49100 Sondgroth Court,92260,1370
2,2,Canyon Country,0,Single Family,34.3499,FOR SALE,-118.383,795000,1608,CA,18755 Little Tujunga Canyon Road,91387,1825
2,2,Corona,0,Single Family,33.7705,FOR SALE,-117.502,409500,1290,CA,24022 Watercress Drive,92883,2195
1,2,Sherman Oaks,0,Single Family,34.15823,FOR SALE,-118.463649,675000,843,CA,15154 La Maida Street,91403,2505
1,2,Santa Ana,0,Single Family,33.7668,FOR SALE,-117.835,1095000,1897,CA,2224 E SANTA CLARA Avenue,92705,2234
1,2,Paso Robles,0,Single Family,35.6321,FOR SALE,-120.69,429000,750,CA,823 17th Street,93446,2125
2,2,Palm Desert,1,Single Family,33.697472,FOR SALE,-116.418694,929000,3096,CA,71440 Oasis Trail,92260,1370
2,2,Sacramento,0,Single Family,38.60385,FOR SALE,-121.53785,1899000,1808,CA,1951 Garden Highway,95833,1500
1,2,Paso Robles,0,Single Family,35.7407,FOR SALE,-121.003,1100000,900,CA,3650 Acorn Lane,93446,2125
3,2,Fremont,0,Single Family,37.56724167,FOR SALE,-122.0047531,649850,1376,CA,2848 BARRINGTON Terr,94536,3173
4,2,San Bernardino,0,Single Family,34.2764,FOR SALE,-117.452,3999900,3800,CA,15810 Cajon Boulevard,92407,1340
2,2,Vacaville,0,Single Family,38.392574,FOR SALE,-122.001244,750000,800,CA,6884 Steiger Hill Road,95688,2050
2,2,Suisun City,0,Single Family,38.251724,FOR SALE,-121.997093,340000,1050,CA,1211 Bittern Way,94585,1703
1,2,Santa Rosa,0,Single Family,38.441734,FOR SALE,-122.723656,275000,899,CA,756 Wilson Street,95401,2484
3,3,Canyon Country,0,Condo/Townhome,34.41515,FOR SALE,-118.44714,367000,1268,CA,18016 River CR #1,91387,2672
2,3,Murrieta,0,Condo/Townhome,33.5532,FOR SALE,-117.164,315000,1408,CA,39903 Millbrook Way 7C,92563,2699
2,3,Dublin,1,Condo/Townhome,37.7066,FOR SALE,-121.947,789888,1598,CA,11478 Winding Trail Ln,94568,2840
2,3,Irvine,0,Condo/Townhome,33.6674,FOR SALE,-117.851,747000,1345,CA,1368 Scholarship,92612,3690
2,3,San Diego,1,Condo/Townhome,32.7898,FOR SALE,-117.063,699000,2078,CA,6306 Caminito Estrellado,92120,3339
2,3,San Diego,1,Condo/Townhome,32.7818,FOR SALE,-117.149,674900,1306,CA,2526 Aperture Cir,92108,3615
2,3,Huntington Beach,1,Condo/Townhome,33.6859,FOR SALE,-117.993,730000,1585,CA,19058 Delaware Street,92648,4967
2,3,Chula Vista,1,Condo/Townhome,32.617911,FOR SALE,-116.956174,475000,1794,CA,2205 Andalusia Ln 3,91915,3100
2,3,Chino,1,Condo/Townhome,33.96663,FOR SALE,-117.62794,418000,1612,CA,15803  Mcintosh Ave,91708,2444
2,3,La Habra,1,Condo/Townhome,33.9264,FOR SALE,-117.963,470000,1618,CA,1560 Silver Maple Drive,90631,3075
2,3,Santa Rosa,1,Condo/Townhome,38.45175,FOR SALE,-122.76816,410000,1127,CA,1548 Pinebrook Place,95403,3295
2,3,Walnut Creek,1,Condo/Townhome,37.9165,FOR SALE,-122.056,899000,1770,CA,2480 Westcliffe Ln B,94597,3880
2,3,San Diego,1,Condo/Townhome,32.56357962,FOR SALE,-117.0142374,410000,1686,CA,5426 Santa Alicia,92154,2538
2,3,los angeles,0,Condo/Townhome,34.06318,FOR SALE,-118.29448,680000,1480,CA,625 South BERENDO Street 307,90005,4102
2,3,Fremont,0,Condo/Townhome,37.5419,FOR SALE,-121.979,675000,1389,CA,4067 Murray Cmn 65,94538,3559
2,3,Garden Grove,1,Condo/Townhome,33.7826,FOR SALE,-117.952,596490,1501,CA,12225 Greenleaf Lane,92840,2830
2,3,Laguna Niguel,0,Condo/Townhome,33.5039,FOR SALE,-117.72,560000,1219,CA,31624 W Nine Drive GL109,92677,3595
2,3,Chula Vista,1,Condo/Townhome,32.6336,FOR SALE,-116.94,475000,1646,CA,2737 Crown Ridge Road 2,91915,3100
3,3,Canyon Country,0,Condo/Townhome,34.4053,FOR SALE,-118.454,395000,1419,CA,27007 Karns Court 2402,91387,2672
2,3,San Diego,0,Condo/Townhome,32.7182,FOR SALE,-117.168,695000,1281,CA,1240 India St 702,92101,3055
2,3,San Diego,0,Condo/Townhome,32.8611,FOR SALE,-117.225,675000,1322,CA,4150 Porte De Palmas 11,92122,3650
2,3,Simi Valley,1,Condo/Townhome,34.2515,FOR SALE,-118.815,565000,1504,CA,717 Congressional Road,93065,2864
2,3,Woodland Hills,1,Condo/Townhome,34.1834,FOR SALE,-118.612,559900,1568,CA,22271 Erwin Street,91367,3277
2,3,Corte Madera,0,Condo/Townhome,37.91864,FOR SALE,-122.50373,900000,1508,CA,17 Mariner Green Drive,94925,5550
2,3,Lake Forest,1,Condo/Townhome,33.6417,FOR SALE,-117.672,539900,1351,CA,26368 Spring Creek Circle 52,92630,3020
2,3,Garden Grove,0,Condo/Townhome,33.7882,FOR SALE,-117.912,499000,1343,CA,12664 Chapman Avenue 1404,92840,2830
3,3,Chula Vista,0,Condo/Townhome,32.6201,FOR SALE,-116.958,498000,1874,CA,1731 Rolling Water Dr 3,91915,3100
2,3,Lakewood,1,Condo/Townhome,33.841,FOR SALE,-118.079,449900,1210,CA,20809 Seine Avenue 4,90715,2200
3,3,Costa Mesa,1,Condo/Townhome,33.6509,FOR SALE,-117.919,1257000,2362,CA,2105 Two Harbors Circle,92627,3190
2,3,Sacramento,0,Condo/Townhome,38.68252,FOR SALE,-121.50364,359000,1492,CA,1892 Dawnelle Way,95835,2024
2,3,Huntington Beach,0,Condo/Townhome,33.6622,FOR SALE,-117.976,609900,1287,CA,8855 Sutter Circle 516D,92646,3113
3,3,San Jose,0,Condo/Townhome,37.28376,FOR SALE,-121.85609,998000,1813,CA,3099 Lina Ln Unit 1,95136,2965
2,3,Anaheim,1,Condo/Townhome,33.817867,FOR SALE,-117.997267,650000,1531,CA,914 S Belterra Way,92804,2230
3,3,Irvine,0,Condo/Townhome,33.6772,FOR SALE,-117.848,959990,1914,CA,204 Tribeca,92612,3690
2,3,Irvine,0,Condo/Townhome,33.6591,FOR SALE,-117.831,759000,1507,CA,7 Verde,92612,3690
2,3,Irvine,0,Condo/Townhome,33.6657,FOR SALE,-117.851,748000,1456,CA,3259 Watermarke Place,92612,3690
2,3,San Diego,1,Condo/Townhome,32.7818,FOR SALE,-117.149,739900,1585,CA,2613 Aperture Cir,92108,3615
2,3,San Diego,1,Condo/Townhome,32.7818,FOR SALE,-117.149,699000,1470,CA,2400 Aperture Cir,92108,3615
1,3,Irvine,1,Condo/Townhome,33.6698,FOR SALE,-117.82,549000,1260,CA,16 Fairside 31,92614,3377
2,3,Lake Forest,1,Condo/Townhome,33.6558,FOR SALE,-117.67,540000,1358,CA,21101 Highlander,92630,3020
2,3,Simi Valley,1,Condo/Townhome,34.2514,FOR SALE,-118.813,523000,1579,CA,"620  Ivywood Lane, E E",93065,2864
2,3,Simi Valley,1,Condo/Townhome,34.269328,FOR SALE,-118.793412,535000,1499,CA,173 Harpstone Lane 158,93065,2864
2,3,Lake Forest,1,Condo/Townhome,33.6405,FOR SALE,-117.673,535000,1351,CA,26367 W Grove Circle 60,92630,3020
2,3,Carlsbad,1,Condo/Townhome,33.1663,FOR SALE,-117.295,515000,1341,CA,4051 Peninsula Drive,92010,3233
2,3,Camarillo,1,Condo/Townhome,34.21918,FOR SALE,-119.011764,500000,1348,CA,266 Calle Orovista,93012,3365
2,3,Simi Valley,1,Condo/Townhome,34.252834,FOR SALE,-118.809042,479999,1579,CA,450 Country Club Drive C,93065,2864
3,3,Los Angeles,0,Condo/Townhome,34.0951,FOR SALE,-118.345,839500,1510,CA,1319 N Detroit Street 6,90046,5355
2,3,San Diego,0,Condo/Townhome,32.7173,FOR SALE,-117.171,2248888,1944,CA,1199 Pacific Highway 2306,92101,3055
2,3,Huntington Beach,1,Condo/Townhome,33.6744,FOR SALE,-118.021,1275000,2361,CA,6260 Seabourne Drive 53,92648,4967
2,3,San Diego,1,Condo/Townhome,32.7089,FOR SALE,-117.158,998000,1894,CA,325 7Th Ave 215,92101,3055
2,3,Huntington Beach,1,Condo/Townhome,33.6629,FOR SALE,-117.998,735000,1384,CA,626 Lake Street 60,92648,4967
2,3,San Diego,0,Condo/Townhome,32.7173,FOR SALE,-117.171,1524900,1945,CA,1199 Pacific Hwy 1606,92101,3055
2,3,Huntington Beach,0,Condo/Townhome,33.6629,FOR SALE,-117.971,660000,1287,CA,8933 Yolo Circle 1308C,92646,3113
1,3,San Diego,1,Condo/Townhome,32.788,FOR SALE,-117.097,399900,1066,CA,4530 Vandever Avenue 3,92120,3339
2,3,Murrieta,1,Condo/Townhome,33.556,FOR SALE,-117.161,310000,1654,CA,39664 Columbia Union Drive B,92563,2699
2,3,Downey,1,Condo/Townhome,33.9458,FOR SALE,-118.114,559900,1494,CA,9120 Florence Avenue,90240,2932
2,3,Irvine,0,Condo/Townhome,33.655,FOR SALE,-117.816,949000,2289,CA,42 Valley 28,92612,3690
2,3,Costa Mesa,1,Condo/Townhome,33.6575,FOR SALE,-117.942,720000,1551,CA,1001 Nancy Lane 1001,92627,3190
2,3,La Habra,1,Condo/Townhome,33.94068353,FOR SALE,-117.94833,534900,1722,CA,960 HILLSIDE Street B,90631,3075
2,3,La Habra,1,Condo/Townhome,33.94068353,FOR SALE,-117.94833,534900,1722,CA,960 HILLSIDE Street D,90631,3075
2,3,Lake Forest,0,Condo/Townhome,33.6553,FOR SALE,-117.666,539000,1208,CA,26571 Moon Ridge,92630,3020
2,3,Los Angeles,0,Condo/Townhome,34.0681,FOR SALE,-118.239,488000,1403,CA,1550 Stadium Way 6,90012,3699
2,3,Rancho Cucamonga,1,Condo/Townhome,34.1098,FOR SALE,-117.555,440000,1696,CA,11450 Church Street 86,91730,2405
1,3,Simi Valley,1,Condo/Townhome,34.259892,FOR SALE,-118.77856,429900,1448,CA,1101 Catlin Street C,93065,2864
2,3,Anaheim,0,Condo/Townhome,33.8355,FOR SALE,-117.905,469880,1185,CA,925 E Broadway,92805,3500
2,3,Lakewood,1,Condo/Townhome,33.8439,FOR SALE,-118.085,449000,1361,CA,11628 205th Street,90715,2200
2,3,Ontario,1,Condo/Townhome,34.0685,FOR SALE,-117.614,425000,1900,CA,433 N Placer Privado,91764,2415
1,3,Anaheim,1,Condo/Townhome,33.8188724,FOR SALE,-117.9576636,449900,1343,CA,2156 W Wellington Circle,92804,2230
2,3,San Diego,1,Condo/Townhome,32.8669,FOR SALE,-117.209,730000,1512,CA,8851 Via Andar,92122,3650
2,3,Rancho Cucamonga,1,Condo/Townhome,34.107,FOR SALE,-117.615,440000,1723,CA,8737 Olive Tree,91730,2405
2,3,Chula Vista,0,Condo/Townhome,32.63334,FOR SALE,-116.93689,429500,1431,CA,1521 Victory Lane 4,91915,3100
2,3,Huntington Beach,0,Condo/Townhome,33.6634,FOR SALE,-117.973,609000,1287,CA,8885 Plumas Circle 1116D,92646,3113
3,3,Woodland Hills,0,Condo/Townhome,34.18336,FOR SALE,-118.61231,563000,1518,CA,6212 Nita Avenue,91367,3277
2,3,Huntington Beach,1,Condo/Townhome,33.6797,FOR SALE,-117.993,675000,1700,CA,2505 Delaware Street 2,92648,4967
1,3,Santee,0,Condo/Townhome,32.83419,FOR SALE,-117.02637,384900,1323,CA,7897 Rancho Fanita Drive G,92071,2683
3,3,Diamond Bar,0,Condo/Townhome,33.9998,FOR SALE,-117.818,580000,1468,CA,22905 Estoril Drive 2,91765,2395
2,3,Huntington Beach,1,Condo/Townhome,33.6784,FOR SALE,-117.992,675000,1291,CA,2332 Delaware Street,92648,4967
2,3,Laguna Niguel,1,Condo/Townhome,33.5076,FOR SALE,-117.733,939999,2657,CA,16 Toulon,92677,3595
2,3,Irvine,0,Condo/Townhome,33.6592,FOR SALE,-117.835,749000,1507,CA,56 Arboles 47,92612,3690
3,3,Newport Beach,0,Condo/Townhome,33.6243,FOR SALE,-117.876,2370000,2500,CA,4 Rue Fontainbleau,92660,4660
2,3,San Francisco,0,Condo/Townhome,37.710991,FOR SALE,-122.469482,900000,1520,CA,180 St Charles Avenue,94132,4525
2,3,San Diego,0,Condo/Townhome,32.7647,FOR SALE,-117.188,660000,1969,CA,5845 Friars Rd 1403,92110,3095
2,3,Corona,1,Condo/Townhome,33.8959,FOR SALE,-117.522,378888,1555,CA,2270 Indigo Hills Drive 4,92879,2449
2,3,Norwalk,1,Condo/Townhome,33.89093,FOR SALE,-118.07047,420000,1142,CA,12309 Cheshire St #C,90650,2190
2,3,La Habra,1,Condo/Townhome,33.9397,FOR SALE,-117.956,479000,1579,CA,828 Citrus Drive 5,90631,3075
2,3,Corona,1,Condo/Townhome,34.252244,FOR SALE,-105.595794,479900,2180,CA,2772 Apollo Way 105,92883,2550
2,3,Corona,1,Condo/Townhome,33.875665,FOR SALE,-117.568843,429000,1948,CA,4261 Odyssey Drive 103,92883,2550
2,3,Laguna Niguel,0,Condo/Townhome,33.508429,FOR SALE,-117.716489,535000,1238,CA,31267 E Nine Dr 20G,92677,3595
2,3,Newport Beach,1,Condo/Townhome,33.6449,FOR SALE,-117.875,1095000,1887,CA,438 Vista Parada,92660,4660
2,3,Fremont,0,Single Family,37.5341,FOR SALE,-121.992,1098000,1324,CA,4890 Phelan Ave,94538,3559
2,3,Garden Grove,0,Single Family,33.7805,FOR SALE,-117.925,599000,1093,CA,11882 Sumo Circle,92840,2830
3,3,Newport Beach,2,Single Family,33.61213,FOR SALE,-117.90148,9500000,4550,CA,18 Linda Isle,92660,4660
2,3,Ontario,1,Single Family,34.0722,FOR SALE,-117.644,435000,1460,CA,548 E H Street,91764,2415
2,3,La Habra,0,Single Family,33.9344,FOR SALE,-117.968,399000,1449,CA,1931 W El Portal Drive,90631,3075
2,3,Simi Valley,1,Single Family,34.254684,FOR SALE,-118.776775,799000,2889,CA,805 Hemlock Ridge Court,93065,2864
2,3,San Diego,0,Single Family,32.7963,FOR SALE,-117.127,699000,1635,CA,2854 Amulet St,92123,3737
2,3,Fremont,0,Single Family,37.525,FOR SALE,-121.96183,1190000,1310,CA,41772 Gifford St,94538,3559
2,3,La Habra,0,Single Family,33.9186,FOR SALE,-117.9493,550000,1833,CA,400 Keene Drive,90631,3075
2,3,Folsom,0,Single Family,38.65442,FOR SALE,-121.08881,549900,1613,CA,464 Lone Spur Drive,95630,2225
1,3,Garden Grove,1,Single Family,33.79314,FOR SALE,-117.92961,499999,1500,CA,11651 Samuel Drive,92840,2830
2,3,Van Nuys,1,Single Family,34.1913,FOR SALE,-118.438,839000,1673,CA,6633 Costello Avenue,91405,3160
2,3,Camarillo,1,Single Family,34.2401,FOR SALE,-119.01,615000,1825,CA,4577 La Tuna Court,93012,3365
2,3,Anaheim,0,Single Family,33.8246,FOR SALE,-117.954,599000,1614,CA,2027 W Random Drive,92804,2230
2,3,Chula Vista,1,Single Family,32.6307,FOR SALE,-116.955,588000,1563,CA,1405 Hidden Valley Avenue,91915,3100
2,3,Vista,1,Single Family,33.202,FOR SALE,-117.261,579999,1874,CA,822 Silver Drive,92083,2615
1,3,Hayward,0,Single Family,37.6099,FOR SALE,-122.028,575000,1031,CA,32546 Dearborn St,94544,2595
2,3,Redlands,0,Single Family,34.0354,FOR SALE,-117.191,420000,1478,CA,1232 W Palm Avenue,92373,1804
2,3,Fresno,0,Single Family,36.874138,FOR SALE,-119.765671,295000,1529,CA,9492 N Whitehouse Drive,93720,1599
2,3,Garden Grove,0,Single Family,33.78183,FOR SALE,-117.93033,799000,1598,CA,11611 Lampson Avenue,92840,2830
2,3,Redlands,0,Single Family,34.02626,FOR SALE,-117.14699,669500,2429,CA,515 E Mariposa Drive,92373,1804
2,3,Simi Valley,0,Single Family,34.26509,FOR SALE,-118.788,574000,1316,CA,1426 Milan Dr,93065,2864
1,3,Simi Valley,1,Single Family,34.26247,FOR SALE,-118.76776,529950,1650,CA,1597 Casarin Ave,93065,2864
2,3,Glendora,0,Single Family,34.1128,FOR SALE,-117.861,619950,1435,CA,1441 S Rimhurst Avenue,91740,3160
2,3,Orcutt,0,Single Family,34.8725,FOR SALE,-120.435,460000,1402,CA,4554 Carissa Court,93455,2150
1,3,Orcutt,1,Single Family,34.8844,FOR SALE,-120.415,305000,1276,CA,1193 Sumner Place D,93455,2150
2,3,Moreno Valley,0,Single Family,33.9182,FOR SALE,-117.157,295000,1041,CA,13935 Redlands Boulevard,92555,2030
2,3,Rancho Cucamonga,1,Single Family,34.11889,FOR SALE,-117.54864,659999,2830,CA,7437 Rutledge Court,91730,2405
2,3,Lakeside,0,Single Family,32.83056,FOR SALE,-116.92646,549900,1804,CA,12357 Winter Gardens Dr,92040,1500
2,3,Norwalk,0,Single Family,33.91438,FOR SALE,-118.09222,545000,1245,CA,11309 Adoree St.,90650,2190
1,3,Norwalk,0,Single Family,33.91923,FOR SALE,-118.08936,525000,1061,CA,12322 Summer Ave,90650,2190
2,3,Santee,0,Single Family,32.82735,FOR SALE,-117.01667,679000,1905,CA,8442 Mesa View Rd,92071,2683
2,3,Sacramento,0,Single Family,38.55244,FOR SALE,-121.38361,329900,1282,CA,2960 Loyola Street,95826,2068
2,3,Huntington Beach,1,Single Family,33.6708,FOR SALE,-118.01,998500,1786,CA,606 20th Street,92648,4967
2,3,Fremont,0,Single Family,37.563,FOR SALE,-122.036,998500,1232,CA,4629 Claudia Ct,94536,3078
2,3,Fremont,0,Single Family,37.516,FOR SALE,-121.977,950000,1097,CA,5574 Simm Ct,94538,3559
1,3,Norwalk,0,Single Family,33.8891,FOR SALE,-118.095,495000,1136,CA,15532 Elmcroft Avenue,90650,2190
1,3,Anaheim,0,Single Family,33.8505,FOR SALE,-117.899,493000,1400,CA,1140 N Louise Drive,92805,3500
2,3,Fresno,0,Single Family,36.855385,FOR SALE,-119.769341,320000,1673,CA,782 E Omaha Avenue,93720,1599
3,3,Roseville,0,Single Family,38.77947,FOR SALE,-121.34129,580000,2287,CA,625 Ponderosa Court,95747,3049
4,3,los angeles,0,Single Family,34.12213,FOR SALE,-118.36435,1599000,2448,CA,2811 SEATTLE Drive,90046,5355
4,3,La Habra Heights,1,Single Family,33.9655,FOR SALE,-117.955,1488000,3766,CA,575 Reposado Drive,90631,3075
1,3,La Habra,0,Single Family,33.9352,FOR SALE,-117.952,475000,1350,CA,540 Highlander Avenue,90631,3075
1,3,Long Beach,0,Single Family,33.8801,FOR SALE,-118.194,475000,1206,CA,6930 Beechley Avenue,90805,2389
2,3,Sacramento,0,Single Family,38.55542,FOR SALE,-121.3897,375000,1411,CA,8524 Merribrook Dr,95826,2068
3,3,los angeles,0,Single Family,34.10448,FOR SALE,-118.37235,1450000,1568,CA,8357 YUCCA Trails,90046,5355
