Bath,Bed,City,Half-bath,House_type,Latitude,Listing_type,Longitude,Price,Square_Feet,State,Street,Zip_code,Rent
2,2,Anaheim,0,Condo/Townhome,33.8142,FOR SALE,-118.011,399900,1026,CA,3507 W Greentree Circle A,92804,1845
2,2,Placentia,0,Condo/Townhome,33.8691,FOR SALE,-117.819,399000,852,CA,121 S Lakeview Avenue 121F,92870,1710
2,2,Placentia,0,Condo/Townhome,33.871,FOR SALE,-117.832,390000,934,CA,1530 E Spruce Street G,92870,1710
2,2,Chula Vista,1,Condo/Townhome,32.6559,FOR SALE,-116.974,360000,937,CA,715 Eastshore Terrace 41,91913,2332
2,2,Ontario,0,Condo/Townhome,34.0135,FOR SALE,-117.565,348000,1314,CA,3250 S Edenglen Avenue 7,91761,1646
2,2,Playa Vista,0,Condo/Townhome,33.97203,FOR SALE,-118.42907,999000,1659,CA,5625 Crescent Park West 207,90094,3495
2,2,San Diego,1,Condo/Townhome,32.787,FOR SALE,-117.13,599000,1204,CA,2776 Bellezza Dr,92108,1980
2,2,Walnut Creek,0,Condo/Townhome,37.9175,FOR SALE,-122.058,518500,992,CA,1308 Walden Rd 28,94597,2980
2,2,Chino Hills,0,Condo/Townhome,34.0163,FOR SALE,-117.748,389000,954,CA,13104 Glen Court 49,91709,2285
2,2,San Diego,0,Condo/Townhome,32.7757,FOR SALE,-117.052,279000,1139,CA,6811 Alvarado 12,92120,2406
1,2,Fresno,1,Condo/Townhome,36.793106,FOR SALE,-119.718971,123000,1295,CA,5188 E Ashlan Unit: 110,93727,859
2,2,Murrieta,0,Condo/Townhome,33.554,FOR SALE,-117.164,320000,1532,CA,39875 Alpine Union Street A,92563,1817
1,2,Oceanside,0,Condo/Townhome,33.2462,FOR SALE,-117.314,277900,741,CA,155 Avenida Descanso 102,92057,2165
1,2,Lakeside,0,Condo/Townhome,32.8622,FOR SALE,-116.917,249000,921,CA,12730 Laurel Street 305,92040,1150
2,2,San Diego,0,Condo/Townhome,32.7112,FOR SALE,-117.159,649900,1032,CA,575 6th Ave 310,92101,4150
2,2,Rancho Mission Viejo,1,Condo/Townhome,33.5277,FOR SALE,-117.618,549900,1520,CA,11 Higo Street,92694,2495
2,2,Ventura,0,Condo/Townhome,34.2638,FOR SALE,-119.226,470000,1270,CA,1080 Stravinsky Lane,93003,2195
2,2,Huntington Beach,0,Condo/Townhome,33.6596,FOR SALE,-117.973,449000,1055,CA,8788 Coral Springs Court 205F,92646,2225
2,2,Woodland Hills,0,Condo/Townhome,34.1727,FOR SALE,-118.599,475000,1050,CA,21500 Burbank Boulevard 322,91367,2345
2,2,San Diego,0,Condo/Townhome,32.7119,FOR SALE,-117.165,1099000,1370,CA,645 Front St. 1607,92101,4150
2,2,Irvine,0,Condo/Townhome,33.654,FOR SALE,-117.751,859990,1900,CA,245 Carlow,92618,2525
2,2,Dublin,0,Condo/Townhome,37.7069,FOR SALE,-121.862,749950,1519,CA,4259 Fitzwilliam,94568,2475
3,2,Burbank,0,Condo/Townhome,34.1809,FOR SALE,-118.307,740000,1770,CA,201 E Angeleno Avenue 133,91502,2804
1,2,Orange,1,Condo/Townhome,33.79499,FOR SALE,-117.85906,415500,1190,CA,700 W Walnut Avenue 59,92868,2694
1,2,Los Angeles,0,Condo/Townhome,34.0522,FOR SALE,-118.264,995000,1140,CA,1100 Wilshire Boulevard 2711,90017,3295
2,2,Oakland,0,Condo/Townhome,37.7944,FOR SALE,-122.273,979000,1263,CA,311 2nd St 307,94607,3640
2,2,los angeles,1,Condo/Townhome,34.09647,FOR SALE,-118.35141,750000,1355,CA,1416 North VISTA Street 2,90046,3800
1,2,Sacramento,0,Condo/Townhome,38.62583,FOR SALE,-121.50008,152000,956,CA,500 Del Verde Circle Unit 8,95833,1500
2,2,Marina del Rey,1,Condo/Townhome,33.9846,FOR SALE,-118.445,2000000,1770,CA,13700 Marina Pointe Drive PH1916,90292,4300
2,2,San Diego,0,Condo/Townhome,32.7086,FOR SALE,-117.155,679000,1103,CA,321 10th Avenue 1407,92101,4150
2,2,Studio City,0,Condo/Townhome,34.14716,FOR SALE,-118.40485,645000,1297,CA,4212 WHITSETT Avenue 101,91604,2627
2,2,San Diego,1,Condo/Townhome,32.7119,FOR SALE,-117.165,955000,1291,CA,645 Front 1606,92101,4150
2,2,Newport Beach,0,Condo/Townhome,33.6278,FOR SALE,-117.868,898900,1197,CA,59 Sea Pine Lane,92660,4520
2,2,San Diego,0,Condo/Townhome,32.711,FOR SALE,-117.165,550000,1036,CA,555 Front 401,92101,4150
2,2,Aliso Viejo,0,Condo/Townhome,33.5743,FOR SALE,-117.723,475000,1063,CA,59 Wisteria Place,92656,2285
2,2,Lake Forest,1,Condo/Townhome,33.6421,FOR SALE,-117.68,469900,1120,CA,25712 Le Parc 54,92630,1993
2,2,Long Beach,0,Condo/Townhome,33.7708,FOR SALE,-118.179,399000,929,CA,1045 E 3rd Street 5,90802,2250
2,2,Lake Forest,1,Condo/Townhome,33.6394,FOR SALE,-117.704,399000,1208,CA,22281 Vista Verde Drive,92630,1993
2,2,San Diego,0,Condo/Townhome,32.7669,FOR SALE,-117.18,375000,972,CA,6406 Friars Road 235,92108,1980
1,2,Lake Forest,0,Condo/Townhome,33.6405,FOR SALE,-117.68,364900,957,CA,22182 Cedar Pointe 1D,92630,1993
2,2,Los Angeles,0,Condo/Townhome,34.1353,FOR SALE,-118.342,549945,1151,CA,3480 Barham Boulevard 311,90068,2740
2,2,Anaheim Hills,0,Condo/Townhome,33.8522,FOR SALE,-117.744,549900,1357,CA,7759 E Viewrim Drive,92808,2305
2,2,Westlake Village,1,Condo/Townhome,34.162392,FOR SALE,-118.807394,549000,1251,CA,382 Via Colinas,91362,2585
2,2,San Diego,0,Condo/Townhome,32.7109,FOR SALE,-117.154,529900,1105,CA,550 Park Blvd 2202,92101,4150
2,2,Rancho Santa Margarita,0,Condo/Townhome,33.6475,FOR SALE,-117.585,489900,1020,CA,41 Wild Horse Loop 37,92688,1840
2,2,Woodland Hills,0,Condo/Townhome,34.1707,FOR SALE,-118.601,465000,1050,CA,5500 Owensmouth Avenue 329,91367,2345
1,2,Santa Monica,0,Condo/Townhome,34.02228,FOR SALE,-118.47307,620000,897,CA,1824 20TH Street C,90404,3647
2,2,Mission Viejo,1,Condo/Townhome,33.5603,FOR SALE,-117.66,525000,1223,CA,27815 Berwick 34,92691,2560
2,2,Monrovia,0,Condo/Townhome,34.1509,FOR SALE,-118.015,475888,1174,CA,752 W Foothill Boulevard 9,91016,2805
2,2,Anaheim,0,Condo/Townhome,33.839,FOR SALE,-117.977,375000,1138,CA,2637 W Cameron Court 118,92801,1710
2,2,La Mesa,0,Condo/Townhome,32.7608,FOR SALE,-117.034,359500,982,CA,4512 Parks Avenue 20,91942,2249
1,2,Huntington Beach,0,Condo/Townhome,33.7205,FOR SALE,-117.991,349900,835,CA,16713 Viewpoint Lane 138B,92647,1825
1,2,Placentia,0,Condo/Townhome,33.8543,FOR SALE,-117.883,347900,864,CA,948 Eastwind Drive,92870,1710
1,2,Canoga Park,0,Condo/Townhome,34.1945,FOR SALE,-118.6,330000,868,CA,6825 Alabama Avenue 309,91303,2640
2,2,Agoura Hills,0,Condo/Townhome,34.1548,FOR SALE,-118.755,317000,868,CA,5800 Kanan Road 264,91301,3123
2,2,San Diego,0,Condo/Townhome,32.7756,FOR SALE,-117.051,299900,1139,CA,6851 Alvarado Road 10,92120,2406
2,2,Riverside,0,Condo/Townhome,33.9552,FOR SALE,-117.32,282000,1121,CA,375 Central Avenue 7,92507,1825
2,2,Canyon Country,0,Condo/Townhome,34.4135,FOR SALE,-118.462,282000,850,CA,18750 Mandan Street 1114,91351,1575
2,2,Marina Del Rey,0,Condo/Townhome,33.98458,FOR SALE,-118.44478,1055000,1584,CA,13650 MARINA POINTE Drive 408,90292,4300
2,2,Rancho Mission Viejo,0,Condo/Townhome,33.5234,FOR SALE,-117.626,628500,1276,CA,87 Galan Street,92694,2495
2,2,Rancho Santa Margarita,1,Condo/Townhome,33.6183,FOR SALE,-117.615,544950,1425,CA,71 Encantado,92688,1840
2,2,Mission Viejo,0,Condo/Townhome,33.6241,FOR SALE,-117.646,540000,1414,CA,27810 Gleneagles 73,92692,2195
2,2,Mission Viejo,0,Condo/Townhome,33.5596,FOR SALE,-117.663,495000,1206,CA,27677 Aquamarine 151,92691,2560
2,2,Anaheim Hills,0,Condo/Townhome,33.8617,FOR SALE,-117.741,475000,1000,CA,8131 E Oak Ridge Circle,92808,2305
2,2,San Diego,0,Condo/Townhome,32.8635,FOR SALE,-117.198,462000,848,CA,7180 Shoreline Dr 5304,92122,2550
2,2,San Diego,0,Condo/Townhome,32.7086,FOR SALE,-117.16,539900,910,CA,530 K St 1115,92101,4150
2,2,Calabasas,1,Condo/Townhome,34.137579,FOR SALE,-118.705539,535000,1385,CA,4240 Lost Hills Road 803,91301,3123
1,2,Irvine,1,Condo/Townhome,33.7007,FOR SALE,-117.8,499999,952,CA,387 Deerfield Avenue 77,92606,2780
2,2,Irvine,0,Condo/Townhome,33.6742,FOR SALE,-117.775,489999,951,CA,255 Tarocco,92618,2525
2,2,San Diego,0,Condo/Townhome,32.7226,FOR SALE,-117.157,480000,971,CA,889 Date St 339,92101,4150
2,2,Chino Hills,0,Condo/Townhome,33.9849,FOR SALE,-117.751,399000,1025,CA,2487 Moon Dust Drive E,91709,2285
2,2,Rancho Santa Margarita,0,Condo/Townhome,33.6408,FOR SALE,-117.589,439000,1179,CA,15 Via Pamplona,92688,1840
2,2,El Cerrito,0,Condo/Townhome,37.89835,FOR SALE,-122.2896,1035000,1210,CA,7600 Ward Ave,94530,3640
2,2,Woodland Hills,0,Condo/Townhome,34.1834,FOR SALE,-118.599,509000,1240,CA,21545 Erwin Street 95,91367,2345
2,2,Camarillo,0,Condo/Townhome,34.203204,FOR SALE,-118.984503,439500,1029,CA,859 Via Montanez,93012,2160
2,2,Rancho Santa Margarita,0,Condo/Townhome,33.6365,FOR SALE,-117.612,387500,900,CA,79 Abrigo,92688,1840
2,2,Canyon Country,0,Condo/Townhome,34.4022,FOR SALE,-118.453,370000,1022,CA,17971 Lost Canyon Road 82,91387,1825
2,2,Laguna Niguel,1,Condo/Townhome,33.5549,FOR SALE,-117.692,455000,1124,CA,25111 La Jolla Way D,92677,2500
2,2,Aliso Viejo,0,Condo/Townhome,33.6,FOR SALE,-117.745,450000,975,CA,138 Cinnamon Teal,92656,2285
1,2,Mission Viejo,0,Condo/Townhome,33.5614,FOR SALE,-117.662,399900,840,CA,26924 Carnelian,92691,2560
2,2,Rancho Cucamonga,0,Condo/Townhome,34.1031,FOR SALE,-117.621,388800,1246,CA,8427 Autumn Leaf Drive,91730,1917
2,2,San Diego,0,Condo/Townhome,32.961,FOR SALE,-117.1,380000,881,CA,10359 Azuaga St 194,92129,1994
2,2,Corona,0,Condo/Townhome,33.8736,FOR SALE,-117.627,355000,1115,CA,1151 San Nicolas Court 104,92882,1585
2,2,Oceanside,0,Condo/Townhome,33.2186,FOR SALE,-117.32,315000,1050,CA,3812 Orange Way,92057,2165
2,2,Riverside,0,Condo/Townhome,33.9828,FOR SALE,-117.336,249000,840,CA,1110 W Blaine Street 202,92507,1825
2,2,Rancho Santa Margarita,0,Condo/Townhome,33.6368,FOR SALE,-117.611,419900,990,CA,2 Acalla,92688,1840
2,2,Los Angeles,0,Condo/Townhome,34.07311,FOR SALE,-118.37805,799500,1282,CA,321 S San Vicente Unit 403,90048,8500
2,2,Laguna Niguel,1,Condo/Townhome,33.51673,FOR SALE,-117.72123,539000,1024,CA,30902 Clubhouse Drive #23F,92677,2500
3,2,Aliso Viejo,0,Condo/Townhome,33.602106,FOR SALE,-117.741845,489000,1124,CA,47 Night Heron,92656,2285
2,2,Long Beach,0,Condo/Townhome,33.794303,FOR SALE,-118.150751,429000,900,CA,3408 Hathaway Avenue 101,90815,2751
2,2,Playa Vista,0,Condo/Townhome,33.97292436,FOR SALE,-118.4224054,1143884,1170,CA,6030 S Seabluff Dr Unit 407,90094,3495
2,2,Irvine,1,Condo/Townhome,33.67471,FOR SALE,-117.8479,779000,1681,CA,21 Gramercy #218,92612,2745
2,2,Anaheim,0,Condo/Townhome,33.813614,FOR SALE,-118.011933,394500,968,CA,3520 W Sweetbay Court F,92804,1845
3,2,Newport Beach,0,Condo/Townhome,33.6194,FOR SALE,-117.881,4250000,2548,CA,1251 Santa Barbara Drive,92660,4520
2,2,San Diego,0,Condo/Townhome,32.8045,FOR SALE,-117.254,650000,1100,CA,4944 Cass St 402,92109,2395
2,2,La Mesa,1,Condo/Townhome,32.7775,FOR SALE,-117.043,415000,1270,CA,7002 Melody Ln,91942,2249
2,2,Corona,0,Condo/Townhome,33.8568,FOR SALE,-117.611,299000,956,CA,2572 Avenida Del M204,92882,1585
2,2,Aliso Viejo,0,Condo/Townhome,33.59257,FOR SALE,-117.71986,535000,1271,CA,8 Marigold #3,92656,2285
1,2,San Diego,0,Condo/Townhome,32.964617,FOR SALE,-117.098847,329987,882,CA,10514 Caminito Sulmona,92129,1994
2,2,Oceanside,0,Condo/Townhome,33.21171,FOR SALE,-117.3272,279000,1050,CA,712 Pearwood St,92057,2165
2,2,San Francisco,0,Condo/Townhome,37.771806,FOR SALE,-122.394187,1429950,1290,CA,718 Long Bridge Street Unit 302,94158,5273
2,2,Huntington Beach,1,Condo/Townhome,33.6819,FOR SALE,-118.027,849000,2065,CA,19241 Meadowood Circle,92648,2695
2,2,Irvine,0,Condo/Townhome,33.6739,FOR SALE,-117.843,739000,1520,CA,3131 Michelson Drive 301,92612,2745
2,2,Rancho Mission Viejo,1,Condo/Townhome,33.527,FOR SALE,-117.618,598000,1557,CA,5 Alzada,92694,2495
2,2,San Jose,0,Condo/Townhome,37.32249,FOR SALE,-121.98636,888000,1350,CA,4691 Albany Circle 133,95129,2940
1,2,San Diego,0,Condo/Townhome,32.96617,FOR SALE,-117.09723,334987,924,CA,13833 Via Rimini,92129,1994
2,2,Menlo Park,1,Condo/Townhome,37.4252,FOR SALE,-122.21852,1735000,1820,CA,1256 Sharon Park Dr,94025,4050
2,2,Sherman Oaks,1,Condo/Townhome,34.16731,FOR SALE,-118.45039,649000,1700,CA,14544 Margate Street #7,91411,2595
2,2,Chula Vista,0,Condo/Townhome,32.63308,FOR SALE,-116.94014,390000,1216,CA,1526 Bluffside 1,91915,2320
2,2,Brea,0,Condo/Townhome,33.92868,FOR SALE,-117.894726,425000,1090,CA,520 N Brea Boulevard 8,92821,1910
2,2,Corona,1,Condo/Townhome,33.7742,FOR SALE,-117.504,459000,2051,CA,8933 Cuyamaca Street,92883,2195
2,2,Aliso Viejo,0,Condo/Townhome,33.5516,FOR SALE,-117.727,457250,1094,CA,3 Florentine,92656,2285
2,2,Simi Valley,0,Condo/Townhome,34.24572,FOR SALE,-118.809815,444900,1280,CA,475 Kennerick Lane A,93065,2211
2,2,Corona,0,Condo/Townhome,33.7745,FOR SALE,-117.506,421900,1597,CA,8828 Cuyamaca Street,92883,2195
2,2,Palm Desert,0,Condo/Townhome,33.72263,FOR SALE,-116.38338,365000,1610,CA,4000 Via Fragante 2,92260,1370
2,2,Palm Desert,0,Condo/Townhome,33.739529,FOR SALE,-116.390602,349000,1800,CA,122 Giralda Circle,92260,1370
2,2,Ontario,1,Condo/Townhome,34.0547,FOR SALE,-117.664,285000,1201,CA,838 Carlton Privado,91762,1425
2,2,Camarillo,0,Condo/Townhome,34.23071,FOR SALE,-118.99758,517500,1482,CA,1300 Calle Bonita,93012,2160
1,2,Upland,1,Condo/Townhome,34.10997,FOR SALE,-117.66971,342000,1386,CA,1182  Mountain Gate Rd,91786,1910
2,2,Sacramento,1,Condo/Townhome,38.56676,FOR SALE,-121.40945,350000,1623,CA,29 Adelphi Court,95825,1360
3,2,los angeles,0,Condo/Townhome,34.0408,FOR SALE,-118.26319,1877000,2370,CA,1155 South GRAND Avenue 1402,90015,4702
2,2,Pasadena,1,Condo/Townhome,34.1369,FOR SALE,-118.146,949000,1528,CA,509 S Marengo Avenue 1,91101,3393
2,2,Newport Beach,0,Condo/Townhome,33.6252,FOR SALE,-117.932,825000,1155,CA,102 Scholz 34,92663,2209
2,2,Newport Beach,1,Condo/Townhome,33.6616,FOR SALE,-117.886,659888,1457,CA,20402 Santa Ana Avenue 9,92660,4520
2,2,Laguna Niguel,1,Condo/Townhome,33.5222,FOR SALE,-117.719,649000,1525,CA,30311 Via Reata,92677,2500
3,2,Northridge,0,Condo/Townhome,34.2345,FOR SALE,-118.548,446000,1458,CA,9000 Vanalden Avenue 115,91324,2350
2,2,Anaheim,0,Condo/Townhome,33.8486,FOR SALE,-117.94,425000,1105,CA,1120 N Euclid Street 12,92801,1710
2,2,Oceanside,0,Condo/Townhome,33.21,FOR SALE,-117.332,305000,1046,CA,3521 Pear Blossom AVENUE,92057,2165
2,2,San Marcos,0,Condo/Townhome,33.1239,FOR SALE,-117.211,229000,962,CA,1508 Circa Del Lago B307,92078,2048
2,2,Palm Desert,0,Condo/Townhome,33.72068709,FOR SALE,-116.3988843,449000,1882,CA,72389 El Paseo #1406,92260,1370
1,2,Oceanside,0,Condo/Townhome,33.251778,FOR SALE,-117.308831,245000,806,CA,509 Calle Montecito #49,92057,2165
2,2,San Diego,1,Condo/Townhome,32.7111,FOR SALE,-117.165,1849900,1676,CA,550 Front St 1501,92101,4150
2,2,Newport Beach,1,Condo/Townhome,33.62807,FOR SALE,-117.86765,1288000,1606,CA,50 Sea Pine Lane #61,92660,4520
2,2,Laguna Niguel,0,Condo/Townhome,33.51673,FOR SALE,-117.72123,510000,1053,CA,30902 Clubhouse Drive #24G,92677,2500
2,2,Marina Del Rey,1,Condo/Townhome,33.96747,FOR SALE,-118.45735,2695000,2315,CA,5209 Ocean Front 101,90292,4300
2,2,San Diego,1,Condo/Townhome,32.7146,FOR SALE,-117.171,1869500,1806,CA,888 W E St 1402,92101,4150
1,2,San Diego,0,Condo/Townhome,32.7732,FOR SALE,-117.253,959000,607,CA,3250 strandway,92109,2395
2,2,Los Angeles,1,Condo/Townhome,34.103555,FOR SALE,-118.337343,769000,1400,CA,6735 Yucca Street 406,90028,3080
2,2,Rancho Mission Viejo,1,Condo/Townhome,33.5584,FOR SALE,-117.633,659900,1729,CA,65 Garcilla Drive,92694,2495
2,2,Ventura,0,Condo/Townhome,34.265162,FOR SALE,-119.22772,449000,1270,CA,919 Goodman Street,93003,2195
2,2,Irvine,0,Condo/Townhome,33.654,FOR SALE,-117.751,764990,1506,CA,251 Carlow,92618,2525
2,2,Newport Beach,0,Condo/Townhome,33.6249,FOR SALE,-117.933,525000,920,CA,500 Cagney Lane PH 17,92663,2209
2,2,Aliso Viejo,1,Condo/Townhome,33.5784,FOR SALE,-117.731,515000,1329,CA,10 Open View Lane,92656,2285
2,2,Chula Vista,0,Condo/Townhome,32.60631,FOR SALE,-117.03101,343000,1229,CA,530 Georgetown Pl A,91911,2196
2,2,Palm Desert,0,Condo/Townhome,33.693512,FOR SALE,-116.380745,325000,1202,CA,48865 Mariposa Drive,92260,1370
2,2,Irvine,0,Condo/Townhome,33.6739,FOR SALE,-117.843,749000,1580,CA,3141 E Michelson Drive 604,92612,2745
2,2,Aliso Viejo,1,Condo/Townhome,33.567,FOR SALE,-117.722,499000,1305,CA,30 Promontory Park,92656,2285
2,2,Corona,0,Condo/Townhome,33.9006,FOR SALE,-117.531,314900,1129,CA,2040 Las Colinas Circle 201,92879,1631
2,2,San Diego,0,Condo/Townhome,32.8017,FOR SALE,-117.011,265000,1114,CA,8749 Lake Murray Blvd 12,92119,1865
2,2,Palm Desert,0,Condo/Townhome,33.746658,FOR SALE,-116.39006,289000,1303,CA,203 Serena Drive,92260,1370
2,2,Irvine,1,Condo/Townhome,33.6671,FOR SALE,-117.852,2350000,2375,CA,3159 Scholarship,92612,2745
2,2,Fremont,0,Condo/Townhome,37.5618,FOR SALE,-122.006,525000,988,CA,3648 Birchwood Ter 113,94536,3173
3,2,Valencia,0,Condo/Townhome,34.404,FOR SALE,-118.563,499000,1581,CA,24440 Hampton Drive B,91355,2665
3,2,los angeles,0,Condo/Townhome,34.04544,FOR SALE,-118.26576,1950000,1822,CA,900 West OLYMPIC Boulevard 38H,90015,4702
2,2,San Diego,0,Condo/Townhome,32.7089,FOR SALE,-117.158,725000,1129,CA,325 7Th Ave 1608,92101,4150
2,2,Irvine,0,Condo/Townhome,33.6739,FOR SALE,-117.843,759000,1520,CA,3141 Michelson Drive 608,92612,2745
2,2,Coronado,0,Condo/Townhome,32.675,FOR SALE,-117.173,1395000,1126,CA,1810 Avenida del Mundo 602,92118,3146
2,2,los angeles,0,Condo/Townhome,34.10205,FOR SALE,-118.34651,575000,1148,CA,7135 HOLLYWOOD Boulevard 407,90046,3800
3,2,Newport Beach,1,Condo/Townhome,33.61938,FOR SALE,-117.88441,2385000,2791,CA,106 Ocean Vista,92660,4520
2,2,Aliso Viejo,0,Condo/Townhome,33.575,FOR SALE,-117.736,475000,962,CA,17 Redstone,92656,2285
2,2,Irvine,0,Condo/Townhome,33.66612,FOR SALE,-117.85305,1100000,1701,CA,5081 Scholarship,92612,2745
2,2,Irvine,0,Condo/Townhome,33.6976,FOR SALE,-117.717,599000,1296,CA,133 N Silverado Street N,92618,2525
3,2,Los Angeles,0,Condo/Townhome,34.06272,FOR SALE,-118.43331,1690000,2097,CA,10551 Wilshire Unit 904,90024,7995
2,2,Los Angeles,0,Condo/Townhome,34.06337,FOR SALE,-118.43306,1395000,1672,CA,10535 Wilshire Blvd Unit PH 7,90024,7995
4,2,Palm Desert,1,Condo/Townhome,33.695538,FOR SALE,-116.377663,1395000,2200,CA,48808 Mescal Lane,92260,1370
2,2,San Francisco,0,Condo/Townhome,37.78063,FOR SALE,-122.389625,1299000,1145,CA,88 King Street Unit 304,94107,4601
1,2,Studio City,1,Condo/Townhome,34.1492,FOR SALE,-118.39,629000,1272,CA,11738 Moorpark Street L,91604,2627
1,2,Upland,1,Condo/Townhome,34.0981,FOR SALE,-117.645,369888,1260,CA,456 D Street,91786,1910
2,2,Pasadena,1,Condo/Townhome,34.13234,FOR SALE,-118.15814,860000,2292,CA,776 S Orange Grove Boulevard,91105,2945
2,2,Long Beach,0,Condo/Townhome,33.7656,FOR SALE,-118.182,879000,1377,CA,850 E Ocean Boulevard 503,90802,2250
2,2,Palm Desert,0,Condo/Townhome,33.75680454,FOR SALE,-116.3789896,319000,1494,CA,2101 Via Calderia,92260,1370
2,2,Long Beach,0,Condo/Townhome,33.77132,FOR SALE,-118.19543,315000,937,CA,335 Cedar Avenue 315,90802,2250
2,2,Irvine,0,Condo/Townhome,33.6986,FOR SALE,-117.754,858000,1545,CA,53 Mission Bell,92620,2375
3,2,los angeles,0,Condo/Townhome,34.04544,FOR SALE,-118.26576,1995000,1760,CA,900 West OLYMPIC 32D,90015,4702
2,2,Palm Desert,0,Condo/Townhome,33.7157,FOR SALE,-116.378,329900,1577,CA,45755 Juniper Circle 617,92260,1370
2,2,San Diego,1,Condo/Townhome,32.708917,FOR SALE,-117.162494,1400000,3069,CA,100 Harbor Dr. 303,92101,4150
2,2,La Mesa,0,Condo/Townhome,32.7558,FOR SALE,-117.031,255700,988,CA,4262 Parks Ave 207,91941,1805
2,2,Sherman Oaks,0,Condo/Townhome,34.1652,FOR SALE,-118.467,509999,1355,CA,15335 Magnolia Boulevard 113,91403,2505
2,2,Carlsbad,0,Condo/Townhome,33.16712,FOR SALE,-117.3041,440000,1112,CA,2806 Chatsworth,92010,2806
2,2,Pasadena,1,Condo/Townhome,34.14279,FOR SALE,-118.158874,1995000,2760,CA,192 S Orange Grove Boulevard 301,91105,2945
2,2,Pasadena,1,Condo/Townhome,34.13799,FOR SALE,-118.158132,1325000,2310,CA,480 S Orange Grove Boulevard 22,91105,2945
2,2,Burbank,0,Condo/Townhome,34.155828,FOR SALE,-118.349259,519000,982,CA,4340 W Kling Street 15,91505,2655
1,2,Santa Barbara,1,Condo/Townhome,34.415473,FOR SALE,-119.740657,515000,952,CA,1225 Rebecca Ln B,93105,3050
2,2,Fairfield,0,Condo/Townhome,38.292759,FOR SALE,-122.071503,440000,1409,CA,3263 Inwood Place,94534,2542
2,2,los angeles,0,Multi-Family,34.10206,FOR SALE,-118.28484,1500000,1160,CA,4349 PROSPECT Avenue,90027,2690
2,2,los angeles,0,Single Family,34.12547,FOR SALE,-118.37313,1185000,1660,CA,8914 WONDERLAND Avenue,90046,3800
2,2,Pasadena,0,Single Family,34.1536,FOR SALE,-118.085,699999,927,CA,425 Vineyard Place,91107,3275
2,2,Menifee,0,Single Family,33.6952,FOR SALE,-117.167,409000,1912,CA,28209 Panorama Hills Drive,92584,1620
1,2,San Bernardino,0,Single Family,34.17285,FOR SALE,-117.31949,219000,774,CA,4930 Vail Lane,92407,1340
1,2,Hayward,0,Single Family,37.67489,FOR SALE,-122.09219,539000,1015,CA,561 Simon St,94541,2660
1,2,Mountain View,0,Single Family,37.401328,FOR SALE,-122.100546,1499000,1080,CA,239 College Avenue,94040,5470
1,2,San Francisco,0,Single Family,37.730217,FOR SALE,-122.415825,849900,1377,CA,14 University Street,94134,4046
2,2,Fresno,0,Single Family,36.785904,FOR SALE,-119.680847,285700,1450,CA,6063 E Fedora Avenue Unit: 57,93727,859
1,2,Westchester,0,Single Family,33.96472,FOR SALE,-118.3947,879000,1188,CA,8111 VICKSBURG Avenue,90045,2370
2,2,San Diego,0,Single Family,33.0024,FOR SALE,-117.087,615000,1230,CA,11299 Redbud Ct,92127,1824
1,2,Long Beach,0,Single Family,33.8627,FOR SALE,-118.192,460000,763,CA,166 E Osgood Street,90805,1666
1,2,Upland,0,Single Family,34.1027,FOR SALE,-117.643,320000,876,CA,545 G Street,91786,1910
3,2,los angeles,1,Single Family,34.100852,FOR SALE,-118.344111,1269000,1837,CA,3101 S Dakota,90034,3650
2,2,Burbank,0,Single Family,34.1771,FOR SALE,-118.352,725000,1477,CA,1527 N Screenland Drive,91505,2655
2,2,Sacramento,0,Single Family,38.50955,FOR SALE,-121.52661,400000,1646,CA,64 Moonlit Circle,95831,1370
2,2,Camarillo,0,Single Family,34.219691,FOR SALE,-118.988706,650000,1829,CA,17242 Village 17,93012,2160
1,2,San Diego,0,Single Family,32.773,FOR SALE,-117.202,650000,792,CA,1356 Gertrude Street,92110,1795
2,2,Menifee,0,Single Family,33.691,FOR SALE,-117.166,415900,1734,CA,28295 Long Meadow Drive,92584,1620
1,2,Corona,0,Single Family,33.873547,FOR SALE,-117.555136,203900,850,CA,779 Gianni Drive 204,92883,2195
1,2,San Bernardino,0,Single Family,34.17025,FOR SALE,-117.28662,275000,1030,CA,178 Carmelita Lane,92407,1340
1,2,Fontana,0,Single Family,34.0741,FOR SALE,-117.447,300000,836,CA,16399 Mallory Drive,92335,1325
2,2,Camarillo,0,Single Family,34.2188,FOR SALE,-118.989,624000,1969,CA,19227 Village 19 19,93012,2160
2,2,Ontario,0,Single Family,34.0433,FOR SALE,-117.647,579988,1042,CA,328 E Locust Street,91761,1646
1,2,Oakland,0,Single Family,37.8128,FOR SALE,-122.294,578000,812,CA,1512 Campbell St,94607,3640
1,2,Ontario,0,Single Family,34.05346,FOR SALE,-117.66789,214900,686,CA,920 S. Palmetto Ave #10,91762,1425
2,2,los angeles,0,Single Family,34.11669,FOR SALE,-118.3723,1080000,1012,CA,2509 THAMES Street,90046,3800
2,2,Mission Viejo,0,Single Family,33.6088,FOR SALE,-117.648,599000,1230,CA,27647 Via Granados,92692,2195
1,2,Redlands,0,Single Family,34.0397,FOR SALE,-117.176,429900,960,CA,1016 Alvarado Street,92373,1420
1,2,Lancaster,0,Single Family,34.74326,FOR SALE,-118.29762,175000,844,CA,47345 W 93rd St,93536,1682
