Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$629,000","137 N M St, Lompoc, CA 93436",137 N M St,Lompoc,CA,93436,--,--,"2,837","10,454 sqft",10454.0,Multi Family,1941,1 Garage space,null,"$641,500","$5,400/mo",$222,https://www.zillow.com/homedetails/137-N-M-St-Lompoc-CA-93436/15923643_zpid/
"$899,000","3927 Arlington Ave, Los Angeles, CA 90008",3927 Arlington Ave,LosAngeles,CA,90008,--,--,--,"6,503 sqft",6503.0,Multi Family,1923,2 Garage spaces,null,"$926,700","$3,795/mo",null,https://www.zillow.com/homedetails/3927-Arlington-Ave-Los-Angeles-CA-90008/20580235_zpid/
"$285,000","3056 E Madison Ave, Fresno, CA 93701",3056 E Madison Ave,Fresno,CA,93701,4,2,"1,174",0.26 Acres,11325.6,MultiFamily,1920,"Carport, Garage",null,"$290,000","$1,254/mo",$243,https://www.zillow.com/homedetails/3056-E-Madison-Ave-Fresno-CA-93701/18754213_zpid/
"$229,999","9020 Newport Ave APT 9, Fontana, CA 92335",9020 Newport Ave APT 9,Fontana,CA,92335,--,--,"1,029","1,029 sqft",1029.0,Multi Family,1982,1 Garage space,null,"$235,600","$1,800/mo",$224,https://www.zillow.com/homedetails/9020-Newport-Ave-APT-9-Fontana-CA-92335/17285357_zpid/
"$399,000","320 Bargers Ct, San Andreas, CA 95249",320 Bargers Ct,SanAndreas,CA,95249,4,--,"1,752",0.27 Acres,11761.2,MultiFamily,1984,0 spaces,null,"$396,559","$1,960/mo",$228,https://www.zillow.com/homedetails/320-Bargers-Ct-San-Andreas-CA-95249/52447036_zpid/
"$280,000","1236 2nd Ave, Oroville, CA 95965",1236 2nd Ave,Oroville,CA,95965,--,--,--,"6,098 sqft",6098.0,Duplex,1920,1 Garage space,null,"$285,500","$1,158/mo",null,https://www.zillow.com/homedetails/1236-2nd-Ave-Oroville-CA-95965/18225266_zpid/
"$850,000","1313 S Spruce St, Montebello, CA 90640",1313 S Spruce St,Montebello,CA,90640,--,--,"2,081",0.32 Acres,13939.2,Multi Family,1962,2 Garage spaces,null,"$872,500","$3,131/mo",$408,https://www.zillow.com/homedetails/1313-S-Spruce-St-Montebello-CA-90640/21088570_zpid/
"$650,000","2759 California St, Sutter, CA 95982",2759 California St,Sutter,CA,95982,4,--,"3,371",0.46 Acres,20037.6,MultiFamily,No Data,10 Parking spaces,null,"$650,000","$2,400/mo",$193,https://www.zillow.com/homedetails/2759-California-St-Sutter-CA-95982/16092530_zpid/
"$450,000","718 Bedlow Dr, Stockton, CA 95210",718 Bedlow Dr,Stockton,CA,95210,3,--,"2,788","7,400 sqft",7400.0,MultiFamily,1973,3 Parking spaces,null,"$490,800","$1,875/mo",$161,https://www.zillow.com/homedetails/718-Bedlow-Dr-Stockton-CA-95210/15291991_zpid/
"$519,000","33675 Pueblo Trl, Cathedral City, CA 92234",33675 Pueblo Trl,CathedralCity,CA,92234,--,--,--,null,null,Multi Family,1987,2 Garage spaces,null,null,null,null,https://www.zillow.com/homedetails/33675-Pueblo-Trl-Cathedral-City-CA-92234/2069122000_zpid/
