Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$49,000","81144 Mustang Rd, Twentynine Palms, CA 92277",81144 Mustang Rd,TwentyninePalms,CA,92277,Studio,--,--,5 Acres,217800.0,SingleFamily,1959,0 spaces,null,null,null,null,https://www.zillow.com/homedetails/81144-Mustang-Rd-Twentynine-Palms-CA-92277/2094636294_zpid/
"$895,000","3710 Cosby Ave, Chico, CA 95928",3710 Cosby Ave,Chico,CA,95928,4,3,"2,244",2.25 Acres,98010.0,SingleFamily,2008,8 Parking spaces,null,"$757,900","$2,595/mo",$399,https://www.zillow.com/homedetails/3710-Cosby-Ave-Chico-CA-95928/83131645_zpid/
"$429,999","1774 Hungry Hollow Rd, Lincoln, CA 95648",1774 Hungry Hollow Rd,Lincoln,CA,95648,2,2,"1,232",1 Acres,43560.0,SingleFamily,1946,Off-street,null,"$403,600","$2,094/mo",$349,https://www.zillow.com/homedetails/1774-Hungry-Hollow-Rd-Lincoln-CA-95648/17661510_zpid/
"$375,000","4807 Avenida La Espana Daga, Joshua Tree, CA 92252",4807 Avenida La Espana Daga,JoshuaTree,CA,92252,3,2,"1,140",0.45 Acres,19602.0,SingleFamily,1958,2 Parking spaces,null,"$80,900","$1,599/mo",$329,https://www.zillow.com/homedetails/4807-Avenida-La-Espana-Daga-Joshua-Tree-CA-92252/2069214471_zpid/
"$1,475,000","451 Jacaranda Dr, Chula Vista, CA 91910",451 Jacaranda Dr,ChulaVista,CA,91910,5,5,"4,273",0.68 Acres,29620.8,SingleFamily,1985,6 Parking spaces,$175 monthly,"$1,385,100","$10,941/mo",$345,https://www.zillow.com/homedetails/451-Jacaranda-Dr-Chula-Vista-CA-91910/17109209_zpid/
"$789,000","10828 Kibbee Ave, Whittier, CA 90604",10828 Kibbee Ave,Whittier,CA,90604,3,2,"1,738","6,416 sqft",6416.0,SingleFamily,1952,4 Parking spaces,null,"$812,600","$3,200/mo",$454,https://www.zillow.com/homedetails/10828-Kibbee-Ave-Whittier-CA-90604/21464088_zpid/
"$300,000","47334 Cottonwood Rd, Newberry Springs, CA 92365",47334 Cottonwood Rd,NewberrySprings,CA,92365,6,3,"2,064",10 Acres,435600.0,SingleFamily,1992,2 Parking spaces,null,"$287,900","$2,128/mo",$145,https://www.zillow.com/homedetails/47334-Cottonwood-Rd-Newberry-Springs-CA-92365/17486625_zpid/
"$500,000","1493 Cloverfield Ct, Atwater, CA 95301",1493 Cloverfield Ct,Atwater,CA,95301,4,3,"2,488","7,405 sqft",7405.0,SingleFamily,2016,Garage - Attached,null,"$503,900","$2,234/mo",$201,https://www.zillow.com/homedetails/1493-Cloverfield-Ct-Atwater-CA-95301/134026343_zpid/
"$245,000","25296 Agate Rd, Barstow, CA 92311",25296 Agate Rd,Barstow,CA,92311,3,1,"1,130",3.99 Acres,173804.4,SingleFamily,2019,Off-street,null,"$239,500","$1,344/mo",$217,https://www.zillow.com/homedetails/25296-Agate-Rd-Barstow-CA-92311/17484932_zpid/
"$479,900","10115 Fenwick Island Dr, Bakersfield, CA 93314",10115 Fenwick Island Dr,Bakersfield,CA,93314,5,3,"2,475","10,018 sqft",10018.0,SingleFamily,2011,Garage - Attached,null,"$466,300","$2,728/mo",$194,https://www.zillow.com/homedetails/10115-Fenwick-Island-Dr-Bakersfield-CA-93314/95468087_zpid/
"$596,990","10532 Tenor Way, Elk Grove, CA 95757",10532 Tenor Way,ElkGrove,CA,95757,4,3,"1,945",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$307,https://www.zillow.com/homedetails/10532-Tenor-Way-Elk-Grove-CA-95757/2069122759_zpid/
"$700,000","16203 S Ranchitos Del Sol Dr, Gustine, CA 95322",16203 S Ranchitos Del Sol Dr,Gustine,CA,95322,5,3,"2,750",1.01 Acres,43995.6,SingleFamily,2002,"Garage - Attached, Off-street",null,"$636,500","$3,259/mo",$255,https://www.zillow.com/homedetails/16203-S-Ranchitos-Del-Sol-Dr-Gustine-CA-95322/59204652_zpid/
"$477,400","3113 Little Cedar Way, Shafter, CA 93263",3113 Little Cedar Way,Shafter,CA,93263,4,3,"2,570",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$186,https://www.zillow.com/homedetails/3113-Little-Cedar-Way-Shafter-CA-93263/2069122327_zpid/
"$480,400","3105 Pines Dr, Shafter, CA 93263",3105 Pines Dr,Shafter,CA,93263,5,3,"2,580",No Data,null,SingleFamily,2021,2 Parking spaces,null,null,null,$186,https://www.zillow.com/homedetails/3105-Pines-Dr-Shafter-CA-93263/2075576288_zpid/
"$417,300","5126 N San Clemente Ave, Fresno, CA 93723",5126 N San Clemente Ave,Fresno,CA,93723,3,2,"1,898",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$220,https://www.zillow.com/homedetails/5126-N-San-Clemente-Ave-Fresno-CA-93723/2069122326_zpid/
"$469,300","5837 E Truman Ave, Fresno, CA 93727",5837 E Truman Ave,Fresno,CA,93727,5,3,"2,348",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$200,https://www.zillow.com/homedetails/5837-E-Truman-Ave-Fresno-CA-93727/331385495_zpid/
"$500,000","904 Orange Ct, Lindsay, CA 93247",904 Orange Ct,Lindsay,CA,93247,4,3,"3,197",0.32 Acres,13939.2,SingleFamily,2017,Garage - Attached,null,"$524,900","$2,627/mo",$156,https://www.zillow.com/homedetails/904-Orange-Ct-Lindsay-CA-93247/249129253_zpid/
"$504,500","9120 Palace Pines Ln, Shafter, CA 93263",9120 Palace Pines Ln,Shafter,CA,93263,4,3,"2,471",No Data,null,SingleFamily,No Data,3 Parking spaces,null,null,null,$204,https://www.zillow.com/homedetails/9120-Palace-Pines-Ln-Shafter-CA-93263/2069122328_zpid/
"$499,999","934 S Filbert Ave, Fresno, CA 93727",934 S Filbert Ave,Fresno,CA,93727,4,3,"2,196","5,009 sqft",5009.0,SingleFamily,2021,0 spaces,null,null,null,$228,https://www.zillow.com/homedetails/934-S-Filbert-Ave-Fresno-CA-93727/331384357_zpid/
"$471,790","1833 N Phillip Ave, Clovis, CA 93619",1833 N Phillip Ave,Clovis,CA,93619,3,2,"1,635",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$289,https://www.zillow.com/homedetails/1833-N-Phillip-Ave-Clovis-CA-93619/2069122338_zpid/
"$461,790","970 Lester Ave, Clovis, CA 93619",970 Lester Ave,Clovis,CA,93619,3,2,"1,635",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$282,https://www.zillow.com/homedetails/970-Lester-Ave-Clovis-CA-93619/2069122339_zpid/
"$38,000","76667 White Sands Rd, Twentynine Palms, CA 92277",76667 White Sands Rd,TwentyninePalms,CA,92277,Studio,--,400,5 Acres,217800.0,SingleFamily,1900,Off-street,null,null,null,$95,https://www.zillow.com/homedetails/76667-White-Sands-Rd-Twentynine-Palms-CA-92277/2069547240_zpid/
"$864,000","30170 La Primavera St, Temecula, CA 92592",30170 La Primavera St,Temecula,CA,92592,4,3,"3,051",0.25 Acres,10890.0,SingleFamily,1996,2 Parking spaces,$100 monthly,"$766,800","$3,499/mo",$283,https://www.zillow.com/homedetails/30170-La-Primavera-St-Temecula-CA-92592/18173991_zpid/
"$612,990","10524 Tenor Way, Elk Grove, CA 95757",10524 Tenor Way,ElkGrove,CA,95757,4,3,"2,018",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$304,https://www.zillow.com/homedetails/10524-Tenor-Way-Elk-Grove-CA-95757/2069122760_zpid/
"$170,000","140 Industrial St, Mc Farland, CA 93250",140 Industrial St,McFarland,CA,93250,2,1,828,"6,969 sqft",6969.0,SingleFamily,1930,"Off-street, On-street",null,"$103,300","$1,200/mo",$205,https://www.zillow.com/homedetails/140-Industrial-St-Mc-Farland-CA-93250/18959827_zpid/
"$399,900","2219 Stump Dr, Oroville, CA 95966",2219 Stump Dr,Oroville,CA,95966,3,2,"1,580","6,534 sqft",6534.0,SingleFamily,1979,2 Parking spaces,null,"$399,000","$1,950/mo",$253,https://www.zillow.com/homedetails/2219-Stump-Dr-Oroville-CA-95966/18234960_zpid/
"$523,490","2140 N Osmun Ave, Clovis, CA 93619",2140 N Osmun Ave,Clovis,CA,93619,3,2,"1,898",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$276,https://www.zillow.com/homedetails/2140-N-Osmun-Ave-Clovis-CA-93619/2069122349_zpid/
"$375,000","2412 E Westcott Ave, Visalia, CA 93292",2412 E Westcott Ave,Visalia,CA,93292,3,2,"1,817",0.29 Acres,12632.4,SingleFamily,1950,3 Parking spaces,null,"$382,300","$1,865/mo",$206,https://www.zillow.com/homedetails/2412-E-Westcott-Ave-Visalia-CA-93292/16243866_zpid/
"$295,000","41950 Nuthatch Ln, Shaver Lake, CA 93664",41950 Nuthatch Ln,ShaverLake,CA,93664,1,2,660,"5,501 sqft",5501.0,SingleFamily,1930,3 Parking spaces,null,"$295,500",$999/mo,$447,https://www.zillow.com/homedetails/41950-Nuthatch-Ln-Shaver-Lake-CA-93664/18639724_zpid/
"$479,900","375 Mesa Grande Dr, Shandon, CA 93461",375 Mesa Grande Dr,Shandon,CA,93461,3,3,"1,136","9,450 sqft",9450.0,SingleFamily,1975,4 Parking spaces,null,"$350,400","$2,469/mo",$422,https://www.zillow.com/homedetails/375-Mesa-Grande-Dr-Shandon-CA-93461/15407123_zpid/
"$340,000","1381 Fairway Aly, Chico, CA 95926",1381 Fairway Aly,Chico,CA,95926,3,1,"1,019","3,920 sqft",3920.0,SingleFamily,1949,Garage - Attached,null,"$277,300","$1,765/mo",$334,https://www.zillow.com/homedetails/1381-Fairway-Aly-Chico-CA-95926/18215545_zpid/
"$2,699,000","7772 Madrilena Way, Carlsbad, CA 92009",7772 Madrilena Way,Carlsbad,CA,92009,3,2,"1,650",0.44 Acres,19166.4,SingleFamily,1977,4 Parking spaces,null,"$1,338,000","$4,025/mo","$1,636",https://www.zillow.com/homedetails/7772-Madrilena-Way-Carlsbad-CA-92009/16660665_zpid/
"$8,000,000","7411 Hillside Dr #1, La Jolla, CA 92037",7411 Hillside Dr #1,LaJolla,CA,92037,5,7,"6,246",0.30 Acres,13068.0,SingleFamily,1993,"Garage - Attached, Off-street, On-street",null,"$4,843,700","$17,207/mo","$1,281",https://www.zillow.com/homedetails/7411-Hillside-Dr-1-La-Jolla-CA-92037/2071226927_zpid/
"$852,990","27136 Scrub Oak Ct, Stevenson Ranch, CA 91381",27136 Scrub Oak Ct,StevensonRanch,CA,91381,4,4,"2,246",No Data,null,SingleFamily,No Data,2 Parking spaces,null,null,null,$380,https://www.zillow.com/homedetails/27136-Scrub-Oak-Ct-Stevenson-Ranch-CA-91381/2069122529_zpid/
"$200,000","21586 Garden Ln, Burney, CA 96013",21586 Garden Ln,Burney,CA,96013,3,2,"2,000",0.34 Acres,14810.4,SingleFamily,1966,Garage,null,"$210,300","$2,300/mo",$100,https://www.zillow.com/homedetails/21586-Garden-Ln-Burney-CA-96013/15206353_zpid/
"$675,000","18626 Quiet Oak Pl, Jackson, CA 95642",18626 Quiet Oak Pl,Jackson,CA,95642,3,2,"1,530",8.04 Acres,350222.4,SingleFamily,1988,Garage - Attached,null,"$518,700","$2,252/mo",$441,https://www.zillow.com/homedetails/18626-Quiet-Oak-Pl-Jackson-CA-95642/89231360_zpid/
"$565,000","823 Crazy Horse Ct, Paso Robles, CA 93446",823 Crazy Horse Ct,PasoRobles,CA,93446,3,2,"1,187","6,400 sqft",6400.0,SingleFamily,1989,4 Parking spaces,null,"$469,800","$2,329/mo",$476,https://www.zillow.com/homedetails/823-Crazy-Horse-Ct-Paso-Robles-CA-93446/15398973_zpid/
"$110,000","5433 Easy St, Yreka, CA 96097",5433 Easy St,Yreka,CA,96097,1,1,--,null,null,Unknown,1970,Off-street,null,null,null,null,https://www.zillow.com/homedetails/5433-Easy-St-Yreka-CA-96097/15969987_zpid/
"$440,000","145 Elmcrest Dr, Big Pine, CA 93513",145 Elmcrest Dr,BigPine,CA,93513,4,3,"1,831","1,831 sqft",1831.0,SingleFamily,1979,2 Parking spaces,null,null,null,$240,https://www.zillow.com/homedetails/145-Elmcrest-Dr-Big-Pine-CA-93513/18880212_zpid/
"$979,000","7829 Rio Vista Dr, Big River, CA 92242",7829 Rio Vista Dr,BigRiver,CA,92242,5,5,"4,500",0.82 Acres,35719.2,SingleFamily,2000,10 Parking spaces,null,"$800,700","$2,499/mo",$218,https://www.zillow.com/homedetails/7829-Rio-Vista-Dr-Big-River-CA-92242/17510672_zpid/
"$295,000","3635 Jasmine St, Sacramento, CA 95838",3635 Jasmine St,Sacramento,CA,95838,2,1,685,"6,098 sqft",6098.0,SingleFamily,1941,3 Parking spaces,null,"$273,600","$1,525/mo",$431,https://www.zillow.com/homedetails/3635-Jasmine-St-Sacramento-CA-95838/72091491_zpid/
"$1,999,000","1947 Briar Rose Ln, Los Angeles, CA 90034",1947 Briar Rose Ln,LosAngeles,CA,90034,5,3,"2,897","6,049 sqft",6049.0,SingleFamily,2016,"Garage - Detached, Off-street",$165 monthly,"$2,027,200","$8,058/mo",$690,https://www.zillow.com/homedetails/1947-Briar-Rose-Ln-Los-Angeles-CA-90034/244498722_zpid/
"$209,950","525 Locust St, Bakersfield, CA 93308",525 Locust St,Bakersfield,CA,93308,3,2,"1,250","6,690 sqft",6690.0,SingleFamily,1937,"Off-street, Garage",null,"$180,200","$1,451/mo",$168,https://www.zillow.com/homedetails/525-Locust-St-Bakersfield-CA-93308/18922420_zpid/
"$2,599,999","25642 Camino Del Avion, San Juan Capistrano, CA 92675",25642 Camino Del Avion,SanJuanCapistrano,CA,92675,4,3,"3,296",0.61 Acres,26571.6,SingleFamily,1962,Garage - Attached,null,"$1,702,700","$8,647/mo",$789,https://www.zillow.com/homedetails/25642-Camino-Del-Avion-San-Juan-Capistrano-CA-92675/25580203_zpid/
"$1,200,000","4222 Euclid Ave, San Diego, CA 92115",4222 Euclid Ave,SanDiego,CA,92115,6,4,"2,686","6,098 sqft",6098.0,SingleFamily,1970,1 Parking space,null,"$893,700","$5,999/mo",$447,https://www.zillow.com/homedetails/4222-Euclid-Ave-San-Diego-CA-92115/17003057_zpid/
"$300,000","731 Claire Ave, Sacramento, CA 95838",731 Claire Ave,Sacramento,CA,95838,3,2,"1,008","9,147 sqft",9147.0,SingleFamily,1958,Garage - Attached,null,"$364,600","$1,895/mo",$298,https://www.zillow.com/homedetails/731-Claire-Ave-Sacramento-CA-95838/26017854_zpid/
"Est. $426,400","1665 E 64th St, Los Angeles, CA 90001",1665 E 64th St,LosAngeles,CA,90001,2,1,722,"4,356 sqft",4356.0,SingleFamily,1923,0 spaces,null,null,null,null,https://www.zillow.com/homedetails/1665-E-64th-St-Los-Angeles-CA-90001/20932687_zpid/
"$650,000","2771 Cedar St, Sutter, CA 95982",2771 Cedar St,Sutter,CA,95982,5,3,"2,332",0.35 Acres,15246.0,SingleFamily,1976,Garage - Attached,null,"$527,500","$2,518/mo",$279,https://www.zillow.com/homedetails/2771-Cedar-St-Sutter-CA-95982/64976155_zpid/
"$499,000","1791 Po Box, Lucerne Valley, CA 92356",1791 Po Box,LucerneValley,CA,92356,4,3,"2,700",10 Acres,435600.0,SingleFamily,1990,"Carport, Garage - Attached, Garage - Detached",null,"$457,500","$2,469/mo",$185,https://www.zillow.com/homedetails/1791-Po-Box-Lucerne-Valley-CA-92356/2082863433_zpid/
"$697,000","36255 Avenue 15, Madera, CA 93636",36255 Avenue 15,Madera,CA,93636,5,3,"2,710",2.25 Acres,98010.0,SingleFamily,1990,2 Parking spaces,null,"$591,100","$3,200/mo",$257,https://www.zillow.com/homedetails/36255-Avenue-15-Madera-CA-93636/19139339_zpid/
"$269,999","420 Mavis Ct, Ridgecrest, CA 93555",420 Mavis Ct,Ridgecrest,CA,93555,3,2,"1,296","7,840 sqft",7840.0,SingleFamily,1994,2 Parking spaces,null,"$249,900","$1,394/mo",$208,https://www.zillow.com/homedetails/420-Mavis-Ct-Ridgecrest-CA-93555/19053165_zpid/
