Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$71,000","1411 4th Ave, Corning, CA 96021",1411 4th Ave,Corning,CA,96021,2,1,"1,019",0.25 Acres,10890.0,SingleFamily,1915,0 spaces,null,"$68,600","$1,432/mo",$70,https://www.zillow.com/homedetails/1411-4th-Ave-Corning-CA-96021/16180408_zpid/
"$199,995","3819 Cypress St, Sacramento, CA 95838",3819 Cypress St,Sacramento,CA,95838,2,2,527,"2,178 sqft",2178.0,SingleFamily,1933,Off-street,null,"$210,700","$1,581/mo",$379,https://www.zillow.com/homedetails/3819-Cypress-St-Sacramento-CA-95838/26057806_zpid/
"$550,000","9037 Cherry Ave, Orangevale, CA 95662",9037 Cherry Ave,Orangevale,CA,95662,3,2,"1,588",0.37 Acres,16117.2,SingleFamily,1965,Garage - Attached,null,"$565,034","$2,543/mo",$346,https://www.zillow.com/homedetails/9037-Cherry-Ave-Orangevale-CA-95662/26019653_zpid/
"$179,500","1605 Ewing Cir, Ridgecrest, CA 93555",1605 Ewing Cir,Ridgecrest,CA,93555,3,2,"1,407","9,147 sqft",9147.0,SingleFamily,1960,"Off-street, On-street",null,"$157,900","$1,481/mo",$128,https://www.zillow.com/homedetails/1605-Ewing-Cir-Ridgecrest-CA-93555/19019610_zpid/
"$585,000","588 Yosemite Way, Salinas, CA 93906",588 Yosemite Way,Salinas,CA,93906,3,2,"1,213","6,700 sqft",6700.0,SingleFamily,1976,2 Parking spaces,null,"$579,400","$2,999/mo",$482,https://www.zillow.com/homedetails/588-Yosemite-Way-Salinas-CA-93906/19384564_zpid/
"$215,000","303 Market St, Bieber, CA 96009",303 Market St,Bieber,CA,96009,Studio,1,800,null,null,Unknown,1960,0 spaces,null,null,null,$269,https://www.zillow.com/homedetails/303-Market-St-Bieber-CA-96009/2069123284_zpid/
"$165,000","14707 Emigrant Trl, River Pines, CA 95675",14707 Emigrant Trl,RiverPines,CA,95675,2,2,728,"4,377 sqft",4377.0,SingleFamily,1950,0 spaces,null,"$210,900","$1,500/mo",$227,https://www.zillow.com/homedetails/14707-Emigrant-Trl-River-Pines-CA-95675/18200580_zpid/
"$400,000","655 Delgada Ave, Yucca Valley, CA 92284",655 Delgada Ave,YuccaValley,CA,92284,4,2,"2,077",2.39 Acres,104108.4,SingleFamily,2006,5 Parking spaces,null,"$358,900","$1,874/mo",$193,https://www.zillow.com/homedetails/655-Delgada-Ave-Yucca-Valley-CA-92284/82910115_zpid/
"$339,000","2771 29th Ave, Sacramento, CA 95820",2771 29th Ave,Sacramento,CA,95820,3,1,948,0.44 Acres,19166.4,SingleFamily,1947,1 Covered Parking space,null,"$388,600","$1,762/mo",$358,https://www.zillow.com/homedetails/2771-29th-Ave-Sacramento-CA-95820/25807699_zpid/
"$380,000","1020 Oakwood Ct, McKinleyville, CA 95519",1020 Oakwood Ct,McKinleyville,CA,95519,3,2,"1,380","5,670 sqft",5670.0,SingleFamily,2002,2 Parking spaces,null,"$345,400","$1,817/mo",$275,https://www.zillow.com/homedetails/1020-Oakwood-Ct-McKinleyville-CA-95519/54984976_zpid/
"$285,000","5158 Hawk St, Inyokern, CA 93527",5158 Hawk St,Inyokern,CA,93527,3,2,"2,128",2.50 Acres,108900.0,SingleFamily,2014,8 Parking spaces,null,"$310,100","$2,250/mo",$134,https://www.zillow.com/homedetails/5158-Hawk-St-Inyokern-CA-93527/72178563_zpid/
"$697,500","1140 Revelle Dr, Dixon, CA 95620",1140 Revelle Dr,Dixon,CA,95620,5,3,"2,489","10,454 sqft",10454.0,SingleFamily,2003,9 Parking spaces,null,"$708,700","$3,286/mo",$280,https://www.zillow.com/homedetails/1140-Revelle-Dr-Dixon-CA-95620/63156537_zpid/
"$345,000","421 Cupello Dr, Williams, CA 95987",421 Cupello Dr,Williams,CA,95987,3,2,"1,470","6,969 sqft",6969.0,SingleFamily,2000,Garage - Attached,null,"$254,600","$2,300/mo",$235,https://www.zillow.com/homedetails/421-Cupello-Dr-Williams-CA-95987/52699724_zpid/
"$350,000","2708 McCray Rd, Lake Isabella, CA 93240",2708 McCray Rd,LakeIsabella,CA,93240,3,2,"1,788",0.37 Acres,16117.2,SingleFamily,1975,3 Parking spaces,null,"$265,500","$1,849/mo",$196,https://www.zillow.com/homedetails/2708-McCray-Rd-Lake-Isabella-CA-93240/18986017_zpid/
"$420,000","858 McTucker Dr, Galt, CA 95632",858 McTucker Dr,Galt,CA,95632,4,2,"1,609","6,969 sqft",6969.0,SingleFamily,1992,2 Covered Parking spaces,null,"$492,000","$2,524/mo",$261,https://www.zillow.com/homedetails/858-McTucker-Dr-Galt-CA-95632/25954353_zpid/
"$485,000","3806 Stansell Dr, Riverside, CA 92501",3806 Stansell Dr,Riverside,CA,92501,4,2,"1,643",0.25 Acres,10890.0,SingleFamily,1953,7 Parking spaces,null,"$504,700","$2,749/mo",$295,https://www.zillow.com/homedetails/3806-Stansell-Dr-Riverside-CA-92501/17839242_zpid/
"$159,000","66201 8th St, Desert Hot Springs, CA 92240",66201 8th St,DesertHotSprings,CA,92240,3,2,"1,366",0.30 Acres,13068.0,SingleFamily,1949,2 Parking spaces,null,"$262,300","$1,933/mo",$116,https://www.zillow.com/homedetails/66201-8th-St-Desert-Hot-Springs-CA-92240/18098623_zpid/
"$135,000","33021 Buchanan Rd, Antioch, CA 94509",33021 Buchanan Rd,Antioch,CA,94509,2,2,--,No Data,null,SingleFamily,2018,0 spaces,null,"$432,600","$2,044/mo",null,https://www.zillow.com/homedetails/33021-Buchanan-Rd-Antioch-CA-94509/2069503260_zpid/
"$444,300","328 E Tyler Ct, Visalia, CA 93291",328 E Tyler Ct,Visalia,CA,93291,4,3,"2,376",No Data,null,SingleFamily,2021,2 Parking spaces,null,null,null,$187,https://www.zillow.com/homedetails/328-E-Tyler-Ct-Visalia-CA-93291/2070547770_zpid/
"$2,300,000","430 Camino Bandera, San Clemente, CA 92673",430 Camino Bandera,SanClemente,CA,92673,5,5,"4,360","8,537 sqft",8537.0,SingleFamily,2000,3 Parking spaces,$188 monthly,"$2,125,600","$9,646/mo",$528,https://www.zillow.com/homedetails/430-Camino-Bandera-San-Clemente-CA-92673/51668121_zpid/
"$160,000","530 Main St, Maricopa, CA 93252",530 Main St,Maricopa,CA,93252,3,1,"3,500",No Data,null,SingleFamily,No Data,12 Parking spaces,null,"$385,500","$2,340/mo",$46,https://www.zillow.com/homedetails/530-Main-St-Maricopa-CA-93252/2072192880_zpid/
