Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$564,990","26408 Brahman Ct, Santa Clarita, CA 91350",26408 Brahman Ct,SantaClarita,CA,91350,2,3,"1,365",No Data,null,Townhouse,No Data,2 Parking spaces,null,null,null,$414,https://www.zillow.com/homedetails/26408-Brahman-Ct-Santa-Clarita-CA-91350/2069122511_zpid/
"$1,688,000","5 Finger Ave, Redwood City, CA 94062",5 Finger Ave,RedwoodCity,CA,94062,3,4,"1,876","1,876 sqft",1876.0,Townhouse,2021,2 Parking spaces,$352 monthly,null,null,$900,https://www.zillow.com/homedetails/5-Finger-Ave-Redwood-City-CA-94062/2069500362_zpid/
"$1,124,880","37520 Bowline Rd, Newark, CA 94560",37520 Bowline Rd,Newark,CA,94560,4,4,"2,018",No Data,null,Townhouse,No Data,2 Parking spaces,null,null,null,$557,https://www.zillow.com/homedetails/37520-Bowline-Rd-Newark-CA-94560/2069122856_zpid/
"$559,990","27041 Hummingbird Ln, Stevenson Ranch, CA 91381",27041 Hummingbird Ln,StevensonRanch,CA,91381,2,3,"1,461",No Data,null,Townhouse,No Data,2 Parking spaces,null,null,null,$383,https://www.zillow.com/homedetails/27041-Hummingbird-Ln-Stevenson-Ranch-CA-91381/2069122518_zpid/
"$714,990","7313 Blue Sky Pl, Whittier, CA 90602",7313 Blue Sky Pl,Whittier,CA,90602,3,3,"1,570",No Data,null,Townhouse,No Data,2 Parking spaces,null,null,null,$455,https://www.zillow.com/homedetails/7313-Blue-Sky-Pl-Whittier-CA-90602/2069122559_zpid/
"$471,195","149 Rosemary Way, Upland, CA 91786",149 Rosemary Way,Upland,CA,91786,3,3,"1,594",0.72 Acres,31363.2,Townhouse,2021,2 Parking spaces,$280 monthly,null,null,$296,https://www.zillow.com/homedetails/149-Rosemary-Way-Upland-CA-91786/2076816075_zpid/
"$363,900","2327 Melrose Lndg, Rio Vista, CA 94571",2327 Melrose Lndg,RioVista,CA,94571,1,2,"1,090","2,976 sqft",2976.0,Townhouse,No Data,1 Parking space,$265 monthly,null,null,$334,https://www.zillow.com/homedetails/2327-Melrose-Lndg-Rio-Vista-CA-94571/2069344003_zpid/
"$849,000","1212 S Westlake Blvd, Westlake Village, CA 91361",1212 S Westlake Blvd,WestlakeVillage,CA,91361,2,3,"1,919","3,920 sqft",3920.0,Townhouse,1974,0 spaces,null,null,null,$442,https://www.zillow.com/homedetails/1212-S-Westlake-Blvd-Westlake-Village-CA-91361/2069207679_zpid/
"$421,833","1349 Clark St, Upland, CA 91784",1349 Clark St,Upland,CA,91784,2,3,"1,211",0.72 Acres,31363.2,Townhouse,2021,2 Parking spaces,$280 monthly,null,null,$348,https://www.zillow.com/homedetails/1349-Clark-St-Upland-CA-91784/2076816002_zpid/
"$1,050,846","5575 Dublin Blvd, Dublin, CA 94568",5575 Dublin Blvd,Dublin,CA,94568,3,2,"1,706",No Data,null,Townhouse,No Data,2 Parking spaces,null,null,null,$616,https://www.zillow.com/homedetails/5575-Dublin-Blvd-Dublin-CA-94568/2069516153_zpid/
