Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,2,FringeatNovelPark,"Residence 1 WLH Plan, Fringe at Novel Park",null,Townhouse,https://www.zillow.com/community/fringe-at-novel-park/2081115679_zpid/,New construction,No Data,null,2 spaces,"$633,990+",null,"1,267",null,Residence 1 WLH Plan,2020,null,$500,null
3,3,Irvine,"641 Cultivate, Irvine, CA",$215/month,Townhouse,https://www.zillow.com/homedetails/641-Cultivate-Irvine-CA-92618/2080327489_zpid/,New construction,No Data,null,2 spaces,"$914,021",null,"2,346",CA,641 Cultivate,2019,null,$390,null
3,2,WestHills,"6811 Valley Circle Blvd UNIT 39, West Hills, CA 91307",$500/month,Townhouse,https://www.zillow.com/homedetails/6811-Valley-Circle-Blvd-UNIT-39-West-Hills-CA-91307/19871964_zpid/,Townhouse for sale,5.93 acres,258310.8,2 spaces,"$525,000","$2,800/mo","1,332",CA,6811 Valley Circle Blvd UNIT 39,1983,"$534,248",$394,91307
3,2,LosAngeles,"14201 Foothill Blvd UNIT 40, Los Angeles, CA 91342",$310/month,Townhouse,https://www.zillow.com/homedetails/14201-Foothill-Blvd-UNIT-40-Los-Angeles-CA-91342/20069399_zpid/,Townhouse for sale,2.01 acres,87555.6,2 spaces,"$389,000","$2,199/mo","1,172",CA,14201 Foothill Blvd UNIT 40,1982,"$393,917",$332,91342
3,3,CulverCity,"7719 Hannum Ave, Culver City, CA 90230",$655/month,Townhouse,https://www.zillow.com/homedetails/7719-Hannum-Ave-Culver-City-CA-90230/20430587_zpid/,Townhouse for sale,12.06 acres,525333.6,4 spaces,"$975,000","$3,795/mo","1,982",CA,7719 Hannum Ave,1997,"$992,612",$492,90230
2,1,SkyhausatRanchoTesoro,"Plan 1 Plan, Skyhaus at Rancho Tesoro",null,Townhouse,https://www.zillow.com/community/skyhaus-at-rancho-tesoro/2082239175_zpid/,New construction,No Data,null,1 space,"$399,900+",null,752,null,Plan 1 Plan,2020,null,$532,null
3,3,ParallelatGracePark,"Residence 3 Plan, Parallel at Grace Park",null,Townhouse,https://www.zillow.com/community/parallel-at-grace-park/2082405471_zpid/,New construction,No Data,null,2 spaces,"$915,990+",null,"2,336",null,Residence 3 Plan,2020,null,$392,null
2,1,Lantana@Beach,"Towns Plan 1 Plan, Lantana @Beach",null,Townhouse,https://www.zillow.com/community/lantana-beach/2081046660_zpid/,New construction,No Data,null,1 space,"$422,880+",null,935,null,Towns Plan 1 Plan,2020,null,$452,null
3,3,OakWalk,"The Daisy - Plan 2 Plan, Oak Walk",$283/month,Townhouse,https://www.zillow.com/community/oak-walk/2080931884_zpid/,New construction,No Data,null,2 spaces,"$715,990+",null,"1,507",null,The Daisy - Plan 2 Plan,2020,null,$475,null
3,2,MeadowPark,"Residence 2 WLH Plan, Meadow Park",null,Townhouse,https://www.zillow.com/community/meadow-park/2081115673_zpid/,New construction,No Data,null,2 spaces,"$419,990+",null,"1,212",null,Residence 2 WLH Plan,2020,null,$347,null
4,3,Covina-Atwood,"Plan 4 Townhome Plan, Covina - Atwood",$250/month,Townhouse,https://www.zillow.com/community/covina-atwood/2083185037_zpid/,New construction,No Data,null,2 spaces,"$619,990+",null,"2,006",null,Plan 4 Townhome Plan,2020,null,$309,null
4,3,Ashton,"Residence 1 Plan, Ashton",null,Townhouse,https://www.zillow.com/community/ashton/2087678094_zpid/,New construction,No Data,null,2 spaces,"$615,990+",null,"1,844",null,Residence 1 Plan,2020,null,$334,null
4,3,Boulevard:Union,"Residence Three Plan, Boulevard : Union",null,Townhouse,https://www.zillow.com/community/boulevard-union/2082027574_zpid/,New construction,No Data,null,2 spaces,"$852,100+",null,"1,770",null,Residence Three Plan,2020,null,$481,null
3,3,RanchoSantaMargarita,"10 Calle De Los Grabados, Rancho Santa Margarita, CA 92688",$95/month,Townhouse,https://www.zillow.com/homedetails/10-Calle-De-Los-Grabados-Rancho-Santa-Margarita-CA-92688/25683895_zpid/,Townhouse for sale,No Data,null,2 spaces,"$575,000","$2,650/mo","1,120",CA,10 Calle De Los Grabados,1997,"$575,071",$513,92688
3,3,LosAngeles,"22125 Burbank Blvd UNIT 1, Los Angeles, CA 91367",$390/month,Townhouse,https://www.zillow.com/homedetails/22125-Burbank-Blvd-UNIT-1-Los-Angeles-CA-91367/19929016_zpid/,Townhouse for sale,9.02 acres,392911.2,2 spaces,"$489,000","$2,620/mo","1,186",CA,22125 Burbank Blvd UNIT 1,1977,"$496,334",$412,91367
3,4,Boulevard:Downing,"Residence Four Plan, Boulevard : Downing",null,Townhouse,https://www.zillow.com/community/boulevard-downing/2083235827_zpid/,New construction,No Data,null,2 spaces,"$921,880+",null,"2,492",null,Residence Four Plan,2020,null,$370,null
3,3,ImperialBeach,"530 Surfbird Ln, Imperial Beach, CA 91932",$286/month,Townhouse,https://www.zillow.com/homedetails/530-Surfbird-Ln-Imperial-Beach-CA-91932/250196299_zpid/,Townhouse for sale,No Data,null,2 spaces,"$639,000",null,"1,760",CA,530 Surfbird Ln,2018,null,$363,91932
3,3,WestlakeVillage,"31012 Lexington Way, Westlake Village, CA 91361",$450/month,Townhouse,https://www.zillow.com/homedetails/31012-Lexington-Way-Westlake-Village-CA-91361/19890603_zpid/,Townhouse for sale,20.44 acres,890366.4,2 spaces,"$729,000","$3,400/mo","1,726",CA,31012 Lexington Way,1983,"$729,776",$422,91361
3,2,Innovation:Fuse,"Residence 3 Plan, Innovation : Fuse",null,Townhouse,https://www.zillow.com/community/innovation-fuse/2087796336_zpid/,New construction,No Data,null,No Data,"$908,880+",null,"1,432",null,Residence 3 Plan,2020,null,$635,null
3,3,MonterraatOtayRanch,"Residence 3 Plan, Monterra at Otay Ranch",null,Townhouse,https://www.zillow.com/community/monterra-at-otay-ranch/2085200612_zpid/,New construction,No Data,null,2 spaces,"$498,990+",null,"1,828",null,Residence 3 Plan,2020,null,$273,null
2,2,HazelatThePreserveatChino,"Residence 1 Plan, Hazel at The Preserve at Chino",null,Townhouse,https://www.zillow.com/community/hazel-at-preserve-at-chino/2080511504_zpid/,New construction,No Data,null,2 spaces,"$371,000+",null,"1,229",null,Residence 1 Plan,2020,null,$302,null
3,3,CitronatBedford,"Residence 3 Plan, Citron at Bedford",null,Townhouse,https://www.zillow.com/community/citron-at-bedford/2081043574_zpid/,New construction,No Data,null,2 spaces,"$421,430+",null,"1,551",null,Residence 3 Plan,2020,null,$272,null
3,2,SouthPasadena,"727 Meridian Ave UNIT U, South Pasadena, CA 91030",$370/month,Townhouse,https://www.zillow.com/homedetails/727-Meridian-Ave-UNIT-U-South-Pasadena-CA-91030/68986308_zpid/,Townhouse for sale,0.65 acres,28314.0,2 spaces,"$825,000","$2,900/mo","1,267",CA,727 Meridian Ave UNIT U,2005,"$838,821",$651,91030
3,2,Pasadena,"354 S Marengo Ave UNIT 8, Pasadena, CA 91101",$315/month,Townhouse,https://www.zillow.com/homedetails/354-S-Marengo-Ave-UNIT-8-Pasadena-CA-91101/20862462_zpid/,Townhouse for sale,0.51 acres,22215.6,2 spaces,"$699,000","$2,800/mo","1,263",CA,354 S Marengo Ave UNIT 8,1985,"$710,514",$553,91101
3,2,ParcPlace,"Residence Three Plan, Parc Place",$52/month,Townhouse,https://www.zillow.com/community/parc-place/2091653416_zpid/,New construction,No Data,null,2 spaces,"$459,900+",null,"1,587",null,Residence Three Plan,2020,null,$290,null
4,3,LatitudeatRanchoTesoro,"Residence 3X Plan, Latitude at Rancho Tesoro",null,Townhouse,https://www.zillow.com/community/latitude-at-rancho-tesoro/2081178110_zpid/,New construction,No Data,null,2 spaces,"$556,000+",null,"1,933",null,Residence 3X Plan,2020,null,$288,null
2,2,Dublin,"4525 Sandyford Ct, Dublin, CA 94568",$220/month,Townhouse,https://www.zillow.com/homedetails/4525-Sandyford-Ct-Dublin-CA-94568/54790915_zpid/,Townhouse for sale,No Data,null,2 spaces,"$680,000","$3,069/mo","1,538",CA,4525 Sandyford Ct,2000,"$689,187",$442,94568
3,3,Oxnard,"3213 N Ventura Rd, Oxnard, CA 93036",$301/month,Townhouse,https://www.zillow.com/homedetails/3213-N-Ventura-Rd-Oxnard-CA-93036/89458428_zpid/,Townhouse for sale,831 sqft,831.0,2 spaces,"$439,000","$2,795/mo","1,587",CA,3213 N Ventura Rd,2009,"$439,000",$277,93036
