1 bed,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Studio,3 beds,2 beds,4 beds,6 beds,5 beds
,Compton,Condos,CA,90220,"535 W School St Compton, CA 90220",https://www.apartments.com/535-w-school-st-compton-ca/4wwf8dh/,1 bath,400 sq ft,400,1195,,,,,
,Malibu,Condos,CA,90265,"6439 Kanan Dume Rd Malibu, CA 90265",https://www.apartments.com/6439-kanan-dume-rd-malibu-ca-unit-6439/9262py5/,2 baths,"1,077 sq ft","1,077",,,4000,,,
2750,Oakland,Condos,CA,94610,"816 York St Oakland, CA 94610",https://www.apartments.com/816-york-st-oakland-ca/2j3mpe9/,1 bath,"1,000 sq ft","1,000",,,,,,
,Richmond,Condos,CA,94804,"6004 Bayview Ave Richmond, CA 94804",https://www.apartments.com/6004-bayview-ave-richmond-ca/kg7n1vb/,1 bath,800 sq ft,800,,,2650,,,
3000,Sacramento,Condos,CA,95811,"1818 L St Sacramento, CA 95811",https://www.apartments.com/1818-l-st-sacramento-ca-unit-505/gjdpxsw/,1 bath,"1,076 sq ft","1,076",,,,,,
,Hermosa Beach,Condos,CA,90254,"66 The Strand Hermosa Beach, CA 90254",https://www.apartments.com/66-the-strand-hermosa-beach-ca-unit-0/qp9fwhz/,2 baths,"1,100 sq ft","1,100",,,7940,,,
,Aliso Viejo,Condos,CA,92656,"22681 Oakgrove Aliso Viejo, CA 92656",https://www.apartments.com/22681-oakgrove-aliso-viejo-ca-unit-413/5hpwczn/,2 baths,"1,165 sq ft","1,165",,,2425,,,
,Rancho Mirage,Condos,CA,92270,"192 N Kavenish Dr Rancho Mirage, CA 92270",https://www.apartments.com/192-n-kavenish-dr-rancho-mirage-ca-unit-192/dy4t3zh/,2.5 baths,"2,500 sq ft","2,500",,5500,,,,
2000,San Jose,Condos,CA,95136,"649 Yolo Ct San Jose, CA 95136",https://www.apartments.com/649-yolo-ct-san-jose-ca/mwb624l/,1 bath,650 sq ft,650,,,,,,
1425,Whittier,Condos,CA,90602,"7642 Comstock Ave Whittier, CA 90602",https://www.apartments.com/7642-comstock-ave-whittier-ca/7xyvyjw/,1 bath,420 sq ft,420,,,,,,
,Burbank,Condos,CA,91504,"1724 Peyton Ave Burbank, CA 91504",https://www.apartments.com/1724-peyton-ave-burbank-ca/3xtefsf/,1 bath,550 sq ft,550,1375,,,,,
,Pasadena,Condos,CA,91106,"403 N Mar Vista Ave Pasadena, CA 91106",https://www.apartments.com/403-n-mar-vista-ave-pasadena-ca/qmtfv5y/,1 bath,725 sq ft,725,,,2195,,,
,Mission Viejo,Condos,CA,92692,"25801 Marguerite Pky Mission Viejo, CA 92692",https://www.apartments.com/25801-marguerite-pky-mission-viejo-ca-unit-204/d7xp5hk/,2 baths,"1,040 sq ft","1,040",,,2600,,,
,Pacific Palisades,Condos,CA,90272,"801 Las Lomas Ave Pacific Palisades, CA 90272",https://www.apartments.com/801-las-lomas-ave-pacific-palisades-ca/yjfv01r/,2 baths,950 sq ft,950,,,2500,,,
,Alameda,Condos,CA,94501,"1524 Pacific Ave Alameda, CA 94501",https://www.apartments.com/1524-pacific-ave-alameda-ca/82pcb60/,2.5 baths,"1,800 sq ft","1,800",,3900,,,,
,San Luis Obispo,Condos,CA,93405,"75 Stenner St San Luis Obispo, CA 93405",https://www.apartments.com/75-stenner-st-san-luis-obispo-ca-unit-25-j/gsvmtvw/,2 baths,"1,050 sq ft","1,050",,,2750,,,
1700,Tarzana,Condos,CA,91356,"18530 Hatteras St Tarzana, CA 91356",https://www.apartments.com/18530-hatteras-st-tarzana-ca-unit-106/mlvc9zl/,1 bath,629 sq ft,629,,,,,,
,Encino,Condos,CA,91316,"5460 White Oak Ave Encino, CA 91316",https://www.apartments.com/5460-white-oak-ave-encino-ca-unit-e213/57kt7vq/,2 baths,990 sq ft,990,,,2550,,,
,San Bruno,Condos,CA,94066,"431 Mastick Ave San Bruno, CA 94066",https://www.apartments.com/431-mastick-ave-san-bruno-ca/gpnf7wy/,1 bath,"1,050 sq ft","1,050",,,2850,,,
,San Bruno,Condos,CA,94066,"433 Mastick Ave San Bruno, CA 94066",https://www.apartments.com/433-mastick-ave-san-bruno-ca/h4b8sd2/,1 bath,400 sq ft,400,1850,,,,,
,Long Beach,Condos,CA,90804,"1371 Loma Ave Long Beach, CA 90804",https://www.apartments.com/1371-loma-ave-long-beach-ca/ys0jq0v/,2 baths,"1,100 sq ft","1,100",,2550,,,,
1475,Los Angeles,Condos,CA,91607,"11840 Riverside Dr Los Angeles, CA 91607",https://www.apartments.com/11840-riverside-dr-los-angeles-ca/3wh3n7g/,1 bath,900 sq ft,900,,,1995,,,
,Los Angeles,Condos,CA,90065,"316 W Avenue 38 Los Angeles, CA 90065",https://www.apartments.com/316-w-avenue-38-los-angeles-ca/j0lmz94/,1 bath,910 sq ft,910,,,1895,,,
2350,Oakland,Condos,CA,94610,"570 Grand Ave Oakland, CA 94610",https://www.apartments.com/570-grand-ave-oakland-ca/gks0smx/,1 bath,715 sq ft,715,,,,,,
,Long Beach,Condos,CA,90805,"445 E 55th St Long Beach, CA 90805",https://www.apartments.com/445-e-55th-st-long-beach-ca/8ljchd3/,1.5 baths,900 sq ft,900,,,2100,,,
,Santa Monica,Condos,CA,90404,"1760 18th St Santa Monica, CA 90404",https://www.apartments.com/1760-18th-st-santa-monica-ca/4bh2qyh/,1 bath,800 sq ft,800,,,2950,,,
,Lomita,Condos,CA,90717,"25108 Cypress St Lomita, CA 90717",https://www.apartments.com/25108-cypress-st-lomita-ca/lnnlzfe/,1 bath,"1,200 sq ft","1,200",,,2350,,,
1600,North Hollywood,Condos,CA,91602,"10917 Blix St North Hollywood, CA 91602",https://www.apartments.com/10917-blix-st-north-hollywood-ca/l187vnf/,1 bath,700 sq ft,700,,,,,,
2500,San Francisco,Condos,CA,94110,"58 Liberty St San Francisco, CA 94110",https://www.apartments.com/58-liberty-st-san-francisco-ca/b1e4wl8/,1 bath,700 sq ft,700,,,,,,
,San Diego,Condos,CA,92109,"3579 Ocean Front Walk San Diego, CA 92109",https://www.apartments.com/3579-ocean-front-walk-san-diego-ca-unit-c/0jswhr2/,5 baths,"3,200 sq ft","3,200",,,,,20000,
2600,Pacific Grove,Condos,CA,93950,"301 Grand Ave Pacific Grove, CA 93950",https://www.apartments.com/301-grand-ave-pacific-grove-ca/2j288c8/,1 bath,750 sq ft,750,2300,,2800,,,
,Inglewood,Condos,CA,90301,"512 S Flower St Inglewood, CA 90301",https://www.apartments.com/512-s-flower-st-inglewood-ca/1539zp4/,2 baths,"1,260 sq ft","1,260",,2995,1895,,,
2100,Oakland,Condos,CA,94609,"536 46th St Oakland, CA 94609",https://www.apartments.com/536-46th-st-oakland-ca/ksvf5s9/,1 bath,750 sq ft,750,,,,,,
,Pacifica,Condos,CA,94044,"1353 Grand Ave Pacifica, CA 94044",https://www.apartments.com/1353-grand-ave-pacifica-ca/drg25fh/,1 bath,325 sq ft,325,3400,,,,,
,Burlingame,Condos,CA,94010,"1106 Laguna Ave Burlingame, CA 94010",https://www.apartments.com/1106-laguna-ave-burlingame-ca/q782vlz/,1.5 baths,950 sq ft,950,,,2695,,,
,Santa Monica,Condos,CA,90403,"1022 2nd St Santa Monica, CA 90403",https://www.apartments.com/1022-2nd-st-santa-monica-ca/rj9wpc3/,1 bath,900 sq ft,900,,,2995,,,
,Malibu,Condos,CA,90265,"18203 Coastline Dr Malibu, CA 90265",https://www.apartments.com/18203-coastline-dr-malibu-ca-unit-1/6jqc0vt/,2 baths,"1,200 sq ft","1,200",,,6495,,,
,San Diego,Condos,CA,92127,"16948 Robins Nest Way San Diego, CA 92127",https://www.apartments.com/16948-robins-nest-way-san-diego-ca-unit-1/szcwjh6/,2 baths,977 sq ft,977,,,2700,,,
1700,San Carlos,Condos,CA,94070,"1338 Holly St San Carlos, CA 94070",https://www.apartments.com/1338-holly-st-san-carlos-ca/wvfyk8l/,1 bath,400 sq ft,400,,,,,,
1700,Walnut Creek,Condos,CA,94597,"161 Shady Ln Walnut Creek, CA 94597",https://www.apartments.com/161-shady-ln-walnut-creek-ca/0869cc2/,1 bath,850 sq ft,850,,,,,,
2100,Morgan Hill,Condos,CA,95037,"16350 San Ramon Dr Morgan Hill, CA 95037",https://www.apartments.com/16350-san-ramon-dr-morgan-hill-ca/yvmvx1t/,2 baths,"2,000 sq ft","2,000",,4000,,,,
,Del Mar,Condos,CA,92014,"250 Dolphin Cove Ct Del Mar, CA 92014",https://www.apartments.com/250-dolphin-cove-ct-del-mar-ca/flxplqs/,2 baths,"1,232 sq ft","1,232",,,4100,,,
,Long Beach,Condos,CA,90806,"2107 Earl Ave Long Beach, CA 90806",https://www.apartments.com/2107-earl-ave-long-beach-ca/xt1585p/,1 bath,800 sq ft,800,,,1950,,,
,Los Angeles,Condos,CA,91367,"5520 Owensmouth Ave Los Angeles, CA 91367",https://www.apartments.com/5520-owensmouth-ave-los-angeles-ca-unit-313/9c6pbs6/,2 baths,"1,030 sq ft","1,030",,,2675,,,
,East Palo Alto,Condos,CA,94303,"2861 Fordham St East Palo Alto, CA 94303",https://www.apartments.com/2861-fordham-st-east-palo-alto-ca/rmytng2/,1 bath,"1,500 sq ft","1,500",,4290,2990,,,
2250,Culver City,Condos,CA,90230,"11106 Summertime Ln Culver City, CA 90230",https://www.apartments.com/11106-summertime-ln-culver-city-ca-unit-106/cqssq1e/,1 bath,700 sq ft,700,,,,,,
1650,Oakland,Condos,CA,94606,"632 E 17th St Oakland, CA 94606",https://www.apartments.com/632-e-17th-st-oakland-ca/7dszlyy/,2 baths,300 sq ft,300,,,,,,945
,San Diego,Condos,CA,92101,"889 Date St San Diego, CA 92101",https://www.apartments.com/889-date-st-san-diego-ca-unit-312/4vjvp0h/,2 baths,"1,012 sq ft","1,012",,,3400,,,
,East Palo Alto,Condos,CA,94303,"2861 Fordham St East Palo Alto, CA 94303",https://www.apartments.com/2861-fordham-st-east-palo-alto-ca/rmytng2/,1 bath,"1,500 sq ft","1,500",,4290,2990,,,
1900,West Hollywood,Condos,CA,90069,"9017 Harratt St West Hollywood, CA 90069",https://www.apartments.com/9017-harratt-st-west-hollywood-ca/bt630rc/,1 bath,600 sq ft,600,,,,,,
2250,Culver City,Condos,CA,90230,"11106 Summertime Ln Culver City, CA 90230",https://www.apartments.com/11106-summertime-ln-culver-city-ca-unit-106/cqssq1e/,1 bath,700 sq ft,700,,,,,,
1650,Oakland,Condos,CA,94606,"632 E 17th St Oakland, CA 94606",https://www.apartments.com/632-e-17th-st-oakland-ca/7dszlyy/,2 baths,300 sq ft,300,,,,,,945
,San Diego,Condos,CA,92101,"889 Date St San Diego, CA 92101",https://www.apartments.com/889-date-st-san-diego-ca-unit-312/4vjvp0h/,2 baths,"1,012 sq ft","1,012",,,3400,,,
,San Diego,Condos,CA,92101,"1435 India St San Diego, CA 92101",https://www.apartments.com/1435-india-st-san-diego-ca-unit-300/er5ct1n/,1 bath,552 sq ft,552,1950,,,,,
2200,Belmont,Condos,CA,94002,"1012 Hill St Belmont, CA 94002",https://www.apartments.com/1012-hill-st-belmont-ca/g1tv74x/,1 bath,780 sq ft,780,,,2400,,,
2200,Belmont,Condos,CA,94002,"1008 Hill St Belmont, CA 94002",https://www.apartments.com/1008-hill-st-belmont-ca/5jyk48q/,1 bath,680 sq ft,680,,,,,,
1675,Inglewood,Condos,CA,90301,"701 S Osage Ave Inglewood, CA 90301",https://www.apartments.com/701-s-osage-ave-inglewood-ca/09lhb91/,1 bath,850 sq ft,850,,,,,,
,San Rafael,Condos,CA,94901,"96 Biscayne Dr San Rafael, CA 94901",https://www.apartments.com/96-biscayne-dr-san-rafael-ca-unit-96/3z93n8e/,2 baths,"1,200 sq ft","1,200",,,3600,,,
2100,Redwood City,Condos,CA,94062,"227 Harrison Ave Redwood City, CA 94062",https://www.apartments.com/227-harrison-ave-redwood-city-ca/6y4r8zr/,1 bath,700 sq ft,700,,,,,,
,Millbrae,Condos,CA,94030,"1101 San Anselmo Ave Millbrae, CA 94030",https://www.apartments.com/1101-san-anselmo-ave-millbrae-ca/w4vm9eh/,1.5 baths,980 sq ft,980,,,2600,,,
,Los Angeles,Condos,CA,91405,"14655 Vanowen St Los Angeles, CA 91405",https://www.apartments.com/14655-vanowen-st-los-angeles-ca/de9ls5l/,2 baths,"1,000 sq ft","1,000",,,2269,,,
1700,Los Angeles,Condos,CA,90019,"1805 S Rimpau Blvd Los Angeles, CA 90019",https://www.apartments.com/1805-s-rimpau-blvd-los-angeles-ca/c9e04pd/,1 bath,750 sq ft,750,,,,,,
,Fremont,Condos,CA,94538,"39505 Trinity Way Fremont, CA 94538",https://www.apartments.com/39505-trinity-way-fremont-ca/83tnhn2/,1 bath,746 sq ft,746,,,2400,,,
2800,San Diego,Condos,CA,92101,"2400 5Th Ave San Diego, CA 92101",https://www.apartments.com/2400-5th-ave-san-diego-ca-unit-216/yxvnjqt/,1 bath,770 sq ft,770,,,,,,
2150,Sunnyvale,Condos,CA,94087,"1166 Sunnyvale Saratoga Rd Sunnyvale, CA 94087",https://www.apartments.com/1166-sunnyvale-saratoga-rd-sunnyvale-ca/npj7mpq/,2 baths,880 sq ft,880,,,2595,,,
,San Luis Obispo,Condos,CA,93405,"25 Stenner St San Luis Obispo, CA 93405",https://www.apartments.com/25-stenner-st-san-luis-obispo-ca-unit-j/jlqyv84/,2 baths,"1,050 sq ft","1,050",,,2750,,,
,San Mateo,Condos,CA,94403,"3311 Los Prados St San Mateo, CA 94403",https://www.apartments.com/3311-los-prados-st-san-mateo-ca/ry03eb3/,1 bath,872 sq ft,872,,,2850,,,
,San Mateo,Condos,CA,94404,"425 Anchor Rd San Mateo, CA 94404",https://www.apartments.com/425-anchor-rd-san-mateo-ca-unit-207/5dsnzpm/,1 bath,950 sq ft,950,,,2950,,,
,Santa Rosa,Condos,CA,95409,"6119 Montecito Blvd Santa Rosa, CA 95409",https://www.apartments.com/6119-montecito-blvd-santa-rosa-ca/98sl0b7/,1 bath,700 sq ft,700,,,1850,,,
,San Luis Obispo,Condos,CA,93401,"948 Tarragon Ln San Luis Obispo, CA 93401",https://www.apartments.com/948-tarragon-ln-san-luis-obispo-ca-unit-1405/zvlj57y/,2 baths,"1,358 sq ft","1,358",,,2700,,,
,Los Angeles,Condos,CA,90038,"6014 Barton Ave Los Angeles, CA 90038",https://www.apartments.com/6014-barton-ave-los-angeles-ca-unit-5/32404cd/,1.5 baths,"1,745 sq ft","1,745",,,3395,,,
,Palm Desert,Condos,CA,92260,"44591 San Rafael Ave Palm Desert, CA 92260",https://www.apartments.com/44591-san-rafael-ave-palm-desert-ca/ds80yvh/,1 bath,"1,000 sq ft","1,000",,,1799,,,
2050,San Jose,Condos,CA,95128,"2145 Scott St San Jose, CA 95128",https://www.apartments.com/2145-scott-st-san-jose-ca/z975l1y/,1 bath,500 sq ft,500,,,,,,
,San Diego,Condos,CA,92109,"745 San Fernando Pl San Diego, CA 92109",https://www.apartments.com/745-san-fernando-pl-san-diego-ca/q4kpj0x/,1 bath,325 sq ft,325,3800,,,,,
1600,Los Angeles,Condos,CA,90033,"1541 Michigan Ave Los Angeles, CA 90033",https://www.apartments.com/1541-michigan-ave-los-angeles-ca/115d2s5/,1 bath,800 sq ft,800,,,,,,
2200,Los Angeles,Condos,CA,91364,"22005 Alizondo Dr Los Angeles, CA 91364",https://www.apartments.com/22005-alizondo-dr-los-angeles-ca/cclnzgg/,1 bath,750 sq ft,750,,,,,,
2000,Milpitas,Condos,CA,95035,"452 Dempsey Rd Milpitas, CA 95035",https://www.apartments.com/452-dempsey-rd-milpitas-ca-unit-153/0kckt53/,1 bath,760 sq ft,760,,,,,,
,Palm Springs,Condos,CA,92262,"117 The Riv Palm Springs, CA 92262",https://www.apartments.com/117-the-riv-palm-springs-ca-unit-117/jdgvyb5/,2.5 baths,"1,501 sq ft","1,501",,,4000,,,
,Palm Springs,Condos,CA,92262,"125 The Riv Palm Springs, CA 92262",https://www.apartments.com/125-the-riv-palm-springs-ca-unit-125/7zt5yrx/,2.5 baths,"1,501 sq ft","1,501",,,4000,,,
,Pacifica,Condos,CA,94044,"1384 Adobe Dr Pacifica, CA 94044",https://www.apartments.com/1384-adobe-dr-pacifica-ca/56w42nn/,1 bath,800 sq ft,800,,,2295,,,
,Newark,Condos,CA,94560,"6442 Buena Vista Dr Newark, CA 94560",https://www.apartments.com/6442-buena-vista-dr-newark-ca-unit-a/lq1bd1f/,2 baths,"1,031 sq ft","1,031",,,2750,,,
,South Lake Tahoe,Condos,CA,96150,"960 Macinaw Rd South Lake Tahoe, CA 96150",https://www.apartments.com/960-macinaw-rd-south-lake-tahoe-ca/wgt379l/,1 bath,350 sq ft,350,1395,,,,,
,Santa Clarita,Condos,CA,91351,"18752 Mandan St #1001 Santa Clarita, CA 91351",https://www.apartments.com/18752-mandan-st-1001-santa-clarita-ca/vlgkjbf/,2 baths,866 sq ft,866,,,2075,,,
,Hermosa Beach,Condos,CA,90254,"2411 Prospect Ave Hermosa Beach, CA 90254",https://www.apartments.com/2411-prospect-ave-hermosa-beach-ca-unit-205/ejj1txm/,2 baths,930 sq ft,930,,,4500,,,
,Redondo Beach,Condos,CA,90277,"210 The Vlg Redondo Beach, CA 90277",https://www.apartments.com/210-the-vlg-redondo-beach-ca-unit-203/ftn4k6v/,1 bath,970 sq ft,970,,,3400,,,
,Mountain View,Condos,CA,94043,"218 Murlagan Ave Mountain View, CA 94043",https://www.apartments.com/218-murlagan-ave-mountain-view-ca/0xs26z2/,1 bath,800 sq ft,800,,,2700,,,
,San Francisco,Condos,CA,94112,"59 Dorado Terrace San Francisco, CA 94112",https://www.apartments.com/59-dorado-terrace-san-francisco-ca-unit-1/jxqe0p5/,2 baths,"1,403 sq ft","1,403",,4000,,,,
2450,San Francisco,Condos,CA,94109,"2535A Polk St San Francisco, CA 94109",https://www.apartments.com/2535a-polk-st-san-francisco-ca/1wtxtr4/,1 bath,750 sq ft,750,,,,,,
,San Francisco,Condos,CA,94121,"366 25th Ave San Francisco, CA 94121",https://www.apartments.com/366-25th-ave-san-francisco-ca/kz2bqk9/,1 bath,575 sq ft,575,,,2800,,,
,San Jose,Condos,CA,95116,"276 S 20th St San Jose, CA 95116",https://www.apartments.com/276-s-20th-st-san-jose-ca/res14b3/,1 bath,900 sq ft,900,,,2850,,,
,Daly City,Condos,CA,94015,"373 Half Moon Ln Daly City, CA 94015",https://www.apartments.com/373-half-moon-ln-daly-city-ca-unit-102/rs49x92/,2 baths,"1,065 sq ft","1,065",,,2995,,,
,Burbank,Condos,CA,91504,"7785 Via Cassano Burbank, CA 91504",https://www.apartments.com/7785-via-cassano-burbank-ca/f80z4wv/,2.5 baths,"1,664 sq ft","1,664",,,,3750,,
1400,Long Beach,Condos,CA,90805,"456 E Hullett St Long Beach, CA 90805",https://www.apartments.com/456-e-hullett-st-long-beach-ca/7lknyyz/,1 bath,515 sq ft,515,,,,,,
1995,West Hollywood,Condos,CA,90048,"122 N Wetherly Dr West Hollywood, CA 90048",https://www.apartments.com/122-n-wetherly-dr-west-hollywood-ca/pclq88s/,1 bath,700 sq ft,700,,,,,,
1750,Vallejo,Condos,CA,94589,"2401 Broadway Vallejo, CA 94589",https://www.apartments.com/2401-broadway-vallejo-ca/wxs6l9l/,1 bath,750 sq ft,750,1550,,2250,,,
,La Quinta,Condos,CA,92253,"51080 Eisenhower Dr La Quinta, CA 92253",https://www.apartments.com/51080-eisenhower-dr-la-quinta-ca/lccpfjg/,2 baths,"1,200 sq ft","1,200",,1995,,,,
1800,Los Angeles,Condos,CA,90019,"1025 S Norton Ave Los Angeles, CA 90019",https://www.apartments.com/1025-s-norton-ave-los-angeles-ca/nnm7rem/,1 bath,"1,050 sq ft","1,050",,,,,,
1525,Whittier,Condos,CA,90601,"6339 Friends Ave Whittier, CA 90601",https://www.apartments.com/6339-friends-ave-whittier-ca/j07k374/,1 bath,100 sq ft,100,,,,,,
,PALM DESERT,Condos,CA,92260,"42990 park place PALM DESERT, CA 92260",https://www.apartments.com/42990-park-place-palm-desert-ca/pckllqs/,2 baths,865 sq ft,865,,,1425,,,
,Huntington Beach,Condos,CA,92648,"310 Lake St Huntington Beach, CA 92648",https://www.apartments.com/310-lake-st-huntington-beach-ca-unit-213/bbxgzk9/,2 baths,"1,099 sq ft","1,099",,,3200,,,
2000,Alameda,Condos,CA,94501,"1537 Schiller St Alameda, CA 94501",https://www.apartments.com/1537-schiller-st-alameda-ca/ky9j1g8/,1 bath,600 sq ft,600,,,,,,
,San Jose,Condos,CA,95112,"560 S 10th St San Jose, CA 95112",https://www.apartments.com/560-s-10th-st-san-jose-ca/f1wq8cs/,1 bath,840 sq ft,840,,,2200,,,
,Glendale,Condos,CA,91206,"1207 N Verdugo Rd Glendale, CA 91206",https://www.apartments.com/1207-n-verdugo-rd-glendale-ca/qys9smy/,1 bath,750 sq ft,750,,,2100,,,
,Beverly Hills,Condos,CA,90211,"127 N Clark Dr Beverly Hills, CA 90211",https://www.apartments.com/127-n-clark-dr-beverly-hills-ca/q3vfsty/,1.5 baths,900 sq ft,900,,,2900,,,
,Oakland,Condos,CA,94603,"1154 98th Ave Oakland, CA 94603",https://www.apartments.com/1154-98th-ave-oakland-ca/h8nz8s2/,3 baths,"1,463 sq ft","1,463",,3500,,,,
,San Diego,Condos,CA,92115,"5831 Adelaide Ave San Diego, CA 92115",https://www.apartments.com/5831-adelaide-ave-san-diego-ca/zrbnh5z/,1 bath,750 sq ft,750,,,1650,,,
,Los Angeles,Condos,CA,90044,"1140 W 90th St Los Angeles, CA 90044",https://www.apartments.com/1140-w-90th-st-los-angeles-ca/07ys4j0/,1 bath,900 sq ft,900,,,1900,,,
,Lawndale,Condos,CA,90260,"4714 W 171st St Lawndale, CA 90260",https://www.apartments.com/4714-w-171st-st-lawndale-ca/rtmx561/,2 baths,"1,048 sq ft","1,048",,3000,,,,
,Concord,Condos,CA,94520,"1771 Broadway St Concord, CA 94520",https://www.apartments.com/1771-broadway-st-concord-ca-unit-300/mttnqzl/,1 bath,560 sq ft,560,1670,,,,,
,Los Angeles,Condos,CA,90710,"1550 Lomita Blvd Los Angeles, CA 90710",https://www.apartments.com/1550-lomita-blvd-los-angeles-ca/kntp2gb/,2.5 baths,"1,100 sq ft","1,100",,2695,,,,
,Glendale,Condos,CA,91214,"3220 Altura Ave Glendale, CA 91214",https://www.apartments.com/3220-altura-ave-glendale-ca-unit-301/9g1z626/,2 baths,"1,000 sq ft","1,000",,,2750,,,
,San Diego,Condos,CA,92104,"2129 El Cajon Blvd San Diego, CA 92104",https://www.apartments.com/2129-el-cajon-blvd-san-diego-ca/2b3b5c9/,2 baths,"1,389 sq ft","1,389",,4295,,,,
,Union City,Condos,CA,94587,"2139 Eric Ct Union City, CA 94587",https://www.apartments.com/2139-eric-ct-union-city-ca/sevhkj6/,1 bath,903 sq ft,903,,,2400,,,
,San Diego,Condos,CA,92126,"11186 Caminito Rodar San Diego, CA 92126",https://www.apartments.com/11186-caminito-rodar-san-diego-ca-unit-condo/t3zrhgc/,3 baths,"2,169 sq ft","2,169",,,,4500,,
2480,San Jose,Condos,CA,95129,"4681 Albany Cir San Jose, CA 95129",https://www.apartments.com/4681-albany-cir-san-jose-ca-unit-114/g5ebzxz/,1 bath,814 sq ft,814,,,,,,
,San Francisco,Condos,CA,94116,"2707 44th Ave San Francisco, CA 94116",https://www.apartments.com/2707-44th-ave-san-francisco-ca/kvpx4cc/,1 bath,550 sq ft,550,,,2550,,,
,Oxnard,Condos,CA,93036,"2830 Riverpark Blvd Oxnard, CA 93036",https://www.apartments.com/2830-riverpark-blvd-oxnard-ca-unit-1/q25wz5x/,3 baths,"1,792 sq ft","1,792",,,,4200,,
2895,San Francisco,Condos,CA,94108,"1225 Washington St San Francisco, CA 94108",https://www.apartments.com/1225-washington-st-san-francisco-ca/s0b7q46/,1 bath,680 sq ft,680,,,,,,
2250,San Rafael,Condos,CA,94901,"808 A St San Rafael, CA 94901",https://www.apartments.com/808-a-st-san-rafael-ca/jrxjcg7/,1 bath,850 sq ft,850,,,,,,
2125,Pacifica,Condos,CA,94044,"405 Esplanade Ave Pacifica, CA 94044",https://www.apartments.com/405-esplanade-ave-pacifica-ca/efd8njm/,1 bath,575 sq ft,575,,,,,,
,Burlingame,Condos,CA,94010,"301 Rollins Rd Burlingame, CA 94010",https://www.apartments.com/301-rollins-rd-burlingame-ca/7yc34hx/,1 bath,400 sq ft,400,1850,,,,,
1700,Los Angeles,Condos,CA,90026,"2206 Echo Park Ave Los Angeles, CA 90026",https://www.apartments.com/2206-echo-park-ave-los-angeles-ca/qwxnq3x/,1 bath,800 sq ft,800,,,,,,
,Manhattan Beach,Condos,CA,90266,"3216 Manhattan Ave Manhattan Beach, CA 90266",https://www.apartments.com/3216-manhattan-ave-manhattan-beach-ca/bgm12h9/,2 baths,900 sq ft,900,,,5500,,,
2800,San Diego,Condos,CA,92109,"1812 Hornblend St San Diego, CA 92109",https://www.apartments.com/1812-hornblend-st-san-diego-ca/sbcjhm6/,2 baths,850 sq ft,850,,,4200,,,
,San Jose,Condos,CA,95117,"3142 Impala Dr San Jose, CA 95117",https://www.apartments.com/3142-impala-dr-san-jose-ca/w4ty4yl/,1 bath,"1,250 sq ft","1,250",,,2950,,,
1950,Altadena,Condos,CA,91001,"2474 New York Dr Altadena, CA 91001",https://www.apartments.com/2474-new-york-dr-altadena-ca/v2sxhze/,1 bath,888 sq ft,888,,,,,,
1995,Los Angeles,Condos,CA,90035,"1125 Cardiff Ave Los Angeles, CA 90035",https://www.apartments.com/1125-cardiff-ave-los-angeles-ca/3zmwzyg/,1 bath,750 sq ft,750,,,,,,
,Long Beach,Condos,CA,90802,"528 Golden Ave Long Beach, CA 90802",https://www.apartments.com/528-golden-ave-long-beach-ca/05ymch1/,1 bath,450 sq ft,450,1595,,,,,
,Richmond,Condos,CA,94804,"1201 Melville Sq Richmond, CA 94804",https://www.apartments.com/1201-melville-sq-richmond-ca-unit-312/v52txqg/,2 baths,"1,022 sq ft","1,022",,,2700,,,
1600,Inglewood,Condos,CA,90305,"8612 S 11th Ave Inglewood, CA 90305",https://www.apartments.com/8612-s-11th-ave-inglewood-ca/cpfb6gd/,1 bath,900 sq ft,900,,,,,,
2195,Carlsbad,Condos,CA,92009,"3523 Caminito Sierra Carlsbad, CA 92009",https://www.apartments.com/3523-caminito-sierra-carlsbad-ca-unit-303/3w7ewne/,1 bath,776 sq ft,776,,,,,,
2100,Castro Valley,Condos,CA,94546,"18787 Titan Plz Castro Valley, CA 94546",https://www.apartments.com/18787-titan-plz-castro-valley-ca/lhr8y7e/,1 bath,600 sq ft,600,,,,,,
,San Carlos,Condos,CA,94070,"1052 Sylvan Dr San Carlos, CA 94070",https://www.apartments.com/1052-sylvan-dr-san-carlos-ca/mwpkj3k/,1 bath,300 sq ft,300,1675,,,,,
,Encino,Condos,CA,91316,"5343 Yarmouth Ave Encino, CA 91316",https://www.apartments.com/5343-yarmouth-ave-encino-ca-unit-203/s2e60t6/,2 baths,"1,061 sq ft","1,061",,,2300,,,
3900,Huntington Beach,Condos,CA,92648,"19152 Shoreline Ln Huntington Beach, CA 92648",https://www.apartments.com/19152-shoreline-ln-huntington-beach-ca-unit-3/pj0nm0r/,1 bath,700 sq ft,700,,,,,,
,Fremont,Condos,CA,94539,"362 Stacey Common Fremont, CA 94539",https://www.apartments.com/362-stacey-common-fremont-ca-unit-na/5kjw83n/,2 baths,926 sq ft,926,,,2700,,,
,Long Beach,Condos,CA,90802,"235 W 5th St Long Beach, CA 90802",https://www.apartments.com/235-w-5th-st-long-beach-ca-unit-1/4109j3h/,2 baths,"1,200 sq ft","1,200",,3300,,,,
