3 beds,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,1 bed,2 beds,4 beds,6 beds,5 beds
3000.0,Huntington Beach,Townhomes,CA,92647,"7942 Moonshadow Cir Huntington Beach, CA 92647",https://www.apartments.com/7942-moonshadow-cir-huntington-beach-ca/wq6yt8k/,3 baths,"1,400 sq ft","1,400",,,,,
2800.0,Agoura Hills,Townhomes,CA,91301,"5269 Colodny Dr Agoura Hills, CA 91301",https://www.apartments.com/5269-colodny-dr-agoura-hills-ca/t5cprhc/,3 baths,"1,215 sq ft","1,215",,,,,
,San Diego,Townhomes,CA,92124,"5284 Caminito Aruba San Diego, CA 92124",https://www.apartments.com/5284-caminito-aruba-san-diego-ca/ls58p9e/,2.5 baths,"1,512 sq ft","1,512",,2700.0,,,
4195.0,Laguna Hills,Townhomes,CA,92653,"26471 La Traviata Laguna Hills, CA 92653",https://www.apartments.com/26471-la-traviata-laguna-hills-ca/0de1711/,3 baths,"2,179 sq ft","2,179",,,,,
,San Diego,Townhomes,CA,92130,"12602 Carmel Country Rd San Diego, CA 92130",https://www.apartments.com/12602-carmel-country-rd-san-diego-ca/m44swsj/,2.5 baths,"1,088 sq ft","1,088",,2600.0,,,
,Occidental,Townhomes,CA,95465,"14637 Jomark Ln Occidental, CA 95465",https://www.apartments.com/14637-jomark-ln-occidental-ca/nmg1m9m/,2.5 baths,"1,560 sq ft","1,560",,3000.0,,,
,Novato,Townhomes,CA,94945,"736 Walnut Ct Novato, CA 94945",https://www.apartments.com/736-walnut-ct-novato-ca/rv67pn3/,2.5 baths,"1,835 sq ft","1,835",,,4000.0,,
3000.0,Rohnert Park,Townhomes,CA,94928,"7 Meridian Cir Rohnert Park, CA 94928",https://www.apartments.com/7-meridian-cir-rohnert-park-ca/jl28264/,2.5 baths,"1,289 sq ft","1,289",,,,,
3000.0,La Quinta,Townhomes,CA,92253,"79822 Olympia Fields La Quinta, CA 92253",https://www.apartments.com/79822-olympia-fields-la-quinta-ca/38hw95d/,3.5 baths,"1,621 sq ft","1,621",,,,,
,La Quinta,Townhomes,CA,92253,"52430 Hawthorn Ct La Quinta, CA 92253",https://www.apartments.com/52430-hawthorn-ct-la-quinta-ca/4q6w62l/,2 baths,"1,200 sq ft","1,200",,3500.0,,,
,Burbank,Townhomes,CA,91505,"200 S Rose St Burbank, CA 91505",https://www.apartments.com/200-s-rose-st-burbank-ca/zxbc7fw/,1.5 baths,"1,400 sq ft","1,400",,3450.0,,,
3895.0,Los Angeles,Townhomes,CA,90004,"627 N Mariposa Ave Los Angeles, CA 90004",https://www.apartments.com/627-n-mariposa-ave-los-angeles-ca/lw2hq0e/,3 baths,"1,800 sq ft","1,800",,,,,
,Palm Desert,Townhomes,CA,92211,"38061 Crocus Ln Palm Desert, CA 92211",https://www.apartments.com/38061-crocus-ln-palm-desert-ca/jkvyqj5/,2.5 baths,"1,515 sq ft","1,515",,3850.0,,,
2650.0,Palm Desert,Townhomes,CA,92260,"4155 Via Mattina Palm Desert, CA 92260",https://www.apartments.com/4155-via-mattina-palm-desert-ca/05t6xp1/,3 baths,"2,278 sq ft","2,278",,,,,
,Rancho Mirage,Townhomes,CA,92270,"68 El Toro Dr Rancho Mirage, CA 92270",https://www.apartments.com/68-el-toro-dr-rancho-mirage-ca/rcfgpy1/,2 baths,"1,381 sq ft","1,381",,3500.0,,,
3000.0,Chino Hills,Townhomes,CA,91709,"4404 Lilac Cir Chino Hills, CA 91709",https://www.apartments.com/4404-lilac-cir-chino-hills-ca/g75yd6y/,2.5 baths,"1,700 sq ft","1,700",,,,,
,San Anselmo,Townhomes,CA,94960,"35 Tamalpais Ave San Anselmo, CA 94960",https://www.apartments.com/35-tamalpais-ave-san-anselmo-ca/l0dzy8e/,1 bath,950 sq ft,950,,3450.0,,,
,Santa Clarita,Townhomes,CA,91355,"24520 McBean Pkwy Santa Clarita, CA 91355",https://www.apartments.com/24520-mcbean-pkwy-santa-clarita-ca/87wqfv0/,1 bath,"1,100 sq ft","1,100",900.0,,,,
3000.0,Moorpark,Townhomes,CA,93021,"6867 Ivy Creek Way Moorpark, CA 93021",https://www.apartments.com/6867-ivy-creek-way-moorpark-ca/y227xht/,2.5 baths,"1,432 sq ft","1,432",,,,,
,Thousand Oaks,Townhomes,CA,91361,"2443 Swanfield Ct Thousand Oaks, CA 91361",https://www.apartments.com/2443-swanfield-ct-thousand-oaks-ca/hb6ph92/,3 baths,"3,301 sq ft","3,301",,,15000.0,,
3300.0,Simi Valley,Townhomes,CA,93065,"2630 Night Jasmine Dr Simi Valley, CA 93065",https://www.apartments.com/2630-night-jasmine-dr-simi-valley-ca/4b48kfj/,2.5 baths,"1,619 sq ft","1,619",,,,,
6500.0,Westlake Village,Townhomes,CA,91361,"32201 Lakeport Dr Westlake Village, CA 91361",https://www.apartments.com/32201-lakeport-dr-westlake-village-ca/4c7mczk/,2.5 baths,"2,545 sq ft","2,545",,,,,
4995.0,Westlake Village,Townhomes,CA,91361,"2971 Shadow Brook Ln Westlake Village, CA 91361",https://www.apartments.com/2971-shadow-brook-ln-westlake-village-ca/c4ser8e/,2 baths,"1,835 sq ft","1,835",,,,,
7000.0,Westlake Village,Townhomes,CA,91361,"32136 Beachfront Ln Westlake Village, CA 91361",https://www.apartments.com/32136-beachfront-ln-westlake-village-ca/7c64m4w/,2.5 baths,"2,246 sq ft","2,246",,,,,
,Westlake Village,Townhomes,CA,91361,"2113 Crespi Ln Westlake Village, CA 91361",https://www.apartments.com/2113-crespi-ln-westlake-village-ca/1ny22p6/,2 baths,"1,402 sq ft","1,402",,3600.0,,,
,Oak Park,Townhomes,CA,91377,"175 Conifer Cir Oak Park, CA 91377",https://www.apartments.com/175-conifer-cir-oak-park-ca/z5yqdrw/,2 baths,"1,048 sq ft","1,048",,3190.0,,,
4500.0,Westlake Village,Townhomes,CA,91362,"5623 Glenhaven Cir Westlake Village, CA 91362",https://www.apartments.com/5623-glenhaven-cir-westlake-village-ca/yb1d3pr/,2.5 baths,"1,819 sq ft","1,819",,,,,
3500.0,Westlake Village,Townhomes,CA,91362,"959 Via Colinas Westlake Village, CA 91362",https://www.apartments.com/959-via-colinas-westlake-village-ca/xy5b8tq/,2.5 baths,"1,332 sq ft","1,332",,,,,
2850.0,Santa Clarita,Townhomes,CA,91350,"19353 Opal Ln Santa Clarita, CA 91350",https://www.apartments.com/19353-opal-ln-santa-clarita-ca/nerbmjp/,2.5 baths,"1,850 sq ft","1,850",,,,,
2795.0,Milpitas,Townhomes,CA,95035,"398 Lynn Ave Milpitas, CA 95035",https://www.apartments.com/398-lynn-ave-milpitas-ca/1lmjvf6/,1.5 baths,"1,146 sq ft","1,146",,,,,
,Santa Clara,Townhomes,CA,95050,"209 Saratoga Ave Santa Clara, CA 95050",https://www.apartments.com/209-saratoga-ave-santa-clara-ca/tjwh1l9/,2.5 baths,"1,315 sq ft","1,315",,2795.0,,,
,Mountain View,Townhomes,CA,94043,"2534 W Middlefield Rd Mountain View, CA 94043",https://www.apartments.com/2534-w-middlefield-rd-mountain-view-ca/07dj0d0/,1.5 baths,968 sq ft,968,,3500.0,,,
,Sunnyvale,Townhomes,CA,94087,"1276 Riesling Ter Sunnyvale, CA 94087",https://www.apartments.com/1276-riesling-ter-sunnyvale-ca/jss62m5/,1.5 baths,"1,160 sq ft","1,160",,2800.0,,,
3500.0,Sunnyvale,Townhomes,CA,94087,"815 Kingfisher Ter Sunnyvale, CA 94087",https://www.apartments.com/815-kingfisher-ter-sunnyvale-ca/zpbby5z/,2.5 baths,"1,426 sq ft","1,426",,,,,
1550.0,Redding,Townhomes,CA,96003,"707 July Way Redding, CA 96003",https://www.apartments.com/707-july-way-redding-ca/7tl5p2y/,2.5 baths,"1,500 sq ft","1,500",,,,,
,Pasadena,Townhomes,CA,91107,"62 S Craig Ave Pasadena, CA 91107",https://www.apartments.com/62-s-craig-ave-pasadena-ca/x0vme4q/,1.5 baths,"1,000 sq ft","1,000",,2195.0,,,
3495.0,Hawthorne,Townhomes,CA,90250,"11845 Grevillea Ave Hawthorne, CA 90250",https://www.apartments.com/11845-grevillea-ave-hawthorne-ca/y5fmvjr/,3.5 baths,"2,200 sq ft","2,200",,,,,
3395.0,Carlsbad,Townhomes,CA,92009,"7045 Estrella de Mar Rd Carlsbad, CA 92009",https://www.apartments.com/7045-estrella-de-mar-rd-carlsbad-ca/rggzgs0/,3 baths,"2,000 sq ft","2,000",,,,,
2700.0,Los Angeles,Townhomes,CA,90731,"931 W 1st St Los Angeles, CA 90731",https://www.apartments.com/931-w-1st-st-los-angeles-ca/y31yd2s/,1 bath,926 sq ft,926,,,,,
,San Mateo,Townhomes,CA,94401,"702 N Humboldt St San Mateo, CA 94401",https://www.apartments.com/702-n-humboldt-st-san-mateo-ca/mzfbmgh/,1 bath,"1,000 sq ft","1,000",,3699.0,,,
,East Palo Alto,Townhomes,CA,94303,"2065 Oakwood Dr East Palo Alto, CA 94303",https://www.apartments.com/2065-oakwood-dr-east-palo-alto-ca/y5c6cnt/,2 baths,962 sq ft,962,,3760.0,,,
7650.0,Pacific Palisades,Townhomes,CA,90272,"1643 Michael Ln Pacific Palisades, CA 90272",https://www.apartments.com/1643-michael-ln-pacific-palisades-ca/kc1gydb/,3 baths,"2,400 sq ft","2,400",,,,,
,Ridgecrest,Townhomes,CA,93555,"1008 W Alene Ave Ridgecrest, CA 93555",https://www.apartments.com/1008-w-alene-ave-ridgecrest-ca/el0gwsn/,1 bath,900 sq ft,900,,950.0,,,
3750.0,Sunnyvale,Townhomes,CA,94087,"803 Kingfisher Ter Sunnyvale, CA 94087",https://www.apartments.com/803-kingfisher-ter-sunnyvale-ca/1pmr7k7/,3 baths,"1,700 sq ft","1,700",,,,,
,Pacific Palisades,Townhomes,CA,90272,"1450 Palisades Dr Pacific Palisades, CA 90272",https://www.apartments.com/1450-palisades-dr-pacific-palisades-ca/1r7ssm7/,2.5 baths,"2,126 sq ft","2,126",,5500.0,,,
4799.0,Westlake Village,Townhomes,CA,91362,"978 Blue Mountain Cir Westlake Village, CA 91362",https://www.apartments.com/978-blue-mountain-cir-westlake-village-ca/84166f3/,2.5 baths,"2,372 sq ft","2,372",,,,,
,Sunnyvale,Townhomes,CA,94085,"346 Dunsmuir Ter Sunnyvale, CA 94085",https://www.apartments.com/346-dunsmuir-ter-sunnyvale-ca/jd153f5/,1 bath,750 sq ft,750,2495.0,,,,
,San Diego,Townhomes,CA,92129,"9763 Caminito Cuadro San Diego, CA 92129",https://www.apartments.com/9763-caminito-cuadro-san-diego-ca/s319d56/,1.5 baths,"1,088 sq ft","1,088",,2700.0,,,
12250.0,Manhattan Beach,Townhomes,CA,90266,"89 Bayview Dr Manhattan Beach, CA 90266",https://www.apartments.com/89-bayview-dr-manhattan-beach-ca/x9je0cp/,3.5 baths,"2,300 sq ft","2,300",,,,,
6150.0,Redondo Beach,Townhomes,CA,90277,"419 Camino De Las Colinas Redondo Beach, CA 90277",https://www.apartments.com/419-camino-de-las-colinas-redondo-beach-ca/5h4ztsn/,2.5 baths,"1,566 sq ft","1,566",,,,,
8150.0,Hermosa Beach,Townhomes,CA,90254,"401 Monterey Blvd Hermosa Beach, CA 90254",https://www.apartments.com/401-monterey-blvd-hermosa-beach-ca/sel0l65/,2.5 baths,"1,800 sq ft","1,800",,,,,
8750.0,Redondo Beach,Townhomes,CA,90277,"607 N Juanita Ave Redondo Beach, CA 90277",https://www.apartments.com/607-n-juanita-ave-redondo-beach-ca/tz3wc69/,2.5 baths,"2,300 sq ft","2,300",,,,,
3199.0,Northridge,Townhomes,CA,91325,"10230 Zelzah Ave Northridge, CA 91325",https://www.apartments.com/10230-zelzah-ave-northridge-ca/klmvsl9/,2.5 baths,"1,500 sq ft","1,500",,,,,
3600.0,La Mesa,Townhomes,CA,91942,"5088 Guava Ave La Mesa, CA 91942",https://www.apartments.com/5088-guava-ave-la-mesa-ca/zczsvtz/,3 baths,"1,503 sq ft","1,503",,,,,
2975.0,Granada Hills,Townhomes,CA,91344,"15560 Crestview Ln Granada Hills, CA 91344",https://www.apartments.com/15560-crestview-ln-granada-hills-ca/yrylpev/,3 baths,"1,474 sq ft","1,474",,,,,
1850.0,Hanford,Townhomes,CA,93230,"653 W Fargo Ave Hanford, CA 93230",https://www.apartments.com/653-w-fargo-ave-hanford-ca/je67vg5/,3 baths,"1,840 sq ft","1,840",,,,,
,Oceanside,Townhomes,CA,92054,"1110 Hibiscus Way Oceanside, CA 92054",https://www.apartments.com/1110-hibiscus-way-oceanside-ca/psnt7cr/,2.5 baths,"1,570 sq ft","1,570",,3700.0,,,
,Los Angeles,Townhomes,CA,90026,"321 N Bixel St Los Angeles, CA 90026",https://www.apartments.com/321-n-bixel-st-los-angeles-ca/n572vcm/,1 bath,818 sq ft,818,2750.0,,,,
,Los Gatos,Townhomes,CA,95032,"200 Avery Ln Los Gatos, CA 95032",https://www.apartments.com/200-avery-ln-los-gatos-ca/9dhe1m4/,1 bath,828 sq ft,828,,2395.0,,,
3500.0,San Jose,Townhomes,CA,95132,"2922 Lambeth Ct San Jose, CA 95132",https://www.apartments.com/2922-lambeth-ct-san-jose-ca/y7qddnt/,1.5 baths,"1,240 sq ft","1,240",,,,,
,Agoura Hills,Townhomes,CA,91301,"5720 Skyview Way Agoura Hills, CA 91301",https://www.apartments.com/5720-skyview-way-agoura-hills-ca/8qr90t0/,1.5 baths,"1,227 sq ft","1,227",,2988.0,,,
,Walnut,Townhomes,CA,91789,"1073 S Romney Dr Walnut, CA 91789",https://www.apartments.com/1073-s-romney-dr-walnut-ca/32kxzsf/,2 baths,"1,097 sq ft","1,097",,2800.0,,,
,Foster City,Townhomes,CA,94404,"121 Cityhomes Ln Foster City, CA 94404",https://www.apartments.com/121-cityhomes-ln-foster-city-ca/7myjq8w/,2.5 baths,"1,550 sq ft","1,550",,3900.0,,,
2400.0,Lompoc,Townhomes,CA,93436,"1337 Viola Way Lompoc, CA 93436",https://www.apartments.com/1337-viola-way-lompoc-ca/jzy2427/,2 baths,"1,326 sq ft","1,326",,,,,
3200.0,Milpitas,Townhomes,CA,95035,"1587 Larkwood Ct Milpitas, CA 95035",https://www.apartments.com/1587-larkwood-ct-milpitas-ca/369ndhf/,2.5 baths,"1,587 sq ft","1,587",,,,,
3600.0,Foster City,Townhomes,CA,94404,"826 Juno Ln Foster City, CA 94404",https://www.apartments.com/826-juno-ln-foster-city-ca/87sy722/,1.5 baths,"1,300 sq ft","1,300",,,,,
,Los Angeles,Townhomes,CA,90033,"632 N Boyle Ave Los Angeles, CA 90033",https://www.apartments.com/632-n-boyle-ave-los-angeles-ca/hswksx1/,5 baths,"2,000 sq ft","2,000",,,,,4800.0
,Los Angeles,Townhomes,CA,90029,"846 N Harvard Blvd Los Angeles, CA 90029",https://www.apartments.com/846-n-harvard-blvd-los-angeles-ca/2qnq9zc/,1 bath,900 sq ft,900,2095.0,,,,
4050.0,Los Gatos,Townhomes,CA,95032,"407 Pinehurst Ave Los Gatos, CA 95032",https://www.apartments.com/407-pinehurst-ave-los-gatos-ca/mehyw5l/,2 baths,"1,475 sq ft","1,475",,,,,
,Milpitas,Townhomes,CA,95035,"1178 Calle Oriente Milpitas, CA 95035",https://www.apartments.com/1178-calle-oriente-milpitas-ca/ddzplmh/,2 baths,"1,200 sq ft","1,200",,2950.0,,,
,National City,Townhomes,CA,91950,"917 E 28th St National City, CA 91950",https://www.apartments.com/917-e-28th-st-national-city-ca/n5mqx2m/,1 bath,800 sq ft,800,,2150.0,,,
,Oakland,Townhomes,CA,94607,"1201 Pine St Oakland, CA 94607",https://www.apartments.com/1201-pine-st-oakland-ca/d9rt2bk/,2 baths,"1,500 sq ft","1,500",,3000.0,,,
3650.0,Los Angeles,Townhomes,CA,90026,"245 Robinson St Los Angeles, CA 90026",https://www.apartments.com/245-robinson-st-los-angeles-ca/c2v11eg/,3 baths,"1,200 sq ft","1,200",,,,,
3200.0,Calabasas,Townhomes,CA,91302,"26020 Alizia Canyon Dr Calabasas, CA 91302",https://www.apartments.com/26020-alizia-canyon-dr-calabasas-ca/jfby807/,2.5 baths,"1,443 sq ft","1,443",,,,,
,Milpitas,Townhomes,CA,95035,"1506 Bleecker St Milpitas, CA 95035",https://www.apartments.com/1506-bleecker-st-milpitas-ca/6s12qmr/,2.5 baths,"1,308 sq ft","1,308",,3400.0,,,
,Santa Rosa,Townhomes,CA,95401,"143 Scott St Santa Rosa, CA 95401",https://www.apartments.com/143-scott-st-santa-rosa-ca/2y3gpfb/,1 bath,550 sq ft,550,,1900.0,,,
3550.0,San Jose,Townhomes,CA,95132,"1302 N Capitol Ave San Jose, CA 95132",https://www.apartments.com/1302-n-capitol-ave-san-jose-ca/qcfw53x/,2.5 baths,"1,605 sq ft","1,605",,,,,
