2 beds,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,3 beds,4 beds,1 bed,Studio,5 beds
,San Francisco,Condos,CA,94110,"135 Lexington St San Francisco, CA 94110",https://www.apartments.com/135-lexington-st-san-francisco-ca/rezrqy3/,1 bath,"1,000 sq ft","1,000",3500.0,,,,
1800.0,Los Angeles,Condos,CA,91606,"6661 Rhodes Ave Los Angeles, CA 91606",https://www.apartments.com/6661-rhodes-ave-los-angeles-ca/s9ve5m5/,1 bath,"1,034 sq ft","1,034",,,,,
,Encino,Condos,CA,91316,"5412 Lindley Ave Encino, CA 91316",https://www.apartments.com/5412-lindley-ave-encino-ca-unit-310/hqgv7r1/,3 baths,"1,544 sq ft","1,544",2950.0,,,,
,Santa Monica,Condos,CA,90402,"201 Ocean Ave Santa Monica, CA 90402",https://www.apartments.com/201-ocean-ave-santa-monica-ca-unit-602b/c2f7ljd/,1 bath,510 sq ft,510,,,3750.0,,
,San Jose,Condos,CA,95133,"1055 N Capitol Ave San Jose, CA 95133",https://www.apartments.com/1055-n-capitol-ave-san-jose-ca-unit-71/xcv95qp/,1 bath,652 sq ft,652,,,1995.0,,
,Sacramento,Condos,CA,95819,"533 53rd Street Sacramento, CA 95819",https://www.apartments.com/533-53rd-street-sacramento-ca/s69kvh5/,1.5 baths,843 sq ft,843,,,2950.0,,
,Arcadia,Condos,CA,91007,"628 Fairview Ave Arcadia, CA 91007",https://www.apartments.com/628-fairview-ave-arcadia-ca/pxttjmv/,2 baths,"1,550 sq ft","1,550",3000.0,,,,
2350.0,Riverside,Condos,CA,92506,"6979 Palm Ct Riverside, CA 92506",https://www.apartments.com/6979-palm-ct-riverside-ca-unit-j132/9k8nvy5/,2 baths,"1,200 sq ft","1,200",,,,,
,El Cerrito,Condos,CA,94530,"6027 El Dorado St El Cerrito, CA 94530",https://www.apartments.com/6027-el-dorado-st-el-cerrito-ca/x11kc2n/,1 bath,546 sq ft,546,,,2000.0,,
,Santa Monica,Condos,CA,90403,"933 6th St Santa Monica, CA 90403",https://www.apartments.com/933-6th-st-santa-monica-ca/1hr52s4/,1 bath,415 sq ft,415,,,,1975.0,
4000.0,Santa Monica,Condos,CA,90403,"937 12th St Santa Monica, CA 90403",https://www.apartments.com/937-12th-st-santa-monica-ca-unit-306/rv85xe0/,2 baths,"1,048 sq ft","1,048",,,,,
5000.0,Santa Monica,Condos,CA,90403,"1118 3rd St Santa Monica, CA 90403",https://www.apartments.com/1118-3rd-st-santa-monica-ca-unit-507/453pzgj/,2 baths,"1,501 sq ft","1,501",,,,,
,San Leandro,Condos,CA,94577,"144 Garcia Ave San Leandro, CA 94577",https://www.apartments.com/144-garcia-ave-san-leandro-ca/wh7yr2l/,1 bath,600 sq ft,600,,,1800.0,,
,Tujunga,Condos,CA,91042,"10159 Samoa Ave Tujunga, CA 91042",https://www.apartments.com/10159-samoa-ave-tujunga-ca/yhy8hyv/,1 bath,600 sq ft,600,,,1500.0,,
,Los Angeles,Condos,CA,91342,"13825 Beaver St Los Angeles, CA 91342",https://www.apartments.com/13825-beaver-st-los-angeles-ca-unit-32/d4sbp1h/,2 baths,"1,200 sq ft","1,200",2750.0,,,,
,Los Angeles,Condos,CA,90006,"1033 S Bonnie Brae St Los Angeles, CA 90006",https://www.apartments.com/1033-s-bonnie-brae-st-los-angeles-ca/h4gpst2/,1.5 baths,"1,000 sq ft","1,000",2695.0,,,,
1995.0,Gardena,Condos,CA,90247,"16431 S Saint Andrews Pl Gardena, CA 90247",https://www.apartments.com/16431-s-saint-andrews-pl-gardena-ca/cpx8fxe/,1 bath,700 sq ft,700,,,,,
2350.0,Sacramento,Condos,CA,95814,"508 16th St Sacramento, CA 95814",https://www.apartments.com/508-16th-st-sacramento-ca/92he6r6/,1 bath,"1,250 sq ft","1,250",,,,,
,Ventura,Condos,CA,93001,"362 Chrisman Ave Ventura, CA 93001",https://www.apartments.com/362-chrisman-ave-ventura-ca/hqx5yr1/,2 baths,"2,000 sq ft","2,000",2800.0,,,,
2350.0,Santa Clara,Condos,CA,95050,"1776 Monroe St Santa Clara, CA 95050",https://www.apartments.com/1776-monroe-st-santa-clara-ca/6t6507v/,1 bath,800 sq ft,800,,,,,
,Coronado,Condos,CA,92118,"1830 Avenida Del Mundo Coronado, CA 92118",https://www.apartments.com/1830-avenida-del-mundo-coronado-ca-unit-314/wds8sbk/,1 bath,786 sq ft,786,,,5000.0,,
2450.0,Berkeley,Condos,CA,94702,"1232 Ashby Ave Berkeley, CA 94702",https://www.apartments.com/1232-ashby-ave-berkeley-ca/n9rbetm/,1 bath,800 sq ft,800,,,,,
2650.0,Pasadena,Condos,CA,91103,"157 N Raymond Ave Pasadena, CA 91103",https://www.apartments.com/157-n-raymond-ave-pasadena-ca/3161hzg/,2 baths,"1,000 sq ft","1,000",,,,,
2250.0,Walnut Creek,Condos,CA,94596,"1869 Lacassie Ave Walnut Creek, CA 94596",https://www.apartments.com/1869-lacassie-ave-walnut-creek-ca/cjfjtpg/,1 bath,762 sq ft,762,,,,,
2575.0,Berkeley,Condos,CA,94702,"1379 Harmon St Berkeley, CA 94702",https://www.apartments.com/1379-harmon-st-berkeley-ca/xlh7wym/,1 bath,850 sq ft,850,,,,,
3000.0,Huntington Beach,Condos,CA,92648,"2323 Huntington St Huntington Beach, CA 92648",https://www.apartments.com/2323-huntington-st-huntington-beach-ca-unit-707/1933n66/,1 bath,840 sq ft,840,,,,,
925.0,Barstow,Condos,CA,92311,"275 W Grace St Barstow, CA 92311",https://www.apartments.com/275-w-grace-st-barstow-ca/tz8wshc/,1 bath,850 sq ft,850,,,,,
1975.0,Richmond,Condos,CA,94804,"3411 Wall Ave Richmond, CA 94804",https://www.apartments.com/3411-wall-ave-richmond-ca/j3n8xe4/,1 bath,850 sq ft,850,,,,,
1900.0,Carson,Condos,CA,90745,"23401 Catskill Ave Carson, CA 90745",https://www.apartments.com/23401-catskill-ave-carson-ca/fk6nxrr/,2 baths,900 sq ft,900,,,,,
,San Francisco,Condos,CA,94124,"451 Donahue St San Francisco, CA 94124",https://www.apartments.com/451-donahue-st-san-francisco-ca-unit-308/3ny1tzd/,1 bath,680 sq ft,680,,,2600.0,,
,Burlingame,Condos,CA,94010,"1213 El Camino Real Burlingame, CA 94010",https://www.apartments.com/1213-el-camino-real-burlingame-ca/49xgwwk/,1 bath,800 sq ft,800,,,2500.0,,
,Burlingame,Condos,CA,94010,"1219 El Camino Real Burlingame, CA 94010",https://www.apartments.com/1219-el-camino-real-burlingame-ca/dyfelrh/,1 bath,800 sq ft,800,,,2500.0,,
,Northridge,Condos,CA,91325,"8800 Etiwanda Ave Northridge, CA 91325",https://www.apartments.com/8800-etiwanda-ave-northridge-ca/9bdpe35/,3 baths,"1,470 sq ft","1,470",2950.0,,,,
2595.0,Huntington Beach,Condos,CA,92648,"19172 Shoreline Ln Huntington Beach, CA 92648",https://www.apartments.com/19172-shoreline-ln-huntington-beach-ca-unit-8/6c2vs8v/,1.5 baths,"1,246 sq ft","1,246",,,,,
,Oakland,Condos,CA,94605,"7866 Bancroft Ave Oakland, CA 94605",https://www.apartments.com/7866-bancroft-ave-oakland-ca/dr6swmk/,2.5 baths,"1,750 sq ft","1,750",2850.0,,,,
,San Mateo,Condos,CA,94401,"419 Turner Ter San Mateo, CA 94401",https://www.apartments.com/419-turner-ter-san-mateo-ca/y3f8sgs/,1 bath,800 sq ft,800,,,2300.0,,
4000.0,Irvine,Condos,CA,92612,"9 Madrona Irvine, CA 92612",https://www.apartments.com/9-madrona-irvine-ca-unit-35/1tmfkk5/,2 baths,"1,507 sq ft","1,507",,,,,
,Oceanside,Condos,CA,92054,"560 Greenbrier Dr Oceanside, CA 92054",https://www.apartments.com/560-greenbrier-dr-oceanside-ca/byy49w8/,1.5 baths,"1,840 sq ft","1,840",,,,,4200.0
2200.0,Los Angeles,Condos,CA,90044,"1343 W 97th St Los Angeles, CA 90044",https://www.apartments.com/1343-w-97th-st-los-angeles-ca/yjzdrzt/,1 bath,950 sq ft,950,,,,,
,Redwood City,Condos,CA,94062,"539 Harrison Ave Redwood City, CA 94062",https://www.apartments.com/539-harrison-ave-redwood-city-ca/4skzj3k/,1 bath,500 sq ft,500,,,,1925.0,
,Long Beach,Condos,CA,90813,"800 Pacific Ave Long Beach, CA 90813",https://www.apartments.com/800-pacific-ave-long-beach-ca-unit-411/1ym6124/,1 bath,663 sq ft,663,,,,1545.0,
3975.0,Playa del Rey,Condos,CA,90293,"8701 Delgany Ave Playa del Rey, CA 90293",https://www.apartments.com/8701-delgany-ave-playa-del-rey-ca-unit-308/88qlmf3/,2 baths,"1,325 sq ft","1,325",,,,,
3190.0,San Jose,Condos,CA,95112,"396 S 11th St San Jose, CA 95112",https://www.apartments.com/396-s-11th-st-san-jose-ca-unit-396/dl2cfqk/,2.5 baths,"1,050 sq ft","1,050",,,,,
2200.0,Los Angeles,Condos,CA,90044,"1343 W 97th St Los Angeles, CA 90044",https://www.apartments.com/1343-w-97th-st-los-angeles-ca/yjzdrzt/,1 bath,950 sq ft,950,,,,,
,Redwood City,Condos,CA,94062,"539 Harrison Ave Redwood City, CA 94062",https://www.apartments.com/539-harrison-ave-redwood-city-ca/4skzj3k/,1 bath,500 sq ft,500,,,,1925.0,
,Long Beach,Condos,CA,90813,"800 Pacific Ave Long Beach, CA 90813",https://www.apartments.com/800-pacific-ave-long-beach-ca-unit-411/1ym6124/,1 bath,663 sq ft,663,,,,1545.0,
3975.0,Playa del Rey,Condos,CA,90293,"8701 Delgany Ave Playa del Rey, CA 90293",https://www.apartments.com/8701-delgany-ave-playa-del-rey-ca-unit-308/88qlmf3/,2 baths,"1,325 sq ft","1,325",,,,,
3190.0,San Jose,Condos,CA,95112,"396 S 11th St San Jose, CA 95112",https://www.apartments.com/396-s-11th-st-san-jose-ca-unit-396/dl2cfqk/,2.5 baths,"1,050 sq ft","1,050",,,,,
,Los Angeles,Condos,CA,90026,"1710 Miramar St Los Angeles, CA 90026",https://www.apartments.com/1710-miramar-st-los-angeles-ca/1hlkhd7/,1 bath,"2,100 sq ft","2,100",3650.0,,,,
,San Jose,Condos,CA,95126,"1066 Sherwood Ave San Jose, CA 95126",https://www.apartments.com/1066-sherwood-ave-san-jose-ca/0lq6tw3/,1 bath,660 sq ft,660,,,1700.0,,
,Long Beach,Condos,CA,90805,"320 E South St Long Beach, CA 90805",https://www.apartments.com/320-e-south-st-long-beach-ca/81txh30/,1 bath,340 sq ft,340,,,1450.0,,
,San Jose,Condos,CA,95125,"2488 Almaden Rd San Jose, CA 95125",https://www.apartments.com/2488-almaden-rd-san-jose-ca/169dsp6/,1 bath,500 sq ft,500,,,1700.0,,
,Oakland,Condos,CA,94606,"425 E 11th St Oakland, CA 94606",https://www.apartments.com/425-e-11th-st-oakland-ca-unit-23/d8twntk/,1 bath,850 sq ft,850,,,3750.0,,
,Long Beach,Condos,CA,90806,"3179 Maine Ave Long Beach, CA 90806",https://www.apartments.com/3179-maine-ave-long-beach-ca/blwepqc/,1 bath,400 sq ft,400,,,,1400.0,
,Belmont,Condos,CA,94002,"665 Middle Rd Belmont, CA 94002",https://www.apartments.com/665-middle-rd-belmont-ca/q6k2dfx/,1 bath,700 sq ft,700,,,2075.0,,
3050.0,Los Angeles,Condos,CA,90065,"476 Crane Blvd Los Angeles, CA 90065",https://www.apartments.com/476-crane-blvd-los-angeles-ca/1ptdzz6/,1 bath,650 sq ft,650,,,,,
2900.0,Oakland,Condos,CA,94610,"864 Vermont St Oakland, CA 94610",https://www.apartments.com/864-vermont-st-oakland-ca/7crxwfz/,1 bath,"1,100 sq ft","1,100",,,,,
1895.0,Gardena,Condos,CA,90247,"1642 W 146th St Gardena, CA 90247",https://www.apartments.com/1642-w-146th-st-gardena-ca/np2f2cn/,2 baths,821 sq ft,821,,,,,
,Pacifica,Condos,CA,94044,"1830 Palmetto Ave Pacifica, CA 94044",https://www.apartments.com/1830-palmetto-ave-pacifica-ca/s8rll76/,1 bath,700 sq ft,700,,,1995.0,,
2575.0,Santa Clara,Condos,CA,95050,"2144 Royal Dr Santa Clara, CA 95050",https://www.apartments.com/2144-royal-dr-santa-clara-ca/t9m0rc8/,1 bath,850 sq ft,850,,,2275.0,,
2450.0,Los Angeles,Condos,CA,91604,"10949 Fruitland Dr Los Angeles, CA 91604",https://www.apartments.com/10949-fruitland-dr-los-angeles-ca/z6qd75x/,2.5 baths,"1,325 sq ft","1,325",3605.0,,2000.0,,
3500.0,Goleta,Condos,CA,93117,"408 Ellwood Beach Dr Goleta, CA 93117",https://www.apartments.com/408-ellwood-beach-dr-goleta-ca/6l12dgs/,1 bath,"1,000 sq ft","1,000",,,,,
,Walnut Creek,Condos,CA,94596,"1730 Lacassie Ave Walnut Creek, CA 94596",https://www.apartments.com/1730-lacassie-ave-walnut-creek-ca/k5qz8bb/,1 bath,641 sq ft,641,,,1750.0,,
,Hawthorne,Condos,CA,90250,"4381 W 136th St Hawthorne, CA 90250",https://www.apartments.com/4381-w-136th-st-hawthorne-ca/b95scp9/,1 bath,800 sq ft,800,,,1350.0,,
2900.0,Dublin,Condos,CA,94568,"5501 De Marcus Blvd Dublin, CA 94568",https://www.apartments.com/5501-de-marcus-blvd-dublin-ca-unit-418/523ej0q/,2 baths,"1,088 sq ft","1,088",,,,,
1950.0,West Sacramento,Condos,CA,95605,"328 3rd St West Sacramento, CA 95605",https://www.apartments.com/328-3rd-st-west-sacramento-ca/8hn4wv2/,1 bath,950 sq ft,950,,,,,
,San Francisco,Condos,CA,94131,"69 Whitney Street San Francisco, CA 94131",https://www.apartments.com/69-whitney-street-san-francisco-ca/gecr6dx/,1 bath,630 sq ft,630,,,2580.0,,
,Palm Desert,Condos,CA,92260,"120 Presidio Pl Palm Desert, CA 92260",https://www.apartments.com/120-presidio-pl-palm-desert-ca-unit-na/g2ncr9z/,3 baths,"2,051 sq ft","2,051",3300.0,,,,
8000.0,Calabasas,Condos,CA,91302,"23500 Park Sorrento Calabasas, CA 91302",https://www.apartments.com/23500-park-sorrento-calabasas-ca-unit-d32/9k7w577/,2.5 baths,"2,120 sq ft","2,120",,,,,
,Pacifica,Condos,CA,94044,"508 Monterey Rd Pacifica, CA 94044",https://www.apartments.com/508-monterey-rd-pacifica-ca-unit-e/w1yx7xl/,2 baths,"1,250 sq ft","1,250",4000.0,,,,
,Santa Ana,Condos,CA,92707,"1000 W MacArthur Blvd Santa Ana, CA 92707",https://www.apartments.com/1000-w-macarthur-blvd-santa-ana-ca-unit-8/rskxkb2/,1 bath,700 sq ft,700,,,1850.0,,
,Monterey,Condos,CA,93940,"803 Hawthorne St Monterey, CA 93940",https://www.apartments.com/803-hawthorne-st-monterey-ca/mgbmhpl/,1 bath,800 sq ft,800,,,2075.0,,
,Los Angeles,Condos,CA,90017,"630 W 6th St Los Angeles, CA 90017",https://www.apartments.com/630-w-6th-st-los-angeles-ca-unit-613/c3gg5tg/,1 bath,530 sq ft,530,,,2000.0,,
3400.0,San Diego,Condos,CA,92127,"16912 Laurel Hill Ln San Diego, CA 92127",https://www.apartments.com/16912-laurel-hill-ln-san-diego-ca-unit-114/h8ndt33/,2.5 baths,"1,445 sq ft","1,445",,,,,
2300.0,Moraga,Condos,CA,94556,"640 Moraga Rd Moraga, CA 94556",https://www.apartments.com/640-moraga-rd-moraga-ca/8bn7js2/,1 bath,"1,000 sq ft","1,000",,,,,
,Los Angeles,Condos,CA,90061,"208 W 110th St Los Angeles, CA 90061",https://www.apartments.com/208-w-110th-st-los-angeles-ca/bvr0hv8/,1 bath,"1,294 sq ft","1,294",,,1600.0,,
1925.0,Grover Beach,Condos,CA,93433,"245 N Oak Park Blvd Grover Beach, CA 93433",https://www.apartments.com/245-n-oak-park-blvd-grover-beach-ca/zz1fnfz/,1 bath,900 sq ft,900,,,,,
,San Diego,Condos,CA,92037,"7411 Herschel Ave San Diego, CA 92037",https://www.apartments.com/7411-herschel-ave-san-diego-ca-unit-1c/w1mv7yh/,1 bath,728 sq ft,728,,,2900.0,,
,Los Angeles,Condos,CA,91307,"22536 Cantlay St Los Angeles, CA 91307",https://www.apartments.com/22536-cantlay-st-los-angeles-ca/cf9l1ye/,1 bath,750 sq ft,750,,,2200.0,,
2400.0,Mission Viejo,Condos,CA,92692,"25789 Marguerite Pkwy Mission Viejo, CA 92692",https://www.apartments.com/25789-marguerite-pkwy-mission-viejo-ca/c9c81yd/,2 baths,"1,040 sq ft","1,040",,,,,
,Los Angeles,Condos,CA,90048,"6151 Orange St Los Angeles, CA 90048",https://www.apartments.com/6151-orange-st-los-angeles-ca-unit-113/pmnqvwv/,1 bath,780 sq ft,780,,,2065.0,,
2675.0,Costa Mesa,Condos,CA,92626,"1255 Baker St Costa Mesa, CA 92626",https://www.apartments.com/1255-baker-st-costa-mesa-ca/7v5d1xx/,2 baths,"1,100 sq ft","1,100",,,,,
3798.0,Oakland,Condos,CA,94618,"200 Caldecott Ln Oakland, CA 94618",https://www.apartments.com/200-caldecott-ln-oakland-ca-unit-219/6j06mjv/,2 baths,"1,058 sq ft","1,058",,,,,
3200.0,San Jose,Condos,CA,95134,"760 Overture Ct San Jose, CA 95134",https://www.apartments.com/760-overture-ct-san-jose-ca-unit-0/wgcvz1k/,2 baths,925 sq ft,925,,,,,
2690.0,San Jose,Condos,CA,95129,"7100 Rainbow Dr San Jose, CA 95129",https://www.apartments.com/7100-rainbow-dr-san-jose-ca/15fxnh4/,1 bath,968 sq ft,968,,,,,
,Los Angeles,Condos,CA,90024,"10982 Roebling Ave Los Angeles, CA 90024",https://www.apartments.com/10982-roebling-ave-los-angeles-ca-unit-318/erxj1wm/,1 bath,663 sq ft,663,,,2399.0,,
,Los Angeles,Condos,CA,90020,"501 S Oxford Ave Los Angeles, CA 90020",https://www.apartments.com/501-s-oxford-ave-los-angeles-ca/7f7swnx/,1 bath,650 sq ft,650,,,1600.0,,
,Granada Hills,Condos,CA,91344,"12362 Jolette Ave Granada Hills, CA 91344",https://www.apartments.com/12362-jolette-ave-granada-hills-ca/95fgsz5/,1 bath,425 sq ft,425,,,1450.0,,
3500.0,Newport Beach,Condos,CA,92663,"206 30th St Newport Beach, CA 92663",https://www.apartments.com/206-30th-st-newport-beach-ca-unit-206/ssbqwl5/,2 baths,900 sq ft,900,,,,,
,San Francisco,Condos,CA,94114,"157 Crown Ter San Francisco, CA 94114",https://www.apartments.com/157-crown-ter-san-francisco-ca/360sm5e/,1 bath,"1,250 sq ft","1,250",,,2995.0,,
,Glendale,Condos,CA,91202,"824 W Glenoaks Blvd Glendale, CA 91202",https://www.apartments.com/824-w-glenoaks-blvd-glendale-ca/rmh6792/,1 bath,750 sq ft,750,,,2425.0,,
2300.0,San Jose,Condos,CA,95118,"5664 Hoffman Ct San Jose, CA 95118",https://www.apartments.com/5664-hoffman-ct-san-jose-ca/196wek6/,1 bath,800 sq ft,800,,,,,
,Hesperia,Condos,CA,92345,"11938 1st Ave Hesperia, CA 92345",https://www.apartments.com/11938-1st-ave-hesperia-ca/hvdpzp1/,1 bath,575 sq ft,575,,,1199.0,,
,Livermore,Condos,CA,94550,"3882 Yale Way Livermore, CA 94550",https://www.apartments.com/3882-yale-way-livermore-ca/4bqbn8h/,2 baths,"1,800 sq ft","1,800",3500.0,,,,
2500.0,Los Angeles,Condos,CA,90047,"6906 S Van Ness Ave Los Angeles, CA 90047",https://www.apartments.com/6906-s-van-ness-ave-los-angeles-ca/2rzbdl8/,1 bath,800 sq ft,800,,,,,
,San Mateo,Condos,CA,94401,"1501 E 3rd Ave San Mateo, CA 94401",https://www.apartments.com/1501-e-3rd-ave-san-mateo-ca/05624g3/,1 bath,750 sq ft,750,,,2100.0,,
2299.0,Santa Ana,Condos,CA,92703,"3530 W 11th St Santa Ana, CA 92703",https://www.apartments.com/3530-w-11th-st-santa-ana-ca/ql1sz7z/,1 bath,724 sq ft,724,,,,,
,Alhambra,Condos,CA,91801,"22 N El Molino St Alhambra, CA 91801",https://www.apartments.com/22-n-el-molino-st-alhambra-ca/pe4cydr/,2.5 baths,"1,500 sq ft","1,500",2460.0,,,,
,Fontana,Condos,CA,92336,"6029 Lily Rock Dr Fontana, CA 92336",https://www.apartments.com/6029-lily-rock-dr-fontana-ca/z2trj4w/,1 bath,600 sq ft,600,,,2200.0,,
3100.0,San Diego,Condos,CA,92103,"3939 Eagle St San Diego, CA 92103",https://www.apartments.com/3939-eagle-st-san-diego-ca-unit-206/2qt8fvb/,2.5 baths,"1,265 sq ft","1,265",,,,,
3000.0,San Diego,Condos,CA,92101,"1150 J St San Diego, CA 92101",https://www.apartments.com/1150-j-st-san-diego-ca/9jpw9n6/,2 baths,"1,118 sq ft","1,118",,,,,
,Agua Dulce,Condos,CA,91390,"33233 Canyon Quail Trl Agua Dulce, CA 91390",https://www.apartments.com/33233-canyon-quail-trl-agua-dulce-ca/dtl0bel/,1 bath,400 sq ft,400,,,,1295.0,
,San Francisco,Condos,CA,94115,"327 Presidio Ave San Francisco, CA 94115",https://www.apartments.com/327-presidio-ave-san-francisco-ca/hk11881/,1 bath,750 sq ft,750,,,2900.0,,
,Los Angeles,Condos,CA,90047,"6234 S Van Ness Ave Los Angeles, CA 90047",https://www.apartments.com/6234-s-van-ness-ave-los-angeles-ca/e8gnvyq/,1 bath,900 sq ft,900,,,1500.0,,
,San Ramon,Condos,CA,94583,"210 Reflections Dr San Ramon, CA 94583",https://www.apartments.com/210-reflections-dr-san-ramon-ca-unit-26/7wxt6bw/,1 bath,624 sq ft,624,,,2100.0,,
2150.0,Glendale,Condos,CA,91206,"539 N Louise St Glendale, CA 91206",https://www.apartments.com/539-n-louise-st-glendale-ca/npn6zyp/,2 baths,"1,050 sq ft","1,050",,,,,
2300.0,Pasadena,Condos,CA,91104,"1315 N Mar Vista Ave Pasadena, CA 91104",https://www.apartments.com/1315-n-mar-vista-ave-pasadena-ca/ddzdv7l/,1.5 baths,"1,000 sq ft","1,000",,,,,
2750.0,Los Angeles,Condos,CA,90066,"12735 Venice Blvd Los Angeles, CA 90066",https://www.apartments.com/12735-venice-blvd-los-angeles-ca/9yf7hh6/,2 baths,650 sq ft,650,,,,,
,San Francisco,Condos,CA,94116,"2409 17th Ave San Francisco, CA 94116",https://www.apartments.com/2409-17th-ave-san-francisco-ca-unit-2409/jtmqn25/,4 baths,"2,000 sq ft","2,000",,,,,6000.0
,Santa Monica,Condos,CA,90403,"521 Montana Ave Santa Monica, CA 90403",https://www.apartments.com/521-montana-ave-santa-monica-ca-unit-205/v857bge/,1 bath,930 sq ft,930,,,3500.0,,
2500.0,San Jose,Condos,CA,95130,"4162 Hamilton Ave San Jose, CA 95130",https://www.apartments.com/4162-hamilton-ave-san-jose-ca/z4jhsvy/,1 bath,"1,100 sq ft","1,100",,,,,
1900.0,Pasadena,Condos,CA,91107,"1015 N Michillinda Ave Pasadena, CA 91107",https://www.apartments.com/1015-n-michillinda-ave-pasadena-ca-unit-210/18d6g74/,1 bath,850 sq ft,850,,,,,
,Los Angeles,Condos,CA,90006,"2715 San Marino St Los Angeles, CA 90006",https://www.apartments.com/2715-san-marino-st-los-angeles-ca/mxvzwwl/,1 bath,450 sq ft,450,,,1395.0,,
,Los Angeles,Condos,CA,90019,"1437 Dunsmuir S Ave Los Angeles, CA 90019",https://www.apartments.com/1437-dunsmuir-s-ave-los-angeles-ca/l0bfg7e/,1 bath,840 sq ft,840,,,2100.0,,
,Encinitas,Condos,CA,92024,"305 Harrisburg Dr Encinitas, CA 92024",https://www.apartments.com/305-harrisburg-dr-encinitas-ca-unit-305/0x1qld0/,2 baths,"1,056 sq ft","1,056",3000.0,,,,
,Venice,Condos,CA,90291,"20 29th Ave Venice, CA 90291",https://www.apartments.com/20-29th-ave-venice-ca/hcrykn0/,1 bath,800 sq ft,800,,,2795.0,,
,Los Angeles,Condos,CA,91335,"19350 Sherman Way Los Angeles, CA 91335",https://www.apartments.com/19350-sherman-way-los-angeles-ca-unit-315/bdgyjk8/,1 bath,619 sq ft,619,,,1675.0,,
,Carlsbad,Condos,CA,92009,"7497 Paseo Cristal Carlsbad, CA 92009",https://www.apartments.com/7497-paseo-cristal-carlsbad-ca/prcfs3r/,1 bath,700 sq ft,700,,,2500.0,,
2695.0,Sunnyvale,Condos,CA,94087,"1741 Noranda Drive Sunnyvale, CA 94087",https://www.apartments.com/1741-noranda-drive-sunnyvale-ca/6fh9jcv/,1.5 baths,980 sq ft,980,,,,,
,Lemon Grove,Condos,CA,91945,"7309 Central Ave Lemon Grove, CA 91945",https://www.apartments.com/7309-central-ave-lemon-grove-ca-unit-e/9l8skt7/,2 baths,"1,200 sq ft","1,200",2600.0,,,,
2195.0,San Diego,Condos,CA,92120,"6811 Alvarado Rd San Diego, CA 92120",https://www.apartments.com/6811-alvarado-rd-san-diego-ca-unit-19/w2bgyqj/,2 baths,"1,100 sq ft","1,100",,,,,
2550.0,San Marcos,Condos,CA,92078,"1138 Elfin Forest Rd W San Marcos, CA 92078",https://www.apartments.com/1138-elfin-forest-rd-w-san-marcos-ca-unit-na/k1xq5p8/,2.5 baths,"1,258 sq ft","1,258",,,,,
2600.0,Santa Clarita,Condos,CA,91355,"23621 Del Monte Dr Santa Clarita, CA 91355",https://www.apartments.com/23621-del-monte-dr-santa-clarita-ca-unit-327/n0n0lfm/,2 baths,910 sq ft,910,,,,,
,Garden Grove,Condos,CA,92840,"12848 Palm St Garden Grove, CA 92840",https://www.apartments.com/12848-palm-st-garden-grove-ca-unit-4/3mtzbsd/,3 baths,"1,498 sq ft","1,498",5900.0,,,,
2100.0,Glendale,Condos,CA,91205,"1012 S Adams St Glendale, CA 91205",https://www.apartments.com/1012-s-adams-st-glendale-ca/h85w0b3/,2 baths,"1,000 sq ft","1,000",,,,,
1635.0,Modesto,Condos,CA,95356,"2205 Piedmont Dr Modesto, CA 95356",https://www.apartments.com/2205-piedmont-dr-modesto-ca/pcjel6t/,2 baths,"1,000 sq ft","1,000",,,,,
4125.0,San Francisco,Condos,CA,94110,"844 Dolores St San Francisco, CA 94110",https://www.apartments.com/844-dolores-st-san-francisco-ca/pc0mj4s/,1 bath,"1,200 sq ft","1,200",,,,,
2000.0,Los Alamitos,Condos,CA,90720,"4001 Green Ave Los Alamitos, CA 90720",https://www.apartments.com/4001-green-ave-los-alamitos-ca/8brz552/,2 baths,900 sq ft,900,,,,,
2600.0,Oakland,Condos,CA,94610,"430 Merritt Ave Oakland, CA 94610",https://www.apartments.com/430-merritt-ave-oakland-ca/3edqygg/,2 baths,"1,000 sq ft","1,000",,,,,
,Hayward,Condos,CA,94544,"29630 Mountain Oak Ct Hayward, CA 94544",https://www.apartments.com/29630-mountain-oak-ct-hayward-ca-unit-58/yhjd5ls/,1 bath,540 sq ft,540,,,2100.0,,
2600.0,Canoga Park,Condos,CA,91303,"7310 Eton Ave Canoga Park, CA 91303",https://www.apartments.com/7310-eton-ave-canoga-park-ca/yn5d0ct/,2 baths,"1,112 sq ft","1,112",3100.0,,,,
2330.0,Oakland,Condos,CA,94621,"5804 E 16th St Oakland, CA 94621",https://www.apartments.com/5804-e-16th-st-oakland-ca/0wz7pj3/,1 bath,814 sq ft,814,,,,,
2078.0,Mission Hills,Condos,CA,91345,"10023 Sepulveda Blvd Mission Hills, CA 91345",https://www.apartments.com/10023-sepulveda-blvd-mission-hills-ca/rxpkyn3/,1.5 baths,800 sq ft,800,,,,,
1800.0,North Hollywood,Condos,CA,91606,"6314 Vineland Ave North Hollywood, CA 91606",https://www.apartments.com/6314-vineland-ave-north-hollywood-ca/bxs4r2c/,1 bath,"1,000 sq ft","1,000",,,,,
