1 bed,2 beds,3 beds,Property_Name_Rent,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Studio,4 beds
3195.0,4195.0,,Arioso Apartments,Cupertino,Apartment,CA,95014,"19608 Pruneridge Ave, Cupertino, CA 95014",https://www.apartments.com/arioso-apartments-cupertino-ca/gzeb2cw/,,
2283.0,,,Soma Residences,San Francisco,Apartment,CA,94103,"1045 Mission St, San Francisco, CA 94103",https://www.apartments.com/soma-residences-san-francisco-ca/f96bywv/,1840.0,
,,,WILCO,Los Angeles,Apartment,CA,90057,"2525 Wilshire Blvd, Los Angeles, CA 90057",https://www.apartments.com/wilco-los-angeles-ca/07c3d12/,,
2243.0,2702.0,,The Chadwick,Los Angeles,Apartment,CA,90004,"209 S Westmoreland Ave, Los Angeles, CA 90004",https://www.apartments.com/the-chadwick-los-angeles-ca/jzr53m6/,1597.0,
1950.0,2546.0,,Parkview Terrace,Redlands,Apartment,CA,92373,"1601 Barton Rd, Redlands, CA 92373",https://www.apartments.com/parkview-terrace-redlands-ca/3fdq54g/,,
2269.0,2964.0,,Jefferson Rise at Platinum Park,Anaheim,Apartment,CA,92805,"1910 S Union St, Anaheim, CA 92805",https://www.apartments.com/jefferson-rise-at-platinum-park-anaheim-ca/tzkyx58/,,
,,,Pinecrest Apartments,Davis,Apartment,CA,95616,"920 Cranbrook Ct, Davis, CA 95616",https://www.apartments.com/pinecrest-apartments-davis-ca/mhnr6wl/,,
3985.0,6315.0,5550.0,Catherine,Santa Monica,Apartment,CA,90404,"1601 Lincoln Blvd, Santa Monica, CA 90404",https://www.apartments.com/catherine-santa-monica-ca/vsrydjg/,3149.0,
2288.0,3123.0,,Addison Ranch Apartments,Petaluma,Apartment,CA,94954,"200 Greenbriar Cir, Petaluma, CA 94954",https://www.apartments.com/addison-ranch-apartments-petaluma-ca/2mnf5q9/,,
2770.0,3625.0,,Domicilio,Santa Clara,Apartment,CA,95050,"431 El Camino Real, Santa Clara, CA 95050",https://www.apartments.com/domicilio-santa-clara-ca/6x81pwt/,,
2895.0,3795.0,,Marina Harbor,Marina Del Rey,Apartment,CA,90292,"4500 Via Marina, Marina Del Rey, CA 90292",https://www.apartments.com/marina-harbor-marina-del-rey-ca/xmkspnq/,2895.0,
1845.0,2220.0,3180.0,Capitol Towers,Sacramento,Apartment,CA,95814,"1500 7th St, Sacramento, CA 95814",https://www.apartments.com/capitol-towers-sacramento-ca/mqfe28k/,1685.0,
,4400.0,5700.0,Varsity Berkeley,Berkeley,Apartment,CA,94704,"2024 Durant Ave, Berkeley, CA 94704",https://www.apartments.com/varsity-berkeley-berkeley-ca/nhlhx2p/,2800.0,
2250.0,,,Emerald Park,Dublin,Apartment,CA,94568,"5050 Hacienda Dr, Dublin, CA 94568",https://www.apartments.com/emerald-park-dublin-ca/7fv01tx/,,
2035.0,2154.0,,The Enclave Apartments,Paramount,Apartment,CA,90723,"13801 Paramount Blvd, Paramount, CA 90723",https://www.apartments.com/the-enclave-apartments-paramount-ca/z7n3bwz/,,
2080.0,2670.0,4070.0,Pinnacle on The Park,San Diego,Apartment,CA,92101,"424 15th St, San Diego, CA 92101",https://www.apartments.com/pinnacle-on-the-park-san-diego-ca/9r6e3y6/,,
3432.0,4940.0,,Anson,Burlingame,Apartment,CA,94010,"1008 Carolan Ave, Burlingame, CA 94010",https://www.apartments.com/anson-burlingame-ca/pb9pfct/,,
2828.0,3469.0,,Morgan Ranch Apartments,Morgan Hill,Apartment,CA,95037,"1100 Vintage Lane Rd, Morgan Hill, CA 95037",https://www.apartments.com/morgan-ranch-apartments-morgan-hill-ca/s1tm3c4/,,
3285.0,3984.0,,Cadence,South San Francisco,Apartment,CA,94080,"398-405 Cypress Ave, South San Francisco, CA 94080",https://www.apartments.com/cadence-south-san-francisco-ca/9pskr57/,,
2595.0,3760.0,,El Centro Apartments and Bungalows,Los Angeles,Apartment,CA,90028,"6200 Hollywood Blvd, Los Angeles, CA 90028",https://www.apartments.com/el-centro-apartments-and-bungalows-los-angeles-ca/m5m52rl/,2685.0,
,,,Horizon,Santa Ana,Apartment,CA,92705,"2414 N Tustin Ave, Santa Ana, CA 92705",https://www.apartments.com/horizon-santa-ana-ca/9432hh5/,,
3099.0,4430.0,,Harborside Marina Bay Apartments,Marina Del Rey,Apartment,CA,90292,"14015 W Tahiti Way, Marina Del Rey, CA 90292",https://www.apartments.com/harborside-marina-bay-apartments-marina-del-rey-ca/245z91b/,,
5500.0,5500.0,,2030 Vallejo Street Apartments,San Francisco,Apartment,CA,94123,"2030 Vallejo St, San Francisco, CA 94123",https://www.apartments.com/2030-vallejo-street-apartments-san-francisco-ca/khfjby8/,,
2685.0,3595.0,,AMLI Park Broadway,Long Beach,Apartment,CA,90802,"245 W Broadway, Long Beach, CA 90802",https://www.apartments.com/amli-park-broadway-long-beach-ca/qdvqpvx/,2341.0,
,2800.0,,Seacrest Homes Apartments,Torrance,Apartment,CA,90501,"1311 W Sepulveda Blvd, Torrance, CA 90501",https://www.apartments.com/seacrest-homes-apartments-torrance-ca/l5ebktg/,,
1765.0,,,Garden Village,Berkeley,Apartment,CA,94704,"2201 Dwight Way, Berkeley, CA 94704",https://www.apartments.com/garden-village-berkeley-ca/33t7e5d/,,
,1625.0,,Heritage Landing Apartments,Chico,Apartment,CA,95973,"4200 Nord Hwy, Chico, CA 95973",https://www.apartments.com/heritage-landing-apartments-chico-ca/wb9ryel/,,
2095.0,,,Twin Pines Manor Apartments,Sunnyvale,Apartment,CA,94087,"1066 Sunnyvale Saratoga Rd, Sunnyvale, CA 94087",https://www.apartments.com/twin-pines-manor-apartments-sunnyvale-ca/t99kpe8/,,
2836.0,3655.0,5680.0,Palazzo East Apartments,Los Angeles,Apartment,CA,90036,"348 S Hauser Blvd, Los Angeles, CA 90036",https://www.apartments.com/palazzo-east-apartments-los-angeles-ca/32ghtcd/,,
3040.0,3867.0,6390.0,Indigo Apartments,Redwood City,Apartment,CA,94063,"675 Bradford St, Redwood City, CA 94063",https://www.apartments.com/indigo-apartments-redwood-city-ca/wbn2ybk/,2760.0,
2200.0,3000.0,,Laurel Crossing Apartment Homes,San Mateo,Apartment,CA,94403,"203 Laurie Meadows Dr, San Mateo, CA 94403",https://www.apartments.com/laurel-crossing-apartment-homes-san-mateo-ca/25m07y8/,2105.0,
3485.0,4596.0,,707 Leahy,Redwood City,Apartment,CA,94061,"707 Leahy St, Redwood City, CA 94061",https://www.apartments.com/707-leahy-redwood-city-ca/r0x45w3/,3116.0,
3225.0,,,&Pico,Los Angeles,Apartment,CA,90064,"11916 W Pico Blvd, Los Angeles, CA 90064",https://www.apartments.com/pico-los-angeles-ca/p2ed18v/,,
2051.0,2485.0,,Sundale,Fremont,Apartment,CA,94538,"39900 Blacow Rd, Fremont, CA 94538",https://www.apartments.com/sundale-fremont-ca/r5wtmn2/,,
,8250.0,,Chelsea Santa Monica,Santa Monica,Apartment,CA,90401,"1318 2nd St, Santa Monica, CA 90401",https://www.apartments.com/chelsea-santa-monica-santa-monica-ca/0hwpxz1/,2761.0,
2797.0,,,4801 Shattuck,Oakland,Apartment,CA,94609,"4801 Shattuck Ave, Oakland, CA 94609",https://www.apartments.com/4801-shattuck-oakland-ca/sjwet24/,,
3186.0,4465.0,15176.0,Linea,Los Angeles,Apartment,CA,90064,"2431 S Sepulveda Blvd, Los Angeles, CA 90064",https://www.apartments.com/linea-los-angeles-ca/7mg62ty/,2536.0,
2650.0,3600.0,,THE PARC AT PRUNEYARD,Campbell,Apartment,CA,95008,"225 Union Ave, Campbell, CA 95008",https://www.apartments.com/the-parc-at-pruneyard-campbell-ca/h07w213/,,
2495.0,2895.0,,Del Oro on Broadway,Chula Vista,Apartment,CA,91911,"986 Broadway, Chula Vista, CA 91911",https://www.apartments.com/del-oro-on-broadway-chula-vista-ca/p7qc1lr/,,
,,,750 Harrison St,San Francisco,Apartment,CA,94107,"750 Harrison St, San Francisco, CA 94107",https://www.apartments.com/750-harrison-st-san-francisco-ca/qvbn6ew/,1830.0,
2450.0,3350.0,,Fayette Arms,Mountain View,Apartment,CA,94040,"2680 Fayette Dr, Mountain View, CA 94040",https://www.apartments.com/fayette-arms-mountain-view-ca/y6e1y4r/,,
,,,Colby at Ohio,Los Angeles,Apartment,CA,90025,"1515 Colby Ave, Los Angeles, CA 90025",https://www.apartments.com/colby-at-ohio-los-angeles-ca/13pvg74/,,1158.0
,2695.0,,Loft2015,San Diego,Apartment,CA,92110,"2015 Hancock St, San Diego, CA 92110",https://www.apartments.com/loft2015-san-diego-ca/z5thh3w/,,
3400.0,,,Hana Apartments,Los Angeles,Apartment,CA,90005,"801 S Berendo St, Los Angeles, CA 90005",https://www.apartments.com/hana-apartments-los-angeles-ca/ys0xc2v/,,
2600.0,3080.0,,Audrey,Los Angeles,Apartment,CA,90005,"700 S Manhattan Pl, Los Angeles, CA 90005",https://www.apartments.com/audrey-los-angeles-ca/jrdk2b7/,,
2300.0,3170.0,,Archer Hollywood,Los Angeles,Apartment,CA,90028,"1718 N Las Palmas Ave, Los Angeles, CA 90028",https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1810.0,
,2410.0,3060.0,Tanglewood @ Davis,Davis,Apartment,CA,95618,"1880 Cowell Blvd, Davis, CA 95618",https://www.apartments.com/tanglewood-davis-davis-ca/xt2gz7p/,,
2970.0,3950.0,,Vespaio,San Jose,Apartment,CA,95126,"130 Stockton Ave, San Jose, CA 95126",https://www.apartments.com/vespaio-san-jose-ca/edr7h7p/,2500.0,
2400.0,2925.0,3500.0,The Courtyards Pacific Village,San Diego,Apartment,CA,92129,"10977 Pacific Point Pl, San Diego, CA 92129",https://www.apartments.com/the-courtyards-pacific-village-san-diego-ca/sj3z796/,,
2086.0,2632.0,,888 on Main,Santa Ana,Apartment,CA,92701,"888 N Main St, Santa Ana, CA 92701",https://www.apartments.com/888-on-main-santa-ana-ca/5hwyyjn/,1736.0,
,2460.0,,Villa Toscana,El Cajon,Apartment,CA,92019,"1451 Brabham St, El Cajon, CA 92019",https://www.apartments.com/villa-toscana-el-cajon-ca/km4lg7c/,,
,4000.0,,The Harper,Los Angeles,Apartment,CA,90005,"800 S Harvard Blvd, Los Angeles, CA 90005",https://www.apartments.com/the-harper-los-angeles-ca/dc8vftk/,,
2340.0,2500.0,3540.0,Amberwood Apartments,San Jose,Apartment,CA,95131,"1543 Ambergrove Dr, San Jose, CA 95131",https://www.apartments.com/amberwood-apartments-san-jose-ca/e2zhz5p/,,
,,,363 Sixth St,San Francisco,Apartment,CA,94103,"363 6th St, San Francisco, CA 94103",https://www.apartments.com/363-sixth-st-san-francisco-ca/2897nbc/,2300.0,
1820.0,2045.0,,Palm Lake Apartments,Concord,Apartment,CA,94518,"780 Oak Grove Rd, Concord, CA 94518",https://www.apartments.com/palm-lake-apartments-concord-ca/vvj2yge/,1700.0,
