Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
C-21 ASTRO,"$858,888","5813-5815 Fidler Ave, Lakewood, CA 90712",5813-5815 Fidler Ave,Lakewood,CA,90712,4,3,"1,700",null,null,MultiFamily,1942,"Driveway, Concrete, Garage, Garage Faces Front, Garage - Two Door, Garage Door Opener",null,null,null,$505,https://www.zillow.com/homedetails/5813-5815-Fidler-Ave-Lakewood-CA-90712/2071546416_zpid/
CENTURY 21 REALTY MASTERS,"$729,000","1647 W 204th St, Torrance, CA 90501",1647 W 204th St,Torrance,CA,90501,--,--,"1,630",null,null,MultiFamily,1944,Garage,null,"$742,290","$2,250/mo",$447,https://www.zillow.com/homedetails/1647-W-204th-St-Torrance-CA-90501/21268429_zpid/
,"$895,000","1232 Southwest Blvd, Rohnert Park, CA 94928",1232 Southwest Blvd,RohnertPark,CA,94928,6,5,"2,785",null,null,MultiFamily,1972,"Carport, Detached",null,"$951,062","$2,600/mo",$321,https://www.zillow.com/homedetails/1232-Southwest-Blvd-Rohnert-Park-CA-94928/15839715_zpid/
RE/MAX TIME REALTY,"$525,000","1081 E Nocta St, Ontario, CA 91764",1081 E Nocta St,Ontario,CA,91764,3,2,"1,114",null,null,MultiFamily,1924,Garage,null,"$531,774","$1,600/mo",$471,https://www.zillow.com/homedetails/1081-E-Nocta-St-Ontario-CA-91764/17578924_zpid/
,"$750,000","1007 Grant St, Vallejo, CA 94590",1007 Grant St,Vallejo,CA,94590,5,5,--,null,null,MultiFamily,1965,See Remarks,null,null,null,null,https://www.zillow.com/homedetails/1007-Grant-St-Vallejo-CA-94590/2071516059_zpid/
,"$399,987","412 E Arcade St, Stockton, CA 95204",412 E Arcade St,Stockton,CA,95204,3,2,909,null,null,MultiFamily,1915,"Garage - Attached, ",null,"$418,069","$1,550/mo",$440,https://www.zillow.com/homedetails/412-E-Arcade-St-Stockton-CA-95204/15321328_zpid/
,"$849,900","2044 Hillridge Dr, Fairfield, CA 94534",2044 Hillridge Dr,Fairfield,CA,94534,5,3,"3,168",null,null,MultiFamily,1997,Other,null,"$869,095","$3,147/mo",$268,https://www.zillow.com/homedetails/2044-Hillridge-Dr-Fairfield-CA-94534/15727385_zpid/
,"$550,000","60951 Bell Springs Rd, Laytonville, CA 95454",60951 Bell Springs Rd,Laytonville,CA,95454,3,1,"1,200",null,null,MultiFamily,0,"No Garage, Uncovered Parking Space, Other, Gravel, Unpaved, Converted Garage",null,"$2,250/mo",null,$458,https://www.zillow.com/homedetails/60951-Bell-Springs-Rd-Laytonville-CA-95454/2086371180_zpid/
EXP REALTY OF CALIFORNIA INC,"$199,000","635 Elm Ave APT 11, Long Beach, CA 90802",635 Elm Ave APT 11,LongBeach,CA,90802,1,1,610,null,null,MultiFamily,1924,No Data,$278 monthly,"$308,229","$1,899/mo",$326,https://www.zillow.com/homedetails/635-Elm-Ave-APT-11-Long-Beach-CA-90802/244499852_zpid/
,"$595,000","3525 Elorduy Ln, Elverta, CA 95626",3525 Elorduy Ln,Elverta,CA,95626,2,2,"2,000",null,null,MultiFamily,1972,", Garage",null,"$595,001","$2,250/mo",$298,https://www.zillow.com/homedetails/3525-Elorduy-Ln-Elverta-CA-95626/16100111_zpid/
,"$998,900","3632 Mackedie Way, South Lake Tahoe, CA 96150",3632 Mackedie Way,SouthLakeTahoe,CA,96150,--,--,"3,056",null,null,MultiFamily,1960,No Data,null,"$998,909","$5,000/mo",$327,https://www.zillow.com/homedetails/3632-Mackedie-Way-South-Lake-Tahoe-CA-96150/83903525_zpid/
COMPASS,"$725,000","9515 High Park Ln, San Diego, CA 92129",9515 High Park Ln,SanDiego,CA,92129,2,2,"1,109",null,null,MultiFamily,1984,"Driveway, Garage",$90 monthly,"$722,178","$2,500/mo",$654,https://www.zillow.com/homedetails/9515-High-Park-Ln-San-Diego-CA-92129/16807570_zpid/
,"$539,900","1931 Gauguin Pl, Davis, CA 95618",1931 Gauguin Pl,Davis,CA,95618,3,2,"1,144",null,null,MultiFamily,1983,"Garage - Attached, ",null,"$539,902","$2,200/mo",$472,https://www.zillow.com/homedetails/1931-Gauguin-Pl-Davis-CA-95618/16519592_zpid/
,"$498,000","2936 Alder Dr, Camino, CA 95709",2936 Alder Dr,Camino,CA,95709,4,4,"1,976",null,null,MultiFamily,1947,"Off-street, ",null,"$498,003","$1,600/mo",$252,https://www.zillow.com/homedetails/2936-Alder-Dr-Camino-CA-95709/195397123_zpid/
,"$339,000","23173 Lone Pine Dr, Auburn, CA 95602",23173 Lone Pine Dr,Auburn,CA,95602,3,2,"1,316",null,null,MultiFamily,1990,"Garage - Attached, ",$251 monthly,"$347,899","$1,995/mo",$258,https://www.zillow.com/homedetails/23173-Lone-Pine-Dr-Auburn-CA-95602/19438902_zpid/
DYNASTY REAL ESTATE,"$180,000","221 E Fredricks St, Barstow, CA 92311",221 E Fredricks St,Barstow,CA,92311,2,2,"1,396",null,null,MultiFamily,1950,No Data,null,"$180,000","$1,400/mo",$129,https://www.zillow.com/homedetails/221-E-Fredricks-St-Barstow-CA-92311/17271635_zpid/
,"$439,000","(undisclosed Address), Modesto, CA 95354",(undisclosed Address),Modesto,CA,95354,2,--,"1,718",null,null,MultiFamily,1937,"Garage - Detached, ",null,"$461,540","$1,150/mo",$256,https://www.zillow.com/homedetails/Modesto-CA-95354/300257602_zpid/
,"$439,000","2728 S Burke St, Visalia, CA 93292",2728 S Burke St,Visalia,CA,93292,7,--,"3,540",null,null,MultiFamily,1978,0 spaces,null,null,null,$124,https://www.zillow.com/homedetails/2728-S-Burke-St-Visalia-CA-93292/2071511092_zpid/
KELLER WILLIAMS ENCINO-SHERMAN OAKS,"$450,000","3100 1/2 Division St, Los Angeles, CA 90065",3100 1/2 Division St,LosAngeles,CA,90065,--,--,"1,008",null,null,MultiFamily,1924,"Driveway, Garage, Garage - Two Door",null,"$473,926","$2,600/mo",$446,https://www.zillow.com/homedetails/3100-1-2-Division-St-Los-Angeles-CA-90065/20757032_zpid/
,"$495,000","6388 Bonham Cir, Citrus Heights, CA 95610",6388 Bonham Cir,CitrusHeights,CA,95610,2,--,"1,100",null,null,MultiFamily,1978,"Garage - Attached, ",null,"$521,399","$1,495/mo",$450,https://www.zillow.com/homedetails/6388-Bonham-Cir-Citrus-Heights-CA-95610/26047838_zpid/
,"$799,000","2319 11th Ave, Oakland, CA 94606",2319 11th Ave,Oakland,CA,94606,6,3,"2,222",null,null,MultiFamily,1964,"Attached, Parking Lot",null,"$1,064,602","$2,600/mo",$360,https://www.zillow.com/homedetails/2319-11th-Ave-Oakland-CA-94606/24761030_zpid/
ARROW REAL ESTATE,"$535,000","408 Ferrara Way, Vista, CA 92083",408 Ferrara Way,Vista,CA,92083,3,3,"1,150",null,null,MultiFamily,1992,Garage - Attached,$250 monthly,"$533,414","$2,500/mo",$465,https://www.zillow.com/homedetails/408-Ferrara-Way-Vista-CA-92083/16610251_zpid/
HARCOURTS PRIME PROPERTIES,"$425,000","254 Avenida Del Gado, Oceanside, CA 92057",254 Avenida Del Gado,Oceanside,CA,92057,2,1,827,null,null,MultiFamily,1975,"Driveway, Garage - Single Door, Garage Door Opener",null,"$435,963","$1,995/mo",$514,https://www.zillow.com/homedetails/254-Avenida-Del-Gado-Oceanside-CA-92057/16593054_zpid/
,"$544,000","519 N B St #A & B, Lompoc, CA 93436",519 N B St #A & B,Lompoc,CA,93436,5,3,"2,200",null,null,MultiFamily,1965,"Cpt #2, Unc #3",null,"$552,219",null,$247,https://www.zillow.com/homedetails/519-N-B-St-A-B-Lompoc-CA-93436/2073107309_zpid/
EXCELLENCE RE/THEVEGATEAM,"$299,900","66450 4th St, Desert Hot Springs, CA 92240",66450 4th St,DesertHotSprings,CA,92240,--,--,"1,464",null,null,MultiFamily,1986,"Driveway, Asphalt",null,"$1,795/mo",null,$205,https://www.zillow.com/homedetails/66450-4th-St-Desert-Hot-Springs-CA-92240/2090559689_zpid/
MT. SHASTA REALTY INC.,"$375,000","106 S B St, Mount Shasta, CA 96067",106 S B St,MountShasta,CA,96067,--,--,"2,900",null,null,MultiFamily,1940,"Driveway, Gravel, Driveway Up Slope From Street, Garage, Garage Faces Front, Garage - Single Door, Shared Driveway",null,"$373,544","$2,000/mo",$129,https://www.zillow.com/homedetails/106-S-B-St-Mount-Shasta-CA-96067/15979901_zpid/
,"$949,000","15440 Vaira Ranch Rd, Drytown, CA 95685",15440 Vaira Ranch Rd,Drytown,CA,95685,5,6,"4,170",null,null,MultiFamily,1998,"Carport, Garage - Attached, ",null,"$939,655","$2,500/mo",$228,https://www.zillow.com/homedetails/15440-Vaira-Ranch-Rd-Drytown-CA-95685/246988638_zpid/
,"$310,000","1030 S Edison St, Visalia, CA 93292",1030 S Edison St,Visalia,CA,93292,4,--,"2,070",null,null,MultiFamily,1979,"Garage - Attached, Off-street, ",null,"$318,985","$1,100/mo",$150,https://www.zillow.com/homedetails/1030-S-Edison-St-Visalia-CA-93292/16241421_zpid/
"BIG BLOCK REALTY, INC.","$565,000","7921 Winter View Ct, El Cajon, CA 92021",7921 Winter View Ct,ElCajon,CA,92021,4,3,"1,508",null,null,MultiFamily,2004,Driveway,$120 monthly,"$558,843","$2,800/mo",$375,https://www.zillow.com/homedetails/7921-Winter-View-Ct-El-Cajon-CA-92021/63145294_zpid/
CHOICE 1 REALTY,"$578,000","230 N 9th St, Santa Paula, CA 93060",230 N 9th St,SantaPaula,CA,93060,--,--,--,null,null,MultiFamily,1900,Driveway,null,"$599,097","$1,950/mo",null,https://www.zillow.com/homedetails/230-N-9th-St-Santa-Paula-CA-93060/16345011_zpid/
CATALINA REALTORS,"$1,300,000","210 Claressa Ave, Avalon, CA 90704",210 Claressa Ave,Avalon,CA,90704,4,2,"1,584",null,null,MultiFamily,1962,None,null,"$792,876","$2,800/mo",$821,https://www.zillow.com/homedetails/210-Claressa-Ave-Avalon-CA-90704/21315697_zpid/
,"$24,500,000","41 Belvedere Ave, Belvedere Tiburon, CA 94920",41 Belvedere Ave,BelvedereTiburon,CA,94920,6,7,"7,170",null,null,MultiFamily,2015,"Attached, Garage Door Opener, Inside Entrance, Paved Driveway",null,"$24,450,189","$28,390/mo","$3,417",https://www.zillow.com/homedetails/41-Belvedere-Ave-Belvedere-Tiburon-CA-94920/19268668_zpid/
REDFIN CORPORATION,"$849,000","3502 Linda Vista Ter, Los Angeles, CA 90032",3502 Linda Vista Ter,LosAngeles,CA,90032,4,3,"1,484",null,null,MultiFamily,1921,"Driveway, Paved, RV Access/Parking",null,"$903,191","$2,600/mo",$572,https://www.zillow.com/homedetails/3502-Linda-Vista-Ter-Los-Angeles-CA-90032/20642609_zpid/
KELLER WILLIAMS BEACH CITIES,"$560,000","3137 E Side Blvd, Los Angeles, CA 90063",3137 E Side Blvd,LosAngeles,CA,90063,--,--,"1,904",null,null,MultiFamily,1923,Garage,null,"$560,002","$2,345/mo",$294,https://www.zillow.com/homedetails/3137-E-Side-Blvd-Los-Angeles-CA-90063/20630996_zpid/
CENTURY 21 DITTON REALTY OAK,"$379,000","49433 Road 420, Coarsegold, CA 93614",49433 Road 420,Coarsegold,CA,93614,4,4,"2,500",null,null,MultiFamily,1944,"Driveway, Gravel, Open",null,"$378,732","$2,050/mo",$152,https://www.zillow.com/homedetails/49433-Road-420-Coarsegold-CA-93614/19148661_zpid/
