Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
,"$325,900","3215 44th St UNIT 4, San Diego, CA 92105",3215 44th St UNIT 4,SanDiego,CA,92105,2,1,707,null,null,Condo,1980,Garage Detached,$262 monthly,"$300,457","$1,825/mo",$461,https://www.zillow.com/homedetails/3215-44th-St-UNIT-4-San-Diego-CA-92105/64821228_zpid/
,"$674,900","1409 S Saltair Ave APT 103, Los Angeles, CA 90025",1409 S Saltair Ave APT 103,LosAngeles,CA,90025,2,2,"1,221",null,null,Condo,1988,Carport,$335 monthly,"$890,098","$3,336/mo",$553,https://www.zillow.com/homedetails/1409-S-Saltair-Ave-APT-103-Los-Angeles-CA-90025/20467166_zpid/
,"$621,100","4009 Carmel View Rd UNIT 171, San Diego, CA 92130",4009 Carmel View Rd UNIT 171,SanDiego,CA,92130,2,2,964,null,null,Condo,1989,Carport,$408 monthly,"$628,717","$2,500/mo",$644,https://www.zillow.com/homedetails/4009-Carmel-View-Rd-UNIT-171-San-Diego-CA-92130/16776815_zpid/
,"$588,900","2460 Antlers Way, San Marcos, CA 92078",2460 Antlers Way,SanMarcos,CA,92078,3,3,"1,419",null,null,Condo,2014,Garage Attached,$272 monthly,"$615,989","$2,759/mo",$415,https://www.zillow.com/homedetails/2460-Antlers-Way-San-Marcos-CA-92078/121423387_zpid/
,"$578,900","8406 Whitaker St, Buena Park, CA 90621",8406 Whitaker St,BuenaPark,CA,90621,3,2,"1,311",null,null,Condo,2004,Garage Attached,$237 monthly,"$596,928","$2,800/mo",$442,https://www.zillow.com/homedetails/8406-Whitaker-St-Buena-Park-CA-90621/69259882_zpid/
,"$524,900","12955 Riverside Dr APT 209, Los Angeles, CA 91423",12955 Riverside Dr APT 209,LosAngeles,CA,91423,2,2,"1,283",null,null,Condo,1964,Garage,$425 monthly,"$545,649","$2,790/mo",$409,https://www.zillow.com/homedetails/12955-Riverside-Dr-APT-209-Los-Angeles-CA-91423/20021561_zpid/
,"$524,900","3932 Hamilton St APT 6, San Diego, CA 92104",3932 Hamilton St APT 6,SanDiego,CA,92104,2,2,895,null,null,Condo,1994,Garage Attached,$215 monthly,"$544,932","$2,300/mo",$586,https://www.zillow.com/homedetails/3932-Hamilton-St-APT-6-San-Diego-CA-92104/16956600_zpid/
,"$499,900","740 N Kings Rd APT 319, West Hollywood, CA 90069",740 N Kings Rd APT 319,WestHollywood,CA,90069,1,1,667,null,null,Condo,1973,Carport,$328 monthly,"$500,810","$2,500/mo",$749,https://www.zillow.com/homedetails/740-N-Kings-Rd-APT-319-West-Hollywood-CA-90069/20786613_zpid/
,"$534,900","400 S La Fayette Park Pl APT 116, Los Angeles, CA 90057",400 S La Fayette Park Pl APT 116,LosAngeles,CA,90057,2,2,"1,238",null,null,Condo,1970,Carport,$336 monthly,"$607,182","$2,500/mo",$432,https://www.zillow.com/homedetails/400-S-La-Fayette-Park-Pl-APT-116-Los-Angeles-CA-90057/20626902_zpid/
,"$789,900","9687 Stonecrest Blvd, San Diego, CA 92123",9687 Stonecrest Blvd,SanDiego,CA,92123,3,3,"1,579",null,null,Condo,1998,Garage Attached,$258 monthly,"$793,849","$3,150/mo",$500,https://www.zillow.com/homedetails/9687-Stonecrest-Blvd-San-Diego-CA-92123/16933350_zpid/
,"$939,900","3115 6th St APT 4, Santa Monica, CA 90405",3115 6th St APT 4,SantaMonica,CA,90405,2,2,"1,110",null,null,Condo,1976,Carport,$400 monthly,"$1,197,211","$3,500/mo",$847,https://www.zillow.com/homedetails/3115-6th-St-APT-4-Santa-Monica-CA-90405/20483412_zpid/
,"$499,900","4077 Illinois St APT 1, San Diego, CA 92104",4077 Illinois St APT 1,SanDiego,CA,92104,2,2,820,null,null,Condo,1984,Garage Attached,$225 monthly,"$514,469","$2,300/mo",$610,https://www.zillow.com/homedetails/4077-Illinois-St-APT-1-San-Diego-CA-92104/16957367_zpid/
,"$1,044,900","8788 Shoreham Dr APT 21, West Hollywood, CA 90069",8788 Shoreham Dr APT 21,WestHollywood,CA,90069,2,3,"1,490",null,null,Condo,2006,Carport,$864 monthly,"$1,164,313","$4,950/mo",$701,https://www.zillow.com/homedetails/8788-Shoreham-Dr-APT-21-West-Hollywood-CA-90069/79804571_zpid/
