Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
T.N.G. REAL ESTATE CONSULTANTS,"$265,000","10151 Arrow Rte UNIT 140, Rancho Cucamonga, CA 91730",10151 Arrow Rte UNIT 140,RanchoCucamonga,CA,91730,1,1,708,null,null,Condo,1986,Assigned,$315 monthly,"$269,597","$1,701/mo",$374,https://www.zillow.com/homedetails/10151-Arrow-Rte-UNIT-140-Rancho-Cucamonga-CA-91730/64750836_zpid/
AGENCYONE INC,"$800,000","19 Tuscany, Mission Viejo, CA 92694",19 Tuscany,MissionViejo,CA,92694,3,3,"2,084",null,null,Condo,2006,"Direct Access, Driveway",$750 monthly,"$807,777","$3,300/mo",$384,https://www.zillow.com/homedetails/19-Tuscany-Mission-Viejo-CA-92694/64760710_zpid/
KELLER WILLIAMS VIP PROPERTIES,"$339,999","27940 Tyler Ln UNIT 453, Santa Clarita, CA 91387",27940 Tyler Ln UNIT 453,SantaClarita,CA,91387,3,2,934,null,null,Condo,1984,"Garage, Tandem",$355 monthly,"$358,775","$2,300/mo",$364,https://www.zillow.com/homedetails/27940-Tyler-Ln-UNIT-453-Santa-Clarita-CA-91387/20216572_zpid/
MAX MEGA GROUP,"$348,000","380 S Prospectors Rd UNIT 93, Diamond Bar, CA 91765",380 S Prospectors Rd UNIT 93,DiamondBar,CA,91765,2,2,980,null,null,Condo,1979,"Assigned, Controlled Entrance",$650 monthly,"$360,428","$2,000/mo",$355,https://www.zillow.com/homedetails/380-S-Prospectors-Rd-UNIT-93-Diamond-Bar-CA-91765/21674686_zpid/
"KINDRED SF HOMES, Shelly L. Sutherland","$995,000","1593 Treat Ave, San Francisco, CA 94110",1593 Treat Ave,SanFrancisco,CA,94110,2,1,"1,130",null,null,Condo,1908,"Attached, Electric Vehicle Charging Station(s), Tandem, Uncovered Parking Spaces 2+, Independent, On Site - Mapped (Condo Only)",$350 monthly,null,null,$881,https://www.zillow.com/homedetails/1593-Treat-Ave-San-Francisco-CA-94110/118485281_zpid/
,"$340,000","2835 C St #C-2, San Diego, CA 92102",2835 C St #C-2,SanDiego,CA,92102,1,1,600,null,null,Condo,1982,No Data,$210 monthly,null,null,$567,https://www.zillow.com/homedetails/2835-C-St-C-2-San-Diego-CA-92102/2071512635_zpid/
PARK REGENCY REALTY,"$324,999","22030 Calvert St APT 3, Woodland Hills, CA 91367",22030 Calvert St APT 3,WoodlandHills,CA,91367,2,1,756,null,null,Condo,1966,"Carport, Covered, Gated",$420 monthly,"$504,177","$2,350/mo",$430,https://www.zillow.com/homedetails/22030-Calvert-St-APT-3-Woodland-Hills-CA-91367/2113500563_zpid/
KELLER WILLIAMS COASTAL PROP.,"$340,000","1720 E 2nd St APT 10, Long Beach, CA 90802",1720 E 2nd St APT 10,LongBeach,CA,90802,1,1,625,null,null,Condo,1955,No Data,$140 monthly,"$340,001","$2,100/mo",$544,https://www.zillow.com/homedetails/1720-E-2nd-St-APT-10-Long-Beach-CA-90802/51599209_zpid/
"KINDRED SF HOMES, Shelly L. Sutherland","$1,495,000","1595 Treat Ave, San Francisco, CA 94110",1595 Treat Ave,SanFrancisco,CA,94110,3,3,"1,760",null,null,Condo,1908,"Electric Vehicle Charging Station(s), Tandem, Uncovered Parking Spaces 2+, Independent, On Site - Mapped (Condo Only)",$350 monthly,null,null,$849,https://www.zillow.com/homedetails/1595-Treat-Ave-San-Francisco-CA-94110/118486085_zpid/
PABALYN PROPERTIES,"$709,000","1910 Misty Cir, Encinitas, CA 92024",1910 Misty Cir,Encinitas,CA,92024,3,2,"1,113",null,null,Condo,1975,Direct Access,$475 monthly,"$704,868","$2,800/mo",$637,https://www.zillow.com/homedetails/1910-Misty-Cir-Encinitas-CA-92024/16715341_zpid/
,"$749,000","204 Liquid Sugar Dr, Emeryville, CA 94608",204 Liquid Sugar Dr,Emeryville,CA,94608,2,3,"1,225",null,null,Condo,2003,"Garage Door Opener, Space Per Unit - 2, Tandem",$400 monthly,"$947,035","$3,200/mo",$611,https://www.zillow.com/homedetails/204-Liquid-Sugar-Dr-Emeryville-CA-94608/61173995_zpid/
FIRST TEAM REAL ESTATE,"$820,000","2041 N Orange Olive Rd, Orange, CA 92865",2041 N Orange Olive Rd,Orange,CA,92865,3,3,"2,173",null,null,Condo,2018,"Direct Access, Garage - Two Door",$192 monthly,"$807,746","$3,445/mo",$377,https://www.zillow.com/homedetails/2041-N-Orange-Olive-Rd-Orange-CA-92865/305287100_zpid/
KELLER WILLIAMS REALTY IRVINE,"$395,000","611 S Newhope St #34, Santa Ana, CA 92704",611 S Newhope St #34,SantaAna,CA,92704,2,2,840,null,null,Condo,1979,"Gravel, Garage, Garage - Single Door, Parking Space, Private",$320 monthly,"$400,129","$2,100/mo",$470,https://www.zillow.com/homedetails/611-S-Newhope-St-34-Santa-Ana-CA-92704/25730266_zpid/
REDFIN,"$529,500","11321 Antonio, Stanton, CA 90680",11321 Antonio,Stanton,CA,90680,2,3,"1,250",null,null,Condo,2008,"Garage, Guest, Permit Required",$272 monthly,"$574,577","$2,700/mo",$424,https://www.zillow.com/homedetails/11321-Antonio-Stanton-CA-90680/83276685_zpid/
COMPASS,"$750,000","431 Carmel Creeper Pl, Encinitas, CA 92024",431 Carmel Creeper Pl,Encinitas,CA,92024,2,3,"1,088",null,null,Condo,1999,Garage,$231 monthly,"$760,171","$2,725/mo",$689,https://www.zillow.com/homedetails/431-Carmel-Creeper-Pl-Encinitas-CA-92024/16714021_zpid/
,"$839,000","2024 Carignan Way, San Jose, CA 95135",2024 Carignan Way,SanJose,CA,95135,3,2,"1,735",null,null,Condo,1998,Garage - Attached,$846 monthly,"$892,553","$3,500/mo",$484,https://www.zillow.com/homedetails/2024-Carignan-Way-San-Jose-CA-95135/19799659_zpid/
KELLER WILLIAMS REALTY,"$599,000","420 S Madison Ave APT 115, Pasadena, CA 91101",420 S Madison Ave APT 115,Pasadena,CA,91101,2,2,"1,292",null,null,Condo,1970,Underground,$365 monthly,"$618,603","$2,750/mo",$464,https://www.zillow.com/homedetails/420-S-Madison-Ave-APT-115-Pasadena-CA-91101/20867876_zpid/
COLDWELL BANKER REALTY,"$699,000","5930 Tampa Ave APT 301, Los Angeles, CA 91356",5930 Tampa Ave APT 301,LosAngeles,CA,91356,2,3,"2,246",null,null,Condo,1981,"Direct Access, Garage, Garage - Two Door, Garage Door Opener, Gated",$700 monthly,"$734,247","$3,400/mo",$311,https://www.zillow.com/homedetails/5930-Tampa-Ave-APT-301-Los-Angeles-CA-91356/19933083_zpid/
"TRG REALTY COMPANY, INC.","$415,000","5846 Willoughby Ave, Los Angeles, CA 90038",5846 Willoughby Ave,LosAngeles,CA,90038,1,1,580,null,null,Condo,1926,"Assigned, Driveway, Parking Space, Open",$263 monthly,"$413,327","$2,600/mo",$716,https://www.zillow.com/homedetails/5846-Willoughby-Ave-Los-Angeles-CA-90038/250337529_zpid/
PRESTIGE PROPERTIES ENT INC.,"$499,000","5645 Friars Rd UNIT 375, San Diego, CA 92110",5645 Friars Rd UNIT 375,SanDiego,CA,92110,2,2,"1,060",null,null,Condo,1981,"Assigned, Community Structure",$474 monthly,"$492,201","$2,500/mo",$471,https://www.zillow.com/homedetails/5645-Friars-Rd-UNIT-375-San-Diego-CA-92110/16942113_zpid/
,"$788,000","1471 El Camino Real APT 4, Burlingame, CA 94010",1471 El Camino Real APT 4,Burlingame,CA,94010,2,1,974,null,null,Condo,1979,"Carport, ",$381 monthly,"$823,078","$2,900/mo",$809,https://www.zillow.com/homedetails/1471-El-Camino-Real-APT-4-Burlingame-CA-94010/82951665_zpid/
,"$685,000","21 Montsalas Dr, Monterey, CA 93940",21 Montsalas Dr,Monterey,CA,93940,2,2,"1,116",null,null,Condo,1977,Carport,$620 monthly,"$685,211","$2,850/mo",$614,https://www.zillow.com/homedetails/21-Montsalas-Dr-Monterey-CA-93940/19358895_zpid/
"TRG REALTY COMPANY, INC.","$549,000","3616 Marcia Dr #1, Los Angeles, CA 90026",3616 Marcia Dr #1,LosAngeles,CA,90026,2,1,800,null,null,Condo,1962,"Assigned, Parking Space, Open",$250 monthly,null,null,$686,https://www.zillow.com/homedetails/3616-Marcia-Dr-1-Los-Angeles-CA-90026/2071546084_zpid/
EXP REALTY OF CALIFORNIA INC,"$490,000","20371 Bluffside Cir #B-312, Huntington Beach, CA 92646",20371 Bluffside Cir #B-312,HuntingtonBeach,CA,92646,2,2,"1,101",null,null,Condo,1985,Underground,$639 monthly,"$549,568","$2,600/mo",$445,https://www.zillow.com/homedetails/20371-Bluffside-Cir-B-312-Huntington-Beach-CA-92646/64876729_zpid/
WILLIS ALLEN REAL ESTATE,"$275,000","1961 Desert Vista Ter, Borrego Springs, CA 92004",1961 Desert Vista Ter,BorregoSprings,CA,92004,3,2,"1,784",null,null,Condo,1985,"Garage, Garage Faces Front, Garage - Single Door",$663 monthly,"$275,001","$2,250/mo",$154,https://www.zillow.com/homedetails/1961-Desert-Vista-Ter-Borrego-Springs-CA-92004/16645599_zpid/
,"$95,000","100 Thorndale Dr APT 352, San Rafael, CA 94903",100 Thorndale Dr APT 352,SanRafael,CA,94903,1,1,660,null,null,Condo,1985,Assigned,"$3,600 monthly","$92,362","$2,200/mo",$144,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-352-San-Rafael-CA-94903/19299895_zpid/
,"$225,000","8005 Arcade Lake Ln, Citrus Heights, CA 95610",8005 Arcade Lake Ln,CitrusHeights,CA,95610,2,2,"1,000",null,null,Condo,1982,"Guest, Garage Door Opener, Paved Driveway",$395 monthly,"$243,413","$1,595/mo",$225,https://www.zillow.com/homedetails/8005-Arcade-Lake-Ln-Citrus-Heights-CA-95610/26047979_zpid/
DOUGLAS ELLIMAN,"$11,995,000","10281 Century Woods Dr, Los Angeles, CA 90067",10281 Century Woods Dr,LosAngeles,CA,90067,5,6,"9,604",null,null,Condo,1980,"Garage - Two Door, Garage - Single Door, Direct Access, Guest","$5,622 monthly","$11,533,653","$7,995/mo","$1,249",https://www.zillow.com/homedetails/10281-Century-Woods-Dr-Los-Angeles-CA-90067/20499949_zpid/
"ZUTILA, INC","$290,000","26191 La Real APT A, Mission Viejo, CA 92691",26191 La Real APT A,MissionViejo,CA,92691,1,1,473,null,null,Condo,1984,Detached Carport,$356 monthly,"$302,813","$1,795/mo",$613,https://www.zillow.com/homedetails/26191-La-Real-APT-A-Mission-Viejo-CA-92691/25676404_zpid/
,"$349,900","2475 Genova St UNIT 6, West Sacramento, CA 95691",2475 Genova St UNIT 6,WestSacramento,CA,95691,2,2,"1,307",null,null,Condo,2005,"Garage - Attached, ",$265 monthly,"$371,146","$2,050/mo",$268,https://www.zillow.com/homedetails/2475-Genova-St-UNIT-6-West-Sacramento-CA-95691/68574076_zpid/
VICTORY MORTGAGE,"$375,000","16521 Grunion UNIT 303, Huntington Beach, CA 92649",16521 Grunion UNIT 303,HuntingtonBeach,CA,92649,2,2,"1,166",null,null,Condo,1980,"Assigned, Garage, Garage - Single Door, Garage Door Opener, Guest, On Site, Parking Space, Private",$569 monthly,"$379,537","$2,450/mo",$322,https://www.zillow.com/homedetails/16521-Grunion-UNIT-303-Huntington-Beach-CA-92649/2127509169_zpid/
,"$749,000","42 Bridle Path Ln, Novato, CA 94945",42 Bridle Path Ln,Novato,CA,94945,3,3,"1,724",null,null,Condo,1990,"Attached, Garage Door Opener, Paved Driveway",$519 monthly,"$755,809","$3,495/mo",$434,https://www.zillow.com/homedetails/42-Bridle-Path-Ln-Novato-CA-94945/19278796_zpid/
"COMPASS, Eric Brodrick","$425,000","407 Piccadilly Pl APT 9, San Bruno, CA 94066",407 Piccadilly Pl APT 9,SanBruno,CA,94066,1,1,450,null,null,Condo,1971,"Assigned, Covered, Private, Side by Side, On Site",$306 monthly,"$508,688","$2,000/mo",$944,https://www.zillow.com/homedetails/407-Piccadilly-Pl-APT-9-San-Bruno-CA-94066/15623090_zpid/
CENTURY 21 ALLSTARS,"$449,900","1775 Ohio Ave UNIT 303, Long Beach, CA 90804",1775 Ohio Ave UNIT 303,LongBeach,CA,90804,2,2,"1,023",null,null,Condo,1993,Garage,$503 monthly,"$446,612","$2,400/mo",$440,https://www.zillow.com/homedetails/1775-Ohio-Ave-UNIT-303-Long-Beach-CA-90804/21227158_zpid/
"COLDWELL BANKER REALTY, Lisa Yu","$390,000","433 Harlan St APT 207, San Leandro, CA 94577",433 Harlan St APT 207,SanLeandro,CA,94577,2,2,803,null,null,Condo,1964,"Assigned, Enclosed, Underground, Side by Side, On Site",$339 monthly,"$406,631","$2,479/mo",$486,https://www.zillow.com/homedetails/433-Harlan-St-APT-207-San-Leandro-CA-94577/24874185_zpid/
PACIFIC SOTHEBY'S INT'L REALTY,"$725,000","15 Vista Encanta #15, San Clemente, CA 92672",15 Vista Encanta #15,SanClemente,CA,92672,2,3,"1,510",null,null,Condo,1974,"Direct Access, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener, Private",$425 monthly,null,null,$480,https://www.zillow.com/homedetails/15-Vista-Encanta-15-San-Clemente-CA-92672/2071552835_zpid/
,"$695,000","209 Boardwalk Ave APT A, San Bruno, CA 94066",209 Boardwalk Ave APT A,SanBruno,CA,94066,2,2,"1,133",null,null,Condo,1971,0 spaces,$490 monthly,"$727,433","$3,195/mo",$613,https://www.zillow.com/homedetails/209-Boardwalk-Ave-APT-A-San-Bruno-CA-94066/15622659_zpid/
"BRIGETTE ARCHER, BROKER","$258,800","18 Via Castilla UNIT S, Laguna Woods, CA 92637",18 Via Castilla UNIT S,LagunaWoods,CA,92637,2,2,"1,040",null,null,Cooperative,1964,Detached Carport,$815 monthly,"$260,469",null,$249,https://www.zillow.com/homedetails/18-Via-Castilla-UNIT-S-Laguna-Woods-CA-92637/2072585548_zpid/
"RESIDENTIAL AGENT, INC.","$474,800","20965 Oakville #32, Lake Forest, CA 92630",20965 Oakville #32,LakeForest,CA,92630,2,1,933,null,null,Condo,1987,Garage - Attached,$379 monthly,"$459,894","$2,244/mo",$509,https://www.zillow.com/homedetails/20965-Oakville-32-Lake-Forest-CA-92630/25773440_zpid/
,"$349,000","1903 Sierra Nevada A3 Sierra Business Park, Mammoth Lakes, CA 93546",1903 Sierra Nevada A3 Sierra Business Park,MammothLakes,CA,93546,2,1,660,null,null,Condo,No Data,0 spaces,null,"$345,772",null,$529,https://www.zillow.com/homedetails/1903-Sierra-Nevada-A3-Sierra-Business-Park-Mammoth-Lakes-CA-93546/2072167385_zpid/
"THE LUND TEAM, INC","$749,000","4150 Karst Rd, Carlsbad, CA 92010",4150 Karst Rd,Carlsbad,CA,92010,3,3,"1,411",null,null,Condo,2007,Garage - Attached,$188 monthly,"$726,562","$3,000/mo",$531,https://www.zillow.com/homedetails/4150-Karst-Rd-Carlsbad-CA-92010/79569786_zpid/
,"$595,000","45 Mountain Blvd UNIT 11, Mammoth Lakes, CA 93546",45 Mountain Blvd UNIT 11,MammothLakes,CA,93546,2,2,972,null,null,Condo,2005,"Garage - Attached, ",null,"$587,814","$2,425/mo",$612,https://www.zillow.com/homedetails/45-Mountain-Blvd-UNIT-11-Mammoth-Lakes-CA-93546/112387278_zpid/
"AC REAL ESTATE SERVICES, INC.","$478,000","919 Lotus Cir, San Dimas, CA 91773",919 Lotus Cir,SanDimas,CA,91773,2,2,"1,187",null,null,Condo,1986,"Garage Faces Front, Garage - Two Door, Garage Door Opener",$251 monthly,"$487,565","$2,350/mo",$403,https://www.zillow.com/homedetails/919-Lotus-Cir-San-Dimas-CA-91773/21533145_zpid/
COMET REALTY,"$499,000","1330 Southwood Dr APT 2, San Luis Obispo, CA 93401",1330 Southwood Dr APT 2,SanLuisObispo,CA,93401,3,3,"1,528",null,null,Condo,1979,"Assigned, Direct Access, Garage - Single Door",$300 monthly,"$515,676","$2,800/mo",$327,https://www.zillow.com/homedetails/1330-Southwood-Dr-APT-2-San-Luis-Obispo-CA-93401/15390250_zpid/
PINNACLE ESTATE PROPERTIES,"$525,000","488 Shelburne Ln UNIT C, Simi Valley, CA 93065",488 Shelburne Ln UNIT C,SimiValley,CA,93065,2,2,"1,520",null,null,Condo,1988,"Garage, Guest",$499 monthly,"$541,170","$2,600/mo",$345,https://www.zillow.com/homedetails/488-Shelburne-Ln-UNIT-C-Simi-Valley-CA-93065/16435060_zpid/
K.W. EXECUTIVE,"$398,000","356 S Prospectors Rd UNIT 76, Diamond Bar, CA 91765",356 S Prospectors Rd UNIT 76,DiamondBar,CA,91765,2,2,"1,280",null,null,Condo,1979,Carport,$650 monthly,"$413,841","$2,350/mo",$311,https://www.zillow.com/homedetails/356-S-Prospectors-Rd-UNIT-76-Diamond-Bar-CA-91765/21674669_zpid/
,"$999,000","4705 Rimini Ct, Dublin, CA 94568",4705 Rimini Ct,Dublin,CA,94568,3,4,"2,059",null,null,Condo,2012,"Garage Door Opener, Attached, Int Access From Garage",$392 monthly,null,null,$485,https://www.zillow.com/homedetails/4705-Rimini-Ct-Dublin-CA-94568/111388588_zpid/
EXP REALTY OF CALIFORNIA INC,"$395,000","8948 Palika Pl #16, Garden Grove, CA 92841",8948 Palika Pl #16,GardenGrove,CA,92841,2,2,851,null,null,Condo,1987,Garage,$345 monthly,"$399,067","$2,150/mo",$464,https://www.zillow.com/homedetails/8948-Palika-Pl-16-Garden-Grove-CA-92841/25696292_zpid/
,"$278,500","53 Meadow Lakes Dr, Tehachapi, CA 93561",53 Meadow Lakes Dr,Tehachapi,CA,93561,2,2,"1,224",null,null,Condo,1974,None,"$1,620 annually","$278,502","$1,350/mo",$228,https://www.zillow.com/homedetails/53-Meadow-Lakes-Dr-Tehachapi-CA-93561/18981106_zpid/
,"$730,000","2511 Twin Creeks Dr, San Ramon, CA 94583",2511 Twin Creeks Dr,SanRamon,CA,94583,3,2,"1,150",null,null,Condo,1970,Carport,$340 monthly,"$716,051","$2,800/mo",$635,https://www.zillow.com/homedetails/2511-Twin-Creeks-Dr-San-Ramon-CA-94583/18440647_zpid/
BENNION DEVILLE HOMES,"$205,000","67330 S Chimayo Dr, Cathedral City, CA 92234",67330 S Chimayo Dr,CathedralCity,CA,92234,2,2,984,null,null,Condo,1985,"Other, Unassigned",$665 monthly,"$209,183","$2,325/mo",$208,https://www.zillow.com/homedetails/67330-S-Chimayo-Dr-Cathedral-City-CA-92234/17747366_zpid/
PREMIER PROPERTIES,"$369,900","6648 Pinecone Ln, San Diego, CA 92139",6648 Pinecone Ln,SanDiego,CA,92139,2,2,"1,012",null,null,Condo,1972,Garage - Attached,$285 monthly,"$387,623","$1,995/mo",$366,https://www.zillow.com/homedetails/6648-Pinecone-Ln-San-Diego-CA-92139/17132957_zpid/
ALLISON JAMES ESTATES & HOMES,"$399,000","41718 Ambervalley Ave UNIT 1, Murrieta, CA 92562",41718 Ambervalley Ave UNIT 1,Murrieta,CA,92562,3,3,"1,548",null,null,Condo,2005,"Direct Access, Garage, Garage - Two Door",$250 monthly,"$377,781","$2,300/mo",$258,https://www.zillow.com/homedetails/41718-Ambervalley-Ave-UNIT-1-Murrieta-CA-92562/69280013_zpid/
,"$775,000","3289 Monaghan St, Dublin, CA 94568",3289 Monaghan St,Dublin,CA,94568,3,3,"1,897",null,null,Condo,2003,Attached,$270 monthly,"$842,276","$3,100/mo",$409,https://www.zillow.com/homedetails/3289-Monaghan-St-Dublin-CA-94568/63084878_zpid/
DUNFEE REAL ESTATE SERVICES,"$599,000","488 E Ocean Blvd UNIT 518, Long Beach, CA 90802",488 E Ocean Blvd UNIT 518,LongBeach,CA,90802,2,2,960,null,null,Condo,2004,"Assigned, Parking Space, Underground",$620 monthly,"$626,203","$2,650/mo",$624,https://www.zillow.com/homedetails/488-E-Ocean-Blvd-UNIT-518-Long-Beach-CA-90802/68994614_zpid/
MARKET REAL ESTATE,"$479,000","2050 Camino De La Reina UNIT 208, San Diego, CA 92108",2050 Camino De La Reina UNIT 208,SanDiego,CA,92108,2,2,"1,025",null,null,Condo,1994,Community Structure,$446 monthly,"$558,366","$2,295/mo",$467,https://www.zillow.com/homedetails/2050-Camino-De-La-Reina-UNIT-208-San-Diego-CA-92108/2102340246_zpid/
