Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
TXR HOMES,"$1,295,000","2230 Rutgers Dr, Costa Mesa, CA 92627",2230 Rutgers Dr,CostaMesa,CA,92627,--,--,"2,490",null,null,MultiFamily,1958,Garage,null,"$1,295,505","$2,700/mo",$520,https://www.zillow.com/homedetails/2230-Rutgers-Dr-Costa-Mesa-CA-92627/25460901_zpid/
GOLDTOWN REALTY,"$235,000","2663 Nevada Ave, Oroville, CA 95966",2663 Nevada Ave,Oroville,CA,95966,3,2,"1,474",null,null,MultiFamily,1953,No Data,null,null,null,$159,https://www.zillow.com/homedetails/2663-Nevada-Ave-Oroville-CA-95966/18226092_zpid/
,"$369,000","5313 Gordon Dr, Sacramento, CA 95824",5313 Gordon Dr,Sacramento,CA,95824,2,--,"1,410",null,null,MultiFamily,1949,"Garage - Detached, ",null,"$388,679","$1,475/mo",$262,https://www.zillow.com/homedetails/5313-Gordon-Dr-Sacramento-CA-95824/25819746_zpid/
,"$1,100,000","8311 Country Club Ln, Auburn, CA 95602",8311 Country Club Ln,Auburn,CA,95602,4,4,"3,300",null,null,MultiFamily,1985,"Carport, Garage - Attached, ",$41 monthly,"$1,109,565","$2,500/mo",$333,https://www.zillow.com/homedetails/8311-Country-Club-Ln-Auburn-CA-95602/17664504_zpid/
,"$899,000","1402 Earl St, Calistoga, CA 94515",1402 Earl St,Calistoga,CA,94515,--,--,--,null,null,MultiFamily,1920,Uncovered,null,"$899,006",null,null,https://www.zillow.com/homedetails/1402-Earl-St-Calistoga-CA-94515/2080131014_zpid/
,"$289,900","601 Lincoln Ave, Bakersfield, CA 93308",601 Lincoln Ave,Bakersfield,CA,93308,--,--,"1,628",null,null,MultiFamily,1943,Garage,null,"$299,798","$1,200/mo",$178,https://www.zillow.com/homedetails/601-Lincoln-Ave-Bakersfield-CA-93308/18921460_zpid/
,"$285,000","9900 Myrtle Ave, Lamont, CA 93241",9900 Myrtle Ave,Lamont,CA,93241,--,--,"1,750",null,null,MultiFamily,1951,Open,null,"$285,119","$1,200/mo",$163,https://www.zillow.com/homedetails/9900-Myrtle-Ave-Lamont-CA-93241/18953413_zpid/
LEGACY ESTATE AGENCY,"$1,659,999","148 14th St, Seal Beach, CA 90740",148 14th St,SealBeach,CA,90740,--,--,--,null,null,MultiFamily,1954,0 spaces,null,"$1,848,280","$2,844/mo",null,https://www.zillow.com/homedetails/148-14th-St-Seal-Beach-CA-90740/25307702_zpid/
,"$985,000","4274-76 Gresham St, San Diego, CA 92109",4274-76 Gresham St,SanDiego,CA,92109,2,2,920,null,null,MultiFamily,1952,0 spaces,$300 monthly,"$1,056,547","$2,995/mo","$1,071",https://www.zillow.com/homedetails/4274-76-Gresham-St-San-Diego-CA-92109/16920497_zpid/
,"$1,795,000","6585 River Rd, Forestville, CA 95436",6585 River Rd,Forestville,CA,95436,5,3,"3,600",null,null,MultiFamily,1978,Uncovered Parking Spaces 2+,null,"$2,750/mo",null,$499,https://www.zillow.com/homedetails/6585-River-Rd-Forestville-CA-95436/300262539_zpid/
