Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
CORCORAN GLOBAL LIVING,"$629,888","17071 Calle Trevino UNIT 12, San Diego, CA 92127",17071 Calle Trevino UNIT 12,SanDiego,CA,92127,2,2,"1,356",No Data,null,Townhouse,2006,Garage,$253 monthly,"$651,001","$2,750/mo",$465,https://www.zillow.com/homedetails/17071-Calle-Trevino-UNIT-12-San-Diego-CA-92127/79571406_zpid/
"FATHOM REALTY GROUP, INC.","$519,000","1495 H St, Ramona, CA 92065",1495 H St,Ramona,CA,92065,3,3,"1,559",No Data,null,Townhouse,1992,Driveway,$225 monthly,"$537,609","$2,650/mo",$333,https://www.zillow.com/homedetails/1495-H-St-Ramona-CA-92065/16752112_zpid/
,"$1,499,888","657 Blossom Hill Rd, Los Gatos, CA 95032",657 Blossom Hill Rd,LosGatos,CA,95032,3,3,"1,585","2,308 sqft",2308.0,Townhouse,2013,Garage - Attached,$265 monthly,"$1,611,916","$4,200/mo",$946,https://www.zillow.com/homedetails/657-Blossom-Hill-Rd-Los-Gatos-CA-95032/119976501_zpid/
,"$699,000","106 Blue Bonnet Ln #12, Scotts Valley, CA 95066",106 Blue Bonnet Ln #12,ScottsValley,CA,95066,3,3,"1,397","1,089 sqft",1089.0,Townhouse,1991,"Garage - Attached, Garage - Detached",$375 monthly,"$727,396","$3,500/mo",$500,https://www.zillow.com/homedetails/106-Blue-Bonnet-Ln-12-Scotts-Valley-CA-95066/16121086_zpid/
,"$799,000","2583 Greendale Dr, South San Francisco, CA 94080",2583 Greendale Dr,SouthSanFrancisco,CA,94080,3,2,"1,115","20,628 sqft",20628.0,Townhouse,1971,Attached,$260 monthly,"$845,583","$2,995/mo",$717,https://www.zillow.com/homedetails/2583-Greendale-Dr-South-San-Francisco-CA-94080/2134026077_zpid/
COMPASS,"$749,900","14114 Brent Wilsey Pl UNIT 3, San Diego, CA 92128",14114 Brent Wilsey Pl UNIT 3,SanDiego,CA,92128,3,3,"1,427",No Data,null,Townhouse,2008,Garage - Attached,$330 monthly,"$791,429","$2,950/mo",$526,https://www.zillow.com/homedetails/14114-Brent-Wilsey-Pl-UNIT-3-San-Diego-CA-92128/81964045_zpid/
,"$1,499,000","2 Cypress Ln, Watsonville, CA 95076",2 Cypress Ln,Watsonville,CA,95076,4,4,"2,408","1,742 sqft",1742.0,Townhouse,1979,0 spaces,"$1,040 monthly","$1,592,220","$5,900/mo",$623,https://www.zillow.com/homedetails/2-Cypress-Ln-Watsonville-CA-95076/16145657_zpid/
TNG REAL ESTATE CONSULTANTS,"$495,000","1038 Savi Dr UNIT 103, Corona, CA 92880",1038 Savi Dr UNIT 103,Corona,CA,92880,4,4,"1,675",792.79 sqft,792.79,Townhouse,2018,Garage - Attached,$257 monthly,"$525,130","$3,000/mo",$296,https://www.zillow.com/homedetails/1038-Savi-Dr-UNIT-103-Corona-CA-92880/303947286_zpid/
,"$879,000","1812 6th St #1, Berkeley, CA 94710",1812 6th St #1,Berkeley,CA,94710,2,2,"1,359",No Data,null,Townhouse,1890,No Parking on Site,$330 monthly,"$954,185","$3,400/mo",$647,https://www.zillow.com/homedetails/1812-6th-St-1-Berkeley-CA-94710/94686625_zpid/
KELLER WILLIAMS REAL ESTATE SERVICES,"$490,000","10455 Newhome Ave UNIT 3, Los Angeles, CA 91040",10455 Newhome Ave UNIT 3,LosAngeles,CA,91040,2,2,"1,070","374,616 sqft",374616.0,Townhouse,1979,"Garage, Garage Door Opener",$412 monthly,"$508,014","$2,500/mo",$458,https://www.zillow.com/homedetails/10455-Newhome-Ave-UNIT-3-Los-Angeles-CA-91040/20090513_zpid/
,"$965,000","3642 Aviano Way, Dublin, CA 94568",3642 Aviano Way,Dublin,CA,94568,3,2,"2,220",No Data,null,Townhouse,2012,"Garage Door Opener, Attached, Int Access From Garage, Space Per Unit - 2, Tandem",$392 monthly,"$1,077,199","$3,600/mo",$435,https://www.zillow.com/homedetails/3642-Aviano-Way-Dublin-CA-94568/111383091_zpid/
"SOTHEBY'S INTERNATIONAL REALTY, Annie M. Williams","$2,998,000","550 Davis St UNIT 27, San Francisco, CA 94111",550 Davis St UNIT 27,SanFrancisco,CA,94111,3,3,"2,020","83,732 sqft",83732.0,Townhouse,1981,"Guest, Interior Access, Independent, On Site, Driveway","$1,431 monthly",null,null,"$1,484",https://www.zillow.com/homedetails/550-Davis-St-UNIT-27-San-Francisco-CA-94111/15067272_zpid/
,"$889,000","5559 Martinelli Way, Dublin, CA 94568",5559 Martinelli Way,Dublin,CA,94568,4,4,"1,848",No Data,null,Townhouse,2014,"Garage Door Opener, Attached",$189 monthly,"$968,022","$3,500/mo",$481,https://www.zillow.com/homedetails/5559-Martinelli-Way-Dublin-CA-94568/124733050_zpid/
WISH SOTHEBYS INTL. REALTY,"$679,500","4261 Las Virgenes Rd UNIT 4, Calabasas, CA 91302",4261 Las Virgenes Rd UNIT 4,Calabasas,CA,91302,3,3,"1,241","215,382 sqft",215382.0,Townhouse,1986,"Garage, Garage - Single Door, Guest",$415 monthly,"$693,367","$3,000/mo",$548,https://www.zillow.com/homedetails/4261-Las-Virgenes-Rd-UNIT-4-Calabasas-CA-91302/19894410_zpid/
,"$730,000","2067 Northshore Dr, Richmond, CA 94804",2067 Northshore Dr,Richmond,CA,94804,3,4,"2,054","2,501 sqft",2501.0,Townhouse,2006,"Garage Door Opener, Attached, Side By Side",$348 monthly,"$770,000","$3,495/mo",$355,https://www.zillow.com/homedetails/2067-Northshore-Dr-Richmond-CA-94804/72556631_zpid/
KELLER WILLIAMS REALTY,"$865,000","16750 Coyote Bush Dr #79, San Diego, CA 92127",16750 Coyote Bush Dr #79,SanDiego,CA,92127,3,2,"1,787",No Data,null,Townhouse,2019,Garage - Attached,$433 monthly,"$886,358",null,$484,https://www.zillow.com/homedetails/16750-Coyote-Bush-Dr-79-San-Diego-CA-92127/318295691_zpid/
,"$740,000+","Plan 3X Plan, Marquee",Plan 3X Plan,Marquee,null,null,3,3,"1,570",No Data,null,Townhouse,2021,No Data,null,null,null,$471,https://www.zillow.com/community/marquee/2073938780_zpid/
,"$899,000","5524 El Dorado Ln, Dublin, CA 94568",5524 El Dorado Ln,Dublin,CA,94568,3,4,"1,719",No Data,null,Townhouse,2018,"Garage Door Opener, Attached",$355 monthly,"$967,707",null,$523,https://www.zillow.com/homedetails/5524-El-Dorado-Ln-Dublin-CA-94568/250134203_zpid/
RODEO REALTY- BRENTWOOD,"$1,895,000","323 San Vicente Blvd UNIT 12, Santa Monica, CA 90402",323 San Vicente Blvd UNIT 12,SantaMonica,CA,90402,3,3,"1,964","44,421 sqft",44421.0,Townhouse,1977,"Assigned, Garage - Two Door, Garage, Guest, Private, Side By Side",$750 monthly,"$1,916,982","$7,500/mo",$965,https://www.zillow.com/homedetails/323-San-Vicente-Blvd-UNIT-12-Santa-Monica-CA-90402/20485963_zpid/
,"$968,000","34903 Machado Cmn, Fremont, CA 94555",34903 Machado Cmn,Fremont,CA,94555,2,3,"1,441",923 sqft,923.0,Townhouse,2020,Garage - Attached,$237 monthly,"$1,061,122",null,$672,https://www.zillow.com/homedetails/34903-Machado-Cmn-Fremont-CA-94555/250134113_zpid/
CENTURY 21 PEAK,"$539,000","11932 Heritage Cir, Downey, CA 90241",11932 Heritage Cir,Downey,CA,90241,3,3,"1,862","2,012 sqft",2012.0,Townhouse,1974,Garage,$325 monthly,"$562,415","$2,800/mo",$289,https://www.zillow.com/homedetails/11932-Heritage-Cir-Downey-CA-90241/21040996_zpid/
"NEW HOMES NOW SELLING, INC.","$682,900","13099 Olympic Poin #5, Poway, CA 92064",13099 Olympic Poin #5,Poway,CA,92064,3,3,"1,575",No Data,null,Townhouse,2021,"Direct Access, Garage - Two Door, Garage Door Opener",$288 monthly,"$689,105",null,$434,https://www.zillow.com/homedetails/13099-Olympic-Poin-5-Poway-CA-92064/2071576472_zpid/
FINEST CITY HOMES & LOANS,"$550,000","2145 Caminito Leonzio UNIT 3, Chula Vista, CA 91915",2145 Caminito Leonzio UNIT 3,ChulaVista,CA,91915,3,3,"1,558",No Data,null,Townhouse,2006,See Remarks,$193 monthly,"$569,469","$2,500/mo",$353,https://www.zillow.com/homedetails/2145-Caminito-Leonzio-UNIT-3-Chula-Vista-CA-91915/69022829_zpid/
GAIL FELDMAN GROUP,"$599,000","6369 Rancho Mission Rd UNIT 4, San Diego, CA 92108",6369 Rancho Mission Rd UNIT 4,SanDiego,CA,92108,2,2,"1,178",No Data,null,Townhouse,1976,"Assigned, Open",$440 monthly,"$623,832","$2,200/mo",$508,https://www.zillow.com/homedetails/6369-Rancho-Mission-Rd-UNIT-4-San-Diego-CA-92108/16938804_zpid/
LISTED SIMPLY,"$1,380,000","916 15th St APT 1, Santa Monica, CA 90403",916 15th St APT 1,SantaMonica,CA,90403,2,3,"1,396","15,006 sqft",15006.0,Townhouse,1974,Garage - Attached,$425 monthly,"$1,417,264","$4,995/mo",$989,https://www.zillow.com/homedetails/916-15th-St-APT-1-Santa-Monica-CA-90403/20478381_zpid/
,"$340,000","299 Shasta Dr UNIT 26, Vacaville, CA 95687",299 Shasta Dr UNIT 26,Vacaville,CA,95687,3,3,"1,424",No Data,null,Townhouse,1987,"Assigned, Attached",$480 monthly,"$369,067","$2,500/mo",$239,https://www.zillow.com/homedetails/299-Shasta-Dr-UNIT-26-Vacaville-CA-95687/15689339_zpid/
DILBECK REAL ESTATE,"$699,000","24 Aller Ct, Glendale, CA 91206",24 Aller Ct,Glendale,CA,91206,2,2,"1,491","3,436 sqft",3436.0,Townhouse,1974,"Garage - Two Door, Garage",$440 monthly,"$725,377","$3,000/mo",$469,https://www.zillow.com/homedetails/24-Aller-Ct-Glendale-CA-91206/20843287_zpid/
EXP REALTY OF CALIFORNIA INC,"$159,900","43613 Stanridge Ave, Lancaster, CA 93535",43613 Stanridge Ave,Lancaster,CA,93535,3,2,"1,113","1,237 sqft",1237.0,Townhouse,1974,Garage,$250 monthly,"$169,211","$2,150/mo",$144,https://www.zillow.com/homedetails/43613-Stanridge-Ave-Lancaster-CA-93535/20295519_zpid/
DANIEL MORELLI,"$1,899,000","790 Summit Dr, Ventura, CA 93001",790 Summit Dr,Ventura,CA,93001,3,3,"2,411","1,306 sqft",1306.0,Townhouse,1980,Garage - Attached,$400 monthly,"$1,928,973","$3,400/mo",$788,https://www.zillow.com/homedetails/790-Summit-Dr-Ventura-CA-93001/16324130_zpid/
"MARK MILLER, BROKER","$924,999","1125 Felspar St, San Diego, CA 92109",1125 Felspar St,SanDiego,CA,92109,3,3,"1,321",No Data,null,Townhouse,2007,Garage,$200 monthly,"$936,436","$3,495/mo",$700,https://www.zillow.com/homedetails/1125-Felspar-St-San-Diego-CA-92109/80275789_zpid/
,"$702,990+","Residence 1 Plan, Travata : Aldea",Residence 1 Plan,Travata:Aldea,null,null,2,2,"1,485",No Data,null,Townhouse,2021,No Data,null,null,null,$473,https://www.zillow.com/community/travata-aldea/2079365708_zpid/
,"$772,990+","Residence 1 Plan, A-Town   Sol",Residence 1 Plan,A-TownSol,null,null,3,4,"1,978",No Data,null,Townhouse,2021,No Data,null,null,null,$391,https://www.zillow.com/community/a-town-sol/2073619261_zpid/
,"$1,699,995+","Westfield Plan, East Lawrence Station",Westfield Plan,EastLawrenceStation,null,null,4,4,"2,154",No Data,null,Townhouse,2021,No Data,null,null,null,$789,https://www.zillow.com/community/east-lawrence-station/2072084866_zpid/
PREMIER VALLEY PROPERTIES,"$799,000","5921 Cypress Point Ave, Long Beach, CA 90808",5921 Cypress Point Ave,LongBeach,CA,90808,3,3,"1,812","165,484 sqft",165484.0,Townhouse,2005,"Direct Access, Garage Faces Front",$188 monthly,"$816,560","$3,000/mo",$441,https://www.zillow.com/homedetails/5921-Cypress-Point-Ave-Long-Beach-CA-90808/79802025_zpid/
REDFIN,"$949,000","10933 Wellworth Ave APT 2, Los Angeles, CA 90024",10933 Wellworth Ave APT 2,LosAngeles,CA,90024,2,3,"1,359","23,284 sqft",23284.0,Townhouse,1974,"Assigned, Community Structure, Tandem",$450 monthly,"$949,009","$3,600/mo",$698,https://www.zillow.com/homedetails/10933-Wellworth-Ave-APT-2-Los-Angeles-CA-90024/20503287_zpid/
HOMESMART REALTY WEST,"$539,900","6750 Caminito Del Greco, San Diego, CA 92120",6750 Caminito Del Greco,SanDiego,CA,92120,2,2,"1,176",No Data,null,Townhouse,1974,Garage - Attached,$415 monthly,"$566,615","$2,375/mo",$459,https://www.zillow.com/homedetails/6750-Caminito-Del-Greco-San-Diego-CA-92120/67087531_zpid/
DREAM REALTY ASSET MGT. INC,"$799,000","139 Pathway, Irvine, CA 92618",139 Pathway,Irvine,CA,92618,3,3,"1,676","1,677 sqft",1677.0,Townhouse,2007,Garage - Attached,$440 monthly,"$830,598","$3,200/mo",$477,https://www.zillow.com/homedetails/139-Pathway-Irvine-CA-92618/83270423_zpid/
WINDERMERE HOMES & ESTATES,"$479,000","527 Smoketree Gln, Escondido, CA 92026",527 Smoketree Gln,Escondido,CA,92026,3,2,"1,208",No Data,null,Townhouse,1973,Garage - Attached,$250 monthly,"$499,292","$2,500/mo",$397,https://www.zillow.com/homedetails/527-Smoketree-Gln-Escondido-CA-92026/16679192_zpid/
PLUM FINANCIAL GROUP INC.,"$519,000","6088 Nevelson Ln, Simi Valley, CA 93063",6088 Nevelson Ln,SimiValley,CA,93063,3,2,"1,366","3,131 sqft",3131.0,Townhouse,1990,"Direct Access, Garage - Single Door, Guest",$359 monthly,"$2,800/mo",null,$380,https://www.zillow.com/homedetails/6088-Nevelson-Ln-Simi-Valley-CA-93063/16465447_zpid/
,"$429,790+","Residence Three Plan, The Preserve   Morning Sun",Residence Three Plan,ThePreserveMorningSun,null,null,3,2,"1,493",No Data,null,Townhouse,2021,No Data,null,null,null,$288,https://www.zillow.com/community/preserve-morning-sun/2071769118_zpid/
,"$643,025+","Residence 2183 Plan, Palazzo at Day Creek Square",Residence 2183 Plan,PalazzoatDayCreekSquare,null,null,3,4,"2,183",No Data,null,Townhouse,2021,No Data,null,null,null,$295,https://www.zillow.com/community/palazzo-at-day-creek-square/2077163953_zpid/
,"$337,990+","Plan 1 Plan, Portisol at Artisan Square",Plan 1 Plan,PortisolatArtisanSquare,null,null,2,2,"1,362",No Data,null,Townhouse,2021,"Garage - Attached, ",$298 monthly,null,null,$248,https://www.zillow.com/community/portisol-at-artisan-square/2077477020_zpid/
REDFIN CORPORATION,"$699,900","4313 Pacifica Way #3, Oceanside, CA 92056",4313 Pacifica Way #3,Oceanside,CA,92056,3,3,"1,933","38,332 sqft",38332.0,Townhouse,2017,Driveway,$314 monthly,"$726,237","$3,025/mo",$362,https://www.zillow.com/homedetails/4313-Pacifica-Way-3-Oceanside-CA-92056/250194175_zpid/
,"$1,353,900+","Residence 6 Plan, Bayside Cove",Residence 6 Plan,BaysideCove,null,null,3,2,"1,224",No Data,null,Townhouse,2021,No Data,null,null,null,"$1,106",https://www.zillow.com/community/bayside-cove/2077507302_zpid/
KEYES REAL ESTATE,"$645,000","8576 Buena Tierra Pl, Buena Park, CA 90621",8576 Buena Tierra Pl,BuenaPark,CA,90621,3,3,"1,810","2,648 sqft",2648.0,Townhouse,1971,Garage - Two Door,$360 monthly,"$662,320","$3,175/mo",$356,https://www.zillow.com/homedetails/8576-Buena-Tierra-Pl-Buena-Park-CA-90621/25147098_zpid/
DEL CORONADO REALTY,"$695,000","517 Heron Ln, Imperial Beach, CA 91932",517 Heron Ln,ImperialBeach,CA,91932,3,3,"1,544",No Data,null,Townhouse,2017,Garage - Attached,$286 monthly,"$656,057","$2,600/mo",$450,https://www.zillow.com/homedetails/517-Heron-Ln-Imperial-Beach-CA-91932/2092600482_zpid/
COLDWELL BANKER REALTY,"$1,195,000","851 N San Vicente Blvd APT 128, West Hollywood, CA 90069",851 N San Vicente Blvd APT 128,WestHollywood,CA,90069,2,3,"1,571","58,601 sqft",58601.0,Townhouse,2002,"Assigned, Controlled Entrance, Garage, Underground",$541 monthly,"$1,221,944","$4,900/mo",$761,https://www.zillow.com/homedetails/851-N-San-Vicente-Blvd-APT-128-West-Hollywood-CA-90069/63091140_zpid/
RE/MAX ONE,"$499,000","8341 De Soto Ave UNIT 24, Los Angeles, CA 91304",8341 De Soto Ave UNIT 24,LosAngeles,CA,91304,3,3,"1,667","75,764 sqft",75764.0,Townhouse,1979,Garage,$300 monthly,"$516,707","$3,200/mo",$299,https://www.zillow.com/homedetails/8341-De-Soto-Ave-UNIT-24-Los-Angeles-CA-91304/20178591_zpid/
RE/MAX ESTATE PROPERTIES,"$675,000","1473 Stonewood Ct, San Pedro, CA 90732",1473 Stonewood Ct,SanPedro,CA,90732,3,3,"1,595","170,127 sqft",170127.0,Townhouse,1976,Garage - Single Door,$450 monthly,"$706,651","$3,100/mo",$423,https://www.zillow.com/homedetails/1473-Stonewood-Ct-San-Pedro-CA-90732/21302555_zpid/
JOHNHART REAL ESTATE,"$850,000","711 Micheltorena St, Los Angeles, CA 90026",711 Micheltorena St,LosAngeles,CA,90026,2,2,"1,422","16,147 sqft",16147.0,Townhouse,1980,"Driveway, Garage",$300 monthly,"$857,578","$3,000/mo",$598,https://www.zillow.com/homedetails/711-Micheltorena-St-Los-Angeles-CA-90026/20738392_zpid/
COMPASS,"$1,199,000","2009 Morgan Ln #A, Redondo Beach, CA 90278",2009 Morgan Ln #A,RedondoBeach,CA,90278,3,3,"1,748","7,487 sqft",7487.0,Townhouse,1982,"Direct Access, Garage - Two Door",null,"$1,272,817","$3,950/mo",$686,https://www.zillow.com/homedetails/2009-Morgan-Ln-A-Redondo-Beach-CA-90278/20409248_zpid/
