Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
UNITED AGENTS,"$515,000","1532 Lark St, Santa Maria, CA 93454",1532 Lark St,SantaMaria,CA,93454,4,3,"1,857","6,098 sqft",6098.0,SingleFamily,1987,Garage - Attached,null,"$534,619","$2,495/mo",$277,https://www.zillow.com/homedetails/1532-Lark-St-Santa-Maria-CA-93454/15954465_zpid/
,"$775,000","515 Fiesta Ct, Tracy, CA 95376",515 Fiesta Ct,Tracy,CA,95376,3,2,"2,016",0.55 Acres,23958.0,SingleFamily,1984,No Data,null,"$768,050","$3,373/mo",$384,https://www.zillow.com/homedetails/515-Fiesta-Ct-Tracy-CA-95376/15376662_zpid/
BERKSHIRE HATHAWAY HOMESERVICE,"$775,000","275 Via Ballena, San Clemente, CA 92672",275 Via Ballena,SanClemente,CA,92672,4,2,"1,586","11,329 sqft",11329.0,SingleFamily,1971,"Driveway, Garage, Garage Faces Front, Garage - Single Door",$435 annually,"$1,134,006","$3,800/mo",$489,https://www.zillow.com/homedetails/275-Via-Ballena-San-Clemente-CA-92672/25596438_zpid/
,"$199,500","507-720 Juniper Ln, Susanville, CA 96130",507-720 Juniper Ln,Susanville,CA,96130,2,1,"1,320",0.80 Acres,34848.0,SingleFamily,1976,0 spaces,null,"$2,150/mo",null,$151,https://www.zillow.com/homedetails/507-720-Juniper-Ln-Susanville-CA-96130/19105462_zpid/
,"$374,900","477 Jeremy Ct, Oakdale, CA 95361",477 Jeremy Ct,Oakdale,CA,95361,3,2,"1,112","4,264 sqft",4264.0,SingleFamily,1979,Off-street,null,"$394,149","$1,731/mo",$337,https://www.zillow.com/homedetails/477-Jeremy-Ct-Oakdale-CA-95361/16036652_zpid/
,"$398,000","60 Phillip Ave, Clovis, CA 93612",60 Phillip Ave,Clovis,CA,93612,3,2,"1,786","6,799 sqft",6799.0,SingleFamily,1981,"Garage - Attached, ",null,"$405,653","$1,800/mo",$223,https://www.zillow.com/homedetails/60-Phillip-Ave-Clovis-CA-93612/18774998_zpid/
SMART SELL REAL ESTATE,"$549,900","25871 Boulder Rock Pl, Menifee, CA 92585",25871 Boulder Rock Pl,Menifee,CA,92585,4,3,"2,921","7,405 sqft",7405.0,SingleFamily,2005,Garage - Attached,$48 monthly,"$529,895","$2,600/mo",$188,https://www.zillow.com/homedetails/25871-Boulder-Rock-Pl-Menifee-CA-92585/2100453196_zpid/
COLDWELL BANKER ALLIANCE,"$619,900","8802 Sandlock St, Pico Rivera, CA 90660",8802 Sandlock St,PicoRivera,CA,90660,3,2,"1,324","5,950 sqft",5950.0,SingleFamily,1950,"Auto Driveway Gate, Driveway, Concrete, Garage Faces Side, Garage - Single Door, Garage Door Opener, Gated, RV Access/Parking",null,"$647,391","$2,600/mo",$468,https://www.zillow.com/homedetails/8802-Sandlock-St-Pico-Rivera-CA-90660/21094879_zpid/
BETTER HOMES AND GARDENS REAL ESTATE HAVEN PROPERTIES,"$397,000","524 E Cypress St, Santa Maria, CA 93454",524 E Cypress St,SantaMaria,CA,93454,3,1,"1,196","7,405 sqft",7405.0,SingleFamily,1924,Garage,null,"$416,764","$2,100/mo",$332,https://www.zillow.com/homedetails/524-E-Cypress-St-Santa-Maria-CA-93454/15950240_zpid/
,"$495,000","9055 Testerman Way, Elk Grove, CA 95758",9055 Testerman Way,ElkGrove,CA,95758,4,2,"1,946","7,095 sqft",7095.0,SingleFamily,2001,"Garage - Attached, ",null,"$538,618","$2,350/mo",$254,https://www.zillow.com/homedetails/9055-Testerman-Way-Elk-Grove-CA-95758/54911152_zpid/
,"$578,000","4133 N Morro Bay, Clovis, CA 93619",4133 N Morro Bay,Clovis,CA,93619,4,3,"3,112","9,104 sqft",9104.0,SingleFamily,2007,"Garage - Attached, ",$210 monthly,"$589,088","$2,818/mo",$186,https://www.zillow.com/homedetails/4133-N-Morro-Bay-Clovis-CA-93619/79537654_zpid/
COMPASS,"$100,000,000","31118 Broad Beach Rd, Malibu, CA 90265",31118 Broad Beach Rd,Malibu,CA,90265,5,14,--,"51,382 sqft",51382.0,SingleFamily,No Data,"Garage Door Opener, Auto Driveway Gate, Garage - Two Door, Gated, On Street, Guest, Open, Private",null,"$37,640/mo",null,null,https://www.zillow.com/homedetails/31118-Broad-Beach-Rd-Malibu-CA-90265/20557699_zpid/
HILTON & HYLAND,"$37,999,000","25354 Prado De La Felicidad, Calabasas, CA 91302",25354 Prado De La Felicidad,Calabasas,CA,91302,8,14,"22,000","76,130 sqft",76130.0,SingleFamily,2020,Driveway,$675 monthly,"$33,006,794","$19,995/mo","$1,727",https://www.zillow.com/homedetails/25354-Prado-De-La-Felicidad-Calabasas-CA-91302/95565409_zpid/
COMPASS,"$599,888","419 Idaho Ave, Escondido, CA 92025",419 Idaho Ave,Escondido,CA,92025,3,2,"1,730","29,185 sqft",29185.0,SingleFamily,1938,Driveway,null,"$619,332","$2,500/mo",$347,https://www.zillow.com/homedetails/419-Idaho-Ave-Escondido-CA-92025/16699525_zpid/
BERKSHIRE HATHAWAY HOMESERVICE,"$735,000","649 Mariposa Cir, Chula Vista, CA 91911",649 Mariposa Cir,ChulaVista,CA,91911,4,2,"1,540","8,102 sqft",8102.0,SingleFamily,1970,Garage - Attached,null,"$688,181","$2,900/mo",$477,https://www.zillow.com/homedetails/649-Mariposa-Cir-Chula-Vista-CA-91911/17178662_zpid/
RE/MAX CONSULTANTS,"$595,000","78680 Naples Dr, La Quinta, CA 92253",78680 Naples Dr,LaQuinta,CA,92253,4,3,"2,730","8,712 sqft",8712.0,SingleFamily,1997,"Driveway, Garage Door Opener, On Street, Side By Side",$110 quarterly,"$610,866","$4,500/mo",$218,https://www.zillow.com/homedetails/78680-Naples-Dr-La-Quinta-CA-92253/18063607_zpid/
KELLER WILLIAMS REALTY,"$825,000","2528 Fairglen Pl, Corona, CA 92881",2528 Fairglen Pl,Corona,CA,92881,4,3,"2,872","7,405 sqft",7405.0,SingleFamily,2000,Garage - Attached,null,"$856,870","$3,426/mo",$287,https://www.zillow.com/homedetails/2528-Fairglen-Pl-Corona-CA-92881/52468065_zpid/
THE AGENCY,"$21,950,000","910 N Rexford Dr, Beverly Hills, CA 90210",910 N Rexford Dr,BeverlyHills,CA,90210,8,10,"12,589","24,509 sqft",24509.0,SingleFamily,1930,"Driveway, Auto Driveway Gate, Gated",null,"$19,283,178","$55,000/mo","$1,744",https://www.zillow.com/homedetails/910-N-Rexford-Dr-Beverly-Hills-CA-90210/20522547_zpid/
,"$360,000","2501 Verano Ave, Modesto, CA 95355",2501 Verano Ave,Modesto,CA,95355,3,2,"1,200","6,799 sqft",6799.0,SingleFamily,1977,"Garage - Attached, ",null,"$383,972","$1,800/mo",$300,https://www.zillow.com/homedetails/2501-Verano-Ave-Modesto-CA-95355/16042323_zpid/
DYNASTY REAL ESTATE,"$535,000","807 Amador Ct, Lake Elsinore, CA 92530",807 Amador Ct,LakeElsinore,CA,92530,5,3,"2,058","9,583 sqft",9583.0,SingleFamily,1995,Garage - Attached,null,"$442,335","$2,400/mo",$260,https://www.zillow.com/homedetails/807-Amador-Ct-Lake-Elsinore-CA-92530/17952563_zpid/
"VYLLA HOME, INC","$380,000","26630 Tellis Pl, Hemet, CA 92544",26630 Tellis Pl,Hemet,CA,92544,3,2,"1,387","7,840 sqft",7840.0,SingleFamily,1975,"Direct Access, Driveway, Concrete, Driveway Level, Garage, Garage - Single Door, Garage Door Opener, Off Street, Oversized, Parking Space, Private",null,"$374,457","$1,800/mo",$274,https://www.zillow.com/homedetails/26630-Tellis-Pl-Hemet-CA-92544/17983045_zpid/
"SIDE, INC.","$549,999","1210 E 4th St, National City, CA 91950",1210 E 4th St,NationalCity,CA,91950,4,3,"1,716",No Data,null,SingleFamily,2003,Driveway,null,"$633,727","$3,000/mo",$321,https://www.zillow.com/homedetails/1210-E-4th-St-National-City-CA-91950/17096957_zpid/
,"$710,000","8820 Bluff Ln, Fair Oaks, CA 95628",8820 Bluff Ln,FairOaks,CA,95628,3,3,"1,914","6,764 sqft",6764.0,SingleFamily,1976,"Garage - Attached, ",$385 monthly,"$767,956","$2,500/mo",$371,https://www.zillow.com/homedetails/8820-Bluff-Ln-Fair-Oaks-CA-95628/26052241_zpid/
COLDWELL BANKER REALTY,"$719,000","10610 Palisades Dr, Truckee, CA 96161",10610 Palisades Dr,Truckee,CA,96161,3,3,"1,464","15,420 sqft",15420.0,SingleFamily,1992,"Attached, Two",null,"$702,915","$4,995/mo",$491,https://www.zillow.com/homedetails/10610-Palisades-Dr-Truckee-CA-96161/17694721_zpid/
COMPASS,"$8,500,000","1371 Marinette Rd, Pacific Palisades, CA 90272",1371 Marinette Rd,PacificPalisades,CA,90272,6,8,"6,779","13,063 sqft",13063.0,SingleFamily,2021,"Garage - Two Door, Driveway",null,"$8,287,500","$9,504/mo","$1,254",https://www.zillow.com/homedetails/1371-Marinette-Rd-Pacific-Palisades-CA-90272/20545210_zpid/
,"$650,000","1798 Klondike Way, Manteca, CA 95336",1798 Klondike Way,Manteca,CA,95336,3,2,"2,090","9,557 sqft",9557.0,SingleFamily,1997,No Data,null,"$709,981","$2,400/mo",$311,https://www.zillow.com/homedetails/1798-Klondike-Way-Manteca-CA-95336/15351524_zpid/
,"$390,000","18862 Meadowlark Ct, Penn Valley, CA 95946",18862 Meadowlark Ct,PennValley,CA,95946,3,2,"1,881",0.33 Acres,14374.8,SingleFamily,1987,"Garage - Attached, ",$228 monthly,"$390,906","$2,100/mo",$207,https://www.zillow.com/homedetails/18862-Meadowlark-Ct-Penn-Valley-CA-95946/19445697_zpid/
PROVIDENCE REALTY,"$540,000","21269 Webster Ave, Perris, CA 92570",21269 Webster Ave,Perris,CA,92570,3,3,"2,407","44,866 sqft",44866.0,SingleFamily,1981,"Driveway, Garage, Garage Faces Front, RV Access/Parking",null,"$550,548","$2,400/mo",$224,https://www.zillow.com/homedetails/21269-Webster-Ave-Perris-CA-92570/17909986_zpid/
COLDWELL BANKER ASSOC BRKR/CL,"$479,999","12823 Dolomite Ln, Moreno Valley, CA 92555",12823 Dolomite Ln,MorenoValley,CA,92555,3,3,"1,874","4,791 sqft",4791.0,SingleFamily,2007,"Driveway, Garage, Garage - Two Door, Guest",$119 monthly,"$455,901","$2,400/mo",$256,https://www.zillow.com/homedetails/12823-Dolomite-Ln-Moreno-Valley-CA-92555/82813571_zpid/
,"$279,000","3338 N Warren Ave, Fresno, CA 93705",3338 N Warren Ave,Fresno,CA,93705,3,1,"1,128","7,365 sqft",7365.0,SingleFamily,1947,"Garage - Attached, ",null,"$290,595","$1,450/mo",$247,https://www.zillow.com/homedetails/3338-N-Warren-Ave-Fresno-CA-93705/18727570_zpid/
RW - RE PROFESSIONALS,"$259,900","545 Quady Ln, Madera, CA 93637",545 Quady Ln,Madera,CA,93637,3,2,"1,375","6,098 sqft",6098.0,SingleFamily,2005,Garage - Attached,null,"$260,022","$1,600/mo",$189,https://www.zillow.com/homedetails/545-Quady-Ln-Madera-CA-93637/69230293_zpid/
,"$479,900","5348 Halsted Ave, Carmichael, CA 95608",5348 Halsted Ave,Carmichael,CA,95608,3,2,"1,334",0.25 Acres,10890.0,SingleFamily,1957,"Garage - Attached, ",null,"$519,073","$2,150/mo",$360,https://www.zillow.com/homedetails/5348-Halsted-Ave-Carmichael-CA-95608/26096839_zpid/
,"$265,000","1523 S Noyes St, Visalia, CA 93277",1523 S Noyes St,Visalia,CA,93277,3,2,"1,391","5,218 sqft",5218.0,SingleFamily,1985,"Garage - Attached, ",null,"$275,816","$1,466/mo",$191,https://www.zillow.com/homedetails/1523-S-Noyes-St-Visalia-CA-93277/16231388_zpid/
,"$499,900","1385 Mendocino Creek Dr, Patterson, CA 95363",1385 Mendocino Creek Dr,Patterson,CA,95363,5,4,"3,466","6,830 sqft",6830.0,SingleFamily,2004,"Garage - Attached, ",null,"$529,221","$2,500/mo",$144,https://www.zillow.com/homedetails/1385-Mendocino-Creek-Dr-Patterson-CA-95363/63321716_zpid/
LONDON PROPERTIES LTD - MERCED,"$565,000","1348 Ahwahnee Ct, Merced, CA 95340",1348 Ahwahnee Ct,Merced,CA,95340,4,2,"2,453","9,618 sqft",9618.0,SingleFamily,2005,"Driveway, Concrete, Garage, Garage - Two Door, Garage Door Opener",null,"$536,235","$2,424/mo",$230,https://www.zillow.com/homedetails/1348-Ahwahnee-Ct-Merced-CA-95340/68997151_zpid/
,"$430,000","4908 Apple Farm Ln, Salida, CA 95368",4908 Apple Farm Ln,Salida,CA,95368,4,2,"1,479","5,501 sqft",5501.0,SingleFamily,1993,"Garage - Attached, ",null,"$455,221","$2,000/mo",$291,https://www.zillow.com/homedetails/4908-Apple-Farm-Ln-Salida-CA-95368/53159295_zpid/
,"$435,000","20712 Nonpareil Way #A-248, Groveland, CA 95321",20712 Nonpareil Way #A-248,Groveland,CA,95321,3,3,"1,734",0.62 Acres,27007.2,SingleFamily,2005,"Garage - Detached, ",$217 monthly,null,null,$251,https://www.zillow.com/homedetails/20712-Nonpareil-Way-A-248-Groveland-CA-95321/2071548728_zpid/
,"$529,900","84 Willow Glen Ave, Oakdale, CA 95361",84 Willow Glen Ave,Oakdale,CA,95361,4,3,"2,193","9,034 sqft",9034.0,SingleFamily,1989,"Garage - Attached, ",null,"$546,351","$2,662/mo",$242,https://www.zillow.com/homedetails/84-Willow-Glen-Ave-Oakdale-CA-95361/16035985_zpid/
,"$425,000","6737 Alamar Way, Elk Grove, CA 95758",6737 Alamar Way,ElkGrove,CA,95758,3,3,"1,555","4,098 sqft",4098.0,SingleFamily,1994,"Garage - Detached, ",null,"$464,307","$2,140/mo",$273,https://www.zillow.com/homedetails/6737-Alamar-Way-Elk-Grove-CA-95758/25915260_zpid/
EXP REALTY OF CALIFORNIA INC,"$680,000","13147 Derby Ave, Chino, CA 91710",13147 Derby Ave,Chino,CA,91710,5,3,"2,872","5,649 sqft",5649.0,SingleFamily,1999,Garage - Attached,null,"$701,332","$3,197/mo",$237,https://www.zillow.com/homedetails/13147-Derby-Ave-Chino-CA-91710/17546506_zpid/
,"$215,000","132 Morrison St, Bakersfield, CA 93309",132 Morrison St,Bakersfield,CA,93309,4,2,"1,192","6,177 sqft",6177.0,SingleFamily,1955,2 Car Garage,null,"$218,229","$1,400/mo",$180,https://www.zillow.com/homedetails/132-Morrison-St-Bakersfield-CA-93309/18891576_zpid/
,"$425,000","1605 W Burrel Ave, Visalia, CA 93291",1605 W Burrel Ave,Visalia,CA,93291,3,3,"1,605","9,500 sqft",9500.0,SingleFamily,1940,"Garage - Attached, ",null,"$428,346","$1,500/mo",$265,https://www.zillow.com/homedetails/1605-W-Burrel-Ave-Visalia-CA-93291/16237153_zpid/
,"$310,000","9208 Alki Ct, Bakersfield, CA 93312",9208 Alki Ct,Bakersfield,CA,93312,3,2,"1,429","8,276 sqft",8276.0,SingleFamily,1992,2 Car Garage,null,"$294,474","$1,700/mo",$217,https://www.zillow.com/homedetails/9208-Alki-Ct-Bakersfield-CA-93312/19029774_zpid/
REAL ESTATE MAVENS,"$619,900","5071 Saint Albert Dr, Fontana, CA 92336",5071 Saint Albert Dr,Fontana,CA,92336,4,3,"2,648","6,490 sqft",6490.0,SingleFamily,1999,"Direct Access, Driveway, Garage - Three Door",null,"$638,968","$2,754/mo",$234,https://www.zillow.com/homedetails/5071-Saint-Albert-Dr-Fontana-CA-92336/17311469_zpid/
TAYLOR HOVING REALTY GROUP,"$519,000","5579 Lorraine Ave, Santa Maria, CA 93455",5579 Lorraine Ave,SantaMaria,CA,93455,3,2,"1,144","8,276 sqft",8276.0,SingleFamily,1962,"Garage, Garage Door Opener, RV Access/Parking",null,"$442,919","$2,150/mo",$454,https://www.zillow.com/homedetails/5579-Lorraine-Ave-Santa-Maria-CA-93455/15932143_zpid/
