City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,3 Beds,2 Beds,4 Beds,1 Bed,Studio,5 Beds
La Crescenta-Montrose,Townhomes,CA,91020,"[{'bedroom_type': '3 Beds', 'price': '$3,35'}]","2231 Montrose Ave, La Crescenta-Montrose, CA 91020",https://www.apartments.com/2231-montrose-ave-la-crescenta-montrose-ca/zveb2gx/,2½ BAs,"1,860 Sq Ft","1,860",12 Month Lease,Available Now,"$3,35",,,,,
Yuba City,Townhomes,CA,95991,"[{'bedroom_type': '2 Beds', 'price': '$1,25'}]","865 Chestnut St, Yuba City, CA 95991",https://www.apartments.com/865-chestnut-st-yuba-city-ca/f6hlb9s/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$1,25",,,,
West Hollywood,Townhomes,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$4,75'}]","1037 N Laurel Ave, West Hollywood, CA 90046",https://www.apartments.com/1037-n-laurel-ave-west-hollywood-ca/kb7cn49/,2 BAs,"1,229 Sq Ft","1,229",12 Month Lease,Available Now,,,,"$4,75",,
San Jose,Townhomes,CA,95123,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","207 Banana Grove Ln, San Jose, CA 95123",https://www.apartments.com/207-banana-grove-ln-san-jose-ca/8lnzke2/,2½ BAs,"1,052 Sq Ft","1,052",12 Month Lease,Available Now,,"$2,95",,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': '2 Beds', 'price': '$5,50'}]","3638 Hughes Ave, Los Angeles, CA 90034",https://www.apartments.com/3638-hughes-ave-los-angeles-ca/5etjcfq/,2½ BAs,"1,500 Sq Ft","1,500",6 Month Lease,Available Now,,"$5,50",,,,
San Jose,Townhomes,CA,95131,"[{'bedroom_type': '2 Beds', 'price': '$3,40'}]","1626 Hittell Pl, San Jose, CA 95131",https://www.apartments.com/1626-hittell-pl-san-jose-ca/v010fyd/,2 BAs,"1,589 Sq Ft","1,589",12 Month Lease,Jan 11,,"$3,40",,,,
Los Angeles,Townhomes,CA,90007,"[{'bedroom_type': '4 Beds', 'price': '$3,90'}]","3507 S Budlong Ave, Los Angeles, CA 90007",https://www.apartments.com/3507-s-budlong-ave-los-angeles-ca/yylyk6v/,5 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,,"$3,90",,,
Sunnyvale,Townhomes,CA,94087,"[{'bedroom_type': '3 Beds', 'price': '$3,54'}]","561 Manet Ter, Sunnyvale, CA 94087",https://www.apartments.com/561-manet-ter-sunnyvale-ca/4xrp79h/,2½ BAs,"1,750 Sq Ft","1,750",12 Month Lease,Available Now,"$3,54",,,,,
Los Angeles,Townhomes,CA,90036,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","843 S Curson Ave, Los Angeles, CA 90036",https://www.apartments.com/843-s-curson-ave-los-angeles-ca/ckmez2g/,2½ BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,"$4,500",,,,,
Los Angeles,Townhomes,CA,90068,"[{'bedroom_type': '2 Beds', 'price': '$3,25'}]","2040 N Highland Ave, Los Angeles, CA 90068",https://www.apartments.com/2040-n-highland-ave-los-angeles-ca/3nfl7mg/,1½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$3,25",,,,
Los Angeles,Townhomes,CA,90006,"[{'bedroom_type': '3 Beds', 'price': '$3,40'}]","1132 S Hoover St, Los Angeles, CA 90006",https://www.apartments.com/1132-s-hoover-st-los-angeles-ca/ce493le/,1½ BAs,"3,800 Sq Ft","3,800",1 Month Lease,Available Now,"$3,40",,,,,
Los Angeles,Townhomes,CA,90033,"[{'bedroom_type': '3 Beds', 'price': '$3,19'}]","2207 Sheridan St, Los Angeles, CA 90033",https://www.apartments.com/2207-sheridan-st-los-angeles-ca/p9bzzts/,1½ BAs,"1,150 Sq Ft","1,150",12 Month Lease,Available Now,"$3,19",,,,,
San Francisco,Townhomes,CA,94131,"[{'bedroom_type': '2 Beds', 'price': '$3,60'}]","14 Perego Ter, San Francisco, CA 94131",https://www.apartments.com/14-perego-ter-san-francisco-ca/beg19rc/,2 BAs,"1,098 Sq Ft","1,098",12 Month Lease,Available Now,,"$3,60",,,,
Los Angeles,Townhomes,CA,90042,"[{'bedroom_type': '1 Bed', 'price': '$2,30'}]","213 N Ave 63, Los Angeles, CA 90042",https://www.apartments.com/213-n-ave-63-los-angeles-ca/vphgepg/,1 BA,670 Sq Ft,670,12 Month Lease,Available Now,,,,"$2,30",,
Culver City,Townhomes,CA,90232,"[{'bedroom_type': '3 Beds', 'price': '$6,50'}]","4227 Ince Blvd, Culver City, CA 90232",https://www.apartments.com/4227-ince-blvd-culver-city-ca/c7nd32d/,2½ BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,"$6,50",,,,,
Castro Valley,Townhomes,CA,94552,"[{'bedroom_type': '4 Beds', 'price': '$3,80'}]","7335 Longmont Loop, Castro Valley, CA 94552",https://www.apartments.com/7335-longmont-loop-castro-valley-ca/mhkbf1h/,3 BAs,"1,900 Sq Ft","1,900",12 Month Lease,Jan 9,,,"$3,80",,,
West Hollywood,Townhomes,CA,90069,"[{'bedroom_type': '2 Beds', 'price': '$6,99'}]","1217 Horn Ave, West Hollywood, CA 90069",https://www.apartments.com/1217-horn-ave-west-hollywood-ca/qgprwlx/,2½ BAs,"2,600 Sq Ft","2,600",12 Month Lease,Available Now,,"$6,99",,,,
Windsor,Townhomes,CA,95492,"[{'bedroom_type': '3 Beds', 'price': '$3,00'}]","474 Emily Rose Cir, Windsor, CA 95492",https://www.apartments.com/474-emily-rose-cir-windsor-ca/bejywsb/,2½ BAs,"2,024 Sq Ft","2,024",12 Month Lease,Available Now,"$3,00",,,,,
Beverly Hills,Townhomes,CA,90211,"[{'bedroom_type': '3 Beds', 'price': '$4,47'}]","251 N Almont Dr, Beverly Hills, CA 90211",https://www.apartments.com/251-n-almont-dr-beverly-hills-ca/0kj5z91/,2½ BAs,"2,200 Sq Ft","2,200",12 Month Lease,Available Now,"$4,47",,,,,
San Jose,Townhomes,CA,95122,"[{'bedroom_type': '3 Beds', 'price': '$3,20'}]","2232 Warfield Way, San Jose, CA 95122",https://www.apartments.com/2232-warfield-way-san-jose-ca/kj685t9/,1½ BAs,"1,125 Sq Ft","1,125",12 Month Lease,Available Now,"$3,20",,,,,
Los Angeles,Townhomes,CA,90016,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","2950 S Palm Grove Ave, Los Angeles, CA 90016",https://www.apartments.com/2950-s-palm-grove-ave-los-angeles-ca/14e35c6/,1 BA,800 Sq Ft,800,12 Month Lease,Feb 1,,"$2,60",,,,
San Jose,Townhomes,CA,95123,"[{'bedroom_type': '4 Beds', 'price': '$4,15'}]","5967 Raleigh Rd, San Jose, CA 95123",https://www.apartments.com/5967-raleigh-rd-san-jose-ca/rkfd6z0/,3½ BAs,"2,250 Sq Ft","2,250",12 Month Lease,Feb 1,,,"$4,15",,,
Inglewood,Townhomes,CA,90305,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","3500 W Manchester Blvd, Inglewood, CA 90305",https://www.apartments.com/3500-w-manchester-blvd-inglewood-ca/0k6t470/,2½ BAs,"1,654 Sq Ft","1,654",12 Month Lease,Available Now,"$3,50",,,,,
Los Angeles,Townhomes,CA,90029,"[{'bedroom_type': '4 Beds', 'price': '$4,95'}]","5218 Lexington Ave, Los Angeles, CA 90029",https://www.apartments.com/5218-lexington-ave-los-angeles-ca/wc30x2j/,3½ BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,,,"$4,95",,,
Brea,Townhomes,CA,92821,"[{'bedroom_type': 'Studio', 'price': '$2,25'}]","3100 E Imperial Hwy, Brea, CA 92821",https://www.apartments.com/3100-e-imperial-hwy-brea-ca/tt3jgvc/,1 BA,596 Sq Ft,596,1 Month Lease,Available Now,,,,,"$2,25",
Newark,Townhomes,CA,94560,"[{'bedroom_type': '1 Bed', 'price': '$2,49'}]","39150 Cedar Blvd, Newark, CA 94560",https://www.apartments.com/39150-cedar-blvd-newark-ca/jv2wg76/,1 BA,520 Sq Ft,520,1 Month Lease,Available Now,,,,"$2,49",,
Hermosa Beach,Townhomes,CA,90254,"[{'bedroom_type': '2 Beds', 'price': '$6,00'}]","501 Beach Dr, Hermosa Beach, CA 90254",https://www.apartments.com/501-beach-dr-hermosa-beach-ca/2ng1kdb/,1½ BAs,850 Sq Ft,850,1 Month Lease,Mar 1,,"$6,00",,,,
Burlingame,Townhomes,CA,94010,"[{'bedroom_type': '2 Beds', 'price': '$3,50'}]","1444 El Camino Real, Burlingame, CA 94010",https://www.apartments.com/1444-el-camino-real-burlingame-ca/ss4bk74/,2½ BAs,"1,375 Sq Ft","1,375",12 Month Lease,Available Now,,"$3,50",,,,
Valley Village,Townhomes,CA,91607,"[{'bedroom_type': '2 Beds', 'price': '$3,59'}]","5456 Hermitage Ave, Valley Village, CA 91607",https://www.apartments.com/5456-hermitage-ave-valley-village-ca/nb0240m/,3 BAs,"1,180 Sq Ft","1,180",12 Month Lease,Available Now,,"$3,59",,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': '3 Beds', 'price': '$3,35'}]","3128 S Halm Ave, Los Angeles, CA 90034",https://www.apartments.com/3128-s-halm-ave-los-angeles-ca/hhqfzg3/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$3,35",,,,,
Studio City,Townhomes,CA,91604,"[{'bedroom_type': '2 Beds', 'price': '$3,60'}]","11862 Moorpark St, Studio City, CA 91604",https://www.apartments.com/11862-moorpark-st-studio-city-ca/cesp0sf/,2½ BAs,"1,508 Sq Ft","1,508",24 Month Lease,Available Now,,"$3,60",,,,
Manhattan Beach,Townhomes,CA,90266,"[{'bedroom_type': '2 Beds', 'price': '$4,60'}]","7 Santa Rosa Ct, Manhattan Beach, CA 90266",https://www.apartments.com/7-santa-rosa-ct-manhattan-beach-ca/gtqvw9x/,2 BAs,"1,427 Sq Ft","1,427",12 Month Lease,Feb 1,,"$4,60",,,,
Santa Monica,Townhomes,CA,90402,"[{'bedroom_type': '3 Beds', 'price': '$4,75'}]","611 9th St, Santa Monica, CA 90402",https://www.apartments.com/611-9th-st-santa-monica-ca/7hth0qy/,2½ BAs,"1,310 Sq Ft","1,310",12 Month Lease,Available Now,"$4,75",,,,,
Milpitas,Townhomes,CA,95035,"[{'bedroom_type': '3 Beds', 'price': '$3,30'}]","1797 Snell Pl, Milpitas, CA 95035",https://www.apartments.com/1797-snell-pl-milpitas-ca/l5jvfbe/,2 BAs,"1,350 Sq Ft","1,350",12 Month Lease,Feb 1,"$3,30",,,,,
Fremont,Townhomes,CA,94536,"[{'bedroom_type': '3 Beds', 'price': '$3,25'}]","3394 Manchester Cmn, Fremont, CA 94536",https://www.apartments.com/3394-manchester-cmn-fremont-ca/045qez3/,2½ BAs,"1,586 Sq Ft","1,586",12 Month Lease,Available Now,"$3,25",,,,,
Santa Rosa,Townhomes,CA,95409,"[{'bedroom_type': '2 Beds', 'price': '$2,30'}]","390 Los Alamos Rd, Santa Rosa, CA 95409",https://www.apartments.com/390-los-alamos-rd-santa-rosa-ca/4fe9kwl/,2 BAs,"1,220 Sq Ft","1,220",12 Month Lease,Available Now,,"$2,30",,,,
Los Angeles,Townhomes,CA,90016,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","5185 Village Grn, Los Angeles, CA 90016",https://www.apartments.com/5185-village-grn-los-angeles-ca/zds9kgx/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,,,"$2,50",,
Laguna Niguel,Townhomes,CA,92677,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","21 Dover Pl, Laguna Niguel, CA 92677",https://www.apartments.com/21-dover-pl-laguna-niguel-ca/fk1rn5t/,2½ BAs,"1,414 Sq Ft","1,414",12 Month Lease,Available Now,"$4,50",,,,,
Santa Clara,Townhomes,CA,95054,"[{'bedroom_type': '3 Beds', 'price': '$3,95'}]","4029 Crandall Cir, Santa Clara, CA 95054",https://www.apartments.com/4029-crandall-cir-santa-clara-ca/tj0z4x8/,2½ BAs,"1,756 Sq Ft","1,756",12 Month Lease,Available Now,"$3,95",,,,,
Los Angeles,Townhomes,CA,90045,"[{'bedroom_type': '2 Beds', 'price': '$2,97'}]","5966 W 85th Pl, Los Angeles, CA 90045",https://www.apartments.com/5966-w-85th-pl-los-angeles-ca/33kmkff/,1 BA,950 Sq Ft,950,12 Month Lease,Available Now,,"$2,97",,,,
Pomona,Townhomes,CA,91767,"[{'bedroom_type': '4 Beds', 'price': '$3,20'}]","813 Sunburst Way, Pomona, CA 91767",https://www.apartments.com/813-sunburst-way-pomona-ca/g3y6p5x/,3½ BAs,"2,226 Sq Ft","2,226",12 Month Lease,Available Now,,,"$3,20",,,
Los Angeles,Townhomes,CA,90042,"[{'bedroom_type': '2 Beds', 'price': '$2,25'}]","5681 York Blvd, Los Angeles, CA 90042",https://www.apartments.com/5681-york-blvd-los-angeles-ca/wd6b5ch/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,25",,,,
North Hills,Townhomes,CA,91343,"[{'bedroom_type': '3 Beds', 'price': '$2,90'}]","8800 Burnet Ave, North Hills, CA 91343",https://www.apartments.com/8800-burnet-ave-north-hills-ca/esehy7q/,2½ BAs,"1,300 Sq Ft","1,300",12 Month Lease,Available Now,"$2,90",,,,,
Culver City,Townhomes,CA,90232,"[{'bedroom_type': '3 Beds', 'price': '$3,95'}]","3863 Huron Ave, Culver City, CA 90232",https://www.apartments.com/3863-huron-ave-culver-city-ca/x1nxe5q/,3 BAs,"2,400 Sq Ft","2,400",12 Month Lease,Available Now,"$3,95",,,,,
San Jose,Townhomes,CA,95118,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","1372 Branham Ln, San Jose, CA 95118",https://www.apartments.com/1372-branham-ln-san-jose-ca/vw7b38g/,1 BA,910 Sq Ft,910,12 Month Lease,Available Now,,"$2,60",,,,
North Hollywood,Townhomes,CA,91601,"[{'bedroom_type': '3 Beds', 'price': '$3,45'}]","4907 Bakman Ave, North Hollywood, CA 91601",https://www.apartments.com/4907-bakman-ave-north-hollywood-ca/fw3mqfv/,2½ BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,"$3,45",,,,,
Los Angeles,Townhomes,CA,90024,"[{'bedroom_type': '2 Beds', 'price': '$2,80'}]","1614 Veteran Ave, Los Angeles, CA 90024",https://www.apartments.com/1614-veteran-ave-los-angeles-ca/6gleb7r/,2½ BAs,"1,244 Sq Ft","1,244",12 Month Lease,Jan 2,,"$2,80",,,,
San Jose,Townhomes,CA,95136,"[{'bedroom_type': '1 Bed', 'price': '$1,55'}]","286 Agustin Narvaez St, San Jose, CA 95136",https://www.apartments.com/286-agustin-narvaez-st-san-jose-ca/mqqc2zj/,1 BA,"2,024 Sq Ft","2,024",12 Month Lease,Available Now,,,,"$1,55",,
Los Angeles,Townhomes,CA,90001,"[{'bedroom_type': '5 Beds', 'price': '$3,20'}]","1002 E 84th St, Los Angeles, CA 90001",https://www.apartments.com/1002-e-84th-st-los-angeles-ca/vj8w56g/,3 BAs,"1,745 Sq Ft","1,745",12 Month Lease,Available Now,,,,,,"$3,20"
Los Angeles,Townhomes,CA,90032,"[{'bedroom_type': '2 Beds', 'price': '$2,22'}]","5136 Ithaca Ave, Los Angeles, CA 90032",https://www.apartments.com/5136-ithaca-ave-los-angeles-ca/456y2ml/,1 BA,990 Sq Ft,990,12 Month Lease,Available Now,,"$2,22",,,,
Los Angeles,Townhomes,CA,91335,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","6819 Baird Ave, Los Angeles, CA 91335",https://www.apartments.com/6819-baird-ave-los-angeles-ca/zdjmx0x/,2½ BAs,"1,180 Sq Ft","1,180",12 Month Lease,Available Now,,"$2,60",,,,
Sunnyvale,Townhomes,CA,94089,"[{'bedroom_type': '3 Beds', 'price': '$4,00'}]","1037 Lyon Ter, Sunnyvale, CA 94089",https://www.apartments.com/1037-lyon-ter-sunnyvale-ca/z6tq09w/,2½ BAs,"1,615 Sq Ft","1,615",12 Month Lease,Available Now,"$4,00",,,,,
Santa Monica,Townhomes,CA,90404,"[{'bedroom_type': '2 Beds', 'price': '$5,85'}]","1338 Yale St, Santa Monica, CA 90404",https://www.apartments.com/1338-yale-st-santa-monica-ca/9m0kg45/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,"$5,85",,,,
Glendale,Townhomes,CA,91206,"[{'bedroom_type': '2 Beds', 'price': '$2,25'}]","432 N Kenwood St, Glendale, CA 91206",https://www.apartments.com/432-n-kenwood-st-glendale-ca/jmsnfj6/,2½ BAs,907 Sq Ft,907,12 Month Lease,Available Now,,"$2,25",,,,
Glendale,Townhomes,CA,91206,"[{'bedroom_type': '2 Beds', 'price': '$2,25'}]","432 N Kenwood St, Glendale, CA 91206",https://www.apartments.com/432-n-kenwood-st-glendale-ca/41qv71k/,2½ BAs,907 Sq Ft,907,12 Month Lease,Feb 1,,"$2,25",,,,
Fremont,Townhomes,CA,94536,"[{'bedroom_type': '3 Beds', 'price': '$2,80'}]","3731 Boswell Ter, Fremont, CA 94536",https://www.apartments.com/3731-boswell-ter-fremont-ca/7fhxxkw/,1½ BAs,"1,168 Sq Ft","1,168",12 Month Lease,Jan 10,"$2,80",,,,,
Los Angeles,Townhomes,CA,90036,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","938 S Detroit St, Los Angeles, CA 90036",https://www.apartments.com/938-s-detroit-st-los-angeles-ca/te09j8c/,2 BAs,"2,200 Sq Ft","2,200",12 Month Lease,Available Now,"$3,50",,,,,
Sunland,Townhomes,CA,91040,"[{'bedroom_type': '3 Beds', 'price': '$2,695'}]","10654 Sherman Grove Ave, Sunland, CA 91040",https://www.apartments.com/10654-sherman-grove-ave-sunland-ca/gvcqljz/,2½ BAs,"1,373 Sq Ft","1,373",12 Month Lease,Available Now,"$2,695",,,,,
Venice,Townhomes,CA,90291,"[{'bedroom_type': '2 Beds', 'price': '$4,20'}]","2424 Walnut Ave, Venice, CA 90291",https://www.apartments.com/2424-walnut-ave-venice-ca/pwlzffv/,2 BAs,"1,220 Sq Ft","1,220",12 Month Lease,Available Now,,"$4,20",,,,
San Francisco,Townhomes,CA,94102,"[{'bedroom_type': '2 Beds', 'price': '$4,12'}]","660 Hayes St, San Francisco, CA 94102",https://www.apartments.com/660-hayes-st-san-francisco-ca/pbjq8vt/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$4,12",,,,
Santa Monica,Townhomes,CA,90405,"[{'bedroom_type': '2 Beds', 'price': '$3,95'}]","2625 6th St, Santa Monica, CA 90405",https://www.apartments.com/2625-6th-st-santa-monica-ca/kpyv5t8/,1½ BAs,900 Sq Ft,900,12 Month Lease,Feb 1,,"$3,95",,,,
Sherman Oaks,Townhomes,CA,91423,"[{'bedroom_type': '3 Beds', 'price': '$3,90'}]","13264 Landale St, Sherman Oaks, CA 91423",https://www.apartments.com/13264-landale-st-sherman-oaks-ca/tkvbkp8/,3½ BAs,"1,900 Sq Ft","1,900",12 Month Lease,Available Now,"$3,90",,,,,
San Diego,Townhomes,CA,92128,"[{'bedroom_type': '3 Beds', 'price': '$2,95'}]","13069 Evening Creek Dr S, San Diego, CA 92128",https://www.apartments.com/13069-evening-creek-dr-s-san-diego-ca/cmgvkme/,2½ BAs,"1,447 Sq Ft","1,447",12 Month Lease,Available Now,"$2,95",,,,,
Los Angeles,Townhomes,CA,90016,"[{'bedroom_type': '2 Beds', 'price': '$2,75'}]","5153 Village Green, Los Angeles, CA 90016",https://www.apartments.com/5153-village-green-los-angeles-ca/8m0rvg1/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,75",,,,
Downey,Townhomes,CA,90241,"[{'bedroom_type': '3 Beds', 'price': '$2,68'}]","7950 2nd St, Downey, CA 90241",https://www.apartments.com/7950-2nd-st-downey-ca/t7w5l98/,2½ BAs,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,"$2,68",,,,,
Fremont,Townhomes,CA,94538,"[{'bedroom_type': '3 Beds', 'price': '$2,89'}]","3004 Rockett Dr, Fremont, CA 94538",https://www.apartments.com/3004-rockett-dr-fremont-ca/fme7thr/,1½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,"$2,89",,,,,
Los Angeles,Townhomes,CA,90037,"[{'bedroom_type': '4 Beds', 'price': '$3,89'}]","4177 Normandie Ave, Los Angeles, CA 90037",https://www.apartments.com/4177-normandie-ave-los-angeles-ca/kxkg5cc/,3 BAs,"1,572 Sq Ft","1,572",12 Month Lease,Available Now,,,"$3,89",,,
Los Angeles,Townhomes,CA,91405,"[{'bedroom_type': '2 Beds', 'price': '$1,99'}]","14655 Vanowen St, Los Angeles, CA 91405",https://www.apartments.com/14655-vanowen-st-los-angeles-ca/g52s3gx/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$1,99",,,,
Los Angeles,Townhomes,CA,90005,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","812 S Norton Ave, Los Angeles, CA 90005",https://www.apartments.com/812-s-norton-ave-los-angeles-ca/pdxvmrs/,1 BA,650 Sq Ft,650,3 Month Lease,Available Now,,,,"$2,50",,
San Dimas,Townhomes,CA,91773,"[{'bedroom_type': '3 Beds', 'price': '$3,09'}]","162 E Commercial St, San Dimas, CA 91773",https://www.apartments.com/162-e-commercial-st-san-dimas-ca/h1vspw3/,4 BAs,"1,780 Sq Ft","1,780",12 Month Lease,Jan 10,"$3,09",,,,,
Thousand Oaks,Townhomes,CA,91362,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","2997 E Avenida De Los Arboles, Thousand Oaks, CA 91362",https://www.apartments.com/2997-e-avenida-de-los-arboles-thousand-oaks-ca/zyg0ntw/,3 BAs,"2,109 Sq Ft","2,109",12 Month Lease,Available Now,"$3,50",,,,,
West Sacramento,Townhomes,CA,95605,"[{'bedroom_type': '2 Beds', 'price': '$2,40'}]","405 Harriet Ln, West Sacramento, CA 95605",https://www.apartments.com/405-harriet-ln-west-sacramento-ca/vgvzr7d/,2 BAs,"1,459 Sq Ft","1,459",12 Month Lease,Available Now,,"$2,40",,,,
Reseda,Townhomes,CA,91335,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","19221 Sherman Way, Reseda, CA 91335",https://www.apartments.com/19221-sherman-way-reseda-ca/j3hz3k5/,2½ BAs,"1,160 Sq Ft","1,160",12 Month Lease,Available Now,,"$2,60",,,,
Hayward,Townhomes,CA,94541,"[{'bedroom_type': '3 Beds', 'price': '$3,10'}]","25079 Oakridge Ct, Hayward, CA 94541",https://www.apartments.com/25079-oakridge-ct-hayward-ca/p6fzq6s/,2½ BAs,"1,365 Sq Ft","1,365",12 Month Lease,Available Now,"$3,10",,,,,
Oakland,Townhomes,CA,94619,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","3755 39th Ave, Oakland, CA 94619",https://www.apartments.com/3755-39th-ave-oakland-ca/y0yybkv/,1 BA,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,60",,,,
Hermosa Beach,Townhomes,CA,90254,"[{'bedroom_type': '3 Beds', 'price': '$8,15'}]","1107 Loma Dr, Hermosa Beach, CA 90254",https://www.apartments.com/1107-loma-dr-hermosa-beach-ca/fphmg5r/,2½ BAs,"1,800 Sq Ft","1,800",1 Month Lease,Available Now,"$8,15",,,,,
Thousand Oaks,Townhomes,CA,91320,"[{'bedroom_type': '3 Beds', 'price': '$3,20'}]","618 Artisan Rd, Thousand Oaks, CA 91320",https://www.apartments.com/618-artisan-rd-thousand-oaks-ca/293f958/,2½ BAs,"1,662 Sq Ft","1,662",12 Month Lease,Available Now,"$3,20",,,,,
Concord,Townhomes,CA,94520,"[{'bedroom_type': 'Studio', 'price': '$1,15'}]","1611 Ashbury Dr, Concord, CA 94520",https://www.apartments.com/1611-ashbury-dr-concord-ca/qd3pvzy/,1 BA,280 Sq Ft,280,12 Month Lease,Available Now,,,,,"$1,15",
Burbank,Townhomes,CA,91501,"[{'bedroom_type': '2 Beds', 'price': '$2,90'}]","525 E Verdugo Ave, Burbank, CA 91501",https://www.apartments.com/525-e-verdugo-ave-burbank-ca/5td1q5p/,2½ BAs,"1,165 Sq Ft","1,165",12 Month Lease,Available Now,,"$2,90",,,,
San Jose,Townhomes,CA,95133,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","1976 Nevets Ln, San Jose, CA 95133",https://www.apartments.com/1976-nevets-ln-san-jose-ca/x2sb6fm/,4 BAs,"1,895 Sq Ft","1,895",12 Month Lease,Available Now,"$3,50",,,,,
Glendale,Townhomes,CA,91205,"[{'bedroom_type': '2 Beds', 'price': '$2,70'}]","1000 E Windsor Rd, Glendale, CA 91205",https://www.apartments.com/1000-e-windsor-rd-glendale-ca/650gm2r/,2½ BAs,"1,230 Sq Ft","1,230",12 Month Lease,Jan 20,,"$2,70",,,,
Oakland,Townhomes,CA,94607,"[{'bedroom_type': '1 Bed', 'price': '$1,49'}]","894 20th St, Oakland, CA 94607",https://www.apartments.com/894-20th-st-oakland-ca/xpgrchm/,1 BA,725 Sq Ft,725,9 Month Lease,Available Now,,,,"$1,49",,
Los Angeles,Townhomes,CA,90068,"[{'bedroom_type': '3 Beds', 'price': '$5,80'}]","3272 Barham Blvd, Los Angeles, CA 90068",https://www.apartments.com/3272-barham-blvd-los-angeles-ca/rlv7fj2/,2½ BAs,"1,980 Sq Ft","1,980",12 Month Lease,Available Now,"$5,80",,,,,
Los Angeles,Townhomes,CA,90037,"[{'bedroom_type': '3 Beds', 'price': '$3,60'}]","1186 W 38th St, Los Angeles, CA 90037",https://www.apartments.com/1186-w-38th-st-los-angeles-ca/dwf8tkh/,3 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,"$3,60",,,,,
Santa Clara,Townhomes,CA,95051,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","3023 Kaiser Dr, Santa Clara, CA 95051",https://www.apartments.com/3023-kaiser-dr-santa-clara-ca/mtxfc3h/,1½ BAs,"1,097 Sq Ft","1,097",12 Month Lease,Available Now,,"$3,00",,,,
Los Angeles,Townhomes,CA,90035,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","1111 Glenville Dr, Los Angeles, CA 90035",https://www.apartments.com/1111-glenville-dr-los-angeles-ca/ehxq11p/,1½ BAs,"1,700 Sq Ft","1,700",,Available Now,"$4,50",,,,,
Los Angeles,Townhomes,CA,90004,"[{'bedroom_type': '3 Beds', 'price': '$3,92'}]","5885 Clinton St, Los Angeles, CA 90004",https://www.apartments.com/5885-clinton-st-los-angeles-ca/s9p93m5/,2½ BAs,"1,795 Sq Ft","1,795",12 Month Lease,Available Now,"$3,92",,,,,
Los Angeles,Townhomes,CA,90018,"[{'bedroom_type': '4 Beds', 'price': '$4,40'}]","1613 Exposition Blvd, Los Angeles, CA 90018",https://www.apartments.com/1613-exposition-blvd-los-angeles-ca/jntq9b5/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,"$4,40",,,
Dana Point,Townhomes,CA,92629,"[{'bedroom_type': '2 Beds', 'price': '$3,50'}]","24582 Del Prado, Dana Point, CA 92629",https://www.apartments.com/24582-del-prado-dana-point-ca/7p44wzw/,2½ BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,"$3,50",,,,
