City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,3 Beds,2 Beds,4 Beds,1 Bed,Studio,5 Beds
Saratoga,Townhomes,CA,95070,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","18875 Biarritz Ln, Saratoga, CA 95070",https://www.apartments.com/18875-biarritz-ln-saratoga-ca/y1g40yv/,2½ BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,"$4,50",,,,,
Santa Monica,Townhomes,CA,90403,"[{'bedroom_type': '3 Beds', 'price': '$4,99'}]","927 21st St, Santa Monica, CA 90403",https://www.apartments.com/927-21st-st-santa-monica-ca/jclz7c5/,2½ BAs,"1,759 Sq Ft","1,759",12 Month Lease,Available Now,"$4,99",,,,,
Oakland,Townhomes,CA,94607,"[{'bedroom_type': '3 Beds', 'price': '$3,97'}]","1425 Pullman Way, Oakland, CA 94607",https://www.apartments.com/1425-pullman-way-oakland-ca/wnb2ttk/,3½ BAs,"1,644 Sq Ft","1,644",12 Month Lease,Available Now,"$3,97",,,,,
Santa Monica,Townhomes,CA,90401,"[{'bedroom_type': '2 Beds', 'price': '$5,99'}]","1524 11th St, Santa Monica, CA 90401",https://www.apartments.com/1524-11th-st-santa-monica-ca/43wysjl/,3 BAs,"1,751 Sq Ft","1,751",12 Month Lease,Jan 11,,"$5,99",,,,
Los Angeles,Townhomes,CA,91604,"[{'bedroom_type': '4 Beds', 'price': '$4,25'}]","4357 Troost Ave, Los Angeles, CA 91604",https://www.apartments.com/4357-troost-ave-los-angeles-ca/12ll924/,3 BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,,,"$4,25",,,
San Jose,Townhomes,CA,95133,"[{'bedroom_type': '3 Beds', 'price': '$1,30'}]","333 Destino Cir, San Jose, CA 95133",https://www.apartments.com/333-destino-cir-san-jose-ca/49bjx8l/,2½ BAs,"1,700 Sq Ft","1,700",12 Month Lease,Available Now,"$1,30",,,,,
Palo Alto,Townhomes,CA,94301,"[{'bedroom_type': '3 Beds', 'price': '$5,65'}]","223 Ramona St, Palo Alto, CA 94301",https://www.apartments.com/223-ramona-st-palo-alto-ca/rxlyrc0/,3 BAs,"1,100 Sq Ft","1,100",,Available Now,"$5,65",,,,,
Los Angeles,Townhomes,CA,90291,"[{'bedroom_type': '2 Beds', 'price': '$5,99'}]","615 6th Ave, Los Angeles, CA 90291",https://www.apartments.com/615-6th-ave-los-angeles-ca/pdk862s/,2 BAs,"1,850 Sq Ft","1,850",12 Month Lease,Available Now,,"$5,99",,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': '1 Bed', 'price': '$2,79'}]","3627 Dunn Dr, Los Angeles, CA 90034",https://www.apartments.com/3627-dunn-dr-los-angeles-ca/f4w4pwr/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,,"$2,79",,
Oceanside,Townhomes,CA,92056,"[{'bedroom_type': '4 Beds', 'price': '$3,00'}]","1325 Via Lucero, Oceanside, CA 92056",https://www.apartments.com/1325-via-lucero-oceanside-ca/ee9sfbn/,3½ BAs,"1,824 Sq Ft","1,824",12 Month Lease,Available Now,,,"$3,00",,,
Los Angeles,Townhomes,CA,91605,"[{'bedroom_type': '2 Beds', 'price': '$2,79'}]","7757 Mary Ellen Ave, Los Angeles, CA 91605",https://www.apartments.com/7757-mary-ellen-ave-los-angeles-ca/p877n4t/,2½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,79",,,,
Gardena,Townhomes,CA,90247,"[{'bedroom_type': '3 Beds', 'price': '$2,20'}]","16118 S Ainsworth St, Gardena, CA 90247",https://www.apartments.com/16118-s-ainsworth-st-gardena-ca/dmj8nck/,1½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$2,20",,,,,
Oakland,Townhomes,CA,94607,"[{'bedroom_type': '2 Beds', 'price': '$3,37'}]","166 Uptown Cir, Oakland, CA 94607",https://www.apartments.com/166-uptown-cir-oakland-ca/d03nfnj/,2½ BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,"$3,37",,,,
Agoura Hills,Townhomes,CA,91301,"[{'bedroom_type': '3 Beds', 'price': '$2,70'}]","28617 Conejo View Dr, Agoura Hills, CA 91301",https://www.apartments.com/28617-conejo-view-dr-agoura-hills-ca/y1hh5kr/,1½ BAs,"1,242 Sq Ft","1,242",12 Month Lease,Available Now,"$2,70",,,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '3 Beds', 'price': '$5,24'}]","1540 S Bentley Ave, Los Angeles, CA 90025",https://www.apartments.com/1540-s-bentley-ave-los-angeles-ca/el95p3p/,3 BAs,"1,740 Sq Ft","1,740",12 Month Lease,Mar 1,"$5,24",,,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '3 Beds', 'price': '$3,47'}]","1850 Midvale Ave, Los Angeles, CA 90025",https://www.apartments.com/1850-midvale-ave-los-angeles-ca/3b4xl3d/,3 BAs,"1,602 Sq Ft","1,602",12 Month Lease,Available Now,"$3,47",,,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '3 Beds', 'price': '$4,00'}]","1717 Armacost Ave, Los Angeles, CA 90025",https://www.apartments.com/1717-armacost-ave-los-angeles-ca/4hf638l/,2½ BAs,"1,870 Sq Ft","1,870",,Available Now,"$4,00",,,,,
Los Angeles,Townhomes,CA,90036,"[{'bedroom_type': '3 Beds', 'price': '$3,99'}]","539 N Spaulding Ave, Los Angeles, CA 90036",https://www.apartments.com/539-n-spaulding-ave-los-angeles-ca/ybwzx2s/,2 BAs,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,"$3,99",,,,,
Los Angeles,Townhomes,CA,90038,"[{'bedroom_type': '1 Bed', 'price': '$2,19'}]","725 N Ridgewood Pl, Los Angeles, CA 90038",https://www.apartments.com/725-n-ridgewood-pl-los-angeles-ca/jxw13f7/,1 BA,950 Sq Ft,950,12 Month Lease,Available Now,,,,"$2,19",,
Pacific Palisades,Townhomes,CA,90272,"[{'bedroom_type': '3 Beds', 'price': '$6,60'}]","1546 Michael Ln, Pacific Palisades, CA 90272",https://www.apartments.com/1546-michael-ln-pacific-palisades-ca/v5t9h3d/,4 BAs,"2,550 Sq Ft","2,550",12 Month Lease,Available Now,"$6,60",,,,,
Los Angeles,Townhomes,CA,90068,"[{'bedroom_type': '2 Beds', 'price': '$4,50'}]","1911 Carmen Ave, Los Angeles, CA 90068",https://www.apartments.com/1911-carmen-ave-los-angeles-ca/nw3ng3n/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$4,50",,,,
Culver City,Townhomes,CA,90232,"[{'bedroom_type': '3 Beds', 'price': '$6,00'}]","4227 Ince Blvd, Culver City, CA 90232",https://www.apartments.com/4227-ince-blvd-culver-city-ca/m7bbqbh/,3½ BAs,"1,900 Sq Ft","1,900",12 Month Lease,Available Now,"$6,00",,,,,
Los Angeles,Townhomes,CA,90024,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","10720 Ohio Ave, Los Angeles, CA 90024",https://www.apartments.com/10720-ohio-ave-los-angeles-ca/cd00nye/,3 BAs,"1,534 Sq Ft","1,534",12 Month Lease,Available Now,"$4,50",,,,,
Glendale,Townhomes,CA,91203,"[{'bedroom_type': '3 Beds', 'price': '$3,25'}]","638 W California Ave, Glendale, CA 91203",https://www.apartments.com/638-w-california-ave-glendale-ca/r4f6v12/,2½ BAs,"1,250 Sq Ft","1,250",12 Month Lease,Feb 1,"$3,25",,,,,
Glendale,Townhomes,CA,91206,"[{'bedroom_type': '2 Beds', 'price': '$2,40'}]","121 Sinclair Ave, Glendale, CA 91206",https://www.apartments.com/121-sinclair-ave-glendale-ca/0j2mlp3/,2 BAs,956 Sq Ft,956,12 Month Lease,Available Now,,"$2,40",,,,
Hawthorne,Townhomes,CA,90250,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","5411 Ocean, Hawthorne, CA 90250",https://www.apartments.com/5411-ocean-hawthorne-ca/nwpx33m/,3½ BAs,"2,000 Sq Ft","2,000",,Available Now,"$4,50",,,,,
Pasadena,Townhomes,CA,91106,"[{'bedroom_type': '2 Beds', 'price': '$2,50'}]","691 S Marengo Ave, Pasadena, CA 91106",https://www.apartments.com/691-s-marengo-ave-pasadena-ca/4b0st4k/,3 BAs,"1,040 Sq Ft","1,040",,Available Now,,"$2,50",,,,
San Diego,Townhomes,CA,92109,"[{'bedroom_type': '2 Beds', 'price': '$3,30'}]","822 Island Ct, San Diego, CA 92109",https://www.apartments.com/822-island-ct-san-diego-ca/8lhdyv1/,1 BA,850 Sq Ft,850,1 Month Lease,Available Now,,"$3,30",,,,
Santa Monica,Townhomes,CA,90403,"[{'bedroom_type': '2 Beds', 'price': '$3,95'}]","933 21st St, Santa Monica, CA 90403",https://www.apartments.com/933-21st-st-santa-monica-ca/xxvyjlp/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$3,95",,,,
Palo Alto,Townhomes,CA,94303,"[{'bedroom_type': '3 Beds', 'price': '$4,25'}]","3722 Heron Way, Palo Alto, CA 94303",https://www.apartments.com/3722-heron-way-palo-alto-ca/yhsdbbr/,3 BAs,"1,218 Sq Ft","1,218",6 Month Lease,Available Now,"$4,25",,,,,
Tarzana,Townhomes,CA,91356,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","18350 Collins St, Tarzana, CA 91356",https://www.apartments.com/18350-collins-st-tarzana-ca/cqjbcyg/,3 BAs,"1,659 Sq Ft","1,659",12 Month Lease,Available Now,,"$2,95",,,,
Fremont,Townhomes,CA,94555,"[{'bedroom_type': '2 Beds', 'price': '$2,65'}]","4017 Caribbean Cmn, Fremont, CA 94555",https://www.apartments.com/4017-caribbean-cmn-fremont-ca/d2v4byj/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Jan 16,,"$2,65",,,,
San Jose,Townhomes,CA,95136,"[{'bedroom_type': '1 Bed', 'price': '$1,45'}]","262 Agustin Narvaez St, San Jose, CA 95136",https://www.apartments.com/262-agustin-narvaez-st-san-jose-ca/pw0lz4s/,1 BA,155 Sq Ft,155,12 Month Lease,Jan 10,,,,"$1,45",,
Encino,Townhomes,CA,91436,"[{'bedroom_type': '2 Beds', 'price': '$2,77'}]","4735 Gloria Ave, Encino, CA 91436",https://www.apartments.com/4735-gloria-ave-encino-ca/8hrrpy2/,2½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Jan 9,,"$2,77",,,,
Oakland,Townhomes,CA,94618,"[{'bedroom_type': '2 Beds', 'price': '$3,80'}]","5204 Lawton Ave, Oakland, CA 94618",https://www.apartments.com/5204-lawton-ave-oakland-ca/099q7l2/,1 BA,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,,"$3,80",,,,
Oakland,Townhomes,CA,94607,"[{'bedroom_type': '2 Beds', 'price': '$3,37'}]","170 Uptown Cir, Oakland, CA 94607",https://www.apartments.com/170-uptown-cir-oakland-ca/xpx6p0n/,2½ BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,"$3,37",,,,
Beverly Hills,Townhomes,CA,90212,"[{'bedroom_type': '2 Beds', 'price': '$4,60'}]","9330 W Olympic Blvd, Beverly Hills, CA 90212",https://www.apartments.com/9330-w-olympic-blvd-beverly-hills-ca/5d8yp0p/,1½ BAs,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,"$4,60",,,,
Los Angeles,Townhomes,CA,90011,"[{'bedroom_type': '4 Beds', 'price': '$3,30'}]","130 E 29th St, Los Angeles, CA 90011",https://www.apartments.com/130-e-29th-st-los-angeles-ca/h5tzk62/,4 BAs,"1,506 Sq Ft","1,506",12 Month Lease,Available Now,,,"$3,30",,,
Marina del Rey,Townhomes,CA,90292,"[{'bedroom_type': '2 Beds', 'price': '$3,94'}]","3512 Pacific Ave, Marina del Rey, CA 90292",https://www.apartments.com/3512-pacific-ave-marina-del-rey-ca/1dxf2k5/,1 BA,944 Sq Ft,944,11 Month Lease,Jan 27,,"$3,94",,,,
Marina del Rey,Townhomes,CA,90292,"[{'bedroom_type': '2 Beds', 'price': '$3,99'}]","3512 Pacific Ave, Marina del Rey, CA 90292",https://www.apartments.com/3512-pacific-ave-marina-del-rey-ca/9nbk3b5/,1½ BAs,944 Sq Ft,944,11 Month Lease,Jan 25,,"$3,99",,,,
Mountain View,Townhomes,CA,94041,"[{'bedroom_type': '2 Beds', 'price': '$3,75'}]","108 Bryant St, Mountain View, CA 94041",https://www.apartments.com/108-bryant-st-mountain-view-ca/xr1ckdn/,2½ BAs,"1,156 Sq Ft","1,156",12 Month Lease,Available Now,,"$3,75",,,,
East Los Angeles,Townhomes,CA,90022,"[{'bedroom_type': '4 Beds', 'price': '$3,19'}]","465 S Ford Blvd, East Los Angeles, CA 90022",https://www.apartments.com/465-s-ford-blvd-east-los-angeles-ca/v8hdngg/,3 BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,,"$3,19",,,
Los Angeles,Townhomes,CA,90048,"[{'bedroom_type': '2 Beds', 'price': '$3,30'}]","122 N Orlando Ave, Los Angeles, CA 90048",https://www.apartments.com/122-n-orlando-ave-los-angeles-ca/9m0cnv5/,1½ BAs,"1,550 Sq Ft","1,550",12 Month Lease,Available Now,,"$3,30",,,,
San Mateo,Townhomes,CA,94402,"[{'bedroom_type': '2 Beds', 'price': '$4,40'}]","20 Barneson Ave, San Mateo, CA 94402",https://www.apartments.com/20-barneson-ave-san-mateo-ca/7c6fxex/,2½ BAs,"1,400 Sq Ft","1,400",12 Month Lease,Jan 7,,"$4,40",,,,
Sunnyvale,Townhomes,CA,94087,"[{'bedroom_type': '2 Beds', 'price': '$3,07'}]","1247 Hollenbeck Ave, Sunnyvale, CA 94087",https://www.apartments.com/1247-hollenbeck-ave-sunnyvale-ca/0nh67z2/,2 BAs,926 Sq Ft,926,12 Month Lease,Available Now,,"$3,07",,,,
Los Angeles,Townhomes,CA,90037,"[{'bedroom_type': '3 Beds', 'price': '$3,59'}]","1199 Browning Blvd, Los Angeles, CA 90037",https://www.apartments.com/1199-browning-blvd-los-angeles-ca/t0h23q9/,3½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,"$3,59",,,,,
Santa Monica,Townhomes,CA,90405,"[{'bedroom_type': '3 Beds', 'price': '$12,00'}]","2215 5th St, Santa Monica, CA 90405",https://www.apartments.com/2215-5th-st-santa-monica-ca/5l97nfn/,3 BAs,"2,200 Sq Ft","2,200",12 Month Lease,Available Now,"$12,00",,,,,
San Diego,Townhomes,CA,92109,"[{'bedroom_type': '3 Beds', 'price': '$4,40'}]","820 Island Ct, San Diego, CA 92109",https://www.apartments.com/820-island-ct-san-diego-ca/7qwg54x/,2 BAs,"1,050 Sq Ft","1,050",1 Month Lease,Available Now,"$4,40",,,,,
Santa Monica,Townhomes,CA,90404,"[{'bedroom_type': '1 Bed', 'price': '$2,65'}]","2020 20th St, Santa Monica, CA 90404",https://www.apartments.com/2020-20th-st-santa-monica-ca/5d3l9bn/,1½ BAs,850 Sq Ft,850,9 Month Lease,Available Now,,,,"$2,65",,
Huntington Beach,Townhomes,CA,92648,"[{'bedroom_type': '2 Beds', 'price': '$2,09'}]","7692 Timber Cir, Huntington Beach, CA 92648",https://www.apartments.com/7692-timber-cir-huntington-beach-ca/kgnb21b/,2½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,09",,,,
Glendale,Townhomes,CA,91206,"[{'bedroom_type': '2 Beds', 'price': '$2,35'}]","421 N Louise St, Glendale, CA 91206",https://www.apartments.com/421-n-louise-st-glendale-ca/jesn0d6/,2½ BAs,900 Sq Ft,900,12 Month Lease,Available Now,,"$2,35",,,,
Lynwood,Townhomes,CA,90262,"[{'bedroom_type': '3 Beds', 'price': '$2,75'}]","12425 Atlantic Ave, Lynwood, CA 90262",https://www.apartments.com/12425-atlantic-ave-lynwood-ca/dndfwmh/,3 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,"$2,75",,,,,
Los Angeles,Townhomes,CA,90019,"[{'bedroom_type': '2 Beds', 'price': '$3,20'}]","5869 Whitworth Dr, Los Angeles, CA 90019",https://www.apartments.com/5869-whitworth-dr-los-angeles-ca/sv04sw6/,1½ BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,"$3,20",,,,
Los Angeles,Townhomes,CA,90032,"[{'bedroom_type': '2 Beds', 'price': '$2,22'}]","5136 Ithaca Ave, Los Angeles, CA 90032",https://www.apartments.com/5136-ithaca-ave-los-angeles-ca/ymtmegv/,1 BA,990 Sq Ft,990,12 Month Lease,Available Now,,"$2,22",,,,
San Jose,Townhomes,CA,95133,"[{'bedroom_type': '2 Beds', 'price': '$2,05'}]","861 Gilchrist Walkway, San Jose, CA 95133",https://www.apartments.com/861-gilchrist-walkway-san-jose-ca/e7zkt2q/,1 BA,980 Sq Ft,980,12 Month Lease,Available Now,,"$2,05",,,,
Hawthorne,Townhomes,CA,90250,"[{'bedroom_type': '2 Beds', 'price': '$3,90'}]","5537 Strand, Hawthorne, CA 90250",https://www.apartments.com/5537-strand-hawthorne-ca/eq599jn/,2½ BAs,"1,714 Sq Ft","1,714",12 Month Lease,Available Now,,"$3,90",,,,
Murrieta,Townhomes,CA,92563,"[{'bedroom_type': '3 Beds', 'price': '$2,40'}]","35870 Crickhowell Ave, Murrieta, CA 92563",https://www.apartments.com/35870-crickhowell-ave-murrieta-ca/5np5mjm/,3 BAs,"1,464 Sq Ft","1,464",12 Month Lease,Available Now,"$2,40",,,,,
Beverly Hills,Townhomes,CA,90212,"[{'bedroom_type': 'Studio', 'price': '$1,89'}]","320 S Canon Dr, Beverly Hills, CA 90212",https://www.apartments.com/320-s-canon-dr-beverly-hills-ca/44e4dvh/,1 BA,600 Sq Ft,600,1 Month Lease,Available Now,,,,,"$1,89",
Los Angeles,Townhomes,CA,90026,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","1236 Sunset Blvd, Los Angeles, CA 90026",https://www.apartments.com/1236-sunset-blvd-los-angeles-ca/lhn4w4f/,1 BA,425 Sq Ft,425,12 Month Lease,Feb 1,,,,"$2,50",,
Oakland,Townhomes,CA,94607,"[{'bedroom_type': '2 Beds', 'price': '$2,20'}]","1530 Union St, Oakland, CA 94607",https://www.apartments.com/1530-union-st-oakland-ca/mbrn1vj/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,"$2,20",,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '2 Beds', 'price': '$3,49'}]","1805 S Barrington Ave, Los Angeles, CA 90025",https://www.apartments.com/1805-s-barrington-ave-los-angeles-ca/ypwnzqv/,2½ BAs,979 Sq Ft,979,12 Month Lease,Feb 1,,"$3,49",,,,
Los Angeles,Townhomes,CA,90037,"[{'bedroom_type': '3 Beds', 'price': '$3,25'}]","3901 Wisconsin Pl, Los Angeles, CA 90037",https://www.apartments.com/3901-wisconsin-pl-los-angeles-ca/dh2t18h/,3 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Jan 15,"$3,25",,,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': 'Studio', 'price': '$1,65'}]","3126 S Halm Ave, Los Angeles, CA 90034",https://www.apartments.com/3126-s-halm-ave-los-angeles-ca/xss043m/,1 BA,415 Sq Ft,415,12 Month Lease,Available Now,,,,,"$1,65",
Lakewood,Townhomes,CA,90715,"[{'bedroom_type': '2 Beds', 'price': '$2,35'}]","20824 Arline Ave, Lakewood, CA 90715",https://www.apartments.com/20824-arline-ave-lakewood-ca/8c6gcw0/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,35",,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': '1 Bed', 'price': '$1,85'}]","3126 Halm S Ave, Los Angeles, CA 90034",https://www.apartments.com/3126-halm-s-ave-los-angeles-ca/0qwe8b1/,1 BA,541 Sq Ft,541,12 Month Lease,Available Now,,,,"$1,85",,
Los Angeles,Townhomes,CA,90035,"[{'bedroom_type': '3 Beds', 'price': '$3,69'}]","1060 S Corning St, Los Angeles, CA 90035",https://www.apartments.com/1060-s-corning-st-los-angeles-ca/eg5pktm/,2 BAs,"2,200 Sq Ft","2,200",12 Month Lease,Available Now,"$3,69",,,,,
Los Angeles,Townhomes,CA,90049,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","11946 Goshen Ave, Los Angeles, CA 90049",https://www.apartments.com/11946-goshen-ave-los-angeles-ca/b0qrhy9/,1½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Jan 15,,"$2,95",,,,
Escondido,Townhomes,CA,92026,"[{'bedroom_type': '3 Beds', 'price': '$2,99'}]","917 W Lincoln Ave, Escondido, CA 92026",https://www.apartments.com/917-w-lincoln-ave-escondido-ca/t7spxq9/,2½ BAs,"1,326 Sq Ft","1,326",12 Month Lease,Available Now,"$2,99",,,,,
Los Angeles,Townhomes,CA,90064,"[{'bedroom_type': '2 Beds', 'price': '$3,60'}]","10389 Almayo Ave, Los Angeles, CA 90064",https://www.apartments.com/10389-almayo-ave-los-angeles-ca/m8r3pvk/,2½ BAs,"1,650 Sq Ft","1,650",12 Month Lease,Available Now,,"$3,60",,,,
Los Angeles,Townhomes,CA,90016,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","4017 W Jefferson Blvd, Los Angeles, CA 90016",https://www.apartments.com/4017-w-jefferson-blvd-los-angeles-ca/mtml3kh/,1 BA,700 Sq Ft,700,1 Month Lease,Available Now,,,,"$2,00",,
Los Angeles,Townhomes,CA,90046,"[{'bedroom_type': '3 Beds', 'price': '$7,00'}]","846 N Alta Vista Blvd, Los Angeles, CA 90046",https://www.apartments.com/846-n-alta-vista-blvd-los-angeles-ca/6j2m8rs/,3 BAs,"1,871 Sq Ft","1,871",12 Month Lease,Feb 1,"$7,00",,,,,
Los Angeles,Townhomes,CA,90064,"[{'bedroom_type': '2 Beds', 'price': '$2,19'}]","2455 Corinth Ave, Los Angeles, CA 90064",https://www.apartments.com/2455-corinth-ave-los-angeles-ca/hvsdsf1/,2 BAs,900 Sq Ft,900,12 Month Lease,Available Now,,"$2,19",,,,
Sunnyvale,Townhomes,CA,94085,"[{'bedroom_type': '2 Beds', 'price': '$2,35'}]","813 San Pier Ct, Sunnyvale, CA 94085",https://www.apartments.com/813-san-pier-ct-sunnyvale-ca/tlnmmdb/,1 BA,900 Sq Ft,900,9 Month Lease,Available Now,,"$2,35",,,,
Sunnyvale,Townhomes,CA,94087,"[{'bedroom_type': '2 Beds', 'price': '$2,90'}]","530 La Conner Dr, Sunnyvale, CA 94087",https://www.apartments.com/530-la-conner-dr-sunnyvale-ca/3pebqgd/,1½ BAs,972 Sq Ft,972,12 Month Lease,Available Now,,"$2,90",,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '2 Beds', 'price': '$3,15'}]","1747 Barry Ave, Los Angeles, CA 90025",https://www.apartments.com/1747-barry-ave-los-angeles-ca/s87nkv6/,2½ BAs,"1,080 Sq Ft","1,080",12 Month Lease,Available Now,,"$3,15",,,,
Los Angeles,Townhomes,CA,90029,"[{'bedroom_type': '4 Beds', 'price': '$3,29'}]","1253 N Kingsley Dr, Los Angeles, CA 90029",https://www.apartments.com/1253-n-kingsley-dr-los-angeles-ca/zwzz2wx/,4 BAs,"1,600 Sq Ft","1,600",12 Month Lease,Available Now,,,"$3,29",,,
Los Angeles,Townhomes,CA,90024,"[{'bedroom_type': '1 Bed', 'price': '$3,30'}]","939 Hilgard Ave, Los Angeles, CA 90024",https://www.apartments.com/939-hilgard-ave-los-angeles-ca/2rw69y8/,1 BA,859 Sq Ft,859,12 Month Lease,Available Now,,,,"$3,30",,
Redondo Beach,Townhomes,CA,90278,"[{'bedroom_type': '3 Beds', 'price': '$4,25'}]","2518 Robinson St, Redondo Beach, CA 90278",https://www.apartments.com/2518-robinson-st-redondo-beach-ca/p6f8z5v/,2½ BAs,"2,300 Sq Ft","2,300",12 Month Lease,Jan 15,"$4,25",,,,,
Hayward,Townhomes,CA,94544,"[{'bedroom_type': '3 Beds', 'price': '$3,00'}]","24584 Diamond Ridge Dr, Hayward, CA 94544",https://www.apartments.com/24584-diamond-ridge-dr-hayward-ca/pkgmt5s/,2½ BAs,"1,585 Sq Ft","1,585",12 Month Lease,Available Now,"$3,00",,,,,
San Jose,Townhomes,CA,95116,"[{'bedroom_type': '1 Bed', 'price': '$1,55'}]","88 N Jackson Ave, San Jose, CA 95116",https://www.apartments.com/88-n-jackson-ave-san-jose-ca/kkqyrn8/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,,,,"$1,55",,
Los Angeles,Townhomes,CA,90024,"[{'bedroom_type': '2 Beds', 'price': '$5,50'}]","1307 S Beverly Glen Blvd, Los Angeles, CA 90024",https://www.apartments.com/1307-s-beverly-glen-blvd-los-angeles-ca/5x3fhzn/,2½ BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,"$5,50",,,,
Los Angeles,Townhomes,CA,90094,"[{'bedroom_type': '2 Beds', 'price': '$5,45'}]","5831 Seawalk Dr, Los Angeles, CA 90094",https://www.apartments.com/5831-seawalk-dr-los-angeles-ca/y65jwqs/,3 BAs,"2,204 Sq Ft","2,204",12 Month Lease,Available Now,,"$5,45",,,,
Lomita,Townhomes,CA,90717,"[{'bedroom_type': '3 Beds', 'price': '$2,70'}]","2225 241st St, Lomita, CA 90717",https://www.apartments.com/2225-241st-st-lomita-ca/0f6e5h3/,2½ BAs,"1,430 Sq Ft","1,430",12 Month Lease,Available Now,"$2,70",,,,,
Lakeport,Townhomes,CA,95453,"[{'bedroom_type': '2 Beds', 'price': '$1,60'}]","108 Marina Dr N, Lakeport, CA 95453",https://www.apartments.com/108-marina-dr-n-lakeport-ca/7q0r53z/,1½ BAs,"1,571 Sq Ft","1,571",12 Month Lease,Available Now,,"$1,60",,,,
Los Angeles,Townhomes,CA,90037,"[{'bedroom_type': '3 Beds', 'price': '$3,59'}]","1197 Browning Blvd, Los Angeles, CA 90037",https://www.apartments.com/1197-browning-blvd-los-angeles-ca/0bpwr82/,3½ BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,"$3,59",,,,,
Irvine,Townhomes,CA,92614,"[{'bedroom_type': '3 Beds', 'price': '$2,65'}]","3 Fairside, Irvine, CA 92614",https://www.apartments.com/3-fairside-irvine-ca/dtm725j/,1½ BAs,"1,325 Sq Ft","1,325",12 Month Lease,Available Now,"$2,65",,,,,
Anaheim,Townhomes,CA,92805,"[{'bedroom_type': '3 Beds', 'price': '$2,90'}]","576 S Casita St, Anaheim, CA 92805",https://www.apartments.com/576-s-casita-st-anaheim-ca/09k84y2/,2½ BAs,"1,293 Sq Ft","1,293",12 Month Lease,Available Now,"$2,90",,,,,
Redding,Townhomes,CA,96001,"[{'bedroom_type': '3 Beds', 'price': '$1,80'}]","2402 Calgary Pl, Redding, CA 96001",https://www.apartments.com/2402-calgary-pl-redding-ca/ld1vnsd/,2½ BAs,"1,726 Sq Ft","1,726",12 Month Lease,Available Now,"$1,80",,,,,
Redwood City,Townhomes,CA,94062,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","37 Avondale Ave, Redwood City, CA 94062",https://www.apartments.com/37-avondale-ave-redwood-city-ca/x3tkb2p/,1 BA,350 Sq Ft,350,12 Month Lease,Available Now,,,,"$2,00",,
San Jose,Townhomes,CA,95136,"[{'bedroom_type': '3 Beds', 'price': '$2,50'}]","1305 Weepinggate Ln, San Jose, CA 95136",https://www.apartments.com/1305-weepinggate-ln-san-jose-ca/4ypk95j/,1½ BAs,"1,308 Sq Ft","1,308",12 Month Lease,Feb 1,"$2,50",,,,,
